place,gid,name,place_type,address,area,coordinates,ended
20417,f0d06bb8660d4d638918aa6bb9a31f47,CBC Studio 4S,Studio,,5076,,f
20270,fb80fdda95ce44189e96a45930c0b293,The Butcher Shoppe,Studio,1315 Adams St Nashville TN,5213,,f
32534,9a1e065c45334604aa82777d7d13a08b,Gravodisc,Studio,,,,f
17219,b447db94466945be85ed6c2e07759cf8,Track Farm,,,,,f
44945,efed8a706c9d470cb813bd56566c2827,Juselhalle,Venue,,69060,,f
16905,d157957cabab4944a5d55d7ca51f0a04,Luna Mixing Room,,,,,f
8163,62f43d119ffc46abbc09c36e1055034f,Nezlobin Theatre,Venue,,2429,,f
37710,757626b0e0bc4816bec8f8a337688817,Rumor Mill Recording,Studio,,100940,,f
44377,93173847cb224f50862df8ba20f2eb7a,Polideportivo del Monte Tossal,Other,,9276,3835517049218,f
24338,2f51e21d1a9648af91f3f3b189832760,DePaul Concert Hall,Venue,,5099,419239876492,f
50098,2180d0ae50e144ab8a3d9bd2eb4fca21,Other Music,Venue,15 E 4th Street New York NY 10003,7020,40727917399314,t
36115,607a0254fadf4fe08cb973d16ea397e9,Symphony Studio,Studio,,3992,,f
56172,a3e081048d3c4e69a33599d881c05b73,Tyrolis Tonstudio,Studio,Meilstraße 36,80634,4727169511248198,f
7018,f5cb53c91e6a4c30b4d76acc3f379001,Dance Planet LX,Studio,,171,,f
54878,b23654f01ec74d969303ee50857db874,Fry Systems,Studio,,106102,,f
23848,d8815607288f4ad38a6ab98cedd939ce,Reanimator,Studio,Appelstraat 19 2140 Borgerhout Belgium,116160,512132534440806,f
41711,6e4713e6e0b8410db5b7ac9ebfe74caf,The Border Studio,Studio,,,,f
21700,e6fae9ac261d4ecc89953ad8deb9f229,35 Wyndham Street,,,3813,,f
18940,f2fee7f9fa1c4f9ca1a0b8d7340a506e,Blackpool Billiard Bar,Venue,Sibeliuksenkatu 10 FI04400 Järvenpää Finland,7788,,f
17198,d79366011b034cf08f425194de427ea7,The Showcase,Venue,,106178,,f
18030,39fd3d603c6a4060b5d316751a179c8b,Musical Instrument Museum,Other,Montagne de la CourHofberg 2 B1000,1793,508428364358831,f
35271,733566f6814e440fbbb08c9dd4b70e3b,Paddy OConnell,Venue,Calle de la Mar 20 03700 Denia Alicante Spain,108511,388413550107822,f
11342,d92aed7b88b240ff9ce0082552468055,Palazzo dei Congressi Lugano,Other,Piazza Indipendenza 4 6900 Lugano,7724,460050478956396,f
32682,7fb0aa0bf1c54c7ab66fa0e52d90f389,Canberra Theatre Centre,Venue,,5129,,f
34857,c3ae9ddc373b43d69fa008923332ee69,Cool Springs Recording,,,23382,,f
8423,fd731924c2a34533b3380ac6666c1c20,Absintherie Sixtina,Venue,Sternwartenstraße 4 04103 Leipzig,7289,5133503712379832,f
10731,080f3403b4e94c089f5a878ec04394d6,Evil Genius Records,Venue,Adelaide Road Wellington New Zealand,4879,,f
54405,ff7fc865dc614ed482b207e4a3ab705c,0x7 studio,Studio,,107,,f
13014,89a9b3c57ed94a558181a22755fb98cb,Studio Babelsberg,Studio,AugustBebelStr 2653 D14482 Potsdam,8852,5238706413120179,f
33774,74362a2e56274316936f7e0b73f727fe,Arbeitshaus,Studio,,,,f
38632,ea631b3b491d41968a72564ea6d7df89,HiverlyHills Studio,Studio,,107,,f
11757,47a94e72af45409fa1c04f8f8ad4b227,Severn Studios,Studio,,102118,,f
33182,abe6b11101d44b6790bc9b5cea03c69e,LinkKuei Estudio,,,194,,f
9618,c700eb878c934cdc970331c63683757f,Paradise Studios Grand Lake of the Cherokees,,,297,,f
18453,ca2d493cc25e485884d64384fd371529,Rebellion Stage,Venue,,27085,,f
47096,ef391f9d1421452bb442bbceb2f4c407,Appalshop Recordings,Studio,,25446,,f
30536,795406ff93e6461eb30b00684c450eed,St Catharines College Cambridge,Educational institution,St Catharines College Cambridge CB2 1RL UK,7307,5220301169,f
25251,8ede0ad6c1574df4a477c72ea2eb0fb6,Main Stage,Venue,,107042,,f
18716,f14b88432f4b4519a71202a22dfa7980,Brooklands Road Studio,Studio,,1178,,f
32226,2ea2be1dab374dca9d41d952ee687c8a,하늘세탁 Studio,Studio,,113,,f
55903,138390cf52da41a9afa4b0e99f7edc5c,Sinclair Road,Studio,,1178,,f
12346,6def9ea0d91c437c84791dfd929b316f,First United Methodist Church,Religious building,,5241,415018918166699,f
43314,78a1b520082448baa5a872e51f0c9890,Heidis Jazzclub,Venue,7 N Orlando Ave Cocoa Beach Florida 32931,271,283186806099,f
8487,cbc3e48f8c4b461cae9e47bae819d30f,Brisbane Entertainment Centre,Indoor arena,Melaleuca Drive Boondall Queensland 4034 Australia,117103,27342222153071111,f
4622,2fd23477d3a04dd1bc698f6641f54afb,MasterMix,Studio,1921 Division St Nashville TN 37203,5213,361491798679743,f
14549,4071c8f5abd54ab1b708e06b543b820e,Sunday Music Studios,Studio,Lorensbergsgatan 18 411 36 Göteborg Sweden,9526,5769938211977975,f
40360,2cc6d9638184418d87c58a58ba144e15,Resto Bar Le Pioneer,Venue,286 Lakeshore Drive PointeClaire Quebec Canada H9S 4K9,9232,4542895173825465,f
16971,3e8c7a85ddf64823bb206e659d73e50b,Curtis Institute of Music,Educational institution,1726 Locust Street Philadelphia PA 19103,7707,39948857517066,f
8390,4f8ab6e5bf684d4e86efe88464ba6852,Ungdomshuset,Other,Dortheavej 61 2400 København NV,7712,5570873612523502,f
52435,32fb80273e0e4adc950401d751740fee,Pôle supérieur denseignement artistique de Paris BoulogneBillancourt,Educational institution,14 rue de Madrid 75008 Paris,4434,488786232042,f
18510,bcf58380005c4f06b3337c02693e485f,M4II,Studio,,,,f
3043,e426abec7cbb4636bddb1186f22a8028,St Michaels Church,Religious building,South Grove Highgate London N6 6BJ United Kingdom,58384,515689580150416,f
15353,82ae79b57b514edeb211c41bdb940437,Europahalle,Venue,,23722,,f
51437,11e9511fe92043598cc6eb6e316ed665,Église NotreDame dAixlesBains,Religious building,Place Cardinal Garrone 73100 AixlesBains,119200,456911591583,f
7584,4e1f98d2274c46f588ac0ad924d6334b,Sound Cuts,Studio,,221,,f
29804,ee93de104e0a453db7171576e4a195e0,Market Hotel,Venue,1140 Myrtle Ave Brooklyn NY 11221,115540,,f
29677,a517ffdd0c404a2bbd6c172f53aaab49,广州体育馆,Stadium,,5195,23184314113271575,f
45349,8ed37a2d95784c40b407a3a11b4ada85,Central Technical School,Educational institution,725 Bathurst Street Toronto ON M5S 2R5 Canada,5076,436632187940845,f
45010,645102b9d9284479a5ecea20d4ed8eeb,Hastings,,,331,,f
25082,fbd583eeb2e24c71ad1e9085fbfee1ae,Espace Culture Saint Andre,,,68600,,f
53512,fbb1e9bf87bd46bca11718517834dcd7,Architect Recording Company,Studio,,7703,,f
27282,5a7c35dc66e645749af002ec5b167c7b,Auditorium Matteo dAcquasparta,Venue,,8169,426933125456,f
22927,da23defd1b7b4bffa0e6ebaeb0c98692,Gods Butt,,,,,f
24583,bd0276e7f4ad462da7bcc54e42bde481,The Record Plant Mobile Studio,Studio,,7020,,f
32632,ac4f1965a8ea46d39c46c2fdbf8ebe1b,Sonica Studios,Studio,Via Abetone 16 38068 Rovereto,16365,,f
25859,1eddfccce22d4c4f89fd59095eb61c3d,Studio 91,Studio,,117401,,f
18479,ee6d9f7ef87a48b289b4901eab1b2dc5,Styrene Studios,,,,,f
6619,685a0a1899c044b3b5d5e35587061a0e,St Georgenkirche,Religious building,,69821,508161381254126,f
36379,c0603cf9d1f0472093883b65f8bb68d8,McKie Beats Studios,Studio,,,,f
24297,45c4e40810f842fa8602af129c61ccd8,The Vic for Jazz,Venue,2640 Main Street Santa Monica CA 90405,5283,,t
38751,1363d908785044258f2c64a0cc868da7,Wing Nut Music,Studio,,,,f
15695,64961c622d154de6ae1fabe5959115d7,Classical Digital Inc,,,,,f
47730,09e79860c2014844b036a5adfb21b5eb,Soundworks Recording Studio,Studio,3801 23rd Avenue 303 Astoria Queens New York,67440,,f
25432,8d890a8a7b5441ffa8bd10f77e25797b,Bellwood Prison Camp,Other,,5210,337118843683,f
46078,709cbe627848464aaba2878e1079d382,Synchestra Studios,Studio,,7731,,f
23755,4b75e456533747ddaae3fc91f9dac511,Klanglabor Weimar,Studio,,8966,,f
47357,6062886819d248bd8f530ca7d7cce5e3,Centro da Musica Carioca Artur da Távola,Venue,Rua Conde de Bonfim 824  Tijuca Rio de Janeiro RJ 20530002 Brasil,5161,22935324324424,f
51216,5d42fdce86cb4c3da08a06d4c3c735e4,Crossroads Garage,Venue,,23707,,f
28063,ede5d85e307445a89e7a1ccb82258ecd,Mi Sueno Recording Studios,Studio,,99554,,f
56382,21f01d8819ea46849c22c36dc5502cb9,Hard Rock Café Los Angeles,Venue,8600 Beverly Blvd at the Beverly Center,7703,,t
44243,5afb519b4d344a63bd973c8bf470326c,Château de Méridon,,,53025,486923492033587,f
30306,0d597ce4dc734f9cacbefd34a213ee7a,St Elisabeth,Religious building,Obere Sandstraße 29 96049,23723,4989275610883094,f
3225,0f9be4c7f57c42379c4d154f21b5bbaa,Engine Studios,Studio,1644 N Honore St  300 Chicago IL 60622,5099,,t
21501,afd6b54a53fd4c86a741432bdc4f0bc5,Mike Cogkendalls Attic,,,,,f
24852,ff8baa0a999b4fad8a5d75e3ceb7e7c6,808sounds,Studio,,,,f
51773,6fb2d82c6ca7480f8f73489dc0ffe889,Cirque de Reims,Venue,,68605,49254940222,f
2167,cb37c80c51b04d5e950e95c2c154fc87,The Wamdue Room,Studio,,5210,,f
17450,397ff111e79045218221eaf43c967727,YAD Music,Studio,,4434,,f
55166,b94a7e6704c54b498baec5de9beca092,Reid Brody Studio,Studio,,5099,,f
19497,656c8df5add54075bf01f443a785d39a,Japanese Academy,,,,,f
1738,0a2421847ca74e9e95ce6b4291a41cb9,Stahlwerk,Venue,Ronsdorfer Straße 134 40233,7709,512151646818047,f
22009,f535842b30ea4c80b467d6a0364103f0,JC Arthur Satàns parents,,,,,f
46116,7085b01f35b84abb8378090db00e095d,Tonengineer Studio,Studio,,,,f
16612,93703649aa044dd6915ba8b23b2a9605,Mechanics Bank Theater and Convention Center,Venue,1001 Truxtun Ave Bakersfield CA 93301,22323,35372119013,f
9657,8dd783f39fd04d9c99e32dcd4367a3f3,Sacred Heart Music Center,Venue,201 W 4th St Duluth,5767,46787592105556,f
36955,b4bb299d91ed421e90338971a7ac313b,Amoeba Music,Other,6400 Sunset Blvd Los Angeles CA 90028,39882,,f
16481,47540a850c1c49c992996eaf57016a54,AlbertusMagnusGymnasium Bensberg,Other,Kaule 3 51429 Bergisch Gladbach Germany,68850,509610977155988,f
23373,c027738acdf540e3a34d27f4b0bfb3d9,Mancave Sound Studios,Studio,,,,f
23610,606ca57523c84ffb888617c1dee72f55,Fantomas Studio,Studio,,97,,f
18039,5ff2a67fa78543f48b09a92702f5e09b,The Attic,Venue,170 High Street Cheltenham,29508,519007522074432,t
38691,8ff5f495806c47dba6e15f4b83e8d058,Leggo Studios,Studio,,1468,,f
10018,14d72d98d8bb409ca33613383053cb0c,Scruggs Sound Studio,Studio,,5213,,f
7320,32a8ddc6d95541f789e0a1bbf73b4e76,Black Saloon Studios,Studio,Black Saloon Studios Vestry Works 9 Vestry Road Walthamstow Village London E17 9NH United Kingdom,1178,515834490012568,f
18112,12966da848834e15b5ecfa27d27f9a9a,Miami House of Music,Studio,,12314,,f
5816,fc8c39bf39444c44a14a95819c88e90c,St Lawrence,Other,Cannons Park Edgware,1178,,f
30555,f3b0a2bab4aa48978c791633e4713da6,Three Books Studio,Studio,,3821,,f
26214,7f994459844e4798bd1d3e7e80ea3d45,Trenton War Memorial,Other,West Lafayette Street Trenton NJ USA,5200,4021833374768333,f
51517,17bfd4fd535b4f0593d653492c821ebe,The Drone,Studio,,23036,,f
53808,79abf236c89940b18ddbc5bbb6860e1e,Thinkn Talk Studio,Studio,,1793,,f
4952,7216a1298d6d4f0ea79c7ca74ad53362,80 Hertz Studios,Studio,80 HERTZ Post Production  Recording Studios The Sharp Project Thorp Rd Manchester M40 5BJ Manchester UK,3925,5350201219344,f
16140,8d9ec6ad91134160b5e0750247fcb62f,dB Music,Studio,,653,,f
15285,eebef19ab12446f8b80c76e31027e6c0,De Warande,Venue,Warandestraat 42 2300 Turnhout,105437,51324434943789,f
30680,23337d0d17ee435680ac3fca8556f950,Sonido XXI,Studio,Plaza de la Fuente8 31191 Esparza de Galar Navarra,107355,,f
46056,bdfae3a59d414babb790796e1fe25dc9,DRM Studio,Studio,,7708,,f
51591,59d44120f69b45febef770b91abdee9a,Electrotek Studios,Studio,Swansea Wales UK,221,,f
28386,a26caaa95e5148b190daed352e93d3b2,Théâtre Daunou,Venue,7 rue Daunou 75002,4434,48866123592,f
46346,750b0788feac4c9db3f2a2e5c2068fde,Lemon World Studios,Studio,,,,f
35149,cf35ca0b2f2e4a999c89e489d2ef6fb5,Paradise Cove at River Spirit Casino Resort,Venue,8330 Riverside Parkway Tulsa OK 74137,5296,360408359596463,f
50905,6b77ac40e3dc4de19d8dca0628e43d31,Location B,,,,,f
15207,ce84850cc19e413e93715a08c498484e,Waterfall Studios,Studio,,358,,f
31995,0154e6619f49401f9c2cf4215fadf5fb,Bolic Sound,Studio,,22430,,f
4529,a1b92764ef6f421f99e3fc069250f7f0,Signaturetone Recording,Studio,6459 Lyndale Ave S Richfield MN 55423,23184,,f
51574,29769651c3374283865d2967f2d848d8,Robert Samut Hall,Venue,,961,358918145032,f
35743,00628e4acdab4a91847f653044679163,Blackout Studio,Studio,Avenue Frans Courtens 131 1030 Schaerbeek Belgium,105393,508601440307,f
51963,5db9c0f8e862429293cd05d6adf4c5b6,Studio 19,Studio,,202,,f
6130,5eb17fee18b243819faa3e2256bc75e1,Kathedraal sHertogenbosch,Religious building,,7939,5168805653075,f
29910,8acdcaf3d7134908869c27759f3b03ae,Boise State University,Educational institution,1910 W University Dr Boise ID 83725,5251,43604116204,f
44516,b1966f30700040acbf323652f67222d7,Retromedia Sound Studios,Studio,110 Monmouth St,44419,,f
42055,23169ccc72864c5983aa133bf34e1dbe,Academy of Music of the University of Ljubljana,Educational institution,Stari trg 34Center 1000 Ljubljana Slovenia,190,46046821450656,f
29582,56bb64f30cc14e0196340b081629380a,The Basedment,Studio,,7716,,f
52078,0c6027d254e245cf88e58faa0827858f,Planet Grey Studios,Studio,,295,,f
29668,89c130d698924df985785ded2f7baa56,Vips Records,Studio,,12751,,f
6531,0489178e8fc54f9cb2993d430251d6d5,東京体育館,Indoor arena,〒1510051 東京都渋谷区千駄ヶ谷1171,116887,356797221397125,f
40543,8d4179cdbcab4ecab2fbc16bc12c7ab4,Copie Conforme,Pressing plant,28 De La Gare Street SaintJerome Quebec Canada J7Z 2B5,8834,457757857400339,f
18474,53fac8157a5e4c44b55aaee5466aeb57,Wooden Digital,,,,,f
50064,d27f90e1edab424fb5b2ed18e540e9c1,Honky Tonk Club,Venue,ул Вавилова 44 410000 Саратов,29593,5153618746005576,f
32370,9a52f9b8f35043d0ad25f759ce8af5ad,Studio Melody Music,Studio,3 Rue des Tonneliers 14000 Caen France,53124,,f
2082,4bae44bb905b4d94b6258b9348fceefe,Théâtre Le Ranelagh,Venue,5 rue des Vignes 75016 Paris,4434,488545682277615,f
33394,2497e8fc62a04cb9886973086b542d04,The Apiary,Studio,,67590,,f
29625,69ec7d662cae4860b6ac4b18a3e1ce04,Wieskirche,Religious building,,76953,4768055910900487,f
42111,183f23c5f9d1429c939cac927b870f81,Friedenskirche,Religious building,,8852,5240096613043411,f
4962,d2ceb7f9977a4e70ac5f9d2d2c219a8c,Lovely Records,Studio,,8852,,f
51563,558ed7bd901a451890a8b559ebf18a88,KPPCFM,Studio,,7956,,f
18877,92ccf469e7204108a956f495995559ff,Ocean Sound,Studio,,,,f
31602,ad05912fa11f41e39525f6101bea00b6,Égilse SaintSymphorien,Religious building,,39344,,f
18242,a0409eff1f75413c8561eb5ab463049f,Gray Matters Studio,Studio,2301 Bransford Ave Nashville TN 37204,5213,36127138676697,f
22361,e9f40c1a46b5424ca06cb3281ff9eb6d,Radio Records Studio,Studio,,2913,,f
39794,2ad3900db7d844f49ca1fae7ddfa844a,DLR Studio,Studio,,271,,f
1825,7b357fb6f618472b96f516ca86d3f54d,Avicii Arena,Indoor arena,Globentorget 2 121 27 Stockholm Sweden,115834,5929355618083236,f
24851,10105e8a5a0448b1bb1bb5367cf0fcbe,St Marks Studio,Studio,,1178,,f
7186,1bc3442c7e294fc29e753b907ae3bd58,Joonior Studios,Studio,,9655,,f
47104,1fa77d7779c54d9ea63767c5359b7af1,Studio Schulte,Studio,,,,f
19173,3a04a749001b413ab8d3552f4fc89792,Black Hole Sound,Studio,,,,f
34943,e52a9112cf3f415ea78dd5a93647c860,Susan Brotman Auditorium,Venue,321 Mercer Street Seattle WA 98109,9655,4762398122350498,f
43205,17e94f70f101498b83c5bfec360de10d,Instituto Musical de São Paulo,Educational institution,,80664,,f
25661,de1191ee4cc64753b39db949cb3d49d7,studioCampanella,Studio,,107,,f
38954,2ce01af35c7c409cbd31cab75b3542cf,Thorns Facilities,,,,,f
30766,5d31021ffa474676ac163e530827667b,Wellington College Crowthorne,Educational institution,Crowthorne Berkshire RG45 7PU,118050,51364308067,f
18952,ca171f1a431f4db99716dc958d7b4102,JLM Sound,Studio,,10861,,f
51332,eff798cb6c354a28a77b07c5de40f2b4,The Pent House,Studio,,1178,,f
4222,02c95a4a93464a76abd3f8720d166352,OsastoA,Studio,,72,,f
47518,1ef743506bd848ffb95a7abf791e3a25,La Caverne,Venue,,105368,,t
34034,82aacd5899fc4903be938f1567ae3c7d,Big Island,Studio,,,,f
11788,5a3a5071ca1c406291119f40fbe7feae,Morris Performing Arts Center,Venue,211 N Michigan St South Bend IN 46601,81741,4167833386250556,f
44274,333441073d1d49cb902bd1efc8e04753,Conservatoire à rayonnement régional de Dijon,Educational institution,24 boulevard Georges Clémenceau 21000 Dijon,67890,473279495050114,f
51110,f3b1408944e045df9d862c11f95826f0,Minimoon Studio,Studio,,11669,,f
28069,de0becff661a4e5881191684d08b6adf,Basilique SaintBonaventure de Lyon,Religious building,7 place des Cordeliers 69002 Lyon,12030,457631444836905,f
13337,af7698e50f6b4f518a25326d1e6adcef,Arctic Winter Games Arena,Indoor arena,,62240,637468478333,t
24572,f1d0b00e231b44cfbe781aeb74c11a92,The Lunch Room Riverhead,,,,,f
13055,566427dd642b4f58a8df03c212045ecf,Dragonfly Studios,Studio,,5121,,f
4228,375ee35e65244cc0aee8be27ddd0ed7d,Southminster United Church,Religious building,15 Aylmer Avenue,5107,453954475685268,f
7900,ad3edb1cb2404c61a712bc95247eba01,Tron Audio,Studio,,13,,f
53327,c253e678686f45749c345a69f1b78431,Strawberrybee Production,,,7020,,f
32937,d4c57176667740a59d8813d0fca9b5a5,Highline,Studio,Highline Audio  Videoproduktion Franz Erl  Daniel Erl Herzogstandstrasse 24 85540 Haar Gronsdorf Germany,76059,,f
24255,01620633127742f894af1019fc5ce98e,Teatro del Estado Gral Ignacio de la Llave,Venue,Av Ignacio de la Llave no2 Col Represa del Carmen,88628,1953340896934088,f
36109,2938563209ee4f6192a5acaf7ea80ab5,Psyrus Studio,Studio,,,,f
843,4e25c960584e4f0d98c52e5ea2d929c1,cube garden,,北海道札幌市中央区 北2条東3丁目25,11712,43065039141360129,f
24187,75a6ea93a7bb400cac7460aae6038181,Danchi Sound Studio,Studio,,,,f
2255,dc5b625e349c494681ad104ee5d7e475,The Cervix,Venue,,10861,,f
51943,7d26578eadaf4bb4b25bb91fa086cf7c,POTAR Practice,Studio,,48334,,f
38749,01e715edf7264f0fb67fa35721a27f86,Budahegyvidéki Evangélikus Egyházközség,Religious building,,721,474989190213,f
22839,7c9f94344b4344b49d6732ea9f656a26,Lyric Theatre,Venue,1 Gloucester Road Wanchai Hong Kong,118123,22280455114169812,f
17019,e7db493f762444abb216ccf660baf932,BankPlus Amphitheatre at Snowden Grove,Venue,6285 Snowden Ln Southaven MS 38672,23072,3495111189933889,f
45745,acbd9373c5c04f5d916a866b58681c57,Congregational Hall,Venue,Castle Gate Congregational Centre 6 Castle Gate Nottingham NG1 7AS UK,3967,529517221149425,f
45056,f380b10a995c4e3c8e4482a66d39b021,Studio MySound,Studio,11 allée de Longueterre 31850 Montrabé,43556,,f
46130,a71c8db100f24669bfb66db9ddd83a43,Alpana Tonstudio,Studio,,,,f
46700,13af5ec1369040558f28676a65328def,The Jaffa Cake,Venue,28 Kings Stables Road Edinburgh EH1 2JY,3822,559484823203925,t
2584,39fdbb2fe444413fb063a4bf5aa1a28a,Arts Centre Melbourne,Venue,100 St Kilda Rd Melbourne VIC 3004 Australia,5121,37820278144968333,f
35177,c2d8703dbe51444b9f338e21006d779d,University of California Berkeley,Educational institution,,7805,3787122259,f
46257,642d23b08af144acb47476b9bd55c045,Mottow Soundz Studio,Studio,,,,f
32334,6f5ebeb086d0406c859a51e9f787c499,かつしかシンフォニーヒルズ,Venue,〒1240012 東京都葛飾区立石6331,118295,357425139852222,f
24389,fcdd2a9bf9c94aa39a7e87463854f55f,Be Musical Productions,Studio,,23187,,f
15613,8b191a32d119485eb20de376bd58f0ca,The Neck,Other,,13,,f
50054,1a338dbc3980486e8352f9e97dd2f314,Parc LéonidasDufresne,Other,Parc Léonidas Dufresne ValDavid QC J0T 2N0,117367,4603107474207758,f
5418,d44e6d6a72c040e8a9d5ee7b2d625a20,Nikolaikirche,Religious building,Nikolaikirchhof 3 Leipzig Germany 04109,7289,5134026412378564,f
55711,b02783a3370b4d4ea2ee054eabebb82f,Barebones Studios,Studio,,,,f
27886,5ca2ff2c9a644a70aea3a9b9f5a578fc,Atlantic Studios,Studio,,7020,,f
53596,159b5c54d39b431b88488c31963c4b37,The Decibel Foundry,Studio,,,,f
10965,2c65861830344564874dff251e0b9319,RedRoom Recorders,Studio,,,,f
56809,e4e75cf47f48425691d6acd3c7a36018,Angel Sound Studios,Studio,,9279,,f
21872,66773148e8cb44658dbf6e1ed5baa57e,Áskirkja,Religious building,,780,6414357321867977,f
48746,4e6d7f1239144a818fc5e4808c93ab1e,The Atrium City Hall,Venue,,5242,520777244316833,f
28661,fe0efa0ee14348afa91d0a1d8fe59e1f,Santuario di San Bernardino,Religious building,,13310,45492796407,f
17326,b06fcaedf3f146559fee675c5351d6ad,Digraneskirkja,Religious building,,26627,6410778421886278,f
52547,ac046591d41a4410b3b802a98091dd1e,Elliott Bay Recording Company,Studio,932 12th Ave Seattle WA 98122,9655,,f
20093,1aba288c95804b0484df938d8a0ca1bc,Radstadion,Stadium,Bohlinger Straße 49 78224 Singen Hohentwiel,69932,4774865885271,f
24839,b2b7d038232243fb9f16ee725d2ff361,Velvet,Venue,,14215,,f
32805,12956460ae7c4569b57687c4f86d0b7b,Rose Gold,,96 Morgan Ave,10861,,f
14025,591c2aa9816348819508e6bb4800a942,SM Studio,Studio,,2230,,f
18394,2172dcce80f6480eab4bb4f453ab281b,WET Stage,Venue,,71242,,f
24575,41e17abaa33e469e97925cd1ca805f2f,Penny Station,Venue,,7608,,t
38256,9cb25c878de64d9993b8d76196ff3dfb,The Birmingham Hotel,Venue,333 Smith St,116788,,f
36113,db71536e7ffe4a679ae66043eec1af70,COP Studio,Studio,,23734,,f
13105,2f97a79a79b947cfb03dbeb7d2ae86c1,Toyota Stadium,Stadium,9200 World Cup Way Frisco TX 75034,28483,3315424896835915,f
31941,1c2d80ebf28842a9b3baf236e2bc84d7,Essex University,Educational institution,Wivenhoe Park Colchester,8258,518773260948708,f
51951,d1f3d9627fbc4e3991547cf4db5f94df,The Bridge,Venue,,80914,,f
16873,b14203ad441246fc85893657163b648c,Bixby Music Exchange,,,27657,,f
23818,0c5272e9381f4ee08d195512d7e9ec0c,3 rue neuve monplaisir,,,12030,,f
44749,13da716d416c41618b7b4a5bc62845dd,Vocal Mastering,Studio,,5298,,f
29449,5c29a7458ae54e60aeb519ceb281b840,Cliff Temple Baptist Church,Religious building,125 Sunset Ave Dallas TX 75208,9399,3274455896826152,f
8076,b055c3b9115442a6b0155a362196258c,Juchitán,Other,,1514,1644014695017914,f
14269,75707409798f4dd58b626cd7ea1dffa7,Planet Whirpool,Studio,,7954,,f
23325,51d6ec7fafea45ddaf58eb6210df24cf,2013 Mixing,Studio,,7703,,f
11518,1aca4d44b8dd4777af85fc591bd76614,Festival Open Space Park Central at Grandview,Other,,22955,,f
40351,1cd34a5a9adc4b28b58321e2b00e19d7,Zénith de Dijon,Venue,Rue de Colchide  21000 Dijon  France,67890,473552825058136,f
9927,e5a3b494aa594834b76699bad407531e,Rushents Mansion,Studio,,221,,f
12289,46e0c2410876455db71814798e7138ea,Boogie Park Studio,Studio,Boogie Park Studios Eulenstraße 70 A 22763 Hamburg,331,535515779923772,f
41433,aec2be2cd4cc47c3a3d9f7597a3d31f1,Castle Theater,Venue,1 Cameron Way Kahului HI 96732,83122,2089379715648125,f
44548,e74249b8bc934b24baf7c706a5a1a2f7,Dirks Studio,Studio,,69178,,f
38524,0d37ef104b094076b475b6903359f208,Bartók Béla Unitárius Egyházközség,Religious building,,721,474848190674,f
6930,a7a684e694b84ef493890ca13a713228,Swedish Broadcasting Company Studio,Studio,,5114,,f
19313,e92fe7310d074b068bd28895b4666d19,The Hell Dungeons,,,,,f
37706,d6095a6a4948451696f857213d2a8dfe,World Recording Facility,Studio,,,,f
28339,268cb24eea4548e5bb0fe852c7e821d8,StudioPh,Studio,,,,f
33952,7f0a3354ac424862b27a54885bcf919f,Gangadeens,Studio,,1178,,f
13070,b60c3b949615404b8f15f3ebc2b26329,Allen Theatre,Venue,1407 Euclid Avenue Cleveland OH 44115 USA,5241,4150111781681426,f
31375,106dff14bef14c6c918dd8069a11dde9,Röskö,Studio,,23535,,f
10773,e00b3dc394d54b26900c42f6acd59c52,Da Trak Haus,Studio,,7326,,f
22785,39b412b62e1a40d3a6a5133ea61df358,Jerboa Mastering,,,,,f
50261,70ebe67ab4c94f51b486d302afb6a3cc,Amen Studios,Studio,,,,f
26345,a570085a9ae24fe49141eccfc189cb02,The Boardwalk,Venue,,60189,,f
32621,f0c7ee6d63a84c92b03be0d3701e265c,Bright Lights Studios,Studio,,23641,,f
42354,34dfd4bacf1e425c9d77794ca556c467,StudioA,Studio,,62241,,f
19455,e19bd9e30a17409cb268d29db617ef9d,Loud  Local Stage,Venue,,95246,,f
24690,3db397d79d8b42b08ef9ee824e3af70b,St Charles Streetcar Line,Other,New Orleans LA,12021,,f
24744,e25f18fbb98b46d58ead06bdedb6e108,US Bank Stadium,Stadium,401 Chicago Ave Minneapolis MN 55415 USA,5239,4497505493260368,f
53999,8047916649494093bd681bb67596e815,James and Anne Duderstadt Center Audio Studio,Studio,2281 Bonisteel Blvd Ann Arbor MI 48109 United States,5769,4229115583715707,f
32441,552ef9a8c7f24be6bde7e0a8aedf9f25,Brooklyn Bowl,Venue,61 Wythe Ave Brooklyn NY 11249,115611,407218873957424,f
51800,8330d4b68aca408cbd6a78a8e3f1c444,Vatican City Sounds,Studio,,,,f
44798,34de6b2185044813b2010728611dd3ff,Wyman Studios,Studio,,,,f
45206,6358bfbad7db42a9800090aecc916d5c,The Cresset,Venue,Rightwell Bretton PE3 8DX UK,3974,,f
49890,dc9edf1a153745ed85bba1cd6b8d4175,Irwin Art Studio,Studio,,67,,f
23721,ed0fdffeaf744daf8ae7fe3e3f1cd208,Tinfoil Audio,Studio,,,,f
32681,a6dbe34aa1fb4f6eafda1597590333a5,Galatos,Venue,,153,,f
25405,4d51f177b09943d6953e80098b1d212f,Brisk Studios,Studio,,7954,,f
14053,928c845254e145a9961ec12731a328dc,Centro Pizza,Venue,286 Markham Rd Scarborough ON M1J 3C5,67435,4374556179220415,f
