species,version,language,flavor_text
rec-279-dup-0,33,3,입속에 작은 포켓몬이나알을 넣고 안전한 장소로운반해주는 하늘의 배달꾼.
rec-279-dup-0,33,12,把小型宝可梦和蛋放进嘴里并运送到安全地方的空中运送员
rec-279-dup-0,33,5,Ce messager du ciel transporte les petitsPokémon et les Œufs dans son bec pourles conduire en lieu sûr.
rec-279-dup-0,34,3,해면 아주 가까이 날아큰 부리로 해수와 함께먹이를 건져 나른다.
rec-279-dup-0,33,6,Ein Bote der Lüfte. Es bringt Eier und kleinePokémon in seinem Schnabel in Sicherheit.
rec-279-dup-0,33,9,It is a messenger of the skies carrying smallPokémon and eggs to safety in its bill.
rec-279-dup-0,34,6,Es schnappt sich seine Beute indem es beimFliegen mit seinem großen Schnabel das Wasserstreift.
rec-279-dup-0,34,4,會貼著海面飛行用大大的鳥嘴連著海水一起把食物撈起來帶走
rec-279-dup-0,33,8,È un corriere dei cieli che trasporta Uova epiccoli Pokémon nel suo enorme becco percondurli in un luogo sicuro.
rec-279-dup-0,34,12,会贴着海面飞行用大大的鸟嘴连着海水一起把食物捞起来带走
rec-279-dup-0,34,5,Avec son grand bec il transporte de la nourriturequil a récoltée en volant la bouche ouverteau ras de la mer gobant de leau au passage.
rec-279-dup-0,33,1,くちのなかに　ちいさなポケモンやタマゴをいれて　あんぜんな　ばしょにとどけてくれる　そらの　はこびや
rec-279-dup-0,34,8,Si libra a pelo dellacqua del mare pescandoil suo cibo e trasportandolo via con il suo grandebecco.
rec-279-dup-0,33,4,把小型寶可夢和蛋放進嘴裡並運送到安全地方的空中送貨員
rec-279-dup-0,34,1,かいめん　すれすれを　とんでおおきな　くちばしで　かいすいごとエサを　すくいとって　はこぶのだ
rec-225-dup-0,33,8,Trasporta cibo per tutto il giorno. Si raccontache diverse persone disperse o in difficoltàsi siano salvate grazie al suo cibo.
rec-225-dup-0,33,12,一整天都在搬运食物据说曾有遇险的人因为信使鸟的食物而得救
rec-225-dup-0,34,3,자신의 먹이를 사람이나 포켓몬에게나눠주는 습성이 있어언제나 먹이를 찾아다닌다.
rec-225-dup-0,34,12,因为有跟人类及宝可梦分享自己食物的习性所以一直都在到处寻找食物
rec-225-dup-0,33,7,Transporta comida durante todo el día. Segúndicen muchos desaparecidos han sobrevividogracias a ella.
rec-225-dup-0,34,8,È sempre alla ricerca di cibo che amacondividere con esseri umani e Pokémon.
rec-225-dup-0,34,6,Es hat die Angewohnheit seine eigene Nahrungmit Menschen und Pokémon zu teilen und istdeshalb stets unterwegs auf Futtersuche.
rec-225-dup-0,33,4,一整天都在搬運食物據說曾經有遇難的人因為信使鳥的食物而得救
rec-225-dup-0,34,5,Ce Pokémon partage facilement son repas avecdautres Pokémon et avec des humains ce quiloblige à constamment courir après la nourriture.
rec-225-dup-0,34,1,じぶんの　エサを　ひとや　ポケモンにわける　しゅうせいが　あるためいつも　エサを　さがしまわっている
rec-225-dup-0,33,9,It carries food all day long. There are tales aboutlost people who were saved by the food it had.
rec-225-dup-0,34,9,It has a generous habit of sharing its food withpeople and Pokémon so its always scroungingaround for more food.
rec-225-dup-0,33,5,Il transporte de la nourriture toute la journée.Ses réserves de vivres auraient sauvé la viede nombreuses personnes en péril.
rec-225-dup-0,34,4,因為有跟人類及寶可夢分享自己食物的習性所以一直都在到處尋找食物
rec-225-dup-0,34,11,自分の　エサを　人や　ポケモンにわける　習性が　あるためいつも　エサを　探しまわっている
rec-225-dup-0,34,7,Tiene la costumbre de compartir su comida contodo el mundo sea humano o Pokémon por loque está constantemente en busca de alimento.
rec-225-dup-0,33,11,１日　ずっと　エサを運んでいる遭難した　人が　デリバードのエサで　助かった　話もある
rec-225-dup-0,33,6,Es trägt immer Lebensmittel bei sich. Man sagtdass viele Menschen in Not nur dank seinerNotration überlebt hätten.
rec-225-dup-0,33,3,온종일 먹이를 운반한다.조난당한 사람이 딜리버드의먹이로 살아났다는 이야기도 있다.
rec-225-dup-0,33,1,１にち　ずっと　エサをはこんでるそうなんした　ひとが　デリバードのエサで　たすかった　はなしもある
rec-571-dup-1,34,5,Les Dresseurs en manque de compagnieordonnent à Zoroark de leur montrerune illusion pour tromper leur solitude.
rec-571-dup-1,34,4,孤獨的訓練家會命令索羅亞克讓他看見幻影藉此紓解一個人的寂寞
rec-571-dup-1,34,12,孤独的训练家会命令索罗亚克为自己展现幻像借以排遣孤身一人的寂寞
rec-571-dup-1,33,5,Doté dun grand sens de la camaraderiece Pokémon peut créer des illusions effrayantespour protéger son habitat et ses congénères.
rec-571-dup-1,33,8,Tiene molto ai suoi simili e protegge la tanae il branco creando miraggi spaventosi.
rec-571-dup-1,34,3,고독한 트레이너는 조로아크에게환상을 보여주도록 명령하여혼자만의 외로움을 달랜다.
rec-571-dup-1,34,11,孤独なトレーナーは　ゾロアークに幻を　見せるように　命じてひとりの　さみしさを　紛らわす
rec-571-dup-1,33,7,Cuida de sus semejantes. Provoca ilusionesterroríficas para proteger tanto su guaridacomo a su manada de sus adversarios.
rec-571-dup-1,33,9,This Pokémon cares deeply about others of itskind and it will conjure terrifying illusions tokeep its den and pack safe.
rec-571-dup-1,34,7,Los Entrenadores solitarios le piden a Zoroarkque les muestre ilusiones con las que combatirla desazón de la soledad.
rec-571-dup-1,33,11,仲間想いの　ポケモン恐ろしい　幻を　見せてすみかや　群れを　守るのだ
rec-571-dup-1,33,4,是時刻為夥伴著想的寶可夢為了保護棲息地和族群的安全會讓敵人看到恐怖的幻影
rec-571-dup-1,34,6,Trainer denen es an Gesellschaft fehlt weisenZoroark manchmal dazu an ihnen eine Illusion zuzeigen um sich von ihrer Einsamkeit abzulenken.
rec-571-dup-1,34,1,こどくなトレーナーは　ゾロアークにまぼろしを　みせるように　めいじてひとりの　さみしさを　まぎらわす
rec-571-dup-1,33,1,なかまおもいの　ポケモンおそろしい　まぼろしを　みせてすみかや　むれを　まもるのだ
rec-571-dup-1,33,6,Seine Artgenossen liegen ihm sehr am Herzen.Zoroark beschützt sein Revier und sein Rudelindem es furchteinflößende Illusionen erzeugt.
rec-571-dup-1,34,9,Seeking to ease the burden of their solitudelonely Trainers tell Zoroark to show illusionsto them.
rec-571-dup-1,34,8,Gli Allenatori tristi e soli chiedono a Zoroarkdi mostrare loro dei miraggi che allevinola loro solitudine.
rec-571-dup-1,33,12,时刻为伙伴着想的宝可梦为保护自己的栖息地和族群会让敌人看到恐怖的幻象
rec-571-dup-1,33,3,동료애가 깊은 포켓몬이다.무서운 환상을 보게 만들어서거처나 무리를 지킨다.
rec-746-dup-0,33,3,1마리로는 너무나도 허약해서무리를 지어 상대에게 맞서는능력을 습득했다.
rec-746-dup-0,34,6,Wenn es Gefahr verspürt tränen seine Augen.Das Leuchten der Tränen fungiert als Signalmit dem es etliche Artgenossen zu sich ruft.
rec-746-dup-0,34,8,Quando percepisce un pericolo gli lacrimanogli occhi. Lo scintillio delle sue lacrime è unsegnale che indica ai suoi simili di radunarsi.
rec-746-dup-0,33,12,单独１只十分弱小所以学会了通过群体行动来对抗敌人的能力
rec-746-dup-0,34,5,Ses yeux se mouillent quand il sent le dangerapprocher. Le scintillement de ses larmes sertde signal pour que ses congénères se rassemblent.
rec-746-dup-0,33,4,單獨１隻十分弱小所以學會了透過群體行動來對抗敵人的能力
rec-746-dup-0,34,9,When it senses danger its eyes tear up.The sparkle of its tears signals otherWishiwashi to gather.
rec-746-dup-0,34,1,きけんを　かんじると　めが　うるむなみだの　ひかりが　シグナルとなってたくさんの　なかまが　あつまるのだ
rec-746-dup-0,33,9,Individually theyre incredibly weak. Its bygathering up into schools that theyre ableto confront opponents.
rec-746-dup-0,33,1,１ぴきでは　とても　ひよわなためむれることで　てきに　たちむかうのうりょくを　かくとくした
rec-746-dup-0,34,7,Al sentirse amenazado le lloran los ojos. La luzque se refleja en sus lágrimas sirve de señal a suscongéneres para agruparse en gran número.
rec-746-dup-0,34,11,危険を　感じると　目が　潤む涙の　光りが　シグナルとなってたくさんの　仲間が　集まるのだ
rec-746-dup-0,33,6,Weil es alleine unheimlich schwach ist hat es dieFähigkeit erworben einen Schwarm zu formen.So kann es sich seinen Gegnern stellen.
rec-746-dup-0,33,5,Individuellement ils sont très faibles. Ils ont doncdéveloppé une tactique de déplacement en bancpour résister aux ennemis.
rec-746-dup-0,34,3,위험을 느끼면 눈물을 글썽인다.눈물의 빛은 그들만의 신호로신호를 받고 많은 동료가 모인다.
rec-746-dup-0,34,4,感覺到危險時眼睛就會變得濕潤眼淚的光亮會成為召集夥伴的信號讓許多的弱丁魚聚在一起
rec-746-dup-0,34,12,感觉到危险时眼睛就会变得湿润眼泪的光亮会成为召集伙伴的信号让许多的弱丁鱼聚在一起
rec-746-dup-0,33,8,Presi singolarmente sono estremamente deboli.Ciò li ha portati ad acquisire labilità di formareun banco quando affrontano il nemico.
rec-746-dup-0,33,7,Debido a su manifiesta debilidad cuando vansolos han adquirido la capacidad de agruparseen bancos a la hora de enfrentarse a un enemigo.
rec-746-dup-0,33,11,１匹では　とても　ひ弱なため群れることで　敵に　立ち向かう能力を　獲得した
rec-241-dup-1,34,12,如果不每天帮它挤鲜奶它的身体就会不舒服鲜奶的味道会随季节改变
rec-241-dup-1,34,7,Si no se ordeña a Miltank a diario enferma. Elsabor de la leche que produce cambia según laépoca del año.
rec-241-dup-1,34,3,매일 우유를 짜지 않으면컨디션이 나빠진다. 우유의맛은 계절에 따라 다르다.
rec-241-dup-1,33,12,能挤出营养十足的鲜奶因此从很久以前开始就一直支持着人类和宝可梦的生活
rec-241-dup-1,34,8,Se non viene munto ogni giorno la sua salutene risente. Il sapore del suo latte può variarein base alla stagione.
rec-241-dup-1,34,11,毎日　ミルクを　搾らないと具合が　悪くなる　ミルクの　味は季節によって　変わるぞ
rec-241-dup-1,34,4,如果沒有每天擠鮮奶身體的狀況就會變糟鮮奶的風味會隨季節改變
rec-241-dup-1,33,4,由於能生產營養滿分的鮮奶自古以來支持著人類與寶可夢的生活
rec-241-dup-1,33,3,영양 만점의 우유를 만들어내서옛날부터 사람과 포켓몬의삶을 지탱해왔다.
rec-241-dup-1,34,6,Miltanks Gesundheit leidet darunter wenn esnicht jeden Tag gemolken wird. Der Geschmackseiner Milch ändert sich je nach Jahreszeit.
rec-241-dup-1,33,1,えいよう　まんてんの　ミルクを　だすことから　ふるくから　にんげんとポケモンの　くらしを　ささえてきた
rec-241-dup-1,33,7,Debido a la nutritiva leche que produce hacontribuido al bienestar de humanos y Pokémondesde tiempos inmemoriales.
rec-241-dup-1,33,11,栄養満点の　ミルクを　出すことから古くから　人間と　ポケモンの暮らしを　支えてきた
rec-241-dup-1,34,1,まいにち　ミルクを　しぼらないとぐあいが　わるくなる　ミルクのあじは　きせつに　よって　かわるぞ
rec-241-dup-1,33,6,Dank seiner äußerst nährstoffreichen Milch trägtMiltank seit langer Zeit zum Wohl von Menschenund Pokémon bei.
rec-241-dup-1,33,5,Grâce à son lait très nutritif Écrémeuh contribuedepuis longtemps au bien-être des humainset des Pokémon.
rec-241-dup-1,33,9,Miltank produces highly nutritious milk so itsbeen supporting the lives of people and otherPokémon since ancient times.
rec-241-dup-1,34,9,This Pokémon needs to be milked every dayor else it will fall ill. The flavor of Miltank milkchanges with the seasons.
rec-241-dup-1,34,5,Sa santé décline si on ne le trait pas tous les jours.Le goût de son lait varie selon la saison.
rec-241-dup-1,33,8,Il suo latte altamente nutriente contribuisceal sostentamento di persone e Pokémonda tempo immemore.
rec-605-dup-0,33,8,Quando si trova vicino a un televisore sulloschermo appaiono paesaggi singolari. Si diceche siano vedute del luogo da cui proviene.
rec-605-dup-0,33,12,当它站在电视旁边时画面上会出现奇怪的景色据说那是小灰怪的故乡
rec-605-dup-0,33,5,Sil se tient près dune télé détranges panoramasapparaissent à lécran. On raconte quil sagiraitde paysages venus des terres natales de Lewsor.
rec-605-dup-0,34,9,This Pokémon was discovered about 50 yearsago. Its highly developed brain enables it toexert its psychic powers.
rec-605-dup-0,34,8,È stato scoperto circa 50 anni fa. Il suo cervellomolto sviluppato gli permette di usarepoteri psichici.
rec-605-dup-0,33,9,If this Pokémon stands near a TV strange scenerywill appear on the screen. That scenery is saidto be from its home.
rec-605-dup-0,33,1,テレビのそばに　いると　モニターにきみょうな　けしきが　うつるリグレーの　こきょうだと　いわれる
rec-605-dup-0,34,3,약 50년 전에 발견된포켓몬이다. 크게 발달한뇌로 사이코 파워를 조종한다.
rec-605-dup-0,34,7,Fue descubierto hace aproximadamente 50 años.Posee un cerebro muy desarrollado que le otorgapoderes psíquicos.
rec-605-dup-0,34,4,在大約５０年前被發現的寶可夢會用又大又發達的大腦來操縱精神力量
rec-605-dup-0,34,5,Ce Pokémon a été découvert il y a environ 50 ans.Son cerveau surdéveloppé lui permet dutiliserses pouvoirs psychiques avec aisance.
rec-605-dup-0,34,12,在大约５０年前被发现的宝可梦会用又大又发达的大脑操纵精神力量
rec-605-dup-0,33,4,當牠站在電視機旁邊時畫面上會出現奇怪的景色據說那是牠的故鄉
rec-605-dup-0,33,6,Wenn es in der Nähe ist beginnen Fernseher zuflackern und fremdartige Landschaften zu zeigen.Diese stellen angeblich seine Heimat dar.
rec-605-dup-0,33,11,テレビのそばに　いると　モニターに奇妙な　景色が　映るリグレーの　故郷だと　いわれる
rec-605-dup-0,34,6,Ein Pokémon das vor 50 Jahren entdeckt wurde.Sein hochentwickeltes Gehirn verleiht ihmPsycho-Kräfte.
rec-605-dup-0,34,11,５０年　ほど　前に　見つかったポケモン　大きく　発達した脳で　サイコパワーを　操るぞ
rec-605-dup-0,33,3,TV 근처에 있으면 모니터에기묘한 풍경이 비친다.리그레의 고향이라 여겨지고 있다.
rec-605-dup-0,33,7,Cuando se halla junto a un televisor la pantallamuestra imágenes de extraños paisajes. Se creeque corresponden a su lugar de origen.
rec-605-dup-0,34,1,５０ねん　ほど　まえに　みつかったポケモン　おおきく　はったつしたのうで　サイコパワーを　あやつるぞ
rec-309-dup-0,33,12,会将静电储存在体毛中进行放电暴风雨临近时会从全身散发出火花
rec-309-dup-0,34,1,せいでんきを　たいもうに　ためるくうきの　かんそうした　きせつにはぜんしんから　ひばなを　ちらす
rec-309-dup-0,34,4,會在體毛中儲存靜電在空氣乾燥的季節會從全身散發出火花
rec-309-dup-0,33,9,It stores static electricity in its fur for discharging.It gives off sparks if a storm approaches.
rec-309-dup-0,34,5,Lélectricité statique saccumule dans sa fourrure.Par temps sec elle dégage des étincelles.
rec-309-dup-0,33,6,In seinem Fell speichert es statische Elektrizitätfür spätere Entladungen. Braut sich ein Sturmzusammen entlädt es Funken.
rec-309-dup-0,34,9,It stores electricity in its fur. It gives off sparksfrom all over its body in seasons when the air is dry.
rec-309-dup-0,33,5,Il émet des décharges à partir de lélectricitéstatique accumulée dans sa fourrure. Il produitdes étincelles lorsque le temps devient orageux.
rec-309-dup-0,33,8,Accumula elettricità statica nella pelliccia e poila rilascia. Se si avvicina una tempesta emettescintille.
rec-309-dup-0,34,6,Es speichert statische Elektrizität in seinem Fell.In Jahreszeiten mit trockener Luft sprüht seinganzer Körper Funken.
rec-309-dup-0,33,1,せいでんきを　たいもうに　たくわえてほうでんする　あらしが　ちかづくとぜんしんから　ひばなを　ちらす
rec-309-dup-0,34,3,정전기를 털에 모은다.공기가 건조한 계절에는전신에서 스파크를 뿌린다.
rec-309-dup-0,34,11,静電気を　体毛に　溜める空気の　乾燥した　季節には全身から　火花を　散らす
rec-309-dup-0,34,8,Accumula elettricità statica nella pelliccia. Nellastagione secca il suo corpo sprizza scintille.
rec-309-dup-0,33,11,静電気を　体毛に　たくわえて放電する　嵐が　近づくと全身から　火花を　散らす
rec-309-dup-0,33,3,정전기를 털에 비축하여방전한다. 폭풍이 가까이 오면온몸에서 불꽃을 튀긴다.
rec-309-dup-0,34,7,Almacena electricidad estática en su pelaje.En estaciones secas suelta chispas por todoel cuerpo.
rec-309-dup-0,33,7,Acumula electricidad estática en el pelaje paralanzar descargas. Cuando va a haber tormentasuelta chispas por todo el cuerpo.
rec-309-dup-0,34,12,会在体毛中储存静电在空气干燥的季节会从全身散发出火花
rec-309-dup-0,33,4,會將靜電積蓄在體毛中後放電當暴風雨來臨前會從全身冒出火花
rec-551-dup-0,33,7,En las frías noches del desierto se oculta a muchaprofundidad en la arena y duerme hasta que saleel sol.
rec-551-dup-0,33,6,Da die Wüste nachts abkühlt vergräbt es sich tiefim Sand und schläft dort bis die Sonne wiederaufgeht.
rec-551-dup-0,33,12,沙漠到了夜里会比较冷因此它会潜伏到沙子深处睡到太阳出来为止
rec-551-dup-0,34,4,體型雖小但下盤很有力會撥開沙子在沙漠中像是游泳般地自在移動
rec-551-dup-0,33,9,The desert gets cold at night so when the sunsets this Pokémon burrows deep into the sandand sleeps until sunrise.
rec-551-dup-0,34,3,작지만 하체의 힘은 세다.모래를 헤치며 사막을헤엄치듯 이동한다.
rec-551-dup-0,34,8,Nonostante la corporatura minuta ha zamperobuste. Si fa strada nel deserto come nuotandonella sabbia.
rec-551-dup-0,34,9,Sandile is small but its legs and lower body arepowerful. Pushing sand aside as it goes Sandilemoves through the desert as if its swimming.
rec-551-dup-0,33,11,砂漠の　夜は　冷えるので砂の　奥深くに　潜り陽が　出るまで　眠って　過ごす
rec-551-dup-0,34,12,个头虽小腰腿却很有力会拨开沙子在沙漠里犹如游泳般地自在移动
rec-551-dup-0,34,7,Es pequeño pero cuenta con un tren inferiorfuerte. Se desplaza por el desierto abriéndosepaso entre la arena como si nadase.
rec-551-dup-0,34,5,Malgré son petit gabarit il a beaucoup de forcedans les pattes arrière. Il parcourt le désertcomme sil nageait dans le sable.
rec-551-dup-0,34,11,小さいが　足腰の　力は　強い砂を　かき分けて砂漠を　泳ぐように　移動
rec-551-dup-0,33,4,沙漠的夜晚比較寒冷因此牠會潛到沙子深處一直睡到太陽出來
rec-551-dup-0,33,5,Il se protège du froid qui sévit la nuit dansle désert en senfouissant profondément dansle sable où il dort jusquau lever du soleil.
rec-551-dup-0,34,1,ちいさいが　あしこしの　ちからはつよい　すなを　かきわけてさばくを　およぐように　いどう
rec-551-dup-0,33,3,사막의 밤은 기온이 낮기 때문에모래 깊숙이 파고들어해가 뜰 때까지 잠을 자면서 생활한다.
rec-551-dup-0,33,1,さばくの　よるは　ひえるのですなの　おくふかくに　もぐりひが　でるまで　ねむって　すごす
rec-551-dup-0,33,8,Affronta le fredde notti del deserto rintanandosiin profondità sotto la sabbia e dormendo fino alsorgere del sole.
rec-551-dup-0,34,6,Ganovil ist zwar klein verfügt aber über kräftigeBeine mit denen es sich durch den Wüstensandfortbewegt als würde es schwimmen.
rec-571-dup-0,34,5,Les Dresseurs en manque de compagnieordonnent à Zoroark de leur montrerune illusion pour tromper leur solitude.
rec-571-dup-0,34,4,孤獨的訓練家會命令索羅亞克讓他看見幻影藉此紓解一個人的寂寞
rec-571-dup-0,34,12,孤独的训练家会命令索罗亚克为自己展现幻像借以排遣孤身一人的寂寞
rec-571-dup-0,33,5,Doté dun grand sens de la camaraderiece Pokémon peut créer des illusions effrayantespour protéger son habitat et ses congénères.
rec-571-dup-0,33,8,Tiene molto ai suoi simili e protegge la tanae il branco creando miraggi spaventosi.
rec-571-dup-0,34,3,고독한 트레이너는 조로아크에게환상을 보여주도록 명령하여혼자만의 외로움을 달랜다.
rec-571-dup-0,34,11,孤独なトレーナーは　ゾロアークに幻を　見せるように　命じてひとりの　さみしさを　紛らわす
rec-571-dup-0,33,7,Cuida de sus semejantes. Provoca ilusionesterroríficas para proteger tanto su guaridacomo a su manada de sus adversarios.
rec-571-dup-0,33,9,This Pokémon cares deeply about others of itskind and it will conjure terrifying illusions tokeep its den and pack safe.
rec-571-dup-0,34,7,Los Entrenadores solitarios le piden a Zoroarkque les muestre ilusiones con las que combatirla desazón de la soledad.
rec-571-dup-0,33,11,仲間想いの　ポケモン恐ろしい　幻を　見せてすみかや　群れを　守るのだ
rec-571-dup-0,33,4,是時刻為夥伴著想的寶可夢為了保護棲息地和族群的安全會讓敵人看到恐怖的幻影
rec-571-dup-0,34,6,Trainer denen es an Gesellschaft fehlt weisenZoroark manchmal dazu an ihnen eine Illusion zuzeigen um sich von ihrer Einsamkeit abzulenken.
rec-571-dup-0,34,1,こどくなトレーナーは　ゾロアークにまぼろしを　みせるように　めいじてひとりの　さみしさを　まぎらわす
rec-571-dup-0,33,1,なかまおもいの　ポケモンおそろしい　まぼろしを　みせてすみかや　むれを　まもるのだ
rec-571-dup-0,33,6,Seine Artgenossen liegen ihm sehr am Herzen.Zoroark beschützt sein Revier und sein Rudelindem es furchteinflößende Illusionen erzeugt.
rec-571-dup-0,34,9,Seeking to ease the burden of their solitudelonely Trainers tell Zoroark to show illusionsto them.
rec-571-dup-0,34,8,Gli Allenatori tristi e soli chiedono a Zoroarkdi mostrare loro dei miraggi che allevinola loro solitudine.
rec-571-dup-0,33,12,时刻为伙伴着想的宝可梦为保护自己的栖息地和族群会让敌人看到恐怖的幻象
rec-571-dup-0,33,3,동료애가 깊은 포켓몬이다.무서운 환상을 보게 만들어서거처나 무리를 지킨다.
rec-831-dup-0,34,9,If its fleece grows too long Wooloo wont beable to move. Cloth made with the wool of thisPokémon is surprisingly strong.
rec-831-dup-0,33,7,Su lana rizada es tan acolchada que no se hacedaño ni aunque se caiga por un precipicio.
rec-831-dup-0,33,8,Il suo vello riccioluto gli fornisce una perfettaimbottitura. Non si farebbe nulla nemmenocadendo da un precipizio.
rec-831-dup-0,33,1,パーマの　かかった　たいもうはたかい　クッションせいが　あるがけから　おちても　へっちゃら
rec-831-dup-0,33,5,Son pelage frisé est doux et rebondi commeun coussin. Une telle toison le protègeraitmême sil chutait dune falaise.
rec-831-dup-0,34,6,Werden seine Haare zu lang kann es sich nichtmehr bewegen. Der aus Wollys Wolle gewobeneStoff ist unglaublich robust.
rec-831-dup-0,33,3,곱슬곱슬한 털은훌륭한 쿠션 역할을 한다.절벽에서 떨어져도 아무렇지도 않다.
rec-831-dup-0,34,4,要是身上的毛長得太長就會不能動彈用毛辮羊的體毛織成的布結實得讓人吃驚
rec-831-dup-0,33,12,卷卷的体毛弹性十足就算从悬崖上掉下去也不会受伤
rec-831-dup-0,33,11,パーマの　かかった　体毛は高い　クッション性が　ある崖から　落ちても　へっちゃら
rec-831-dup-0,34,5,Si ses poils poussent trop il ne peut plus bouger.Les étoffes tissées avec son pelagesont étonnamment solides.
rec-831-dup-0,33,6,Sein stark gelocktes Fell hat eine sehr polsterndeWirkung. Selbst eine Klippe hinunterzufallenmacht ihm nichts aus.
rec-831-dup-0,34,8,Se gli cresce troppo il pelo non riesce più amuoversi. Il tessuto fatto con la sua lana èsorprendentemente resistente.
rec-831-dup-0,33,4,捲捲的體毛彈性十足就算從懸崖上掉下去也不會受傷
rec-831-dup-0,34,12,要是身上的毛长得太长就会不能动弹用毛辫羊的体毛织成的布结实得让人吃惊
rec-831-dup-0,34,3,털이 많이 자라면 움직이지 못한다.우르의 털로 짠 천은놀라울 정도로 튼튼하다.
rec-831-dup-0,34,11,毛が　伸びすぎると　動けないウールーの　体毛で　織られた布は　驚くほど　丈夫
rec-831-dup-0,34,1,けが　のびすぎると　うごけないウールーの　たいもうで　おられたぬのは　おどろくほど　じょうぶ
rec-831-dup-0,33,9,Its curly fleece is such an effective cushion thatthis Pokémon could fall off a cliff and stand rightback up at the bottom unharmed.
rec-831-dup-0,34,7,Si le crece el pelo demasiado no puedemoverse. Las telas confeccionadas con lana deWooloo son sorprendentemente resistentes.
rec-724-dup-0,34,6,In 01 Sekunden spannt es eine Feder in seineFlügelranke und schießt sie wie einen Pfeil aufdie Schwachstellen seines ahnungslosen Ziels.
rec-724-dup-0,33,1,つばさに　しこまれた　やばねをゆみやのように　つがえて　はなつねらった　まとは　はずさない
rec-724-dup-0,33,4,會像射箭那樣射出藏在自己翅膀裡的箭羽只要瞄準目標就絕不會射偏
rec-724-dup-0,34,8,Può preparare e scoccare una delle sue piumeaffilate in 01 secondi. Trafigge lavversarionei suoi punti vitali prima che se ne accorga.
rec-724-dup-0,34,11,０．１秒で　矢羽根を　翼の蔓に　つがえて　放つ　相手が気づく前に　急所を　射貫く
rec-724-dup-0,34,7,Tan solo le lleva una décima de segundo sacaruna pluma y disparar al rival a quien acierta enun punto vital antes de que pueda darse cuenta.
rec-724-dup-0,34,1,０．１びょうで　やばねを　つばさのつるに　つがえて　はなつ　あいてがきづくまえに　きゅうしょを　いぬく
rec-724-dup-0,33,7,Usa sus plumas como flechas para atacar a losrivales. Una vez que ha fijado el blanco no fallajamás.
rec-724-dup-0,34,3,0.1초 만에 화살깃을 날개에 달린시위에 메겨 발사한다. 상대가알아차리기 전에 급소를 꿰뚫어버린다.
rec-724-dup-0,34,12,只要０.１秒就可以在翅膀的藤蔓上搭好箭羽射向敌人并在敌人发现前贯穿其要害
rec-724-dup-0,34,9,In a tenth of a second it can nock and fire anarrow quill piercing an opponents weak pointbefore they notice whats happening.
rec-724-dup-0,33,3,날개에 숨겨진 살깃을활과 화살처럼 이용해서 쏜다.노린 표적은 빗나가지 않는다.
rec-724-dup-0,33,8,Scocca piume dalle sue ali come fossero freccelanciate da un arco. Una volta presa la miranon manca mai il bersaglio.
rec-724-dup-0,34,5,Il décoche ses plumes acérées en un dixièmede seconde. Sa victime na pas le temps dele voir agir quelle est déjà grièvement touchée.
rec-724-dup-0,33,6,Dieses Pokémon kann die Federn seiner Flügelwie Pfeile abschießen. Hat es sein Ziel angepeilttrifft es garantiert.
rec-724-dup-0,33,12,会像射箭那样射出藏在自己翅膀里的箭羽只要瞄准目标就绝不会射偏
rec-724-dup-0,33,5,Il décoche les plumes acérées de ses ailescomme des flèches. Il ne rate jamais sa cible.
rec-724-dup-0,34,4,只要０.１秒就可以在翅膀的藤蔓上搭好箭羽射向敵人並在敵人發現前貫穿其要害
rec-724-dup-0,33,11,翼に　仕込まれた　矢羽根を弓矢のように　つがえて　放つ狙った　的は　外さない
rec-724-dup-0,33,9,As if wielding a bow it launches the arrow quillshidden among the feathers of its wings.Decidueyes shots never miss.
rec-67-dup-0,33,5,Son corps est si puissant quil lui faut une ceinturepour maîtriser sa force.
rec-67-dup-0,34,9,Its formidable body never gets tired. It helpspeople by doing work such as the moving ofheavy goods.
rec-67-dup-0,34,1,つかれることのない　きょうじんなにくたいを　もつ　おもい　にもつのうんぱんなどの　しごとを　てつだう
rec-67-dup-0,33,7,Su musculoso cuerpo es tan fuerte que usa uncinto antifuerza para controlar sus movimientos.
rec-67-dup-0,33,9,Its muscular body is so powerful it must wear apower-save belt to be able to regulateits motions.
rec-67-dup-0,33,8,Il suo corpo muscoloso è così forte che usauna cintura per contenere la sua potenza.
rec-67-dup-0,33,12,因为肉体非常强韧所以戴着力量限制腰带来控制力量
rec-67-dup-0,34,8,Ha un fisico vigoroso e instancabile. Aiutale persone a trasportare carichi e a svolgerealtri lavori pesanti.
rec-67-dup-0,34,12,有着不会疲劳的强韧肉体会去帮助人类完成例如搬运沉重行李之类的工作
rec-67-dup-0,34,5,Son corps robuste ne se fatigue jamais.Il nhésite pas à aider les gens lorsquil sagitde soulever des objets très lourds.
rec-67-dup-0,34,11,疲れることのない　強靭な肉体を　もつ　重い　荷物の運搬などの　仕事を　手伝う
rec-67-dup-0,33,4,因為肉體非常強韌所以戴著力量限制腰帶來控制力量
rec-67-dup-0,34,3,지치지 않는 강인한육체를 가졌다. 무거운 물건을옮기는 등의 일을 돕는다.
rec-67-dup-0,33,1,すごく　きょうじんな　にくたいなのでパワーセーブ　ベルトを　つけてつよさを　せいぎょしている
rec-67-dup-0,34,6,Sein durchtrainierter Körper wird nie müde.Es hilft den Menschen indem es schwereSachen trägt.
rec-67-dup-0,33,6,Dieses Pokémon ist superstark. Es kann sich nurmit einem kraftregulierenden Gürtel bewegen.
