pokemon,ability,is_hidden,slot
id-10113,id-82,0,2
id-10113,id-223,1,3
id-10114,id-119,0,1
id-10114,id-139,1,3
id-10115,id-130,0,1
id-10115,id-31,0,2
id-10115,id-69,1,3
id-10116,id-210,0,1
id-10117,id-210,0,1
id-10118,id-211,0,1
id-10119,id-211,0,1
id-10120,id-211,0,1
id-10121,id-198,0,1
id-10121,id-173,0,2
id-10121,id-91,1,3
id-10122,id-26,0,1
id-10123,id-216,0,1
id-10124,id-216,0,1
id-10125,id-216,0,1
id-10126,id-51,0,1
id-10126,id-72,0,2
id-10126,id-99,1,3
id-10127,id-208,0,1
id-10128,id-102,0,1
id-10128,id-126,1,3
id-10129,id-212,0,1
id-10129,id-12,1,3
id-10130,id-197,0,1
id-10131,id-197,0,1
id-10132,id-197,0,1
id-10133,id-197,0,1
id-10134,id-197,0,1
id-10135,id-197,0,1
id-10136,id-197,0,1
id-10137,id-197,0,1
id-10138,id-197,0,1
id-10139,id-197,0,1
id-10140,id-197,0,1
id-10141,id-197,0,1
id-10142,id-197,0,1
id-10143,id-209,0,1
id-10144,id-209,0,1
id-10145,id-209,0,1
id-10146,id-171,0,1
id-10146,id-43,0,2
id-10146,id-142,1,3
id-10147,id-220,0,1
id-10148,id-9,0,1
id-10148,id-31,1,3
id-10149,id-130,0,1
id-10149,id-31,0,2
id-10149,id-69,1,3
id-10150,id-118,0,1
id-10150,id-19,0,2
id-10150,id-175,1,3
id-10151,id-20,0,1
id-10152,id-181,0,1
id-10153,id-199,0,1
id-10153,id-11,1,3
id-10154,id-160,0,1
id-10154,id-31,0,2
id-10154,id-5,1,3
id-10155,id-232,0,1
id-10156,id-232,0,1
id-10157,id-233,0,1
id-10158,id-9,0,1
id-10158,id-31,1,3
id-10159,id-50,0,1
id-10159,id-91,0,2
id-10159,id-107,1,3
id-10160,id-9,0,1
id-10160,id-31,1,3
id-10161,id-53,0,1
id-10161,id-181,0,2
id-10161,id-127,1,3
id-10162,id-50,0,1
id-10162,id-257,0,2
id-10162,id-107,1,3
id-10163,id-50,0,1
id-10163,id-257,0,2
id-10163,id-107,1,3
id-10164,id-82,0,1
id-10164,id-20,0,2
id-10164,id-144,1,3
id-10165,id-259,0,1
id-10165,id-20,0,2
id-10165,id-144,1,3
id-10166,id-80,0,1
id-10166,id-113,1,3
id-10167,id-26,0,1
id-10167,id-256,0,2
id-10167,id-228,1,3
id-10168,id-72,0,1
id-10168,id-251,0,2
id-10168,id-115,1,3
id-10169,id-172,0,1
id-10170,id-128,0,1
id-10171,id-201,0,1
id-10172,id-261,0,1
id-10172,id-20,0,2
id-10172,id-144,1,3
id-10173,id-133,0,1
id-10173,id-130,1,3
id-10174,id-53,0,1
id-10174,id-82,0,2
id-10174,id-95,1,3
id-10175,id-53,0,1
id-10175,id-82,0,2
id-10175,id-95,1,3
id-10176,id-55,0,1
id-10176,id-39,1,3
id-10177,id-255,0,1
id-10177,id-161,1,3
id-10178,id-255,0,1
id-10178,id-161,1,3
id-10179,id-254,0,1
id-10180,id-250,0,1
id-10181,id-188,0,1
id-10182,id-241,0,1
id-10183,id-241,0,1
id-10184,id-244,0,1
id-10184,id-58,0,2
id-10184,id-101,1,3
id-10185,id-248,0,1
id-10186,id-20,0,1
id-10186,id-28,0,2
id-10186,id-227,1,3
id-10187,id-258,0,1
id-10188,id-234,0,1
id-10189,id-235,0,1
id-10190,id-46,0,1
id-10191,id-260,0,1
id-10192,id-102,0,1
id-10193,id-266,0,1
id-10194,id-267,0,1
rec-845-dup-0,rec-241-dup-1,0,1
rec-217-dup-0,rec-95-dup-0,0,2
rec-426-dup-0,rec-138-dup-0,1,3
id-422,rec-114-dup-1,0,2
rec-677-dup-0,id-151,0,2
rec-500-dup-1,id-120,1,3
id-443,rec-8-dup-0,0,1
id-550,rec-91-dup-0,0,2
rec-235-dup-1,rec-101-dup-0,0,2
rec-227-dup-1,rec-5-dup-0,0,2
rec-498-dup-0,rec-66-dup-0,0,1
id-85,rec-50-dup-0,0,1
rec-749-dup-0,rec-20-dup-0,0,1
id-10082,rec-31-dup-0,1,3
rec-846-dup-0,rec-239-dup-0,1,3
rec-830-dup-0,id-238,0,1
rec-530-dup-0,id-159,0,2
rec-19-dup-0,id-55,1,3
id-577,rec-144-dup-1,1,3
rec-211-dup-0,id-33,0,2
rec-211-dup-1,rec-22-dup-1,1,3
rec-17-dup-1,rec-77-dup-0,0,2
rec-10161-dup-1,id-127,1,3
rec-10092-dup-0,id-82,0,1
id-85,rec-77-dup-0,1,3
id-183,rec-157-dup-0,1,3
rec-508-dup-0,rec-22-dup-0,0,1
rec-416-dup-1,id-127,1,3
rec-493-dup-0,id-121,0,1
rec-542-dup-0,id-68,0,1
id-309,rec-9-dup-0,0,1
rec-821-dup-0,id-127,0,2
rec-701-dup-0,id-104,1,3
rec-435-dup-1,id-1,0,1
id-10037,rec-36-dup-0,0,1
id-10017,rec-161-dup-0,1,3
id-777,rec-5-dup-1,1,3
rec-677-dup-1,rec-20-dup-0,1,3
rec-20-dup-0,id-62,0,2
id-10055,rec-22-dup-1,0,1
rec-10103-dup-0,rec-117-dup-0,1,3
rec-428-dup-0,id-56,0,1
id-666,rec-132-dup-1,1,3
rec-233-dup-0,rec-36-dup-1,0,1
id-798,rec-224-dup-0,0,1
id-124,rec-12-dup-0,0,1
id-415,rec-118-dup-0,0,1
rec-10167-dup-0,id-26,0,1
rec-599-dup-0,id-57,0,1
rec-348-dup-0,id-33,1,3
rec-225-dup-0,id-72,0,1
id-627,rec-51-dup-0,0,1
rec-579-dup-0,id-142,0,1
rec-79-dup-0,rec-144-dup-1,1,3
id-578,rec-144-dup-1,1,3
id-726,rec-22-dup-1,1,3
rec-206-dup-0,rec-50-dup-0,0,2
rec-19-dup-1,rec-50-dup-0,0,1
rec-10025-dup-0,id-172,1,3
rec-163-dup-0,rec-51-dup-0,0,2
rec-96-dup-0,rec-15-dup-0,0,1
rec-253-dup-0,id-65,0,1
id-735,rec-198-dup-0,0,1
rec-156-dup-0,rec-66-dup-0,0,1
rec-49-dup-0,rec-147-dup-1,1,3
rec-397-dup-0,id-120,1,3
id-695,rec-8-dup-1,0,2
rec-79-dup-0,rec-144-dup-1,1,3
id-76,rec-8-dup-1,1,3
rec-19-dup-1,id-55,1,3
rec-26-dup-1,rec-31-dup-0,1,3
rec-453-dup-0,id-107,0,1
rec-673-dup-0,rec-157-dup-0,0,1
rec-279-dup-1,id-44,1,3
rec-10121-dup-0,rec-91-dup-0,1,3
rec-10109-dup-1,rec-5-dup-1,0,2
id-10094,rec-9-dup-1,0,1
rec-472-dup-0,rec-8-dup-0,0,2
id-360,rec-23-dup-1,0,1
id-761,rec-12-dup-0,0,2
rec-519-dup-0,id-145,0,1
id-212,rec-101-dup-0,0,2
rec-352-dup-0,rec-16-dup-0,0,1
rec-112-dup-0,rec-69-dup-0,0,2
rec-821-dup-1,rec-51-dup-0,0,1
rec-286-dup-0,rec-90-dup-0,0,2
rec-10162-dup-0,rec-50-dup-0,0,1
id-111,rec-31-dup-0,0,1
id-10104,rec-81-dup-0,0,1
rec-862-dup-0,rec-128-dup-0,1,3
id-364,rec-12-dup-0,1,3
rec-250-dup-0,id-46,0,1
id-827,rec-50-dup-0,0,1
rec-281-dup-1,rec-36-dup-1,0,2
rec-757-dup-0,rec-212-dup-1,0,1
rec-54-dup-0,id-6,0,1
rec-643-dup-0,rec-163-dup-0,0,1
rec-441-dup-0,rec-51-dup-0,0,1
rec-534-dup-0,id-62,0,1
rec-325-dup-0,rec-47-dup-0,0,1
rec-362-dup-0,rec-39-dup-0,0,1
rec-101-dup-0,rec-9-dup-1,0,2
rec-472-dup-0,rec-90-dup-0,1,3
id-548,rec-20-dup-0,0,2
rec-49-dup-0,id-110,0,2
rec-655-dup-0,rec-66-dup-0,0,1
rec-498-dup-0,rec-47-dup-0,1,3
rec-10121-dup-1,rec-173-dup-0,0,2
rec-10083-dup-0,rec-9-dup-0,0,1
id-626,rec-157-dup-0,0,2
rec-10070-dup-1,rec-173-dup-1,0,1
rec-294-dup-0,id-43,0,1
rec-530-dup-0,id-104,1,3
rec-75-dup-1,rec-5-dup-0,0,2
rec-279-dup-0,id-44,1,3
rec-63-dup-0,rec-39-dup-0,0,2
rec-217-dup-1,id-62,0,1
rec-523-dup-0,id-78,0,2
rec-238-dup-1,id-93,1,3
rec-17-dup-0,rec-51-dup-0,0,1
id-695,rec-8-dup-0,0,2
id-747,rec-196-dup-1,0,1
rec-10031-dup-0,id-53,0,1
id-698,rec-174-dup-1,0,1
rec-235-dup-1,id-141,1,3
id-620,rec-144-dup-1,0,2
id-813,rec-66-dup-0,0,1
rec-189-dup-0,id-34,0,1
rec-508-dup-0,rec-113-dup-0,1,3
id-792,rec-231-dup-0,0,1
rec-734-dup-0,rec-198-dup-1,0,1
rec-363-dup-0,rec-47-dup-0,0,1
rec-6-dup-1,rec-66-dup-0,0,1
id-564,rec-5-dup-1,0,2
rec-332-dup-0,id-11,1,3
rec-370-dup-0,id-33,0,1
id-10017,rec-161-dup-1,1,3
rec-610-dup-0,id-104,0,2
rec-656-dup-0,id-168,1,3
rec-10030-dup-0,rec-15-dup-0,1,3
rec-10162-dup-0,id-257,0,2
rec-862-dup-0,id-120,0,1
rec-70-dup-1,id-82,1,3
rec-10056-dup-0,id-158,0,1
rec-613-dup-0,rec-81-dup-1,0,1
id-257,rec-66-dup-0,0,1
id-10139,rec-197-dup-0,0,1
rec-505-dup-0,rec-51-dup-0,0,2
id-526,rec-45-dup-0,0,2
rec-354-dup-1,id-130,1,3
id-499,rec-66-dup-0,0,1
rec-833-dup-0,id-75,0,2
id-574,rec-23-dup-0,1,3
rec-697-dup-0,rec-69-dup-0,1,3
rec-6-dup-0,rec-66-dup-0,0,1
rec-10095-dup-0,rec-31-dup-0,1,3
id-449,rec-45-dup-0,0,1
rec-583-dup-0,id-115,0,1
rec-10149-dup-0,rec-69-dup-0,1,3
id-105,rec-31-dup-0,0,2
rec-757-dup-0,rec-12-dup-0,1,3
rec-649-dup-0,id-88,0,1
rec-10188-dup-0,rec-234-dup-1,0,1
rec-883-dup-0,id-115,0,2
rec-589-dup-1,id-142,1,3
rec-90-dup-1,rec-92-dup-0,0,2
id-162,rec-51-dup-0,0,2
rec-519-dup-0,id-105,0,2
rec-531-dup-0,rec-144-dup-1,0,2
id-626,rec-157-dup-1,0,2
id-699,rec-117-dup-1,1,3
id-10078,rec-190-dup-0,0,1
id-322,rec-20-dup-0,1,3
id-327,rec-77-dup-1,0,2
rec-643-dup-1,rec-163-dup-1,0,1
rec-513-dup-1,rec-66-dup-0,1,3
rec-122-dup-1,rec-101-dup-0,1,3
rec-10109-dup-0,rec-206-dup-0,1,3
id-881,rec-9-dup-1,0,2
rec-51-dup-0,rec-8-dup-1,0,1
id-750,rec-39-dup-0,1,3
rec-211-dup-1,rec-22-dup-1,1,3
rec-192-dup-0,id-48,1,3
rec-177-dup-0,id-48,0,2
rec-350-dup-1,id-172,0,2
rec-120-dup-0,rec-30-dup-0,0,2
id-181,rec-9-dup-1,0,1
rec-281-dup-1,id-28,0,1
id-446,rec-47-dup-0,0,2
rec-97-dup-0,rec-108-dup-1,0,2
id-881,rec-9-dup-0,0,2
id-10104,rec-117-dup-1,1,3
rec-524-dup-1,rec-5-dup-1,0,1
rec-821-dup-1,rec-51-dup-0,0,1
id-301,rec-147-dup-1,1,3
rec-519-dup-1,id-79,1,3
rec-753-dup-0,rec-126-dup-0,1,3
id-796,rec-224-dup-0,0,1
id-255,rec-66-dup-0,0,1
id-85,rec-77-dup-1,1,3
rec-531-dup-0,id-103,1,3
rec-164-dup-1,rec-51-dup-0,0,2
rec-551-dup-0,rec-22-dup-0,0,1
rec-773-dup-1,rec-225-dup-0,0,1
rec-697-dup-0,rec-173-dup-0,0,1
rec-97-dup-0,rec-15-dup-0,0,1
rec-73-dup-1,id-29,0,1
id-10148,rec-9-dup-1,0,1
id-733,rec-51-dup-0,0,1
id-10160,rec-31-dup-0,1,3
rec-539-dup-0,rec-39-dup-0,0,2
rec-80-dup-0,rec-20-dup-0,0,2
id-618,rec-8-dup-1,1,3
rec-10070-dup-0,rec-173-dup-0,0,1
id-173,rec-132-dup-0,1,3
id-445,rec-8-dup-0,0,1
id-207,rec-8-dup-1,0,2
rec-424-dup-0,rec-92-dup-0,1,3
id-58,rec-22-dup-1,0,1
rec-296-dup-1,rec-47-dup-0,0,1
rec-677-dup-1,rec-51-dup-0,0,1
rec-673-dup-0,rec-157-dup-1,0,1
id-594,rec-144-dup-0,1,3
rec-444-dup-0,rec-8-dup-1,0,1
id-430,rec-15-dup-0,0,1
id-765,rec-39-dup-0,0,1
rec-392-dup-0,id-89,1,3
rec-864-dup-0,rec-253-dup-0,1,3
id-866,rec-77-dup-1,0,1
rec-10007-dup-0,id-26,0,1
rec-414-dup-1,id-68,0,1
id-76,rec-5-dup-1,0,2
rec-828-dup-0,rec-50-dup-0,0,1
rec-166-dup-0,id-68,0,1
rec-6-dup-0,rec-94-dup-0,1,3
id-10178,rec-161-dup-1,1,3
rec-206-dup-0,id-32,0,1
rec-734-dup-1,rec-198-dup-0,0,1
rec-10111-dup-0,rec-5-dup-1,0,2
rec-622-dup-0,id-103,0,2
rec-225-dup-1,rec-15-dup-0,1,3
rec-367-dup-0,id-33,0,1
rec-833-dup-0,rec-173-dup-0,0,1
id-843,rec-8-dup-0,1,3
rec-854-dup-0,id-133,0,1
rec-10107-dup-0,id-155,1,3
rec-56-dup-0,rec-128-dup-0,1,3
rec-10112-dup-0,rec-143-dup-1,0,1
rec-52-dup-0,id-53,0,1
rec-166-dup-0,id-48,0,2
rec-10121-dup-1,rec-173-dup-1,0,2
id-526,rec-45-dup-1,0,2
rec-457-dup-0,id-33,0,1
id-859,rec-124-dup-0,1,3
rec-215-dup-1,rec-124-dup-0,1,3
rec-321-dup-1,rec-12-dup-1,0,2
rec-825-dup-0,id-68,0,1
id-456,rec-114-dup-0,0,2
id-560,rec-22-dup-0,1,3
rec-539-dup-1,rec-5-dup-1,0,1
rec-641-dup-0,id-158,0,1
rec-112-dup-0,rec-31-dup-0,0,1
id-213,rec-126-dup-1,1,3
rec-273-dup-0,id-34,0,1
rec-447-dup-1,id-80,0,1
rec-189-dup-0,id-102,0,2
rec-253-dup-1,id-84,1,3
id-246,rec-8-dup-1,1,3
rec-896-dup-0,id-264,0,1
rec-49-dup-0,rec-147-dup-0,1,3
id-149,rec-39-dup-0,0,1
rec-10170-dup-0,rec-128-dup-0,0,1
id-10080,rec-9-dup-0,0,1
rec-533-dup-0,id-62,0,1
rec-773-dup-0,rec-225-dup-0,0,1
rec-10050-dup-0,id-3,0,1
rec-823-dup-0,rec-240-dup-0,1,3
rec-10032-dup-1,rec-15-dup-0,1,3
id-220,rec-12-dup-0,0,1
id-108,rec-12-dup-0,0,2
rec-97-dup-0,rec-108-dup-0,0,2
rec-50-dup-1,id-159,1,3
id-87,rec-47-dup-0,0,1
rec-833-dup-0,id-33,1,3
rec-244-dup-0,rec-39-dup-0,1,3
id-836,rec-173-dup-1,0,1
id-496,rec-126-dup-0,1,3
rec-500-dup-0,id-120,1,3
rec-243-dup-0,id-46,0,1
rec-156-dup-0,rec-66-dup-0,0,1
rec-561-dup-0,rec-147-dup-1,0,1
rec-10031-dup-1,rec-15-dup-0,1,3
rec-67-dup-1,id-99,0,2
rec-657-dup-0,id-168,1,3
rec-760-dup-0,id-218,0,1
id-10094,rec-9-dup-0,0,1
rec-787-dup-0,id-140,1,3
rec-279-dup-0,rec-51-dup-0,0,1
rec-73-dup-1,id-64,0,2
rec-80-dup-0,rec-144-dup-1,1,3
rec-17-dup-1,id-145,1,3
rec-528-dup-0,rec-109-dup-0,0,1
rec-401-dup-0,id-61,0,1
rec-227-dup-1,id-133,1,3
id-576,rec-23-dup-0,1,3
rec-215-dup-0,rec-39-dup-0,0,1
rec-79-dup-0,rec-20-dup-0,0,2
rec-226-dup-0,id-41,1,3
rec-96-dup-0,rec-108-dup-1,0,2
id-573,rec-92-dup-0,1,3
id-582,rec-81-dup-0,0,2
rec-760-dup-0,id-103,0,2
id-492,rec-30-dup-0,0,1
rec-215-dup-1,rec-39-dup-0,0,1
rec-178-dup-0,id-48,0,2
rec-749-dup-1,rec-20-dup-0,0,1
rec-438-dup-0,rec-5-dup-1,0,1
id-10101,rec-81-dup-0,0,1
rec-321-dup-0,id-41,0,1
rec-553-dup-0,rec-22-dup-1,0,1
rec-748-dup-0,rec-196-dup-1,0,1
rec-10093-dup-0,id-55,0,2
rec-10092-dup-0,id-55,0,2
rec-17-dup-1,rec-51-dup-0,0,1
rec-596-dup-1,id-68,1,3
id-394,rec-128-dup-0,1,3
rec-10188-dup-0,rec-234-dup-0,0,1
rec-238-dup-1,rec-108-dup-0,0,2
id-199,rec-12-dup-1,0,1
rec-55-dup-0,id-13,0,2
id-81,rec-5-dup-0,0,2
id-706,rec-157-dup-0,0,1
rec-226-dup-0,id-11,0,2
rec-429-dup-0,id-26,0,1
rec-852-dup-1,id-7,0,1
rec-888-dup-0,rec-234-dup-1,0,1
rec-630-dup-0,id-145,0,1
id-277,rec-113-dup-0,1,3
rec-619-dup-0,rec-39-dup-0,0,1
rec-118-dup-0,id-33,0,1
rec-457-dup-0,id-41,1,3
rec-235-dup-0,rec-101-dup-0,0,2
rec-551-dup-0,id-83,1,3
rec-483-dup-1,id-46,0,1
rec-17-dup-0,rec-77-dup-0,0,2
rec-53-dup-0,rec-101-dup-0,0,2
rec-625-dup-0,id-46,1,3
id-363,rec-12-dup-1,1,3
rec-118-dup-0,id-41,0,2
id-417,rec-50-dup-0,0,1
rec-404-dup-0,id-79,0,1
rec-523-dup-0,rec-31-dup-0,0,1
rec-348-dup-1,id-33,1,3
id-891,rec-39-dup-0,0,1
rec-104-dup-0,rec-31-dup-0,0,2
rec-235-dup-0,rec-20-dup-0,0,1
rec-830-dup-0,rec-144-dup-1,0,2
rec-80-dup-0,rec-12-dup-1,0,1
rec-534-dup-0,id-89,1,3
rec-682-dup-0,id-165,1,3
rec-830-dup-0,rec-144-dup-1,0,2
rec-10025-dup-1,rec-51-dup-0,0,1
rec-10165-dup-0,rec-20-dup-0,0,2
rec-622-dup-0,id-99,1,3
rec-613-dup-0,rec-81-dup-0,0,1
rec-80-dup-0,rec-144-dup-0,1,3
rec-10132-dup-0,rec-197-dup-1,0,1
id-762,rec-12-dup-1,0,2
id-124,rec-108-dup-1,0,2
id-231,rec-8-dup-0,1,3
rec-208-dup-0,rec-5-dup-1,0,2
rec-10165-dup-0,id-259,0,1
rec-10164-dup-0,rec-144-dup-0,1,3
id-400,rec-109-dup-0,0,2
rec-589-dup-1,id-75,0,2
rec-10025-dup-1,id-172,1,3
rec-401-dup-1,id-61,0,1
id-708,rec-30-dup-0,0,1
rec-56-dup-0,id-72,0,1
rec-121-dup-1,id-148,1,3
rec-18-dup-0,rec-77-dup-0,0,2
rec-660-dup-1,id-37,1,3
rec-605-dup-0,id-140,0,1
id-299,rec-5-dup-1,0,1
id-157,rec-66-dup-0,0,1
rec-524-dup-1,id-159,1,3
rec-225-dup-1,id-72,0,1
rec-10084-dup-0,rec-9-dup-1,0,1
id-792,rec-231-dup-1,0,1
rec-18-dup-0,id-145,1,3
rec-660-dup-1,id-167,0,2
rec-521-dup-0,id-145,0,1
id-284,rec-22-dup-0,0,1
rec-562-dup-1,id-152,0,1
id-10135,rec-197-dup-1,0,1
rec-32-dup-0,id-55,1,3
rec-150-dup-1,id-127,1,3
rec-513-dup-0,id-82,0,1
rec-131-dup-1,id-93,1,3
rec-244-dup-0,id-46,0,1
id-745,rec-51-dup-0,0,1
id-10102,rec-81-dup-0,0,1
rec-863-dup-1,id-252,1,3
id-179,rec-9-dup-1,0,1
rec-852-dup-0,id-7,0,1
rec-10005-dup-0,id-142,1,3
rec-589-dup-0,id-142,1,3
id-712,rec-5-dup-0,1,3
rec-67-dup-0,id-80,1,3
rec-80-dup-0,rec-144-dup-1,1,3
rec-10168-dup-0,id-115,1,3
rec-373-dup-0,rec-22-dup-0,0,1
rec-472-dup-0,rec-90-dup-0,1,3
rec-67-dup-1,id-80,1,3
rec-734-dup-1,rec-91-dup-0,1,3
rec-143-dup-0,id-17,0,1
rec-705-dup-0,id-183,1,3
rec-238-dup-0,rec-12-dup-0,0,1
id-10176,rec-39-dup-0,1,3
rec-379-dup-0,id-135,1,3
id-10106,rec-221-dup-1,0,2
rec-424-dup-0,id-53,0,2
rec-787-dup-1,id-140,1,3
rec-328-dup-0,id-71,0,2
rec-579-dup-0,id-98,0,2
rec-10084-dup-1,rec-9-dup-0,0,1
id-27,rec-8-dup-1,0,1
rec-601-dup-0,id-29,1,3
rec-366-dup-1,id-75,0,1
rec-350-dup-0,rec-63-dup-0,0,1
rec-625-dup-1,rec-39-dup-0,0,2
rec-350-dup-1,id-56,1,3
id-314,rec-12-dup-1,0,1
id-403,rec-22-dup-1,0,2
rec-321-dup-0,rec-12-dup-0,0,2
id-431,rec-20-dup-0,0,2
rec-258-dup-0,id-67,0,1
rec-340-dup-0,id-93,1,3
rec-10032-dup-0,id-119,0,2
id-10158,rec-31-dup-0,1,3
rec-144-dup-0,id-46,0,1
rec-18-dup-0,rec-51-dup-0,0,1
rec-845-dup-0,rec-241-dup-1,0,1
rec-158-dup-1,id-125,1,3
rec-482-dup-0,id-26,0,1
id-793,rec-224-dup-1,0,1
rec-10113-dup-0,rec-143-dup-0,0,1
rec-783-dup-0,id-171,0,1
rec-316-dup-0,id-82,1,3
id-237,rec-22-dup-1,0,1
id-10085,rec-9-dup-1,0,1
rec-74-dup-0,rec-5-dup-1,0,2
rec-117-dup-0,id-97,0,2
rec-782-dup-0,id-43,0,2
id-4,rec-66-dup-0,0,1
rec-746-dup-0,id-208,0,1
rec-188-dup-0,id-34,0,1
id-10097,rec-9-dup-1,0,1
rec-369-dup-0,rec-69-dup-0,0,2
rec-435-dup-0,rec-51-dup-0,1,3
id-691,rec-143-dup-1,0,2
id-10180,rec-250-dup-0,0,1
rec-225-dup-0,id-55,0,2
rec-361-dup-0,id-115,0,2
rec-667-dup-0,id-153,1,3
id-851,rec-73-dup-0,0,2
rec-261-dup-1,id-155,1,3
id-790,rec-5-dup-0,0,1
rec-462-dup-0,rec-5-dup-1,0,2
id-763,rec-214-dup-0,0,2
rec-558-dup-0,id-75,0,2
rec-79-dup-0,rec-20-dup-0,0,2
rec-640-dup-0,id-154,0,1
rec-122-dup-1,id-43,0,1
rec-487-dup-1,id-46,0,1
rec-104-dup-0,rec-69-dup-0,0,1
id-41,rec-39-dup-0,0,1
rec-596-dup-1,id-127,0,2
rec-10032-dup-1,id-53,0,1
id-803,rec-224-dup-1,0,1
id-798,rec-224-dup-1,0,1
rec-10084-dup-1,rec-9-dup-0,0,1
rec-10167-dup-0,rec-228-dup-0,1,3
rec-238-dup-1,rec-108-dup-1,0,2
rec-10121-dup-0,rec-198-dup-1,0,1
rec-536-dup-0,id-11,1,3
rec-51-dup-0,rec-8-dup-0,0,1
rec-610-dup-0,id-79,0,1
rec-401-dup-1,rec-50-dup-0,1,3
id-747,rec-196-dup-0,0,1
rec-112-dup-0,rec-31-dup-0,0,1
rec-438-dup-0,rec-69-dup-0,0,2
rec-656-dup-0,id-67,0,1
rec-10121-dup-0,rec-198-dup-0,0,1
rec-67-dup-0,id-62,0,1
rec-75-dup-1,rec-8-dup-1,1,3
rec-10112-dup-1,rec-143-dup-0,0,1
rec-748-dup-0,rec-196-dup-1,0,1
rec-704-dup-0,rec-157-dup-0,0,1
rec-75-dup-1,rec-8-dup-1,1,3
rec-373-dup-0,id-153,1,3
id-309,rec-31-dup-0,0,2
id-758,rec-12-dup-1,1,3
rec-325-dup-0,rec-20-dup-0,0,2
rec-186-dup-0,id-6,0,2
rec-820-dup-0,id-167,0,1
rec-811-dup-0,rec-229-dup-0,1,3
id-10163,rec-50-dup-0,0,1
id-221,rec-81-dup-1,0,2
rec-10149-dup-0,rec-69-dup-0,1,3
rec-743-dup-1,rec-118-dup-0,0,1
id-10033,rec-47-dup-0,0,1
id-10014,rec-59-dup-0,0,1
rec-354-dup-0,rec-15-dup-0,0,1
id-779,rec-147-dup-0,1,3
id-580,rec-51-dup-0,0,1
rec-324-dup-0,rec-73-dup-0,0,1
id-205,rec-5-dup-1,0,1
id-10096,rec-9-dup-1,0,1
id-763,rec-214-dup-1,0,2
id-10129,rec-212-dup-1,0,1
rec-600-dup-0,id-29,1,3
rec-487-dup-0,id-46,0,1
id-195,rec-109-dup-0,1,3
rec-10030-dup-0,id-53,0,1
rec-10023-dup-0,rec-163-dup-0,0,1
rec-478-dup-1,rec-81-dup-1,0,1
id-771,rec-109-dup-0,1,3
id-422,rec-60-dup-0,0,1
rec-178-dup-0,id-156,1,3
rec-10147-dup-0,id-220,0,1
rec-426-dup-1,id-106,0,1
rec-18-dup-0,rec-51-dup-0,0,1
rec-551-dup-0,rec-22-dup-1,0,1
rec-57-dup-0,id-83,0,2
id-241,rec-157-dup-0,1,3
id-399,rec-109-dup-0,0,2
rec-35-dup-0,id-98,0,2
rec-17-dup-0,rec-77-dup-0,0,2
rec-10164-dup-0,id-82,0,1
id-107,rec-51-dup-0,0,1
rec-717-dup-0,rec-186-dup-0,0,1
rec-551-dup-0,rec-22-dup-1,0,1
rec-74-dup-0,rec-5-dup-1,0,2
id-213,rec-5-dup-1,0,1
rec-673-dup-0,rec-157-dup-1,0,1
id-25,rec-9-dup-1,0,1
rec-122-dup-0,rec-101-dup-0,1,3
rec-176-dup-1,id-105,1,3
rec-780-dup-0,id-201,0,1
rec-583-dup-0,rec-81-dup-0,0,2
id-448,rec-39-dup-0,0,2
rec-114-dup-0,rec-144-dup-0,1,3
rec-584-dup-0,id-115,0,1
rec-553-dup-0,rec-22-dup-1,0,1
rec-464-dup-1,rec-31-dup-0,0,1
rec-833-dup-0,rec-173-dup-1,0,1
id-662,rec-177-dup-0,1,3
rec-10149-dup-0,rec-31-dup-0,0,2
rec-704-dup-0,rec-157-dup-1,0,1
id-107,rec-39-dup-0,1,3
id-555,rec-161-dup-1,1,3
rec-332-dup-1,rec-8-dup-0,0,1
rec-743-dup-1,id-19,0,2
rec-888-dup-0,rec-234-dup-0,0,1
id-221,rec-12-dup-1,0,1
rec-10109-dup-0,id-42,0,1
rec-350-dup-0,rec-63-dup-0,0,1
rec-226-dup-0,id-33,0,1
rec-373-dup-0,rec-22-dup-1,0,1
rec-625-dup-0,rec-128-dup-0,0,1
rec-833-dup-0,rec-173-dup-0,0,1
rec-685-dup-0,id-175,0,1
id-691,rec-143-dup-0,0,2
id-10136,rec-197-dup-1,0,1
id-395,rec-128-dup-0,1,3
id-345,rec-114-dup-1,1,3
rec-53-dup-0,id-127,1,3
rec-709-dup-0,id-139,1,3
rec-450-dup-1,rec-45-dup-1,0,1
rec-587-dup-0,rec-9-dup-1,0,1
rec-43-dup-0,id-34,0,1
rec-50-dup-1,rec-8-dup-0,0,1
id-262,rec-22-dup-1,0,1
rec-17-dup-0,rec-51-dup-0,0,1
rec-498-dup-0,rec-66-dup-0,0,1
id-10015,rec-59-dup-1,0,1
rec-584-dup-1,rec-117-dup-0,0,2
id-262,rec-95-dup-0,0,2
id-497,rec-126-dup-1,1,3
rec-429-dup-1,id-26,0,1
id-333,rec-30-dup-0,0,1
rec-678-dup-1,id-151,0,2
id-314,rec-12-dup-0,0,1
rec-10109-dup-1,id-42,0,1
rec-821-dup-1,id-127,0,2
id-10182,rec-241-dup-1,0,1
rec-210-dup-0,rec-22-dup-1,0,1
id-560,rec-22-dup-1,1,3
rec-316-dup-0,rec-60-dup-0,0,2
id-789,rec-109-dup-0,0,1
rec-10103-dup-0,rec-117-dup-1,1,3
