pokemon,version,item,rarity
id-231,15,rec-162-dup-0,5
rec-90-dup-0,8,id-88,50
id-351,29,rec-220-dup-0,5
rec-568-dup-1,18,id-258,5
id-446,18,rec-211-dup-0,100
rec-75-dup-0,21,id-206,5
rec-295-dup-0,21,id-127,5
rec-250-dup-0,27,rec-44-dup-0,5
id-91,21,rec-89-dup-0,5
rec-121-dup-1,27,id-90,50
rec-217-dup-0,10,rec-132-dup-0,50
id-262,14,rec-128-dup-0,5
id-300,9,rec-131-dup-0,5
rec-331-dup-1,27,id-265,5
rec-316-dup-1,13,rec-89-dup-0,5
id-10089,26,rec-227-dup-0,5
rec-215-dup-0,12,rec-263-dup-0,50
rec-143-dup-0,8,rec-211-dup-0,100
rec-227-dup-1,11,id-221,5
rec-52-dup-0,18,rec-194-dup-0,5
rec-466-dup-0,28,rec-299-dup-0,5
rec-478-dup-1,12,id-176,5
id-10101,28,rec-263-dup-0,5
id-335,26,rec-194-dup-0,5
id-512,18,rec-132-dup-0,50
id-25,7,rec-132-dup-0,50
rec-131-dup-1,24,rec-220-dup-0,100
id-109,13,rec-205-dup-0,5
id-27,18,rec-194-dup-0,5
rec-90-dup-1,26,rec-89-dup-0,5
rec-435-dup-0,21,rec-128-dup-0,5
rec-362-dup-0,15,id-176,5
rec-558-dup-0,28,id-215,5
rec-453-dup-0,16,id-258,5
rec-121-dup-0,13,id-90,50
rec-26-dup-1,14,rec-132-dup-0,5
id-239,14,rec-299-dup-0,50
rec-562-dup-1,24,rec-224-dup-0,5
id-182,27,rec-588-dup-0,5
rec-466-dup-0,15,rec-299-dup-0,5
rec-35-dup-0,22,rec-131-dup-0,50
rec-366-dup-0,25,rec-89-dup-0,5
rec-73-dup-1,12,id-222,5
rec-427-dup-0,14,rec-166-dup-0,5
rec-366-dup-1,23,rec-89-dup-0,5
rec-354-dup-0,11,rec-224-dup-0,5
id-77,17,rec-168-dup-0,5
id-132,18,rec-234-dup-0,5
rec-312-dup-0,29,id-589,5
id-752,27,rec-220-dup-1,5
id-590,17,rec-621-dup-0,1
rec-355-dup-1,29,rec-224-dup-0,5
id-732,27,rec-135-dup-1,5
id-492,22,rec-134-dup-0,100
rec-316-dup-0,27,rec-135-dup-1,5
rec-73-dup-0,30,id-222,5
rec-366-dup-1,24,rec-89-dup-0,5
id-276,18,rec-172-dup-0,5
rec-83-dup-0,15,rec-236-dup-0,5
rec-369-dup-0,15,id-204,5
rec-591-dup-0,23,rec-87-dup-1,5
rec-358-dup-1,12,rec-175-dup-0,5
rec-238-dup-1,17,id-130,100
rec-354-dup-1,18,rec-224-dup-0,5
rec-147-dup-0,28,id-212,5
rec-211-dup-1,29,id-222,5
rec-121-dup-1,23,id-90,50
rec-583-dup-0,30,id-223,5
rec-148-dup-0,11,rec-227-dup-1,5
rec-355-dup-0,8,rec-224-dup-0,5
id-47,18,rec-87-dup-1,5
rec-296-dup-1,26,id-218,5
id-267,27,rec-272-dup-0,5
rec-90-dup-0,14,id-88,50
id-151,24,rec-134-dup-0,100
rec-208-dup-0,29,id-210,5
id-402,30,rec-254-dup-1,5
rec-51-dup-0,22,id-214,5
rec-366-dup-1,17,rec-89-dup-0,5
rec-117-dup-0,29,id-212,5
rec-90-dup-1,12,id-88,50
id-105,29,rec-235-dup-0,5
id-590,18,rec-87-dup-0,5
rec-238-dup-0,9,id-130,100
rec-250-dup-0,9,rec-44-dup-0,100
id-45,26,rec-588-dup-0,5
rec-358-dup-1,16,rec-175-dup-0,5
rec-367-dup-1,29,id-203,5
rec-50-dup-1,27,id-214,5
rec-52-dup-0,27,rec-194-dup-0,5
rec-366-dup-1,7,id-73,5
rec-740-dup-1,29,id-126,5
rec-324-dup-0,30,id-226,5
rec-568-dup-0,21,id-258,5
rec-354-dup-0,28,rec-224-dup-0,5
rec-52-dup-0,14,rec-194-dup-0,5
rec-147-dup-0,14,id-212,5
rec-539-dup-1,27,id-218,5
rec-591-dup-0,27,rec-87-dup-0,5
rec-232-dup-0,12,rec-162-dup-0,5
rec-90-dup-0,26,rec-89-dup-0,5
rec-10093-dup-0,30,rec-128-dup-1,5
rec-78-dup-0,22,rec-168-dup-0,5
rec-428-dup-1,15,rec-166-dup-0,5
rec-122-dup-1,7,rec-131-dup-0,5
rec-90-dup-1,27,rec-89-dup-0,5
rec-305-dup-0,10,id-215,5
id-313,26,rec-190-dup-0,5
id-264,18,rec-135-dup-0,5
id-47,22,rec-621-dup-0,1
id-492,26,rec-134-dup-0,100
rec-332-dup-0,13,id-265,5
rec-362-dup-1,14,id-176,5
rec-104-dup-0,28,rec-235-dup-0,5
rec-126-dup-0,28,id-300,5
rec-783-dup-0,30,rec-303-dup-0,5
id-10014,18,rec-220-dup-0,100
rec-10107-dup-1,28,rec-194-dup-0,5
rec-536-dup-0,22,rec-128-dup-0,50
rec-104-dup-0,30,rec-235-dup-0,5
rec-121-dup-0,17,id-91,5
rec-556-dup-0,25,id-216,5
id-779,30,rec-304-dup-0,5
rec-367-dup-1,27,id-203,5
id-446,23,rec-211-dup-0,100
rec-121-dup-1,7,id-90,50
rec-562-dup-0,30,rec-224-dup-0,5
rec-286-dup-0,28,rec-87-dup-1,5
rec-80-dup-0,29,id-198,5
rec-215-dup-1,22,rec-263-dup-0,50
rec-211-dup-1,17,id-222,5
rec-90-dup-1,7,rec-89-dup-0,5
rec-416-dup-1,27,id-222,5
id-46,8,rec-87-dup-1,5
rec-355-dup-1,8,rec-224-dup-0,5
id-300,15,rec-131-dup-0,5
rec-90-dup-0,28,rec-89-dup-0,5
rec-543-dup-0,18,rec-128-dup-0,50
rec-118-dup-0,25,rec-220-dup-0,5
rec-427-dup-0,16,rec-166-dup-0,5
rec-352-dup-0,11,id-133,5
id-285,29,rec-87-dup-1,5
rec-117-dup-0,26,id-212,5
rec-57-dup-0,22,id-170,5
rec-215-dup-1,13,rec-263-dup-0,50
rec-73-dup-0,21,id-222,5
rec-524-dup-0,22,id-206,50
rec-373-dup-0,21,rec-227-dup-1,5
rec-370-dup-0,13,rec-93-dup-1,50
rec-513-dup-1,18,rec-132-dup-0,50
id-353,10,rec-224-dup-0,5
rec-414-dup-0,27,id-199,5
rec-401-dup-0,27,rec-254-dup-1,5
rec-261-dup-0,18,rec-128-dup-1,5
id-456,16,rec-164-dup-0,5
rec-584-dup-1,29,id-223,50
rec-316-dup-0,29,rec-135-dup-1,5
id-28,25,rec-263-dup-0,5
id-119,29,rec-220-dup-1,5
rec-67-dup-1,11,id-207,5
rec-358-dup-1,25,id-201,5
id-10015,9,rec-220-dup-0,100
id-109,16,rec-205-dup-0,5
id-193,30,rec-242-dup-1,5
id-621,18,rec-227-dup-0,5
rec-121-dup-0,28,id-91,5
id-10014,9,rec-220-dup-0,100
id-94,10,rec-224-dup-0,5
rec-332-dup-0,25,id-265,5
id-264,10,rec-135-dup-1,5
rec-434-dup-0,21,rec-128-dup-0,5
rec-186-dup-0,10,id-198,5
rec-553-dup-0,27,id-217,50
rec-10109-dup-0,28,id-589,5
id-47,10,rec-87-dup-0,5
rec-261-dup-1,15,rec-128-dup-0,5
rec-56-dup-1,14,id-170,5
rec-215-dup-0,15,rec-263-dup-0,50
rec-147-dup-0,7,id-212,5
rec-215-dup-0,12,rec-194-dup-0,5
rec-370-dup-0,17,rec-93-dup-0,50
rec-121-dup-0,15,id-91,5
id-469,17,rec-242-dup-1,5
rec-370-dup-0,11,rec-93-dup-0,50
id-193,24,rec-242-dup-1,5
rec-90-dup-0,15,rec-89-dup-0,5
rec-542-dup-0,24,id-196,5
rec-186-dup-0,23,id-198,5
rec-90-dup-1,15,id-88,50
rec-401-dup-0,18,rec-254-dup-0,5
id-559,21,rec-272-dup-0,5
rec-63-dup-0,12,rec-225-dup-0,5
rec-10095-dup-0,27,id-213,5
id-351,16,rec-220-dup-0,100
rec-312-dup-0,28,id-589,5
rec-90-dup-1,13,id-88,50
rec-370-dup-0,22,rec-93-dup-0,50
rec-435-dup-0,15,rec-128-dup-0,5
rec-296-dup-1,28,id-218,5
rec-552-dup-0,28,id-217,5
rec-19-dup-0,15,id-177,5
rec-568-dup-0,29,id-228,5
rec-441-dup-0,12,rec-254-dup-1,5
rec-770-dup-1,29,rec-224-dup-0,5
id-10015,12,rec-220-dup-1,100
rec-49-dup-0,12,rec-272-dup-0,5
rec-354-dup-1,23,rec-224-dup-0,5
rec-215-dup-1,21,rec-263-dup-0,50
rec-434-dup-0,17,rec-128-dup-0,5
rec-147-dup-0,27,id-212,5
id-514,22,rec-162-dup-0,5
id-557,21,rec-106-dup-0,1
rec-286-dup-0,27,rec-87-dup-1,5
rec-261-dup-1,9,rec-128-dup-0,5
rec-10121-dup-0,28,rec-128-dup-1,5
id-335,28,rec-194-dup-0,5
rec-305-dup-0,17,id-215,5
id-265,28,rec-190-dup-0,5
rec-513-dup-1,18,rec-162-dup-0,5
rec-64-dup-0,28,rec-225-dup-0,5
rec-269-dup-1,23,rec-272-dup-0,5
id-265,25,rec-128-dup-1,50
rec-591-dup-0,26,rec-87-dup-0,5
id-351,22,rec-220-dup-1,100
rec-10005-dup-0,26,id-199,5
rec-148-dup-0,25,id-212,5
rec-148-dup-1,12,id-212,5
rec-131-dup-0,29,rec-220-dup-1,5
rec-355-dup-0,9,rec-224-dup-0,5
rec-355-dup-0,14,id-173,5
id-769,27,rec-224-dup-0,5
rec-215-dup-0,18,rec-263-dup-0,50
rec-331-dup-0,16,id-265,5
rec-536-dup-0,18,id-133,50
rec-251-dup-0,11,rec-134-dup-0,100
id-102,30,rec-899-dup-0,5
rec-437-dup-0,21,id-210,5
rec-250-dup-0,30,rec-44-dup-0,5
id-755,30,rec-87-dup-0,5
id-440,16,rec-233-dup-0,5
rec-414-dup-1,13,id-199,5
rec-250-dup-0,8,rec-44-dup-0,100
id-77,12,rec-168-dup-0,5
rec-232-dup-0,22,rec-162-dup-0,5
rec-279-dup-0,26,id-208,5
id-193,23,rec-242-dup-1,5
rec-186-dup-0,16,id-198,5
rec-215-dup-0,15,rec-263-dup-0,50
rec-148-dup-1,29,id-212,5
rec-148-dup-0,26,id-212,5
rec-437-dup-1,24,id-210,5
id-511,17,rec-132-dup-0,50
rec-757-dup-0,27,rec-205-dup-0,5
id-433,12,rec-175-dup-1,5
id-335,14,rec-194-dup-0,5
rec-120-dup-0,14,id-91,5
id-315,21,rec-588-dup-0,1
rec-749-dup-1,27,id-246,5
rec-372-dup-0,8,id-212,5
id-461,23,rec-194-dup-0,5
rec-524-dup-0,27,id-206,50
rec-435-dup-0,16,rec-128-dup-1,5
rec-373-dup-0,22,rec-227-dup-1,5
rec-584-dup-0,27,id-223,50
rec-780-dup-0,29,id-133,5
rec-10032-dup-0,26,id-216,100
id-277,12,rec-172-dup-0,5
rec-90-dup-0,18,id-88,50
id-193,13,rec-242-dup-0,5
rec-143-dup-0,26,rec-211-dup-0,100
rec-286-dup-0,28,rec-87-dup-0,5
rec-305-dup-0,16,id-215,5
id-47,24,rec-87-dup-0,5
rec-366-dup-1,28,rec-89-dup-0,5
id-285,28,rec-87-dup-0,5
rec-35-dup-0,18,id-81,5
rec-343-dup-0,25,id-246,5
rec-401-dup-1,28,rec-254-dup-0,5
rec-10032-dup-0,28,id-216,5
rec-441-dup-0,22,rec-254-dup-0,5
rec-35-dup-0,8,id-81,5
id-300,10,rec-131-dup-0,5
rec-261-dup-0,8,rec-128-dup-1,5
rec-10092-dup-0,30,rec-128-dup-0,5
rec-10093-dup-0,30,rec-128-dup-0,5
rec-261-dup-1,16,rec-128-dup-1,5
rec-531-dup-0,23,rec-132-dup-0,50
rec-52-dup-0,28,rec-194-dup-0,5
rec-591-dup-0,28,rec-87-dup-0,5
rec-261-dup-0,15,rec-128-dup-1,5
rec-90-dup-0,9,rec-89-dup-0,5
id-402,29,rec-254-dup-0,5
rec-83-dup-0,30,rec-236-dup-0,5
id-105,18,rec-235-dup-0,5
rec-143-dup-0,18,rec-211-dup-0,100
id-10037,30,rec-225-dup-0,5
rec-478-dup-1,15,id-176,5
id-110,26,rec-205-dup-0,5
id-10069,27,rec-135-dup-0,5
id-758,29,rec-205-dup-0,5
rec-367-dup-0,13,id-203,5
rec-358-dup-0,13,rec-175-dup-0,5
rec-10070-dup-1,25,id-203,5
id-351,15,rec-220-dup-1,100
id-351,23,rec-220-dup-0,100
rec-63-dup-0,28,rec-225-dup-0,5
id-262,15,rec-128-dup-0,5
rec-269-dup-1,12,rec-272-dup-0,5
rec-75-dup-1,17,id-206,5
rec-613-dup-0,21,id-130,50
id-461,17,rec-194-dup-0,5
rec-358-dup-1,14,rec-175-dup-0,5
id-300,21,rec-128-dup-0,50
rec-80-dup-0,22,id-198,5
id-356,8,rec-224-dup-0,5
rec-539-dup-0,27,id-218,5
rec-50-dup-1,12,id-214,5
rec-49-dup-0,18,rec-272-dup-0,5
rec-539-dup-1,29,id-218,5
rec-591-dup-0,25,id-86,50
rec-783-dup-0,28,rec-303-dup-0,5
id-756,27,rec-87-dup-1,5
rec-49-dup-0,27,rec-272-dup-0,5
rec-332-dup-0,16,id-265,5
rec-215-dup-0,23,rec-194-dup-0,5
rec-332-dup-0,12,id-265,5
rec-186-dup-0,14,id-198,5
rec-328-dup-0,23,id-214,5
id-10115,28,rec-235-dup-0,5
rec-358-dup-0,22,rec-175-dup-0,5
id-91,13,rec-89-dup-0,5
rec-441-dup-0,27,rec-254-dup-1,5
rec-367-dup-0,26,id-203,5
rec-49-dup-0,17,rec-272-dup-0,5
rec-215-dup-1,24,rec-194-dup-0,5
id-317,27,rec-135-dup-0,5
rec-326-dup-0,17,id-171,5
rec-19-dup-1,12,id-177,5
rec-122-dup-0,17,rec-131-dup-0,5
rec-370-dup-0,8,rec-93-dup-0,50
id-440,15,rec-233-dup-0,5
rec-591-dup-0,28,rec-87-dup-1,5
rec-251-dup-0,23,rec-134-dup-0,100
rec-568-dup-1,26,id-258,5
id-356,30,rec-224-dup-0,5
id-213,16,rec-43-dup-0,100
rec-63-dup-0,16,rec-225-dup-0,5
rec-261-dup-0,12,rec-128-dup-1,5
rec-749-dup-0,30,id-246,5
rec-148-dup-1,24,id-212,5
rec-416-dup-1,23,id-222,5
rec-51-dup-0,29,id-214,5
rec-324-dup-0,27,id-226,5
rec-591-dup-0,29,rec-87-dup-1,5
id-65,29,rec-225-dup-0,5
rec-84-dup-0,17,id-221,5
rec-211-dup-0,17,id-222,5
id-351,27,rec-220-dup-1,5
id-277,21,rec-172-dup-0,5
rec-354-dup-1,29,rec-224-dup-0,5
id-10014,22,rec-220-dup-1,100
rec-20-dup-0,12,id-177,5
id-265,27,rec-128-dup-0,50
rec-251-dup-0,22,rec-134-dup-0,100
rec-362-dup-1,10,id-223,5
rec-316-dup-1,15,rec-89-dup-0,5
rec-68-dup-0,26,id-207,5
rec-26-dup-1,16,rec-132-dup-0,5
id-371,18,rec-227-dup-1,5
id-469,28,rec-242-dup-1,5
rec-121-dup-0,18,id-91,5
rec-358-dup-1,13,rec-175-dup-1,5
id-151,8,rec-134-dup-0,100
rec-63-dup-0,28,rec-225-dup-0,5
id-28,8,rec-194-dup-0,5
id-65,28,rec-225-dup-0,5
rec-361-dup-0,30,id-689,5
rec-372-dup-0,24,rec-227-dup-1,5
rec-52-dup-0,29,rec-194-dup-0,5
rec-401-dup-1,17,rec-254-dup-1,5
id-313,29,rec-190-dup-1,5
rec-367-dup-0,27,id-203,5
id-418,13,rec-163-dup-0,5
rec-261-dup-0,7,rec-128-dup-1,5
id-267,26,rec-272-dup-0,5
rec-56-dup-0,21,id-170,5
id-353,16,rec-224-dup-0,5
rec-215-dup-1,18,rec-263-dup-0,50
id-77,18,rec-168-dup-0,5
rec-401-dup-0,13,rec-254-dup-0,5
rec-332-dup-1,17,id-265,5
id-262,11,rec-128-dup-0,5
id-65,17,rec-225-dup-0,5
rec-358-dup-1,30,id-201,5
rec-622-dup-0,23,id-246,5
rec-90-dup-1,7,id-88,50
id-557,17,rec-106-dup-1,1
id-47,30,rec-87-dup-0,5
rec-373-dup-0,18,rec-227-dup-0,5
rec-524-dup-0,24,id-206,50
id-91,24,rec-89-dup-0,5
rec-63-dup-0,11,rec-225-dup-0,5
rec-238-dup-1,21,id-130,100
rec-90-dup-1,24,id-88,50
rec-148-dup-0,12,id-212,5
rec-358-dup-0,27,id-201,5
rec-143-dup-0,12,rec-211-dup-0,100
rec-121-dup-1,26,id-90,50
rec-373-dup-0,13,rec-227-dup-0,5
rec-531-dup-0,24,rec-135-dup-1,5
rec-121-dup-0,25,id-90,50
rec-227-dup-0,28,id-210,5
rec-622-dup-0,26,id-246,5
id-10069,30,rec-132-dup-0,50
id-337,21,rec-624-dup-1,1
rec-120-dup-0,7,id-90,50
rec-75-dup-1,22,id-206,5
rec-373-dup-0,7,id-212,5
rec-558-dup-0,22,id-215,5
rec-64-dup-0,16,rec-225-dup-0,5
rec-372-dup-0,22,rec-227-dup-0,5
id-461,13,rec-263-dup-0,50
id-469,13,rec-242-dup-1,5
id-546,28,rec-588-dup-0,5
rec-79-dup-0,7,id-198,5
id-182,30,rec-588-dup-0,5
rec-67-dup-0,25,id-207,5
rec-56-dup-1,12,id-170,5
rec-84-dup-0,16,id-221,5
rec-10070-dup-0,30,id-203,5
id-105,22,rec-235-dup-0,5
rec-20-dup-0,17,id-177,5
rec-316-dup-0,15,rec-89-dup-0,5
rec-35-dup-0,23,id-81,5
id-28,21,rec-194-dup-0,5
rec-562-dup-0,17,rec-224-dup-0,5
rec-366-dup-1,21,rec-89-dup-0,5
rec-369-dup-0,18,id-204,5
rec-414-dup-0,14,id-199,5
rec-362-dup-0,22,id-176,5
rec-370-dup-0,30,rec-93-dup-0,50
rec-215-dup-1,23,rec-263-dup-0,50
rec-10092-dup-0,28,rec-128-dup-1,5
rec-121-dup-1,29,id-90,50
rec-372-dup-0,21,rec-227-dup-0,5
id-512,17,rec-132-dup-0,50
rec-749-dup-1,28,id-246,5
id-44,30,rec-588-dup-0,5
id-433,16,rec-175-dup-0,5
rec-215-dup-1,13,rec-194-dup-0,5
rec-126-dup-0,14,id-300,50
rec-83-dup-0,29,rec-236-dup-0,5
rec-366-dup-1,15,rec-89-dup-0,5
rec-319-dup-0,15,id-203,5
rec-427-dup-1,15,rec-166-dup-0,5
id-110,25,rec-205-dup-0,5
rec-370-dup-0,13,rec-93-dup-0,50
rec-186-dup-1,25,id-198,5
id-109,7,rec-205-dup-0,5
id-515,17,rec-132-dup-0,50
rec-49-dup-0,16,rec-272-dup-0,5
id-193,17,rec-242-dup-0,5
id-590,18,rec-87-dup-1,5
rec-126-dup-0,13,id-300,50
rec-273-dup-0,29,id-248,5
rec-186-dup-0,29,id-198,5
id-469,16,rec-242-dup-0,5
rec-568-dup-1,22,id-92,1
id-10006,18,rec-134-dup-0,100
rec-26-dup-1,17,rec-132-dup-0,50
rec-358-dup-0,18,rec-175-dup-0,5
rec-49-dup-0,21,rec-272-dup-0,5
id-265,26,rec-128-dup-1,50
id-262,14,rec-128-dup-1,5
rec-740-dup-1,28,id-126,5
id-162,15,rec-135-dup-1,5
rec-53-dup-0,21,rec-194-dup-0,5
rec-186-dup-0,24,id-198,5
id-300,14,rec-131-dup-0,5
id-264,15,rec-132-dup-0,50
rec-269-dup-0,9,id-199,5
rec-358-dup-1,14,rec-175-dup-0,5
rec-370-dup-0,30,rec-93-dup-1,50
rec-78-dup-0,21,rec-168-dup-0,5
id-10015,29,rec-220-dup-0,5
rec-208-dup-0,16,id-210,5
id-264,12,rec-132-dup-0,50
rec-64-dup-0,15,rec-225-dup-0,5
rec-90-dup-0,27,rec-89-dup-0,5
rec-453-dup-0,25,id-258,5
id-162,12,rec-135-dup-0,5
rec-372-dup-0,11,id-212,5
id-351,10,rec-220-dup-1,100
rec-83-dup-0,22,rec-236-dup-0,5
rec-453-dup-0,15,id-258,5
rec-325-dup-0,22,id-133,50
id-469,29,rec-242-dup-1,5
id-173,21,rec-624-dup-0,1
rec-126-dup-0,27,id-300,5
rec-428-dup-1,14,rec-166-dup-0,5
rec-120-dup-0,9,id-91,5
rec-462-dup-0,30,id-210,5
rec-131-dup-1,23,rec-220-dup-1,100
rec-427-dup-1,14,rec-166-dup-0,5
rec-90-dup-1,9,rec-89-dup-0,5
rec-367-dup-1,21,id-203,5
id-172,14,rec-132-dup-0,5
rec-19-dup-0,12,id-177,5
id-193,13,rec-242-dup-1,5
rec-373-dup-0,13,rec-227-dup-1,5
id-351,21,rec-220-dup-0,100
rec-531-dup-0,25,rec-135-dup-0,5
rec-704-dup-0,27,rec-272-dup-0,5
rec-372-dup-0,18,rec-227-dup-0,5
id-10013,16,rec-220-dup-1,100
id-402,18,rec-254-dup-0,5
rec-316-dup-1,16,rec-89-dup-0,5
rec-215-dup-0,16,rec-263-dup-0,50
rec-354-dup-0,13,rec-224-dup-0,5
id-751,28,rec-220-dup-0,5
rec-622-dup-0,30,id-246,5
rec-544-dup-0,25,id-222,5
rec-10070-dup-0,26,id-203,5
rec-26-dup-1,16,rec-132-dup-0,5
rec-478-dup-0,18,id-176,5
id-461,12,rec-194-dup-0,5
id-10146,29,rec-303-dup-0,50
id-191,12,rec-169-dup-0,5
rec-10095-dup-0,28,id-213,5
rec-211-dup-1,16,id-222,5
rec-217-dup-0,10,rec-135-dup-1,5
rec-217-dup-0,11,rec-135-dup-1,5
rec-131-dup-0,25,rec-220-dup-0,100
id-371,23,rec-227-dup-1,5
rec-52-dup-0,15,rec-194-dup-0,5
rec-369-dup-0,7,id-75,5
rec-366-dup-0,9,id-73,5
id-105,9,rec-235-dup-0,5
rec-428-dup-1,12,rec-166-dup-0,5
id-161,12,rec-132-dup-0,5
id-10006,21,rec-134-dup-0,100
id-621,23,rec-227-dup-1,5
rec-354-dup-1,17,rec-224-dup-0,5
rec-355-dup-1,12,id-173,5
id-46,13,rec-87-dup-0,5
rec-372-dup-0,21,rec-227-dup-1,5
rec-121-dup-1,9,id-91,5
rec-749-dup-0,29,id-246,5
id-105,10,rec-235-dup-0,5
rec-575-dup-0,21,id-133,50
id-752,28,rec-220-dup-1,5
rec-75-dup-0,8,id-206,5
rec-261-dup-1,14,rec-128-dup-0,5
rec-75-dup-1,27,id-206,5
rec-57-dup-0,14,id-170,5
rec-10084-dup-0,25,id-213,5
rec-35-dup-0,18,rec-624-dup-0,1
rec-457-dup-0,18,rec-164-dup-0,5
rec-117-dup-0,24,id-212,5
rec-90-dup-0,16,rec-89-dup-0,5
rec-143-dup-0,8,rec-211-dup-0,100
id-46,21,rec-87-dup-1,5
id-419,15,rec-163-dup-1,5
rec-211-dup-0,18,id-222,5
id-262,8,rec-128-dup-1,5
rec-148-dup-0,8,id-212,5
rec-441-dup-0,18,rec-254-dup-1,5
id-25,14,rec-132-dup-0,50
id-46,18,rec-87-dup-1,5
rec-543-dup-0,25,id-222,5
rec-524-dup-1,21,id-206,50
id-213,10,rec-43-dup-0,100
rec-294-dup-0,8,id-127,5
id-371,25,rec-227-dup-0,5
rec-434-dup-0,15,rec-128-dup-0,5
id-265,30,rec-128-dup-1,50
rec-316-dup-0,22,rec-89-dup-0,5
rec-121-dup-0,21,id-91,5
rec-56-dup-1,16,id-170,5
rec-78-dup-0,16,rec-168-dup-0,5
rec-444-dup-0,15,id-174,5
rec-414-dup-1,16,id-199,5
rec-64-dup-0,23,rec-225-dup-0,5
id-119,30,rec-220-dup-1,5
rec-316-dup-0,12,rec-89-dup-0,5
rec-354-dup-1,25,rec-224-dup-0,5
id-10014,8,rec-220-dup-1,100
id-439,14,rec-131-dup-0,5
rec-441-dup-0,26,rec-254-dup-1,5
rec-75-dup-1,28,id-206,5
rec-232-dup-0,17,rec-162-dup-0,5
id-109,15,rec-205-dup-0,5
rec-84-dup-0,18,id-221,5
rec-104-dup-0,15,rec-235-dup-0,5
id-173,9,rec-131-dup-0,50
rec-331-dup-0,8,id-222,5
id-10013,8,rec-220-dup-0,100
rec-542-dup-0,27,id-196,5
id-317,28,rec-135-dup-1,5
rec-104-dup-0,25,rec-235-dup-0,5
id-10129,27,rec-205-dup-0,5
rec-84-dup-0,21,id-221,5
rec-563-dup-1,21,rec-224-dup-0,5
id-559,29,rec-272-dup-0,5
id-265,26,rec-128-dup-0,50
rec-427-dup-0,12,rec-166-dup-0,5
rec-20-dup-1,10,rec-132-dup-0,50
rec-121-dup-0,18,id-90,50
rec-251-dup-0,27,rec-134-dup-0,5
id-751,30,rec-220-dup-1,5
rec-355-dup-1,27,rec-224-dup-0,5
rec-50-dup-1,21,id-214,5
id-265,27,rec-190-dup-1,5
rec-354-dup-0,15,rec-224-dup-0,5
rec-591-dup-0,22,rec-87-dup-1,5
rec-531-dup-0,30,rec-135-dup-0,5
rec-416-dup-1,16,id-222,5
rec-269-dup-0,21,rec-272-dup-0,5
rec-83-dup-0,13,rec-236-dup-0,5
id-732,29,rec-135-dup-0,5
rec-397-dup-0,22,id-165,5
rec-441-dup-0,24,rec-254-dup-0,5
rec-261-dup-0,16,rec-128-dup-0,5
rec-143-dup-0,26,rec-211-dup-0,100
rec-435-dup-0,21,rec-128-dup-1,5
rec-753-dup-1,27,id-216,5
id-264,13,rec-135-dup-1,5
rec-591-dup-0,21,rec-621-dup-0,1
id-193,18,rec-242-dup-0,5
rec-373-dup-0,12,rec-227-dup-1,5
id-264,9,rec-135-dup-0,5
rec-211-dup-1,21,id-222,5
rec-35-dup-0,29,id-81,5
rec-90-dup-0,27,rec-89-dup-0,5
rec-250-dup-0,18,rec-44-dup-0,100
id-46,28,rec-87-dup-0,5
id-351,9,rec-220-dup-1,100
rec-782-dup-0,30,rec-303-dup-0,5
rec-90-dup-0,14,rec-89-dup-0,5
rec-10093-dup-0,27,rec-128-dup-0,5
id-239,26,rec-299-dup-0,5
rec-332-dup-1,11,id-222,5
rec-250-dup-0,22,rec-44-dup-0,100
id-10015,29,rec-220-dup-1,5
rec-466-dup-0,17,rec-299-dup-0,5
id-265,28,rec-128-dup-0,50
id-338,22,rec-624-dup-0,1
id-10013,29,rec-220-dup-0,5
rec-556-dup-1,27,id-216,5
rec-50-dup-0,27,id-214,5
rec-78-dup-0,13,rec-168-dup-0,5
id-769,30,rec-224-dup-0,5
rec-556-dup-1,18,id-216,5
rec-148-dup-0,17,id-212,5
id-182,28,rec-588-dup-0,5
rec-261-dup-0,17,rec-128-dup-1,5
rec-104-dup-0,30,rec-235-dup-0,5
id-132,7,rec-234-dup-0,5
rec-215-dup-1,17,rec-263-dup-0,50
id-262,7,rec-128-dup-0,5
rec-770-dup-0,30,rec-224-dup-0,5
rec-53-dup-0,27,rec-194-dup-0,5
id-355,11,rec-224-dup-0,5
rec-122-dup-0,8,rec-131-dup-0,5
rec-543-dup-0,28,id-222,5
id-351,14,rec-220-dup-1,100
rec-435-dup-0,14,rec-128-dup-1,5
id-418,17,rec-163-dup-0,5
rec-90-dup-1,21,id-88,50
rec-373-dup-0,18,rec-227-dup-1,5
id-28,29,rec-263-dup-0,5
id-514,18,rec-132-dup-0,50
id-191,15,rec-169-dup-1,5
id-356,9,rec-224-dup-0,5
id-356,11,rec-224-dup-0,5
rec-524-dup-1,22,id-206,50
rec-10032-dup-0,30,id-216,5
rec-370-dup-0,26,rec-93-dup-1,50
rec-331-dup-1,15,id-265,5
rec-238-dup-0,16,id-130,100
rec-121-dup-1,11,id-91,5
rec-121-dup-0,25,id-91,5
rec-328-dup-0,7,id-214,5
rec-401-dup-0,12,rec-254-dup-0,5
rec-19-dup-1,14,id-177,5
rec-20-dup-1,12,id-177,5
rec-513-dup-0,17,rec-132-dup-0,50
rec-358-dup-1,18,rec-175-dup-0,5
id-560,23,rec-272-dup-0,5
rec-208-dup-0,17,id-210,5
id-263,14,rec-132-dup-0,5
rec-441-dup-0,23,rec-254-dup-0,5
