item,version_group,language,flavor_text
id-359,20,5,Cette attaque est deux fois plus puissante lorsquel’ennemi a moins de la moitié de ses PV.
id-359,20,6,"Hat das Ziel die Hälfte oder weniger seiner maximalenKP, trifft diese Attacke mit doppelter Kraft."
id-359,20,7,"Si al objetivo le queda la mitad o menos de sus PS, elataque será el doble de fuerte."
id-359,20,8,"Se i PS del bersaglio sono scesi a metà o meno,questa mossa colpirà con il doppio della potenza."
id-359,20,9,"If the target’s HP is half or less, this attack will hitwith double the power."
id-359,20,11,相手が　ＨＰの　半分くらいきずを　おっていると　技の　威力が２倍に　なる。
id-359,20,12,当对手的ＨＰ负伤到一半左右时，招式威力会变成２倍。
id-360,20,1,こうげき　したあとものすごい　スピードで　もどってきてひかえ　ポケモンと　いれかわる。
id-360,20,3,공격한 뒤굉장한 스피드로 돌아와서교대 포켓몬과 교체한다.
id-360,20,4,攻擊後迅速返回，和後備寶可夢進行替換。
id-360,20,5,"Après son attaque, le lanceur revient à toute vitesseet change de place avec un Pokémon de l’équipeprêt au combat."
id-360,20,6,Nach der Attacke eilt der Anwender zurück undtauscht den Platz mit einem anderen Pokémon.
id-360,20,7,"Tras atacar, el usuario vuelve a toda prisa para dar pasoa otro Pokémon del equipo."
id-360,20,8,Chi usa questa mossa fa marcia indietro per farsisostituire dopo aver sferrato l’attacco.
id-360,20,9,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting."
id-360,20,11,攻撃したあとものすごい　スピードで　もどってきて控えの　ポケモンと　入れ替わる。
id-360,20,12,在攻击之后急速返回，和后备宝可梦进行替换。
id-361,20,1,ためこんで　こうげきする。あいてより　あとに　こうげき　できるとわざの　いりょくは　２ばいに　なる。
id-361,20,3,모아서 공격한다.상대보다 나중에 공격할 수 있으면기술의 위력은 2배가 된다.
id-361,20,4,累積力量進行攻擊。若在對手之後進行攻擊，招式的威力會變成２倍。
id-361,20,5,"Le lanceur charge son énergie, puis attaque.La puissance est doublée si le lanceur agitaprès l’ennemi."
id-361,20,6,"Der Anwender lädt die Attacke auf. Handelt das Ziel vordem Anwender, verdoppelt sich die Stärke der Attacke."
id-361,20,7,El usuario contraataca con el doble de fuerza si elobjetivo usa un movimiento antes.
id-361,20,8,"Chi la usa accumula forza, poi attacca. La potenzaraddoppia se il Pokémon agisce dopo il bersaglio."
id-361,20,9,"The user stores power, then attacks. If the usermoves after the target, this attack’s power willbe doubled."
id-361,20,11,ためこんで　攻撃する。相手より　あとに　攻撃できると技の　威力は　２倍に　なる。
id-361,20,12,蓄力攻击。如果能在对手之后攻击，招式的威力会变成２倍。
id-362,20,1,そのターンに　あいてがすでに　ダメージを　うけて　いたらわざの　いりょくは　２ばいに　なる。
id-362,20,3,그 턴에 상대가이미 데미지를 입었다면기술의 위력은 2배가 된다.
id-362,20,4,如果此回合內對手已受到傷害，招式威力會變成２倍。
id-362,20,5,Cette attaque est deux fois plus efficace si l’ennemia déjà été blessé durant ce tour.
id-362,20,6,"Hat das Ziel während der Runde schon Schadengenommen, wird die Stärke der Attacke verdoppelt."
id-362,20,7,"Si el objetivo ya ha sufrido daño en ese turno, la fuerzadel ataque se duplica."
id-362,20,8,"Se il bersaglio ha già subito dei danni nello stessoturno, la potenza di questa mossa raddoppia."
id-362,20,9,"If the target has already taken some damage in thesame turn, this attack’s power is doubled."
id-362,20,11,そのターンに　相手がすでに　ダメージを　受けていたら技の　威力は　２倍に　なる。
id-362,20,12,如果此回合内对手已经受到伤害的话，招式威力会变成２倍。
id-363,20,1,もたせた　どうぐをすばやく　なげつけて　こうげきする。どうぐで　いりょくと　こうかが　かわる。
id-363,20,3,지니게 한 도구를재빠르게 내던져서 공격한다.도구에 따라 위력과 효과가 바뀐다.
id-363,20,4,快速投擲攜帶的道具進行攻擊。招式威力和效果會隨著道具不同而改變。
id-363,20,5,Le lanceur envoie l’objet qu’il tient sur l’ennemi.La puissance et les effets dépendent de l’objet.
id-363,20,6,Anwender schleudert sein Item auf das Ziel. Stärke undEffekt der Attacke hängen vom Item ab.
id-363,20,7,El usuario lanza contra el objetivo el objeto que lleva.La fuerza del ataque y su efecto varían según el objeto.
id-363,20,8,Chi la usa lancia il suo strumento addosso al bersaglio.La forza e l’effetto dipendono dallo strumento.
id-363,20,9,The user flings its held item at the target to attack.This move’s power and effects depend on the item.
id-363,20,11,持たせた　道具を素早く　投げつけて　攻撃する。道具で　威力と　効果が　変わる。
id-363,20,12,快速投掷携带的道具进行攻击。根据道具不同，威力和效果会改变。
id-364,20,1,ちょうのうりょくで　じぶんと　あいてのこうげきと　とくこうののうりょく　へんかを　いれかえる。
id-364,20,3,초능력으로 자신과 상대의공격과 특수공격의능력 변화를 교체한다.
id-364,20,4,用超能力將自己和對手的攻擊與特攻的能力變化互相交換。
id-364,20,5,Pouvoir qui échange les modifications de l’AttaqueSpéciale et de l’Attaque du lanceur avec la cible.
id-364,20,6,Psychische Kräfte tauschen Änderungen an Angriffund Spezial-Angriff mit denen des Zieles.
id-364,20,7,El usuario emplea su poder mental para intercambiar loscambios en el Ataque y Ataque Especial con el objetivo.
id-364,20,8,Chi la usa sfrutta la sua forza psichica per scambiarele modifiche ad Attacco e Attacco Specialecon il bersaglio.
id-364,20,9,The user employs its psychic power to switchchanges to its Attack and Sp. Atk stats withthe target.
id-364,20,11,超能力で　自分と　相手の攻撃と　特攻の能力変化を　入れ替える。
id-364,20,12,利用超能力互换自己和对手的攻击以及特攻的能力变化。
id-365,20,1,ちょうのうりょくで　じぶんと　あいてのぼうぎょと　とくぼうののうりょく　へんかを　いれかえる。
id-365,20,3,초능력으로 자신과 상대의방어와 특수방어의능력 변화를 교체한다.
id-365,20,4,用超能力將自己和對手的防禦與特防的能力變化互相交換。
id-365,20,5,Pouvoir qui échange les modifications de la DéfenseSpéciale et de la Défense avec la cible.
id-365,20,6,Psychische Kräfte tauschen Änderungen an Verteidigungund Spezial-Verteidigung mit denen des Zieles.
id-365,20,7,El usuario emplea su poder mental para intercambiarlos cambios en la Defensa y Defensa Especial con elobjetivo.
id-365,20,8,Chi la usa sfrutta la sua forza psichica per scambiarele modifiche a Difesa e Difesa Speciale con il bersaglio.
id-365,20,9,The user employs its psychic power to switchchanges to its Defense and Sp. Def stats withthe target.
id-365,20,11,超能力で　自分と　相手の防御と　特防の能力変化を　入れ替える。
id-365,20,12,利用超能力互换自己和对手的防御以及特防的能力变化。
id-366,20,1,あいての　すばやさとじぶんの　すばやさをいれかえて　しまう。
id-366,20,3,상대의 스피드와자신의 스피드를교체한다.
id-366,20,4,將對手和自己的速度進行互換。
id-366,20,5,Intervertit la Vitesse du lanceur et celle de la cible.
id-366,20,6,Der Anwender tauscht seinen Initiative-Wert mit demdes Zieles.
id-366,20,7,Intercambia su Velocidad por la del oponente.
id-366,20,8,Chi la usa scambia la propria Velocità con quelladel bersaglio.
id-366,20,9,The user exchanges Speed stats with the target.
id-366,20,11,相手の　素早さと自分の　素早さを入れ替えてしまう。
id-366,20,12,将对手和自己的速度进行互换。
id-367,20,1,こぶしから　あいての　ちからをすいとる。　あたえた　ダメージのはんぶんの　ＨＰを　かいふく　できる。
id-367,20,3,주먹으로 상대의 힘을 흡수한다.입힌 데미지의 절반에해당하는 HP를 회복할 수 있다.
id-367,20,4,從拳頭吸取對手的力量。可以回復給予對手傷害的一半ＨＰ。
id-367,20,5,Un coup de poing qui draine l’énergie.Convertit la moitié des dégâts infligés en PVpour le lanceur.
id-367,20,6,Entzieht dem Ziel Energie. Die Hälfte des Schadenswird den KP des Anwenders zugerechnet.
id-367,20,7,Un golpe que drena energía. El Pokémon recupera lamitad de los PS arrebatados al objetivo.
id-367,20,8,Pugno che assorbe energia. Fa recuperare unaquantità di PS pari alla metà del danno inferto.
id-367,20,9,An energy-draining punch. The user’s HP is restoredby half the damage taken by the target.
id-367,20,11,こぶしから　相手の　力を　吸い取る。与えた　ダメージの半分の　ＨＰを　回復できる。
id-367,20,12,用拳头吸取对手的力量。可以回复给予对手伤害的一半ＨＰ。
id-368,20,1,あいてから　わざを　うけているとその　あいてに　たいしてわざの　いりょくが　２ばいに　なる。
id-368,20,3,상대로부터 기술을 받으면그 상대에 대해서기술의 위력이 2배가 된다.
id-368,20,4,如果受到對手的招式攻擊，給予該對手的招式威力就會變成２倍。
id-368,20,5,Une attaque deux fois plus puissante si le lanceura été blessé par l’ennemi durant le tour.
id-368,20,6,"Wurde der Anwender in dieser Runde vom Zielgetroffen, verdoppelt sich die Stärke der Attackebei Angriffen auf dieses Ziel."
id-368,20,7,Este ataque inflige el doble de daño a un objetivo quehaya golpeado al usuario en ese mismo turno.
id-368,20,8,Mossa d’attacco che infligge doppi danni se chi la usaè stato ferito dal Pokémon bersaglio nello stesso turno.
id-368,20,9,The power of this attack move is doubled if the userhas been hurt by the target in the same turn.
id-368,20,11,相手から　技を　受けているとその　相手に　対して技の　威力が　２倍に　なる。
id-368,20,12,如果受到对手的招式攻击，就能给予该对手２倍威力的攻击。
id-369,20,1,かげから　つくった　するどい　ツメであいてを　きりさく。きゅうしょに　あたりやすい。
id-369,20,3,그림자로 만든 날카로운 발톱으로상대를 베어 가른다.급소에 맞기 쉽다.
id-369,20,4,用黑影化成的銳利爪子撕裂對手。容易擊中要害。
id-369,20,5,Attaque avec une griffe puissante faite d’ombres.Taux de critiques élevé.
id-369,20,6,Greift das Ziel mit einer scharfen Klaue aus Schatten an.Hohe Volltrefferquote.
id-369,20,7,Ataca con una garra afilada hecha de sombras.Suele ser crítico.
id-369,20,8,Chi la usa attacca con artigli d’ombra che colpisconocon gran forza. Probabile brutto colpo.
id-369,20,9,The user slashes with a sharp claw made fromshadows. Critical hits land more easily.
id-369,20,11,影から　つくった　鋭い　ツメで相手を　切り裂く。急所に　当たりやすい。
id-369,20,12,以影子做成的锐爪，劈开对手。容易击中要害。
id-370,20,1,でんきを　ためた　キバで　かみつく。あいてを　ひるませたりまひ　じょうたいに　することが　ある。
id-370,20,3,전기를 모은 이빨로 문다.상대를 풀죽게 하거나마비 상태로 만들 때가 있다.
id-370,20,4,用蓄滿電流的牙齒咬住對手。有時會讓對手畏縮或陷入麻痺狀態。
id-370,20,5,Le lanceur utilise une morsure électrifiée.Peut aussi paralyser ou apeurer l’ennemi.
id-370,20,6,Anwender beißt mit elektrifizierten Reißzähnen zu.Ziel schreckt eventuell zurück oder wird paralysiert.
id-370,20,7,El usuario muerde al objetivo con colmilloselectrificados y puede hacer que se amedrenteo se paralice.
id-370,20,8,Chi la usa morde con denti elettrificati che possonoanche paralizzare o far tentennare il bersaglio.
id-370,20,9,The user bites with electrified fangs. This may alsomake the target flinch or leave it with paralysis.
id-370,20,11,電気を　ためた　キバで　かみつく。相手を　ひるませたりまひ状態に　することが　ある。
id-370,20,12,用蓄满电流的牙齿咬住对手。有时会使对手畏缩或陷入麻痹状态。
id-371,20,1,れいきを　ひめた　キバで　かみつく。あいてを　ひるませたりこおり　じょうたいに　することが　ある。
id-371,20,3,냉기를 품은 이빨로 문다.상대를 풀죽게 하거나얼음 상태로 만들 때가 있다.
id-371,20,4,用帶有寒氣的牙齒咬住對手。有時會讓對手畏縮或陷入冰凍狀態。
id-371,20,5,Le lanceur utilise une morsure glaciale.Peut aussi geler ou apeurer l’ennemi.
id-371,20,6,Anwender beißt mit eiskalten Reißzähnen zu.Ziel schreckt eventuell zurück oder friert ein.
id-371,20,7,El usuario muerde al objetivo con colmillos helados ypuede hacer que se amedrente o se congele.
id-371,20,8,Chi la usa morde con denti ghiacciati. Può anchecongelare o far tentennare il bersaglio.
id-371,20,9,The user bites with cold-infused fangs. This mayalso make the target flinch or leave it frozen.
id-371,20,11,冷気を　ひめた　キバで　かみつく。相手を　ひるませたりこおり状態に　することが　ある。
id-371,20,12,用藏有冷气的牙齿咬住对手。有时会使对手畏缩或陷入冰冻状态。
id-372,20,1,ほのおを　まとった　キバで　かみつく。あいてを　ひるませたりやけど　じょうたいに　することが　ある。
id-372,20,3,불꽃을 두른 이빨로 문다.상대를 풀죽게 하거나화상 상태로 만들 때가 있다.
id-372,20,4,用纏繞火焰的牙齒咬住對手。有時會讓對手畏縮或陷入灼傷狀態。
id-372,20,5,Le lanceur utilise une morsure enflammée.Peut aussi brûler ou apeurer l’ennemi.
id-372,20,6,Anwender beißt mit flammenden Reißzähnen zu.Ziel schreckt eventuell zurück oder erleidetVerbrennungen.
id-372,20,7,El usuario muerde al objetivo con colmillos en llamas ypuede hacer que se amedrente o sufra quemaduras.
id-372,20,8,Chi la usa morde con denti infuocati. Può anchescottare o far tentennare il bersaglio.
id-372,20,9,The user bites with flame-cloaked fangs. This mayalso make the target flinch or leave it with a burn.
id-372,20,11,炎を　まとった　キバで　かみつく。相手を　ひるませたりやけど状態に　することが　ある。
id-372,20,12,用覆盖着火焰的牙齿咬住对手。有时会使对手畏缩或陷入灼伤状态。
id-373,20,1,じったいか　させたこころの　やいばで　あいてを　きりさく。きゅうしょに　あたりやすい。
id-373,20,3,실체화시킨마음의 칼날로 상대를 베어 가른다.급소에 맞기 쉽다.
id-373,20,4,用實體化的精神利刃斬向對手。容易擊中要害。
id-373,20,5,Le lanceur entaille l’ennemi grâce à des lamesfaites d’énergie psychique. Taux de critiques élevé.
id-373,20,6,"Das Ziel wird mit Klingen attackiert, die ausPsycho-Energie bestehen. Hohe Volltrefferquote."
id-373,20,7,Ataca al objetivo con cuchillas formadas por energíapsíquica. Suele ser crítico.
id-373,20,8,Chi la usa colpisce il bersaglio con lame fattedi forza psichica. Probabile brutto colpo.
id-373,20,9,The user tears at the target with blades formed bypsychic power. Critical hits land more easily.
id-373,20,11,実体化させた心の　刃で　相手を　切り裂く。急所に　当たりやすい。
id-373,20,12,用实体化的心之利刃劈开对手。容易击中要害。
id-374,20,1,まかふしぎな　くうかんを　つくる。５ターンの　あいだおそい　ポケモンから　こうどう　できる。
id-374,20,3,이상한 공간을 만든다.5턴 동안 느린 포켓몬부터행동할 수 있다.
id-374,20,4,創造出非常不可思議的空間。在５回合內，速度慢的寶可夢可以先行動。
id-374,20,5,Le lanceur crée une zone mystérieuse où les Pokémonles plus lents frappent en priorité pendant cinq tours.
id-374,20,6,"Anwender erzeugt einen bizarren Raum, in demlangsame Pokémon fünf Runden lang zuerst agieren."
id-374,20,7,Crea un espacio extraño en el que los Pokémon lentosse mueven primero durante cinco turnos.
id-374,20,8,Chi la usa crea una dimensione in cui i Pokémonpiù lenti agiscono per primi per cinque turni.
id-374,20,9,The user creates a bizarre area in which slowerPokémon get to move first for five turns.
id-374,20,11,まか不思議な　空間を　つくる。５ターンの　間遅い　ポケモンから　行動できる。
id-374,20,12,制造出离奇的空间。在５回合内速度慢的宝可梦可以先行动。
id-375,20,1,まかふしぎな　くうかんを　つくる。５ターンのあいだ　すべてのポケモンのぼうぎょと　とくぼうが　いれかわる。
id-375,20,3,이상한 공간을 만든다.5턴 동안 모든 포켓몬의방어와 특수방어가 바뀐다.
id-375,20,4,創造出非常不可思議的空間。在５回合內，讓所有寶可夢的防禦和特防互相交換。
id-375,20,5,Le lanceur crée une zone mystérieuse où la Défenseet la Défense Spéciale de tous les Pokémonsont inversées pendant cinq tours.
id-375,20,6,"Anwender erzeugt einen bizarren Raum, in dem überfünf Runden die Verteidigung aller Pokémon mit ihrerSpezial-Verteidigung getauscht wird."
id-375,20,7,Crea una zona misteriosa donde se intercambian laDefensa y la Defensa Especial de todos los Pokémondurante cinco turnos.
id-375,20,8,Chi la usa crea una dimensione in cui Difesae Difesa Speciale di tutti i Pokémon vengonoscambiate per cinque turni.
id-375,20,9,The user creates a bizarre area in which Pokémon’sDefense and Sp. Def stats are swapped forfive turns.
id-375,20,11,まか不思議な　空間を　つくる。５ターンのあいだ　すべてのポケモンの防御と　特防が　入れ替わる。
id-375,20,12,制造出离奇的空间。在５回合内互换所有宝可梦的防御和特防。
id-376,20,1,まかふしぎな　くうかんを　つくる。５ターンのあいだ　すべてのポケモンのどうぐの　こうかが　なくなる。
id-376,20,3,이상한 공간을 만든다.5턴 동안 모든 포켓몬의도구의 효과가 사라진다.
id-376,20,4,創造出非常不可思議的空間。在５回合內，所有寶可夢攜帶的道具都會失去效果。
id-376,20,5,Le lanceur crée une zone mystérieuse où les objetstenus par tous les Pokémon n’ont plus aucun effetpendant cinq tours.
id-376,20,6,"Anwender erzeugt einen bizarren Raum, in dem überfünf Runden die Wirkung aller von Pokémon getragenenItems aufgehoben ist."
id-376,20,7,Crea un espacio misterioso que inutiliza todos losobjetos de los Pokémon durante cinco turnos.
id-376,20,8,Chi la usa crea una dimensione in cui l’effettodegli strumenti di tutti i Pokémon è annullatoper cinque turni.
id-376,20,9,The user creates a bizarre area in which Pokémon’sheld items lose their effects for five turns.
id-376,20,11,まか不思議な　空間を　つくる。５ターンの間　すべてのポケモンの道具の　効果が　なくなる。
id-376,20,12,制造出离奇的空间。在５回合内所有宝可梦携带道具的效果都会消失。
id-377,20,1,どくの　やいばで　あいてを　きりさく。どく　じょうたいに　することが　ありきゅうしょにも　あたりやすい。
id-377,20,3,독 칼날로 상대를 베어 가른다.독 상태로 만들 때가 있고급소에도 맞기 쉽다.
id-377,20,4,用毒刃劈開對手。有時會讓對手陷入中毒狀態，也容易擊中要害。
id-377,20,5,Un coup tranchant qui peut empoisonner l’ennemi.Taux de critiques élevé.
id-377,20,6,"Ein schneidender Hieb, der das Ziel eventuell vergiftet.Hat eine hohe Volltrefferquote."
id-377,20,7,Tajo que puede envenenar al objetivo. Suele ser crítico.
id-377,20,8,Attacco con zanne avvelenate che può ancheavvelenare il Pokémon colpito. Probabilebrutto colpo.
id-377,20,9,A slashing attack with a poisonous blade that mayalso poison the target. Critical hits land more easily.
id-377,20,11,毒の　刃で　相手を　切り裂く。毒状態に　することが　あり急所にも　当たりやすい。
id-377,20,12,用毒刃劈开对手。有时会让对手陷入中毒状态，也容易击中要害。
id-378,20,1,とくしゅな　どくえきを　あびせかける。どく　じょうたいの　あいてにはいりょくが　２ばいに　なる。
id-378,20,3,특수한 독액을 끼얹는다.독 상태의 상대에게는위력이 2배가 된다.
id-378,20,4,將特殊的毒液潑向對手。攻擊陷入中毒狀態的對手時，威力會變成２倍。
id-378,20,5,Le lanceur inocule un poison spécial à l’ennemi.L’effet est doublé si l’ennemi est déjà empoisonné.
id-378,20,6,Überschüttet das Ziel mit einer speziellen toxischenFlüssigkeit. Doppelt so stark gegen vergiftete Ziele.
id-378,20,7,Cubre al objetivo con un líquido venenoso. El daño serádoble si este ya está envenenado.
id-378,20,8,"Lancia uno speciale liquido tossico sul bersaglio.Se questi è avvelenato, il danno provocato raddoppia."
id-378,20,9,The user drenches the target in a special poisonousliquid. This move’s power is doubled if the targetis poisoned.
id-378,20,11,特殊な　毒液を　浴びせかける。毒状態の　相手には威力が　２倍に　なる。
id-378,20,12,将特殊的毒液泼向对手。对处于中毒状态的对手，威力会变成２倍。
id-379,20,1,すばやい　うごきで　あいての　あしをねらって　こうげきする。あいての　すばやさを　さげる。
id-379,20,3,재빠른 움직임으로 상대의 다리를노려 공격한다.상대의 스피드를 떨어뜨린다.
id-379,20,4,瞄準對手的腳，以敏捷的動作進行攻擊。可降低對手的速度。
id-379,20,5,Un coup rapide qui affecte la mobilité de l’ennemiet diminue sa Vitesse.
id-379,20,6,Anwender greift mit blitzschnellen Bewegungen dieBeine des Zieles an und senkt dessen Initiative.
id-379,20,7,Ataque rápido dirigido a los pies del objetivo que lehace perder Velocidad.
id-379,20,8,"Chi la usa colpisce con un attacco fulmineola parte inferiore del corpo del bersaglio,riducendone la Velocità."
id-379,20,9,"The user makes a swift attack on the target’s legs,which lowers the target’s Speed stat."
id-379,20,11,素早い　動きで　相手の　足をねらって　攻撃する。相手の　素早さを　さげる。
id-379,20,12,以敏捷的动作瞄准对手的脚进行攻击。降低对手的速度。
id-380,20,1,うたで　あいてを　こうげきする。みんなで　りんしょう　すると　つづけてだすことが　でき　いりょくも　あがる。
id-380,20,3,노래로 상대를 공격한다.함께 돌림노래를 하면 계속해서쓸 수 있고 위력도 올라간다.
id-380,20,4,用歌聲攻擊對手。大家一起輪唱便可以接連使出，威力也會提高。
id-380,20,5,"Le lanceur attaque l’ennemi en chantant.Si plusieurs Pokémon déclenchent cette attaqueà la suite, l’effet augmente."
id-380,20,6,"Angriff mit Gesang. Singt der Anwender mit allen imKanon, steigt die Stärke."
id-380,20,7,"Un canto que ataca al objetivo. Cuantos más Pokémonlo usan, más aumenta de potencia."
id-380,20,8,"Attacca il bersaglio con una melodia. Se usatadurante lo stesso turno da più Pokémon, i danniinflitti aumentano."
id-380,20,9,The user attacks the target with a song. Others canjoin in the Round to increase the power ofthe attack.
id-380,20,11,歌で　相手を　攻撃する。みんなで　輪唱すると　続けてだすことが　でき　威力も　あがる。
id-380,20,12,用歌声攻击对手。同伴还可以接着使出轮唱招式，威力也会提高。
id-381,20,1,たたみかける　ように　こうげきする。じょうたい　いじょうの　あいてにおおきな　ダメージを　あたえる。
id-381,20,3,엎친 데 덮친 격으로 공격한다.상태 이상인 상대에게큰 데미지를 준다.
id-381,20,4,接二連三地向對手進行攻擊。攻擊陷入異常狀態的對手時，能給予較大的傷害。
id-381,20,5,Attaque acharnée qui cause davantage de dégâtsà l’ennemi s’il a un problème de statut.
id-381,20,6,"Eine Attacke, bei der der Anwender das Ziel bedrängt.Fügt Zielen mit Statusproblemen hohen Schaden zu."
id-381,20,7,Ataque que causa un gran daño a los objetivos quesufren problemas de estado.
id-381,20,8,Attacco che causa un danno enorme se il bersaglio ha problemi di stato.
id-381,20,9,This relentless attack does massive damage to atarget affected by status conditions.
id-381,20,11,たたみかける　ように　攻撃する。状態異常の　相手に大きな　ダメージを　与える。
id-381,20,12,接二连三地进行攻击。对处于异常状态的对手给予较大的伤害。
id-382,20,1,かろやかに　あいてを　こうげきする。じぶんが　どうぐを　もっていない　ときおおきな　ダメージを　あたえる。
id-382,20,3,경쾌하게 상대를 공격한다.자신이 도구를 지니고 있지 않을 때큰 데미지를 준다.
id-382,20,4,輕巧地攻擊對手。自己沒有攜帶道具時，能給予對手較大的傷害。
id-382,20,5,"Attaque agile. Si le lanceur ne tient pas d’objet,l’attaque inflige davantage de dégâts."
id-382,20,6,"Ein graziler Angriff auf das Ziel. Trägt der Anwenderkein Item bei sich, richtet die Attacke großenSchaden an."
id-382,20,7,"Golpea ágilmente. Si el usuario no porta ningún objeto,el objetivo resulta seriamente dañado."
id-382,20,8,"Attacca rapidamente il bersaglio. Se chi la usa nonha uno strumento, infligge al nemico grossi danni."
id-382,20,9,"The user nimbly strikes the target. If the user is notholding an item, this attack inflicts massive damage."
id-382,20,11,軽やかに　相手を　攻撃する。自分が　道具を　持っていないとき大きな　ダメージを　与える。
id-382,20,12,轻巧地攻击对手。自己没有携带道具时，会给予较大的伤害。
id-383,20,1,たおれた　みかたの　かたきを　うつ。まえの　ターンに　みかたが　たおされていると　いりょくが　あがる。
id-383,20,3,쓰러진 같은 편의 원수를 갚는다.앞 턴에서 같은 편이 쓰러지면위력이 올라간다.
id-383,20,4,為倒下的同伴報仇。前一回合有同伴被打倒時，招式的威力會提高。
id-383,20,5,"Venge un Pokémon de l’équipe mis K.O.Si un Pokémon de l’équipe a été mis K.O.au tour d’avant, l’effet augmente."
id-383,20,6,"Anwender nimmt Rache für einen besiegten Mitstreiter.Wurde in der vorigen Runde ein Mitstreiter besiegt,steigt die Stärke."
id-383,20,7,"Venga a los amigos caídos. Si en el turno anterior handerrotado a alguno, la potencia del ataque aumentará."
id-383,20,8,"Vendica un alleato messo KO. Se ciò è accadutoal turno precedente, il danno è maggiore."
id-383,20,9,"The user gets revenge for a fainted ally. If an allyfainted in the previous turn, this move’s poweris increased."
id-383,20,11,倒れた　味方の　かたきを　討つ。前の　ターンに　味方が倒されていると　威力が　あがる。
id-383,20,12,为倒下的同伴报仇。如果上一回合有同伴倒下，威力就会提高。
id-384,20,1,こうげき　したあとものすごい　スピードで　もどってきてひかえ　ポケモンと　いれかわる。
id-384,20,3,공격한 뒤굉장한 스피드로 돌아와서교대 포켓몬과 교체한다.
id-384,20,4,攻擊後迅速返回，和後備寶可夢進行替換。
id-384,20,5,"Après son attaque, le lanceur revient à toute vitesseet change de place avec un Pokémon de l’équipeprêt au combat."
id-384,20,6,Nach der Attacke eilt der Anwender zurück undtauscht den Platz mit einem anderen Pokémon.
id-384,20,7,"Tras atacar, el usuario vuelve a toda prisa para dar pasoa otro Pokémon del equipo."
id-384,20,8,Chi usa questa mossa si tira indietro per farsisostituire dopo aver sferrato l’attacco.
id-384,20,9,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting."
id-384,20,11,攻撃したあとものすごい　スピードで　もどってきて控えポケモンと　入れ替わる。
id-384,20,12,在攻击之后急速返回，和后备宝可梦进行替换。
id-385,20,1,じめんを　ふみならして　じぶんのまわりに　いるものを　こうげきする。あいての　すばやさを　さげる。
id-385,20,3,땅을 힘껏 밟아 자신의주위에 있는 포켓몬을 공격한다.상대의 스피드를 떨어뜨린다.
id-385,20,4,用力踩踏地面，攻擊自己周圍所有的寶可夢。可降低對手的速度。
id-385,20,5,Le lanceur piétine le sol et inflige des dégâts à tousles Pokémon autour de lui. Baisse aussi leur Vitesse.
id-385,20,6,Anwender walzt den Boden platt und greift dabei allePokémon im Umkreis an. Die Initiative aller betroffenenPokémon sinkt.
id-385,20,7,Sacudida sísmica que afecta a los demás Pokémonadyacentes y también reduce su Velocidad.
id-385,20,8,"Chi la usa calpesta il terreno e scatena un terremotoche danneggia i Pokémon nei paraggi, riducendonela Velocità."
id-385,20,9,The user strikes everything around it by stompingdown on the ground. This lowers the Speed stats ofthose hit.
id-385,20,11,地面を　踏みならして　自分の周りに　いるものを　攻撃する。相手の　素早さを　さげる。
id-385,20,12,用力踩踏地面并攻击自己周围所有的宝可梦。降低对方的速度。
id-386,20,1,でんきの　ネットであいてを　つかまえて　こうげきする。あいての　すばやさを　さげる。
id-386,20,3,전기 네트로상대를 붙잡아서 공격한다.상대의 스피드를 떨어뜨린다.
id-386,20,4,用電網捉住對手進行攻擊。可降低對手的速度。
id-386,20,5,Attrape l’ennemi dans un filet électrique.Baisse aussi la Vitesse de l’ennemi.
id-386,20,6,Fängt gegnerische Pokémon mit einem elektrischenNetz und senkt deren Initiative.
id-386,20,7,Atrapa y ataca a los objetivos con una telarañaeléctrica. También reduce su Velocidad.
id-386,20,8,Chi la usa attacca i nemici intorno a sé catturandolicon una ragnatela elettrica e riducendone la Velocità.
id-386,20,9,The user attacks and captures opposing Pokémonusing an electric net. This lowers their Speed stats.
id-386,20,11,電気の　ネットで相手を　捕まえて　攻撃する。相手の　素早さを　さげる。
id-386,20,12,用电网捉住对手进行攻击。降低对手的速度。
id-387,20,1,するどい　かいがらで　きりつけてこうげきする。　あいての　ぼうぎょをさげることが　ある。
id-387,20,3,날카로운 조개껍질로 베어공격한다. 상대의 방어를떨어뜨릴 때가 있다.
id-387,20,4,用鋒利的貝殼斬切對手進行攻擊。有時會降低對手的防禦。
id-387,20,5,Un coquillage aiguisé lacère l’ennemi.Peut aussi baisser sa Défense.
id-387,20,6,Schneideangriff mit einer scharfen Muschelschale.Senkt eventuell die Verteidigung des Zieles.
id-387,20,7,Una afilada vieira ataca al objetivo. También puedehacer disminuir su Defensa.
id-387,20,8,Chi la usa colpisce il bersaglio con il suo guscioaffilato. Il colpo può anche ridurre la Difesadel bersaglio.
id-387,20,9,The user cuts its target with sharp shells. This mayalso lower the target’s Defense stat.
id-387,20,11,鋭い　貝殻で　切りつけて攻撃する。　相手の　防御をさげることが　ある。
id-387,20,12,用锋利的贝壳切斩对手进行攻击。有时会降低对手的防御。
id-388,20,1,かたい　しっぽであいてを　たたいて　こうげきする。２ー５かいの　あいだ　れんぞくで　だす。
