pokemon,stat,base_stat,effort
rec-64-dup-0,2,35,0
rec-64-dup-0,1,40,0
rec-64-dup-0,6,105,0
rec-64-dup-0,4,120,2
rec-424-dup-0,3,66,0
rec-424-dup-0,2,100,0
rec-424-dup-0,5,66,0
rec-424-dup-0,6,115,2
rec-424-dup-0,1,75,0
rec-424-dup-0,4,60,0
rec-484-dup-0,2,120,0
rec-484-dup-0,1,90,0
rec-484-dup-0,6,100,0
rec-484-dup-0,3,100,0
rec-484-dup-0,4,150,3
rec-484-dup-0,5,120,0
rec-401-dup-1,4,25,0
rec-401-dup-1,1,37,0
rec-401-dup-1,6,25,0
rec-401-dup-1,3,41,1
rec-401-dup-1,5,41,0
rec-401-dup-1,2,25,0
rec-586-dup-0,3,70,0
rec-586-dup-0,2,100,2
rec-586-dup-0,4,60,0
rec-586-dup-0,6,95,0
rec-586-dup-0,1,80,0
rec-586-dup-0,5,70,0
rec-479-dup-0,4,95,1
rec-479-dup-0,5,77,0
rec-479-dup-0,1,50,0
rec-479-dup-0,3,77,0
rec-479-dup-0,6,91,1
rec-479-dup-0,2,50,0
rec-281-dup-0,4,65,2
rec-281-dup-0,3,35,0
rec-281-dup-0,1,38,0
rec-281-dup-0,2,35,0
rec-281-dup-0,6,50,0
rec-281-dup-0,5,55,0
rec-10021-dup-0,6,91,0
rec-10021-dup-0,5,80,0
rec-10021-dup-0,1,89,0
rec-10021-dup-0,4,105,0
rec-10021-dup-0,2,145,3
rec-10021-dup-0,3,90,0
rec-10083-dup-0,3,40,0
rec-10083-dup-0,2,55,0
rec-10083-dup-0,5,50,0
rec-10083-dup-0,1,35,0
rec-10083-dup-0,4,50,0
rec-10083-dup-0,6,90,2
rec-381-dup-1,1,80,0
rec-381-dup-1,4,130,3
rec-381-dup-1,2,90,0
rec-381-dup-1,6,110,0
rec-381-dup-1,3,80,0
rec-381-dup-1,5,110,0
rec-67-dup-0,4,50,0
rec-67-dup-0,3,70,0
rec-67-dup-0,6,45,0
rec-67-dup-0,1,80,0
rec-67-dup-0,5,60,0
rec-67-dup-0,2,100,2
rec-709-dup-0,4,65,0
rec-709-dup-0,3,76,0
rec-709-dup-0,5,82,0
rec-709-dup-0,1,85,0
rec-709-dup-0,6,56,0
rec-709-dup-0,2,110,2
rec-211-dup-1,1,65,0
rec-211-dup-1,6,85,0
rec-211-dup-1,3,85,0
rec-211-dup-1,5,55,0
rec-211-dup-1,4,55,0
rec-211-dup-1,2,95,1
rec-54-dup-0,5,50,0
rec-54-dup-0,4,65,1
rec-54-dup-0,2,52,0
rec-54-dup-0,3,48,0
rec-54-dup-0,6,55,0
rec-54-dup-0,1,50,0
rec-10058-dup-1,3,115,0
rec-10058-dup-1,6,92,0
rec-10058-dup-1,4,120,0
rec-10058-dup-1,2,170,3
rec-10058-dup-1,1,108,0
rec-10058-dup-1,5,95,0
rec-233-dup-0,5,95,0
rec-233-dup-0,3,90,0
rec-233-dup-0,6,60,0
rec-233-dup-0,4,105,2
rec-233-dup-0,1,85,0
rec-233-dup-0,2,80,0
rec-258-dup-1,4,50,0
rec-258-dup-1,2,70,1
rec-258-dup-1,5,50,0
rec-258-dup-1,6,40,0
rec-258-dup-1,1,50,0
rec-258-dup-1,3,50,0
rec-10168-dup-0,3,65,0
rec-10168-dup-0,2,65,0
rec-10168-dup-0,5,90,0
rec-10168-dup-0,1,50,0
rec-10168-dup-0,4,90,0
rec-10168-dup-0,6,100,2
rec-519-dup-1,5,30,0
rec-519-dup-1,4,36,0
rec-519-dup-1,2,55,1
rec-519-dup-1,1,50,0
rec-519-dup-1,3,50,0
rec-519-dup-1,6,43,0
rec-79-dup-0,3,65,0
rec-79-dup-0,6,15,0
rec-79-dup-0,5,40,0
rec-79-dup-0,2,65,0
rec-79-dup-0,1,90,1
rec-79-dup-0,4,40,0
rec-821-dup-1,2,47,0
rec-821-dup-1,3,35,0
rec-821-dup-1,6,57,1
rec-821-dup-1,5,35,0
rec-821-dup-1,1,38,0
rec-821-dup-1,4,33,0
rec-177-dup-0,6,70,0
rec-177-dup-0,3,45,0
rec-177-dup-0,2,50,0
rec-177-dup-0,5,45,0
rec-177-dup-0,1,40,0
rec-177-dup-0,4,70,1
rec-820-dup-1,6,20,0
rec-820-dup-1,4,55,0
rec-820-dup-1,5,75,0
rec-820-dup-1,2,95,0
rec-820-dup-1,1,120,2
rec-820-dup-1,3,95,0
rec-342-dup-0,6,55,0
rec-342-dup-0,3,85,0
rec-342-dup-0,5,55,0
rec-342-dup-0,1,63,0
rec-342-dup-0,2,120,2
rec-342-dup-0,4,90,0
rec-556-dup-1,1,75,0
rec-556-dup-1,2,86,0
rec-556-dup-1,3,67,0
rec-556-dup-1,5,67,0
rec-556-dup-1,6,60,0
rec-556-dup-1,4,106,2
rec-347-dup-1,2,95,1
rec-347-dup-1,5,50,0
rec-347-dup-1,3,50,0
rec-347-dup-1,1,45,0
rec-347-dup-1,4,40,0
rec-347-dup-1,6,75,0
rec-150-dup-0,3,90,0
rec-150-dup-0,4,154,3
rec-150-dup-0,1,106,0
rec-150-dup-0,5,90,0
rec-150-dup-0,6,130,0
rec-150-dup-0,2,110,0
rec-568-dup-0,2,50,0
rec-568-dup-0,3,62,0
rec-568-dup-0,6,65,1
rec-568-dup-0,4,40,0
rec-568-dup-0,1,50,0
rec-568-dup-0,5,62,0
rec-10044-dup-0,3,70,0
rec-10044-dup-0,1,106,0
rec-10044-dup-0,4,194,3
rec-10044-dup-0,5,120,0
rec-10044-dup-0,6,140,0
rec-10044-dup-0,2,150,0
rec-513-dup-1,1,50,0
rec-513-dup-1,2,53,0
rec-513-dup-1,6,64,1
rec-513-dup-1,3,48,0
rec-513-dup-1,4,53,0
rec-513-dup-1,5,48,0
rec-10084-dup-0,4,50,0
rec-10084-dup-0,3,40,0
rec-10084-dup-0,2,55,0
rec-10084-dup-0,6,90,2
rec-10084-dup-0,5,50,0
rec-10084-dup-0,1,35,0
rec-890-dup-1,4,145,0
rec-890-dup-1,3,95,0
rec-890-dup-1,1,140,3
rec-890-dup-1,6,130,0
rec-890-dup-1,2,85,0
rec-890-dup-1,5,95,0
rec-10161-dup-1,6,40,0
rec-10161-dup-1,4,40,0
rec-10161-dup-1,1,50,0
rec-10161-dup-1,2,65,1
rec-10161-dup-1,5,40,0
rec-10161-dup-1,3,55,0
rec-854-dup-1,2,45,0
rec-854-dup-1,5,54,0
rec-854-dup-1,3,45,0
rec-854-dup-1,1,40,0
rec-854-dup-1,4,74,1
rec-854-dup-1,6,50,0
rec-428-dup-0,3,84,0
rec-428-dup-0,5,96,0
rec-428-dup-0,6,105,2
rec-428-dup-0,4,54,0
rec-428-dup-0,1,65,0
rec-428-dup-0,2,76,0
rec-457-dup-0,1,69,0
rec-457-dup-0,2,69,0
rec-457-dup-0,5,86,0
rec-457-dup-0,6,91,2
rec-457-dup-0,4,69,0
rec-457-dup-0,3,76,0
rec-649-dup-1,4,120,1
rec-649-dup-1,3,95,0
rec-649-dup-1,5,95,0
rec-649-dup-1,2,120,1
rec-649-dup-1,1,71,0
rec-649-dup-1,6,99,1
rec-821-dup-0,2,47,0
rec-821-dup-0,3,35,0
rec-821-dup-0,6,57,1
rec-821-dup-0,5,35,0
rec-821-dup-0,1,38,0
rec-821-dup-0,4,33,0
rec-7-dup-0,4,50,0
rec-7-dup-0,5,64,0
rec-7-dup-0,2,48,0
rec-7-dup-0,6,43,0
rec-7-dup-0,1,44,0
rec-7-dup-0,3,65,1
rec-864-dup-0,2,95,0
rec-864-dup-0,4,145,2
rec-864-dup-0,5,130,0
rec-864-dup-0,3,50,0
rec-864-dup-0,6,30,0
rec-864-dup-0,1,60,0
rec-707-dup-0,3,91,1
rec-707-dup-0,2,80,0
rec-707-dup-0,6,75,0
rec-707-dup-0,5,87,0
rec-707-dup-0,4,80,0
rec-707-dup-0,1,57,0
rec-533-dup-0,5,50,0
rec-533-dup-0,1,85,0
rec-533-dup-0,2,105,2
rec-533-dup-0,6,40,0
rec-533-dup-0,3,85,0
rec-533-dup-0,4,40,0
rec-381-dup-0,1,80,0
rec-381-dup-0,4,130,3
rec-381-dup-0,2,90,0
rec-381-dup-0,6,110,0
rec-381-dup-0,3,80,0
rec-381-dup-0,5,110,0
rec-176-dup-0,5,105,2
rec-176-dup-0,6,40,0
rec-176-dup-0,2,40,0
rec-176-dup-0,1,55,0
rec-176-dup-0,3,85,0
rec-176-dup-0,4,80,0
rec-734-dup-1,4,30,0
rec-734-dup-1,2,70,1
rec-734-dup-1,5,30,0
rec-734-dup-1,6,45,0
rec-734-dup-1,1,48,0
rec-734-dup-1,3,30,0
rec-10070-dup-0,3,70,0
rec-10070-dup-0,4,110,0
rec-10070-dup-0,2,140,2
rec-10070-dup-0,1,70,0
rec-10070-dup-0,5,65,0
rec-10070-dup-0,6,105,0
rec-52-dup-0,3,35,0
rec-52-dup-0,1,40,0
rec-52-dup-0,6,90,1
rec-52-dup-0,2,45,0
rec-52-dup-0,5,40,0
rec-52-dup-0,4,40,0
rec-68-dup-0,4,65,0
rec-68-dup-0,6,55,0
rec-68-dup-0,1,90,0
rec-68-dup-0,5,85,0
rec-68-dup-0,2,130,3
rec-68-dup-0,3,80,0
rec-466-dup-0,3,67,0
rec-466-dup-0,1,75,0
rec-466-dup-0,6,95,0
rec-466-dup-0,5,85,0
rec-466-dup-0,4,95,0
rec-466-dup-0,2,123,3
rec-483-dup-1,1,100,0
rec-483-dup-1,5,100,0
rec-483-dup-1,2,120,0
rec-483-dup-1,3,120,0
rec-483-dup-1,6,90,0
rec-483-dup-1,4,150,3
rec-365-dup-1,5,90,0
rec-365-dup-1,6,65,0
rec-365-dup-1,3,90,0
rec-365-dup-1,2,80,0
rec-365-dup-1,1,110,3
rec-365-dup-1,4,95,0
rec-808-dup-0,6,34,0
rec-808-dup-0,1,46,0
rec-808-dup-0,4,55,0
rec-808-dup-0,5,35,0
rec-808-dup-0,2,65,1
rec-808-dup-0,3,65,0
rec-121-dup-1,4,100,0
rec-121-dup-1,3,85,0
rec-121-dup-1,2,75,0
rec-121-dup-1,6,115,2
rec-121-dup-1,1,60,0
rec-121-dup-1,5,85,0
rec-226-dup-1,1,85,0
rec-226-dup-1,5,140,2
rec-226-dup-1,2,40,0
rec-226-dup-1,3,70,0
rec-226-dup-1,4,80,0
rec-226-dup-1,6,70,0
rec-649-dup-0,4,120,1
rec-649-dup-0,3,95,0
rec-649-dup-0,5,95,0
rec-649-dup-0,2,120,1
rec-649-dup-0,1,71,0
rec-649-dup-0,6,99,1
rec-738-dup-0,4,145,3
rec-738-dup-0,2,70,0
rec-738-dup-0,1,77,0
rec-738-dup-0,5,75,0
rec-738-dup-0,6,43,0
rec-738-dup-0,3,90,0
rec-428-dup-1,3,84,0
rec-428-dup-1,5,96,0
rec-428-dup-1,6,105,2
rec-428-dup-1,4,54,0
rec-428-dup-1,1,65,0
rec-428-dup-1,2,76,0
rec-244-dup-0,1,115,1
rec-244-dup-0,2,115,2
rec-244-dup-0,5,75,0
rec-244-dup-0,4,90,0
rec-244-dup-0,6,100,0
rec-244-dup-0,3,85,0
rec-437-dup-0,5,116,1
rec-437-dup-0,3,116,1
rec-437-dup-0,2,89,0
rec-437-dup-0,1,67,0
rec-437-dup-0,6,33,0
rec-437-dup-0,4,79,0
rec-743-dup-1,3,60,0
rec-743-dup-1,2,55,0
rec-743-dup-1,4,95,0
rec-743-dup-1,1,60,0
rec-743-dup-1,6,124,2
rec-743-dup-1,5,70,0
rec-613-dup-0,2,70,1
rec-613-dup-0,6,40,0
rec-613-dup-0,3,40,0
rec-613-dup-0,4,60,0
rec-613-dup-0,1,55,0
rec-613-dup-0,5,40,0
rec-579-dup-0,2,65,0
rec-579-dup-0,3,75,0
rec-579-dup-0,5,85,0
rec-579-dup-0,4,125,3
rec-579-dup-0,6,30,0
rec-579-dup-0,1,110,0
rec-600-dup-0,2,80,0
rec-600-dup-0,3,95,2
rec-600-dup-0,6,50,0
rec-600-dup-0,1,60,0
rec-600-dup-0,5,85,0
rec-600-dup-0,4,70,0
rec-493-dup-0,6,120,0
rec-493-dup-0,3,120,0
rec-493-dup-0,2,120,0
rec-493-dup-0,1,120,3
rec-493-dup-0,4,120,0
rec-493-dup-0,5,120,0
rec-563-dup-0,2,50,0
rec-563-dup-0,1,58,0
rec-563-dup-0,5,105,0
rec-563-dup-0,3,145,2
rec-563-dup-0,4,95,0
rec-563-dup-0,6,30,0
rec-464-dup-0,4,55,0
rec-464-dup-0,5,55,0
rec-464-dup-0,2,140,3
rec-464-dup-0,3,130,0
rec-464-dup-0,1,115,0
rec-464-dup-0,6,40,0
rec-361-dup-0,2,50,0
rec-361-dup-0,1,50,1
rec-361-dup-0,5,50,0
rec-361-dup-0,3,50,0
rec-361-dup-0,4,50,0
rec-361-dup-0,6,50,0
rec-189-dup-0,3,70,0
rec-189-dup-0,2,55,0
rec-189-dup-0,4,55,0
rec-189-dup-0,1,75,0
rec-189-dup-0,6,110,3
rec-189-dup-0,5,95,0
rec-528-dup-0,6,114,2
rec-528-dup-0,1,67,0
rec-528-dup-0,5,55,0
rec-528-dup-0,2,57,0
rec-528-dup-0,3,55,0
rec-528-dup-0,4,77,0
rec-561-dup-0,4,103,2
rec-561-dup-0,3,80,0
rec-561-dup-0,5,80,0
rec-561-dup-0,1,72,0
rec-561-dup-0,2,58,0
rec-561-dup-0,6,97,0
rec-544-dup-0,5,79,0
rec-544-dup-0,6,47,0
rec-544-dup-0,4,40,0
rec-544-dup-0,3,99,2
rec-544-dup-0,2,55,0
rec-544-dup-0,1,40,0
rec-186-dup-1,1,90,0
rec-186-dup-1,6,70,0
rec-186-dup-1,2,75,0
rec-186-dup-1,5,100,3
rec-186-dup-1,4,90,0
rec-186-dup-1,3,75,0
rec-10121-dup-0,3,60,0
rec-10121-dup-0,5,60,0
rec-10121-dup-0,2,110,2
rec-10121-dup-0,4,55,0
rec-10121-dup-0,1,88,0
rec-10121-dup-0,6,45,0
rec-483-dup-0,1,100,0
rec-483-dup-0,5,100,0
rec-483-dup-0,2,120,0
rec-483-dup-0,3,120,0
rec-483-dup-0,6,90,0
rec-483-dup-0,4,150,3
rec-562-dup-1,3,85,1
rec-562-dup-1,4,55,0
rec-562-dup-1,5,65,0
rec-562-dup-1,2,30,0
rec-562-dup-1,1,38,0
rec-562-dup-1,6,30,0
rec-10145-dup-1,1,55,0
rec-10145-dup-1,3,80,0
rec-10145-dup-1,5,105,2
rec-10145-dup-1,4,50,0
rec-10145-dup-1,6,96,0
rec-10145-dup-1,2,90,0
rec-622-dup-0,3,50,0
rec-622-dup-0,5,50,0
rec-622-dup-0,6,35,0
rec-622-dup-0,4,35,0
rec-622-dup-0,2,74,1
rec-622-dup-0,1,59,0
rec-217-dup-0,2,130,2
rec-217-dup-0,3,75,0
rec-217-dup-0,4,75,0
rec-217-dup-0,1,90,0
rec-217-dup-0,6,55,0
rec-217-dup-0,5,75,0
rec-10040-dup-0,1,65,0
rec-10040-dup-0,5,90,0
rec-10040-dup-0,2,155,2
rec-10040-dup-0,3,120,0
rec-10040-dup-0,4,65,0
rec-10040-dup-0,6,105,0
rec-227-dup-0,4,40,0
rec-227-dup-0,2,80,0
rec-227-dup-0,1,65,0
rec-227-dup-0,6,70,0
rec-227-dup-0,5,70,0
rec-227-dup-0,3,140,2
rec-685-dup-0,5,75,0
rec-685-dup-0,4,85,0
rec-685-dup-0,3,86,2
rec-685-dup-0,1,82,0
rec-685-dup-0,2,80,0
rec-685-dup-0,6,72,0
rec-10140-dup-1,3,60,0
rec-10140-dup-1,4,100,1
rec-10140-dup-1,2,100,1
rec-10140-dup-1,6,120,0
rec-10140-dup-1,5,60,0
rec-10140-dup-1,1,60,0
rec-74-dup-0,1,40,0
rec-74-dup-0,6,20,0
rec-74-dup-0,4,30,0
rec-74-dup-0,5,30,0
rec-74-dup-0,3,100,1
rec-74-dup-0,2,80,0
rec-148-dup-1,5,70,0
rec-148-dup-1,2,84,2
rec-148-dup-1,1,61,0
rec-148-dup-1,6,70,0
rec-148-dup-1,3,65,0
rec-148-dup-1,4,70,0
rec-625-dup-0,2,125,2
rec-625-dup-0,1,65,0
rec-625-dup-0,5,70,0
rec-625-dup-0,6,70,0
rec-625-dup-0,4,60,0
rec-625-dup-0,3,100,0
rec-513-dup-0,1,50,0
rec-513-dup-0,2,53,0
rec-513-dup-0,6,64,1
rec-513-dup-0,3,48,0
rec-513-dup-0,4,53,0
rec-513-dup-0,5,48,0
rec-104-dup-0,5,50,0
rec-104-dup-0,6,35,0
rec-104-dup-0,3,95,1
rec-104-dup-0,2,50,0
rec-104-dup-0,1,50,0
rec-104-dup-0,4,40,0
rec-10143-dup-0,3,80,0
rec-10143-dup-0,6,96,0
rec-10143-dup-0,1,55,0
rec-10143-dup-0,5,105,2
rec-10143-dup-0,2,90,0
rec-10143-dup-0,4,50,0
rec-348-dup-1,3,100,0
rec-348-dup-1,6,45,0
rec-348-dup-1,4,70,0
rec-348-dup-1,1,75,0
rec-348-dup-1,2,125,2
rec-348-dup-1,5,80,0
rec-10103-dup-0,3,40,0
rec-10103-dup-0,6,65,1
rec-10103-dup-0,4,50,0
rec-10103-dup-0,2,41,0
rec-10103-dup-0,1,38,0
rec-10103-dup-0,5,65,0
rec-215-dup-1,3,55,0
rec-215-dup-1,1,55,0
rec-215-dup-1,6,115,1
rec-215-dup-1,4,35,0
rec-215-dup-1,5,75,0
rec-215-dup-1,2,95,0
rec-832-dup-0,3,100,2
rec-832-dup-0,1,72,0
rec-832-dup-0,5,90,0
rec-832-dup-0,4,60,0
rec-832-dup-0,2,80,0
rec-832-dup-0,6,88,0
rec-73-dup-0,2,70,0
rec-73-dup-0,3,65,0
rec-73-dup-0,6,100,0
rec-73-dup-0,1,80,0
rec-73-dup-0,5,120,2
rec-73-dup-0,4,80,0
rec-640-dup-0,2,90,0
rec-640-dup-0,1,91,0
rec-640-dup-0,6,108,0
rec-640-dup-0,3,72,0
rec-640-dup-0,4,90,0
rec-640-dup-0,5,129,3
rec-269-dup-1,1,60,0
rec-269-dup-1,5,90,3
rec-269-dup-1,4,50,0
rec-269-dup-1,3,70,0
rec-269-dup-1,6,65,0
rec-269-dup-1,2,50,0
rec-378-dup-0,2,50,0
rec-378-dup-0,6,50,0
rec-378-dup-0,4,100,0
rec-378-dup-0,1,80,0
rec-378-dup-0,3,100,0
rec-378-dup-0,5,200,3
rec-783-dup-0,5,70,0
rec-783-dup-0,1,55,0
rec-783-dup-0,3,90,2
rec-783-dup-0,2,75,0
rec-783-dup-0,4,65,0
rec-783-dup-0,6,65,0
rec-1-dup-0,2,49,0
rec-1-dup-0,6,45,0
rec-1-dup-0,4,65,1
rec-1-dup-0,5,65,0
rec-1-dup-0,3,49,0
rec-1-dup-0,1,45,0
rec-295-dup-0,1,104,3
rec-295-dup-0,6,68,0
rec-295-dup-0,4,91,0
rec-295-dup-0,2,91,0
rec-295-dup-0,3,63,0
rec-295-dup-0,5,73,0
rec-10107-dup-1,4,50,0
rec-10107-dup-1,5,40,0
rec-10107-dup-1,6,90,1
rec-10107-dup-1,2,35,0
rec-10107-dup-1,3,35,0
rec-10107-dup-1,1,40,0
rec-886-dup-0,3,50,0
rec-886-dup-0,6,102,2
rec-886-dup-0,2,80,0
rec-886-dup-0,1,68,0
rec-886-dup-0,5,50,0
rec-886-dup-0,4,60,0
rec-634-dup-1,3,70,0
rec-634-dup-1,5,70,0
rec-634-dup-1,1,72,0
rec-634-dup-1,2,85,2
rec-634-dup-1,6,58,0
rec-634-dup-1,4,65,0
rec-139-dup-0,6,55,0
rec-139-dup-0,1,70,0
rec-139-dup-0,2,60,0
rec-139-dup-0,3,125,2
rec-139-dup-0,5,70,0
rec-139-dup-0,4,115,0
rec-427-dup-1,6,85,1
rec-427-dup-1,1,55,0
rec-427-dup-1,3,44,0
rec-427-dup-1,4,44,0
rec-427-dup-1,5,56,0
rec-427-dup-1,2,66,0
rec-10098-dup-0,1,35,0
rec-10098-dup-0,4,50,0
rec-10098-dup-0,2,55,0
rec-10098-dup-0,6,90,2
rec-10098-dup-0,3,40,0
rec-10098-dup-0,5,50,0
rec-10167-dup-1,2,90,0
rec-10167-dup-1,5,70,0
rec-10167-dup-1,1,65,0
rec-10167-dup-1,6,60,0
rec-10167-dup-1,3,120,2
rec-10167-dup-1,4,85,0
rec-886-dup-1,3,50,0
rec-886-dup-1,6,102,2
rec-886-dup-1,2,80,0
rec-886-dup-1,1,68,0
rec-886-dup-1,5,50,0
rec-886-dup-1,4,60,0
rec-501-dup-0,6,45,0
rec-501-dup-0,3,45,0
rec-501-dup-0,5,45,0
rec-501-dup-0,1,55,0
rec-501-dup-0,2,55,0
rec-501-dup-0,4,63,1
rec-730-dup-0,2,74,0
rec-730-dup-0,5,116,0
rec-730-dup-0,1,80,0
rec-730-dup-0,6,60,0
rec-730-dup-0,3,74,0
rec-730-dup-0,4,126,3
rec-717-dup-0,6,99,0
rec-717-dup-0,2,131,0
rec-717-dup-0,3,95,0
rec-717-dup-0,4,131,0
rec-717-dup-0,5,98,0
rec-717-dup-0,1,126,3
rec-743-dup-0,3,60,0
rec-743-dup-0,2,55,0
rec-743-dup-0,4,95,0
rec-743-dup-0,1,60,0
rec-743-dup-0,6,124,2
rec-743-dup-0,5,70,0
rec-10122-dup-0,6,43,0
rec-10122-dup-0,4,145,3
rec-10122-dup-0,5,75,0
rec-10122-dup-0,2,70,0
rec-10122-dup-0,1,77,0
rec-10122-dup-0,3,90,0
rec-363-dup-0,2,40,0
rec-363-dup-0,4,55,0
rec-363-dup-0,1,70,1
rec-363-dup-0,6,25,0
rec-363-dup-0,3,50,0
rec-363-dup-0,5,50,0
rec-500-dup-0,4,100,0
rec-500-dup-0,6,65,0
rec-500-dup-0,3,65,0
rec-500-dup-0,2,123,3
rec-500-dup-0,5,65,0
rec-500-dup-0,1,110,0
rec-225-dup-0,2,55,0
rec-225-dup-0,6,75,1
rec-225-dup-0,3,45,0
rec-225-dup-0,5,45,0
rec-225-dup-0,4,65,0
rec-225-dup-0,1,45,0
rec-684-dup-0,2,48,0
rec-684-dup-0,3,66,1
rec-684-dup-0,6,49,0
rec-684-dup-0,4,59,0
rec-684-dup-0,5,57,0
rec-684-dup-0,1,62,0
rec-370-dup-0,1,43,0
rec-370-dup-0,2,30,0
rec-370-dup-0,6,97,1
rec-370-dup-0,4,40,0
rec-370-dup-0,3,55,0
rec-370-dup-0,5,65,0
rec-56-dup-0,6,70,0
rec-56-dup-0,3,35,0
rec-56-dup-0,1,40,0
rec-56-dup-0,4,35,0
rec-56-dup-0,2,80,1
rec-56-dup-0,5,45,0
rec-118-dup-0,6,63,0
rec-118-dup-0,1,45,0
rec-118-dup-0,4,35,0
rec-118-dup-0,2,67,1
rec-118-dup-0,5,50,0
rec-118-dup-0,3,60,0
rec-84-dup-0,1,35,0
rec-84-dup-0,5,35,0
rec-84-dup-0,4,35,0
rec-84-dup-0,2,85,1
rec-84-dup-0,6,75,0
rec-84-dup-0,3,45,0
rec-258-dup-0,4,50,0
rec-258-dup-0,2,70,1
rec-258-dup-0,5,50,0
rec-258-dup-0,6,40,0
rec-258-dup-0,1,50,0
rec-258-dup-0,3,50,0
rec-494-dup-0,6,100,0
rec-494-dup-0,5,100,0
rec-494-dup-0,3,100,0
rec-494-dup-0,2,100,0
rec-494-dup-0,1,100,3
rec-494-dup-0,4,100,0
rec-404-dup-0,5,49,0
rec-404-dup-0,6,60,0
rec-404-dup-0,3,49,0
rec-404-dup-0,1,60,0
rec-404-dup-0,2,85,2
rec-404-dup-0,4,60,0
rec-494-dup-1,6,100,0
rec-494-dup-1,5,100,0
rec-494-dup-1,3,100,0
rec-494-dup-1,2,100,0
rec-494-dup-1,1,100,3
rec-494-dup-1,4,100,0
rec-10007-dup-1,4,120,0
rec-10007-dup-1,1,150,3
rec-10007-dup-1,5,100,0
rec-10007-dup-1,6,90,0
rec-10007-dup-1,3,100,0
rec-10007-dup-1,2,120,0
rec-770-dup-1,2,75,0
rec-770-dup-1,5,75,0
rec-770-dup-1,3,110,2
rec-770-dup-1,4,100,0
rec-770-dup-1,6,35,0
rec-770-dup-1,1,85,0
rec-10111-dup-0,3,130,3
rec-10111-dup-0,2,120,0
rec-10111-dup-0,4,55,0
rec-10111-dup-0,1,80,0
rec-10111-dup-0,6,45,0
rec-10111-dup-0,5,65,0
rec-619-dup-0,5,50,0
rec-619-dup-0,6,65,0
rec-619-dup-0,2,85,1
rec-619-dup-0,1,45,0
rec-619-dup-0,4,55,0
rec-619-dup-0,3,50,0
rec-897-dup-0,5,80,0
rec-897-dup-0,3,60,0
rec-897-dup-0,6,130,0
rec-897-dup-0,4,145,3
rec-897-dup-0,2,65,0
rec-897-dup-0,1,100,0
rec-10023-dup-0,6,95,0
rec-10023-dup-0,3,90,0
rec-10023-dup-0,5,100,0
rec-10023-dup-0,2,120,0
rec-10023-dup-0,1,125,0
rec-10023-dup-0,4,170,3
rec-634-dup-0,3,70,0
rec-634-dup-0,5,70,0
rec-634-dup-0,1,72,0
rec-634-dup-0,2,85,2
rec-634-dup-0,6,58,0
rec-634-dup-0,4,65,0
rec-697-dup-0,3,119,0
rec-697-dup-0,4,69,0
rec-697-dup-0,6,71,0
rec-697-dup-0,1,82,0
rec-697-dup-0,5,59,0
rec-697-dup-0,2,121,2
rec-243-dup-0,2,85,0
rec-243-dup-0,3,75,0
rec-243-dup-0,1,90,0
rec-243-dup-0,6,115,2
rec-243-dup-0,5,100,0
rec-243-dup-0,4,115,1
rec-10076-dup-0,4,105,0
rec-10076-dup-0,6,110,0
rec-10076-dup-0,2,145,0
rec-10076-dup-0,1,80,0
rec-10076-dup-0,3,150,3
rec-10076-dup-0,5,110,0
rec-660-dup-0,5,77,0
rec-660-dup-0,4,50,0
rec-660-dup-0,6,78,0
rec-660-dup-0,1,85,2
rec-660-dup-0,3,77,0
rec-660-dup-0,2,56,0
rec-404-dup-1,5,49,0
rec-404-dup-1,6,60,0
rec-404-dup-1,3,49,0
rec-404-dup-1,1,60,0
rec-404-dup-1,2,85,2
rec-404-dup-1,4,60,0
rec-575-dup-0,4,75,0
rec-575-dup-0,6,55,0
rec-575-dup-0,1,60,0
rec-575-dup-0,3,70,0
rec-575-dup-0,2,45,0
rec-575-dup-0,5,85,2
rec-414-dup-0,4,94,1
rec-414-dup-0,6,66,0
rec-414-dup-0,5,50,0
rec-414-dup-0,1,70,0
rec-414-dup-0,2,94,1
rec-414-dup-0,3,50,0
rec-10150-dup-0,4,95,0
rec-10150-dup-0,3,60,0
rec-10150-dup-0,5,70,0
rec-10150-dup-0,1,60,0
rec-10150-dup-0,6,124,2
rec-10150-dup-0,2,55,0
rec-748-dup-0,4,53,0
rec-748-dup-0,1,50,0
rec-748-dup-0,6,35,0
rec-748-dup-0,3,152,2
rec-748-dup-0,2,63,0
rec-748-dup-0,5,142,0
rec-10073-dup-0,1,83,0
rec-10073-dup-0,6,121,3
rec-10073-dup-0,2,80,0
rec-10073-dup-0,3,80,0
rec-10073-dup-0,5,80,0
rec-10073-dup-0,4,135,0
rec-435-dup-0,3,67,0
rec-435-dup-0,5,61,0
rec-435-dup-0,6,84,0
rec-435-dup-0,2,93,0
rec-435-dup-0,1,103,2
rec-435-dup-0,4,71,0
rec-674-dup-0,2,82,1
rec-674-dup-0,4,46,0
rec-674-dup-0,3,62,0
rec-674-dup-0,5,48,0
rec-674-dup-0,6,43,0
rec-674-dup-0,1,67,0
rec-655-dup-0,2,69,0
rec-655-dup-0,4,114,3
rec-655-dup-0,5,100,0
rec-655-dup-0,6,104,0
rec-655-dup-0,3,72,0
rec-655-dup-0,1,75,0
rec-126-dup-0,4,100,2
rec-126-dup-0,1,65,0
rec-126-dup-0,5,85,0
