pokemon,version_group,move,pokemon_move_method,level,order
id-59,20,id-442,4,0,
id-59,20,id-496,4,0,
id-59,20,id-514,1,1,7.0
id-59,20,id-514,4,0,
id-59,20,id-523,4,0,
id-59,20,id-528,4,0,
id-59,20,id-555,4,0,
id-59,20,id-583,1,1,12.0
id-59,20,id-583,4,0,
id-59,20,id-682,1,1,2.0
id-59,20,id-706,4,0,
id-59,20,id-815,3,0,
id-60,20,id-1,1,6,
id-60,20,id-34,1,30,
id-60,20,id-34,4,0,
id-60,20,id-38,1,54,
id-60,20,id-54,2,0,
id-60,20,id-55,1,1,1.0
id-60,20,id-56,1,42,
id-60,20,id-56,4,0,
id-60,20,id-57,4,0,
id-60,20,id-58,4,0,
id-60,20,id-59,4,0,
id-60,20,id-61,1,18,
id-60,20,id-91,4,0,
id-60,20,id-94,4,0,
id-60,20,id-95,1,1,2.0
id-60,20,id-114,2,0,
id-60,20,id-127,4,0,
id-60,20,id-150,2,0,
id-60,20,id-156,4,0,
id-60,20,id-164,4,0,
id-60,20,id-168,4,0,
id-60,20,id-170,2,0,
id-60,20,id-173,4,0,
id-60,20,id-182,4,0,
id-60,20,id-187,1,48,
id-60,20,id-196,4,0,
id-60,20,id-203,4,0,
id-60,20,id-213,4,0,
id-60,20,id-214,4,0,
id-60,20,id-227,4,0,
id-60,20,id-240,1,24,
id-60,20,id-240,4,0,
id-60,20,id-250,4,0,
id-60,20,id-258,4,0,
id-60,20,id-263,4,0,
id-60,20,id-270,4,0,
id-60,20,id-283,2,0,
id-60,20,id-291,4,0,
id-60,20,id-330,4,0,
id-60,20,id-341,1,12,
id-60,20,id-341,4,0,
id-60,20,id-352,2,0,
id-60,20,id-414,1,36,
id-60,20,id-414,4,0,
id-60,20,id-496,4,0,
id-60,20,id-503,4,0,
id-60,20,id-523,4,0,
id-61,20,id-1,1,1,3.0
id-61,20,id-5,4,0,
id-61,20,id-8,4,0,
id-61,20,id-25,4,0,
id-61,20,id-34,1,32,
id-61,20,id-34,4,0,
id-61,20,id-38,1,66,
id-61,20,id-55,1,1,1.0
id-61,20,id-56,1,48,
id-61,20,id-56,4,0,
id-61,20,id-57,4,0,
id-61,20,id-58,4,0,
id-61,20,id-59,4,0,
id-61,20,id-61,1,18,
id-61,20,id-89,4,0,
id-61,20,id-91,4,0,
id-61,20,id-94,4,0,
id-61,20,id-95,1,1,2.0
id-61,20,id-118,4,0,
id-61,20,id-127,4,0,
id-61,20,id-156,4,0,
id-61,20,id-164,4,0,
id-61,20,id-168,4,0,
id-61,20,id-173,4,0,
id-61,20,id-182,4,0,
id-61,20,id-187,1,56,
id-61,20,id-196,4,0,
id-61,20,id-203,4,0,
id-61,20,id-213,4,0,
id-61,20,id-214,4,0,
id-61,20,id-227,4,0,
id-61,20,id-240,1,24,
id-61,20,id-240,4,0,
id-61,20,id-250,4,0,
id-61,20,id-258,4,0,
id-61,20,id-263,4,0,
id-61,20,id-270,4,0,
id-61,20,id-280,4,0,
id-61,20,id-291,4,0,
id-61,20,id-330,4,0,
id-61,20,id-341,1,1,4.0
id-61,20,id-341,4,0,
id-61,20,id-374,4,0,
id-61,20,id-414,1,40,
id-61,20,id-414,4,0,
id-61,20,id-496,4,0,
id-61,20,id-503,4,0,
id-61,20,id-523,4,0,
id-62,20,id-1,1,1,14.0
id-62,20,id-5,4,0,
id-62,20,id-8,4,0,
id-62,20,id-25,4,0,
id-62,20,id-34,1,1,7.0
id-62,20,id-34,4,0,
id-62,20,id-38,1,1,11.0
id-62,20,id-55,1,1,12.0
id-62,20,id-56,1,1,9.0
id-62,20,id-56,4,0,
id-62,20,id-57,4,0,
id-62,20,id-58,4,0,
id-62,20,id-59,4,0,
id-62,20,id-61,1,1,5.0
id-62,20,id-63,4,0,
id-62,20,id-66,1,0,
id-62,20,id-66,1,1,1.0
id-62,20,id-89,4,0,
id-62,20,id-91,4,0,
id-62,20,id-94,4,0,
id-62,20,id-95,1,1,13.0
id-62,20,id-118,4,0,
id-62,20,id-127,4,0,
id-62,20,id-156,4,0,
id-62,20,id-157,4,0,
id-62,20,id-164,4,0,
id-62,20,id-168,4,0,
id-62,20,id-170,1,1,3.0
id-62,20,id-173,4,0,
id-62,20,id-179,4,0,
id-62,20,id-182,4,0,
id-62,20,id-187,1,1,10.0
id-62,20,id-196,4,0,
id-62,20,id-203,4,0,
id-62,20,id-213,4,0,
id-62,20,id-214,4,0,
id-62,20,id-223,1,1,4.0
id-62,20,id-227,4,0,
id-62,20,id-240,1,1,6.0
id-62,20,id-240,4,0,
id-62,20,id-250,4,0,
id-62,20,id-258,4,0,
id-62,20,id-263,4,0,
id-62,20,id-270,4,0,
id-62,20,id-276,4,0,
id-62,20,id-280,4,0,
id-62,20,id-291,4,0,
id-62,20,id-317,4,0,
id-62,20,id-330,4,0,
id-62,20,id-339,4,0,
id-62,20,id-341,1,1,15.0
id-62,20,id-341,4,0,
id-62,20,id-370,4,0,
id-62,20,id-371,4,0,
id-62,20,id-374,4,0,
id-62,20,id-398,4,0,
id-62,20,id-409,4,0,
id-62,20,id-411,4,0,
id-62,20,id-414,1,1,8.0
id-62,20,id-414,4,0,
id-62,20,id-416,4,0,
id-62,20,id-490,4,0,
id-62,20,id-496,4,0,
id-62,20,id-503,4,0,
id-62,20,id-509,1,1,2.0
id-62,20,id-523,4,0,
id-62,20,id-526,4,0,
id-62,20,id-663,4,0,
id-62,20,id-667,4,0,
id-62,20,id-675,4,0,
id-62,20,id-710,4,0,
id-62,20,id-811,3,0,
id-63,20,id-5,4,0,
id-63,20,id-7,4,0,
id-63,20,id-8,4,0,
id-63,20,id-9,4,0,
id-63,20,id-25,4,0,
id-63,20,id-34,4,0,
id-63,20,id-86,4,0,
id-63,20,id-93,2,0,
id-63,20,id-94,4,0,
id-63,20,id-100,1,1,
id-63,20,id-113,4,0,
id-63,20,id-115,4,0,
id-63,20,id-118,4,0,
id-63,20,id-129,4,0,
id-63,20,id-156,4,0,
id-63,20,id-161,4,0,
id-63,20,id-164,4,0,
id-63,20,id-168,4,0,
id-63,20,id-173,4,0,
id-63,20,id-182,4,0,
id-63,20,id-203,4,0,
id-63,20,id-213,4,0,
id-63,20,id-214,4,0,
id-63,20,id-219,4,0,
id-63,20,id-227,4,0,
id-63,20,id-231,4,0,
id-63,20,id-240,4,0,
id-63,20,id-241,4,0,
id-63,20,id-247,4,0,
id-63,20,id-263,4,0,
id-63,20,id-269,4,0,
id-63,20,id-271,4,0,
id-63,20,id-277,2,0,
id-63,20,id-285,4,0,
id-63,20,id-347,4,0,
id-63,20,id-374,4,0,
id-63,20,id-384,4,0,
id-63,20,id-385,4,0,
id-63,20,id-409,4,0,
id-63,20,id-412,4,0,
id-63,20,id-428,4,0,
id-63,20,id-433,4,0,
id-63,20,id-447,4,0,
id-63,20,id-470,2,0,
id-63,20,id-472,4,0,
id-63,20,id-473,4,0,
id-63,20,id-478,4,0,
id-63,20,id-492,4,0,
id-63,20,id-496,4,0,
id-63,20,id-502,4,0,
id-63,20,id-605,4,0,
id-63,20,id-678,4,0,
id-63,20,id-683,4,0,
id-64,20,id-5,4,0,
id-64,20,id-7,4,0,
id-64,20,id-8,4,0,
id-64,20,id-9,4,0,
id-64,20,id-25,4,0,
id-64,20,id-34,4,0,
id-64,20,id-50,1,1,3.0
id-64,20,id-60,1,5,
id-64,20,id-86,4,0,
id-64,20,id-93,1,0,
id-64,20,id-93,1,1,1.0
id-64,20,id-94,1,35,
id-64,20,id-94,4,0,
id-64,20,id-100,1,1,4.0
id-64,20,id-105,1,25,
id-64,20,id-113,4,0,
id-64,20,id-115,1,10,
id-64,20,id-115,4,0,
id-64,20,id-118,4,0,
id-64,20,id-129,4,0,
id-64,20,id-134,1,1,2.0
id-64,20,id-156,4,0,
id-64,20,id-161,4,0,
id-64,20,id-164,4,0,
id-64,20,id-168,4,0,
id-64,20,id-173,4,0,
id-64,20,id-182,4,0,
id-64,20,id-203,4,0,
id-64,20,id-213,4,0,
id-64,20,id-214,4,0,
id-64,20,id-219,4,0,
id-64,20,id-227,4,0,
id-64,20,id-231,4,0,
id-64,20,id-240,4,0,
id-64,20,id-241,4,0,
id-64,20,id-247,4,0,
id-64,20,id-248,1,45,
id-64,20,id-248,4,0,
id-64,20,id-263,4,0,
id-64,20,id-269,4,0,
id-64,20,id-271,4,0,
id-64,20,id-272,1,40,
id-64,20,id-285,4,0,
id-64,20,id-347,1,50,
id-64,20,id-347,4,0,
id-64,20,id-374,4,0,
id-64,20,id-384,4,0,
id-64,20,id-385,4,0,
id-64,20,id-409,4,0,
id-64,20,id-412,4,0,
id-64,20,id-427,1,20,
id-64,20,id-427,4,0,
id-64,20,id-428,4,0,
id-64,20,id-433,4,0,
id-64,20,id-447,4,0,
id-64,20,id-472,4,0,
id-64,20,id-473,1,30,
id-64,20,id-473,4,0,
id-64,20,id-478,4,0,
id-64,20,id-492,4,0,
id-64,20,id-496,4,0,
id-64,20,id-502,1,15,
id-64,20,id-502,4,0,
id-64,20,id-605,4,0,
id-64,20,id-678,4,0,
id-64,20,id-683,4,0,
id-64,20,id-797,3,0,
id-65,20,id-5,4,0,
id-65,20,id-7,4,0,
id-65,20,id-8,4,0,
id-65,20,id-9,4,0,
id-65,20,id-25,4,0,
id-65,20,id-34,4,0,
id-65,20,id-50,1,1,3.0
id-65,20,id-60,1,5,
id-65,20,id-63,4,0,
id-65,20,id-86,4,0,
id-65,20,id-93,1,1,1.0
id-65,20,id-94,1,35,
id-65,20,id-94,4,0,
id-65,20,id-100,1,1,4.0
id-65,20,id-105,1,25,
id-65,20,id-113,4,0,
id-65,20,id-115,1,10,
id-65,20,id-115,4,0,
id-65,20,id-118,4,0,
id-65,20,id-129,4,0,
id-65,20,id-134,1,1,2.0
id-65,20,id-156,4,0,
id-65,20,id-161,4,0,
id-65,20,id-164,4,0,
id-65,20,id-168,4,0,
id-65,20,id-173,4,0,
id-65,20,id-182,4,0,
id-65,20,id-203,4,0,
id-65,20,id-213,4,0,
id-65,20,id-214,4,0,
id-65,20,id-219,4,0,
id-65,20,id-227,4,0,
id-65,20,id-231,4,0,
id-65,20,id-240,4,0,
id-65,20,id-241,4,0,
id-65,20,id-247,4,0,
id-65,20,id-248,1,45,
id-65,20,id-248,4,0,
id-65,20,id-263,4,0,
id-65,20,id-269,4,0,
id-65,20,id-271,4,0,
id-65,20,id-272,1,40,
id-65,20,id-285,4,0,
id-65,20,id-286,4,0,
id-65,20,id-347,1,50,
id-65,20,id-347,4,0,
id-65,20,id-374,4,0,
id-65,20,id-384,4,0,
id-65,20,id-385,4,0,
id-65,20,id-409,4,0,
id-65,20,id-411,4,0,
id-65,20,id-412,4,0,
id-65,20,id-416,4,0,
id-65,20,id-417,4,0,
id-65,20,id-427,1,20,
id-65,20,id-427,4,0,
id-65,20,id-428,4,0,
id-65,20,id-433,4,0,
id-65,20,id-447,4,0,
id-65,20,id-472,4,0,
id-65,20,id-473,1,30,
id-65,20,id-473,4,0,
id-65,20,id-478,4,0,
id-65,20,id-492,4,0,
id-65,20,id-496,4,0,
id-65,20,id-500,4,0,
id-65,20,id-502,1,15,
id-65,20,id-502,4,0,
id-65,20,id-605,4,0,
id-65,20,id-678,4,0,
id-65,20,id-683,4,0,
id-65,20,id-797,3,0,
id-66,20,id-5,4,0,
id-66,20,id-7,4,0,
id-66,20,id-8,4,0,
id-66,20,id-9,4,0,
id-66,20,id-25,4,0,
id-66,20,id-34,4,0,
id-66,20,id-38,1,52,
id-66,20,id-43,1,1,2.0
id-66,20,id-53,4,0,
id-66,20,id-66,2,0,
id-66,20,id-67,1,1,1.0
id-66,20,id-67,4,0,
id-66,20,id-68,2,0,
id-66,20,id-69,1,40,
id-66,20,id-70,1,29,
id-66,20,id-89,4,0,
id-66,20,id-91,4,0,
id-66,20,id-113,4,0,
id-66,20,id-116,1,4,
id-66,20,id-116,4,0,
id-66,20,id-118,4,0,
id-66,20,id-126,4,0,
id-66,20,id-156,4,0,
id-66,20,id-157,4,0,
id-66,20,id-164,4,0,
id-66,20,id-168,4,0,
id-66,20,id-173,4,0,
id-66,20,id-179,4,0,
id-66,20,id-182,4,0,
id-66,20,id-184,1,20,
id-66,20,id-184,4,0,
id-66,20,id-203,4,0,
id-66,20,id-213,4,0,
id-66,20,id-214,4,0,
id-66,20,id-223,1,44,
id-66,20,id-227,4,0,
id-66,20,id-233,1,24,
id-66,20,id-238,1,48,
id-66,20,id-240,4,0,
id-66,20,id-241,4,0,
id-66,20,id-263,4,0,
id-66,20,id-270,4,0,
id-66,20,id-276,4,0,
id-66,20,id-279,1,8,
id-66,20,id-279,4,0,
id-66,20,id-280,4,0,
id-66,20,id-282,1,16,
id-66,20,id-317,4,0,
id-66,20,id-321,2,0,
id-66,20,id-339,1,36,
id-66,20,id-339,4,0,
id-66,20,id-370,4,0,
id-66,20,id-371,4,0,
id-66,20,id-374,4,0,
id-66,20,id-398,4,0,
id-66,20,id-411,4,0,
id-66,20,id-418,2,0,
id-66,20,id-484,4,0,
id-66,20,id-490,1,12,
id-66,20,id-490,4,0,
id-66,20,id-496,4,0,
id-66,20,id-501,2,0,
id-66,20,id-514,4,0,
id-66,20,id-523,4,0,
id-66,20,id-526,4,0,
id-66,20,id-530,1,32,
id-66,20,id-811,3,0,
id-67,20,id-5,4,0,
id-67,20,id-7,4,0,
id-67,20,id-8,4,0,
id-67,20,id-9,4,0,
id-67,20,id-25,4,0,
id-67,20,id-34,4,0,
id-67,20,id-38,1,66,
id-67,20,id-43,1,1,2.0
id-67,20,id-53,4,0,
id-67,20,id-67,1,1,1.0
id-67,20,id-67,4,0,
id-67,20,id-69,1,48,
id-67,20,id-70,1,31,
id-67,20,id-89,4,0,
id-67,20,id-91,4,0,
id-67,20,id-113,4,0,
id-67,20,id-116,1,1,3.0
id-67,20,id-116,4,0,
id-67,20,id-118,4,0,
id-67,20,id-126,4,0,
id-67,20,id-156,4,0,
id-67,20,id-157,4,0,
id-67,20,id-164,4,0,
id-67,20,id-168,4,0,
id-67,20,id-173,4,0,
id-67,20,id-179,4,0,
id-67,20,id-182,4,0,
id-67,20,id-184,1,20,
id-67,20,id-184,4,0,
id-67,20,id-203,4,0,
id-67,20,id-213,4,0,
id-67,20,id-214,4,0,
id-67,20,id-223,1,54,
id-67,20,id-227,4,0,
id-67,20,id-233,1,24,
id-67,20,id-238,1,60,
id-67,20,id-240,4,0,
id-67,20,id-241,4,0,
id-67,20,id-263,4,0,
id-67,20,id-270,4,0,
id-67,20,id-276,4,0,
id-67,20,id-279,1,1,4.0
id-67,20,id-279,4,0,
id-67,20,id-280,4,0,
id-67,20,id-282,1,16,
id-67,20,id-317,4,0,
id-67,20,id-339,1,42,
id-67,20,id-339,4,0,
id-67,20,id-370,4,0,
id-67,20,id-371,4,0,
id-67,20,id-374,4,0,
id-67,20,id-398,4,0,
id-67,20,id-411,4,0,
id-67,20,id-484,4,0,
id-67,20,id-490,1,12,
id-67,20,id-490,4,0,
id-67,20,id-496,4,0,
id-67,20,id-514,4,0,
id-67,20,id-523,4,0,
id-67,20,id-526,4,0,
id-67,20,id-530,1,36,
id-67,20,id-707,4,0,
id-67,20,id-811,3,0,
id-68,20,id-5,4,0,
id-68,20,id-7,4,0,
id-68,20,id-8,4,0,
id-68,20,id-9,4,0,
id-68,20,id-25,4,0,
id-68,20,id-34,4,0,
id-68,20,id-38,1,66,
id-68,20,id-43,1,1,3.0
id-68,20,id-53,4,0,
id-68,20,id-63,4,0,
id-68,20,id-67,1,1,2.0
id-68,20,id-67,4,0,
id-68,20,id-69,1,48,
id-68,20,id-70,1,31,
id-68,20,id-89,4,0,
id-68,20,id-91,4,0,
id-68,20,id-113,4,0,
id-68,20,id-116,1,1,4.0
id-68,20,id-116,4,0,
id-68,20,id-118,4,0,
id-68,20,id-126,4,0,
id-68,20,id-156,4,0,
id-68,20,id-157,4,0,
id-68,20,id-164,4,0,
id-68,20,id-168,4,0,
id-68,20,id-173,4,0,
id-68,20,id-179,4,0,
id-68,20,id-182,4,0,
id-68,20,id-184,1,20,
id-68,20,id-184,4,0,
id-68,20,id-203,4,0,
id-68,20,id-213,4,0,
id-68,20,id-214,4,0,
id-68,20,id-223,1,54,
id-68,20,id-227,4,0,
id-68,20,id-233,1,24,
id-68,20,id-238,1,60,
id-68,20,id-240,4,0,
id-68,20,id-241,4,0,
id-68,20,id-263,4,0,
id-68,20,id-270,4,0,
id-68,20,id-276,4,0,
id-68,20,id-279,1,1,5.0
id-68,20,id-279,4,0,
id-68,20,id-280,4,0,
id-68,20,id-282,1,16,
id-68,20,id-317,4,0,
id-68,20,id-339,1,42,
id-68,20,id-339,4,0,
id-68,20,id-350,4,0,
id-68,20,id-370,4,0,
id-68,20,id-371,4,0,
id-68,20,id-372,4,0,
id-68,20,id-374,4,0,
id-68,20,id-398,4,0,
id-68,20,id-411,4,0,
id-68,20,id-416,4,0,
id-68,20,id-440,4,0,
id-68,20,id-444,4,0,
id-68,20,id-469,1,1,1.0
id-68,20,id-484,4,0,
id-68,20,id-490,1,12,
id-68,20,id-490,4,0,
id-68,20,id-496,4,0,
id-68,20,id-514,4,0,
id-68,20,id-523,4,0,
id-68,20,id-526,4,0,
id-68,20,id-530,1,36,
id-68,20,id-663,4,0,
id-68,20,id-667,4,0,
id-68,20,id-675,4,0,
id-68,20,id-707,4,0,
id-68,20,id-811,3,0,
id-72,20,id-14,4,0,
id-72,20,id-35,1,8,
id-72,20,id-40,1,1,1.0
id-72,20,id-48,1,12,
id-72,20,id-51,1,4,
id-72,20,id-55,1,1,2.0
id-72,20,id-56,1,48,
id-72,20,id-56,4,0,
id-72,20,id-57,1,40,
id-72,20,id-57,4,0,
id-72,20,id-58,4,0,
id-72,20,id-59,4,0,
id-72,20,id-61,1,24,
id-72,20,id-62,2,0,
id-72,20,id-103,1,20,
id-72,20,id-103,4,0,
id-72,20,id-109,2,0,
id-72,20,id-114,2,0,
id-72,20,id-127,4,0,
id-72,20,id-151,1,32,
id-72,20,id-156,4,0,
id-72,20,id-164,4,0,
id-72,20,id-168,4,0,
id-72,20,id-173,4,0,
id-72,20,id-182,4,0,
id-72,20,id-188,4,0,
id-72,20,id-196,4,0,
id-72,20,id-202,4,0,
id-72,20,id-203,4,0,
id-72,20,id-213,4,0,
id-72,20,id-214,4,0,
id-72,20,id-219,4,0,
id-72,20,id-229,2,0,
id-72,20,id-240,4,0,
id-72,20,id-243,2,0,
id-72,20,id-250,4,0,
id-72,20,id-258,4,0,
id-72,20,id-263,4,0,
id-72,20,id-282,2,0,
id-72,20,id-291,4,0,
id-72,20,id-321,2,0,
id-72,20,id-330,4,0,
id-72,20,id-352,1,16,
id-72,20,id-362,4,0,
id-72,20,id-367,2,0,
id-72,20,id-371,4,0,
id-72,20,id-390,4,0,
id-72,20,id-392,2,0,
id-72,20,id-398,1,36,
id-72,20,id-398,4,0,
id-72,20,id-440,4,0,
id-72,20,id-474,4,0,
id-72,20,id-482,1,44,
id-72,20,id-482,4,0,
id-72,20,id-496,4,0,
id-72,20,id-503,4,0,
id-72,20,id-506,1,28,
id-72,20,id-506,4,0,
id-72,20,id-605,4,0,
id-72,20,id-693,4,0,
id-73,20,id-14,4,0,
id-73,20,id-35,1,1,5.0
id-73,20,id-40,1,1,2.0
id-73,20,id-48,1,12,
id-73,20,id-51,1,1,4.0
id-73,20,id-55,1,1,3.0
id-73,20,id-56,1,58,
id-73,20,id-56,4,0,
id-73,20,id-57,1,46,
id-73,20,id-57,4,0,
id-73,20,id-58,4,0,
id-73,20,id-59,4,0,
id-73,20,id-61,1,24,
id-73,20,id-63,4,0,
id-73,20,id-103,1,20,
id-73,20,id-103,4,0,
id-73,20,id-127,4,0,
id-73,20,id-151,1,34,
id-73,20,id-156,4,0,
id-73,20,id-164,4,0,
id-73,20,id-168,4,0,
id-73,20,id-173,4,0,
id-73,20,id-182,4,0,
id-73,20,id-188,4,0,
id-73,20,id-196,4,0,
id-73,20,id-202,4,0,
id-73,20,id-203,4,0,
id-73,20,id-213,4,0,
id-73,20,id-214,4,0,
id-73,20,id-219,4,0,
id-73,20,id-240,4,0,
id-73,20,id-250,4,0,
id-73,20,id-258,4,0,
id-73,20,id-263,4,0,
id-73,20,id-291,4,0,
id-73,20,id-330,4,0,
id-73,20,id-352,1,16,
id-73,20,id-362,4,0,
id-73,20,id-371,4,0,
id-73,20,id-390,4,0,
id-73,20,id-398,1,40,
id-73,20,id-398,4,0,
id-73,20,id-416,4,0,
id-73,20,id-440,4,0,
id-73,20,id-474,4,0,
id-73,20,id-482,1,52,
id-73,20,id-482,4,0,
id-73,20,id-496,4,0,
id-73,20,id-503,4,0,
id-73,20,id-506,1,28,
id-73,20,id-506,4,0,
id-73,20,id-513,1,1,1.0
id-73,20,id-599,4,0,
id-73,20,id-605,4,0,
id-73,20,id-693,4,0,
id-73,20,id-810,3,0,
id-77,20,id-23,1,30,
id-77,20,id-24,2,0,
id-77,20,id-32,2,0,
id-77,20,id-33,1,1,1.0
id-77,20,id-34,4,0,
id-77,20,id-36,1,41,
id-77,20,id-37,2,0,
id-77,20,id-38,2,0,
id-77,20,id-39,1,5,
id-77,20,id-45,1,1,2.0
id-77,20,id-52,1,10,
id-77,20,id-53,4,0,
id-77,20,id-67,4,0,
id-77,20,id-76,4,0,
id-77,20,id-83,1,35,
id-77,20,id-83,4,0,
id-77,20,id-95,2,0,
id-77,20,id-97,1,20,
id-77,20,id-97,4,0,
id-77,20,id-126,1,50,
id-77,20,id-126,4,0,
id-77,20,id-129,4,0,
id-77,20,id-156,4,0,
id-77,20,id-164,4,0,
id-77,20,id-172,1,25,
id-77,20,id-173,4,0,
id-77,20,id-182,4,0,
id-77,20,id-203,4,0,
id-77,20,id-204,4,0,
id-77,20,id-213,4,0,
id-77,20,id-214,4,0,
id-77,20,id-231,4,0,
id-77,20,id-234,2,0,
id-77,20,id-241,4,0,
id-77,20,id-257,4,0,
id-77,20,id-261,4,0,
id-77,20,id-263,4,0,
id-77,20,id-315,4,0,
id-77,20,id-340,4,0,
id-77,20,id-394,1,55,
id-77,20,id-394,4,0,
id-77,20,id-488,1,15,
id-77,20,id-496,4,0,
id-77,20,id-502,4,0,
id-77,20,id-517,1,45,
id-77,20,id-528,4,0,
id-77,20,id-583,4,0,
id-77,20,id-595,4,0,
id-77,20,id-667,4,0,
id-77,20,id-669,4,0,
id-78,20,id-6,4,0,
id-78,20,id-14,4,0,
id-78,20,id-23,1,30,
id-78,20,id-33,1,1,4.0
id-78,20,id-34,4,0,
id-78,20,id-36,1,43,
id-78,20,id-39,1,1,7.0
id-78,20,id-45,1,1,6.0
id-78,20,id-52,1,1,8.0
id-78,20,id-53,4,0,
id-78,20,id-63,4,0,
id-78,20,id-67,4,0,
id-78,20,id-76,4,0,
id-78,20,id-83,1,35,
id-78,20,id-83,4,0,
id-78,20,id-97,1,20,
id-78,20,id-97,4,0,
id-78,20,id-98,1,1,5.0
id-78,20,id-126,1,56,
id-78,20,id-126,4,0,
id-78,20,id-129,4,0,
id-78,20,id-156,4,0,
id-78,20,id-164,4,0,
id-78,20,id-172,1,25,
id-78,20,id-173,4,0,
id-78,20,id-182,4,0,
id-78,20,id-203,4,0,
id-78,20,id-204,4,0,
id-78,20,id-213,4,0,
id-78,20,id-214,4,0,
id-78,20,id-224,1,1,2.0
id-78,20,id-224,4,0,
id-78,20,id-226,4,0,
id-78,20,id-231,4,0,
id-78,20,id-241,4,0,
id-78,20,id-257,4,0,
id-78,20,id-261,4,0,
id-78,20,id-263,4,0,
id-78,20,id-315,4,0,
id-78,20,id-340,4,0,
id-78,20,id-394,1,63,
id-78,20,id-394,4,0,
id-78,20,id-398,1,1,3.0
id-78,20,id-398,4,0,
id-78,20,id-416,4,0,
id-78,20,id-488,1,15,
id-78,20,id-496,4,0,
id-78,20,id-502,4,0,
id-78,20,id-517,1,49,
id-78,20,id-528,4,0,
id-78,20,id-529,4,0,
id-78,20,id-583,4,0,
id-78,20,id-595,4,0,
id-78,20,id-667,4,0,
id-78,20,id-669,4,0,
id-78,20,id-675,4,0,
id-78,20,id-684,1,0,
id-78,20,id-684,1,1,1.0
id-78,20,id-684,4,0,
id-78,20,id-815,3,0,
id-79,20,id-6,4,0,
id-79,20,id-23,2,0,
id-79,20,id-29,1,21,
id-79,20,id-33,1,1,1.0
id-79,20,id-34,4,0,
id-79,20,id-45,1,3,
id-79,20,id-50,1,15,
id-79,20,id-53,4,0,
id-79,20,id-55,1,6,
id-79,20,id-56,4,0,
id-79,20,id-57,1,30,
id-79,20,id-57,4,0,
id-79,20,id-58,4,0,
id-79,20,id-59,4,0,
id-79,20,id-86,4,0,
id-79,20,id-89,4,0,
id-79,20,id-91,4,0,
id-79,20,id-93,1,12,
id-79,20,id-94,1,36,
id-79,20,id-94,4,0,
id-79,20,id-113,4,0,
id-79,20,id-126,4,0,
id-79,20,id-129,4,0,
id-79,20,id-133,1,27,
id-79,20,id-133,4,0,
id-79,20,id-156,4,0,
id-79,20,id-161,4,0,
id-79,20,id-164,4,0,
id-79,20,id-173,4,0,
id-79,20,id-174,1,1,2.0
id-79,20,id-182,4,0,
id-79,20,id-187,2,0,
id-79,20,id-196,4,0,
id-79,20,id-203,4,0,
id-79,20,id-213,4,0,
id-79,20,id-214,4,0,
id-79,20,id-219,4,0,
id-79,20,id-231,4,0,
id-79,20,id-240,1,42,
id-79,20,id-240,4,0,
id-79,20,id-241,4,0,
id-79,20,id-244,1,39,
id-79,20,id-247,4,0,
id-79,20,id-248,4,0,
id-79,20,id-250,4,0,
id-79,20,id-258,4,0,
id-79,20,id-263,4,0,
id-79,20,id-271,4,0,
id-79,20,id-281,1,9,
id-79,20,id-285,4,0,
id-79,20,id-286,4,0,
id-79,20,id-291,4,0,
id-79,20,id-303,1,33,
id-79,20,id-311,4,0,
id-79,20,id-335,2,0,
id-79,20,id-341,4,0,
id-79,20,id-347,4,0,
id-79,20,id-352,1,18,
id-79,20,id-362,4,0,
id-79,20,id-428,1,24,
id-79,20,id-428,4,0,
id-79,20,id-433,4,0,
id-79,20,id-447,4,0,
id-79,20,id-472,4,0,
id-79,20,id-473,4,0,
id-79,20,id-496,4,0,
id-79,20,id-500,4,0,
id-79,20,id-503,4,0,
id-79,20,id-505,1,45,
id-79,20,id-523,4,0,
id-79,20,id-562,2,0,
id-79,20,id-678,4,0,
id-79,20,id-710,4,0,
id-79,20,id-797,3,0,
id-80,20,id-5,4,0,
id-80,20,id-6,4,0,
id-80,20,id-8,4,0,
id-80,20,id-25,4,0,
id-80,20,id-29,1,21,
id-80,20,id-33,1,1,2.0
id-80,20,id-34,4,0,
id-80,20,id-45,1,1,4.0
id-80,20,id-50,1,15,
id-80,20,id-53,4,0,
id-80,20,id-55,1,1,5.0
id-80,20,id-56,4,0,
id-80,20,id-57,1,30,
id-80,20,id-57,4,0,
id-80,20,id-58,4,0,
id-80,20,id-59,4,0,
id-80,20,id-63,4,0,
id-80,20,id-86,4,0,
id-80,20,id-89,4,0,
id-80,20,id-91,4,0,
id-80,20,id-93,1,12,
id-80,20,id-94,1,36,
id-80,20,id-94,4,0,
id-80,20,id-110,1,1,1.0
id-80,20,id-113,4,0,
id-80,20,id-126,4,0,
id-80,20,id-129,4,0,
id-80,20,id-133,1,27,
id-80,20,id-133,4,0,
id-80,20,id-156,4,0,
id-80,20,id-161,4,0,
id-80,20,id-164,4,0,
id-80,20,id-173,4,0,
id-80,20,id-174,1,1,3.0
id-80,20,id-182,4,0,
id-80,20,id-196,4,0,
id-80,20,id-203,4,0,
id-80,20,id-213,4,0,
id-80,20,id-214,4,0,
id-80,20,id-219,4,0,
id-80,20,id-231,4,0,
id-80,20,id-240,1,46,
id-80,20,id-240,4,0,
id-80,20,id-241,4,0,
