ability,version_group,language,flavor_text
id-40,20,6,Dank eines Panzers aus Magma kann dieses Pokémonnicht eingefroren werden.
id-40,20,7,"Gracias al magma candente que lo envuelve, no puedeser congelado."
id-40,20,8,Il magma riveste il corpo del Pokémonimpedendogli di venire congelato.
id-40,20,9,"The Pokémon is covered with hot magma, whichprevents the Pokémon from becoming frozen."
id-40,20,11,熱い　マグマを　身にまといこおり状態に　ならない。
id-40,20,12,将炽热的熔岩覆盖在身上，不会变为冰冻状态。
id-41,20,1,みずのベールを　みにまといやけど　じょうたいに　ならない。
id-41,20,3,물의 베일을 몸에 둘러서화상 상태가 되지 않는다.
id-41,20,4,將水幕裹在身上，不會陷入灼傷狀態。
id-41,20,5,Le voile qui recouvre le Pokémon le protègedes brûlures.
id-41,20,6,Verhindert durch eine Hülle aus Wasser Verbrennungen.
id-41,20,7,Evita las quemaduras gracias a la capa de agua quelo envuelve.
id-41,20,8,Un velo d’acqua riveste il corpo del Pokémonimpedendogli di venire scottato.
id-41,20,9,"The Pokémon is covered with a water veil, whichprevents the Pokémon from getting a burn."
id-41,20,11,水のベールを　身にまといやけど状態に　ならない。
id-41,20,12,将水幕裹在身上，不会变为灼伤状态。
id-42,20,1,はがねタイプの　ポケモンをじりょくで　ひきつけてにげられなくする。
id-42,20,3,강철타입의 포켓몬을자력으로 끌어모아도망칠 수 없게 한다.
id-42,20,4,用磁力吸住鋼屬性的寶可夢，使其無法逃走。
id-42,20,5,"Attire les Pokémon Acier grâce à un champ magnétique,ce qui les empêche de fuir."
id-42,20,6,Hindert Stahl-Pokémon durch Magnetismus an derFlucht.
id-42,20,7,Su magnetismo atrae a los Pokémon de tipo Acero yles impide huir.
id-42,20,8,La carica magnetica attrae i Pokémon di tipoAcciaio impedendogli la fuga o la sostituzione.
id-42,20,9,Prevents Steel-type Pokémon from escaping usingits magnetic force.
id-42,20,11,はがねタイプの　ポケモンを磁力で　引きつけて逃げられなくする。
id-42,20,12,用磁力吸住钢属性的宝可梦，使其无法逃走。
id-43,20,1,おとを　しゃだん　することに　よっておとの　こうげきを　うけない。
id-43,20,3,소리를 차단하는 것으로소리 공격을 받지 않는다.
id-43,20,4,透過遮蔽聲音，不受到聲音招式的攻擊。
id-43,20,5,Protège le Pokémon de toutes les capacités sonores.
id-43,20,6,Bietet durch Schalldämmung volle Immunität gegenalle Lärm-Attacken.
id-43,20,7,Su aislamiento acústico lo protege de movimientosque usan sonido.
id-43,20,8,Il Pokémon è dotato di una sorta di isolamentoacustico che lo rende immune alle mosse basatesul suono.
id-43,20,9,Soundproofing gives the Pokémon fullimmunity to all sound-based moves.
id-43,20,11,音を　遮断　することに　よって音の　攻撃を　受けない。
id-43,20,12,通过屏蔽声音，不受到声音招式的攻击。
id-44,20,1,てんきが　あめのときすこしずつ　ＨＰを　かいふくする。
id-44,20,3,비가 오는 날씨일 때조금씩 HP를 회복한다.
id-44,20,4,天氣為下雨時，會漸漸回復ＨＰ。
id-44,20,5,Le Pokémon récupère progressivement des PVlorsqu’il pleut.
id-44,20,6,Regeneriert bei Regen nach und nach KP.
id-44,20,7,Recupera PS de forma gradual cuando llueve.
id-44,20,8,Il Pokémon recupera PS quando piove.
id-44,20,9,The Pokémon gradually regains HP in rain.
id-44,20,11,天気が　雨のとき少しずつ　ＨＰを　回復する。
id-44,20,12,下雨天气时，会缓缓回复ＨＰ。
id-45,20,1,とうじょう　したときてんきを　すなあらしに　する。
id-45,20,3,등장했을 때날씨를 모래바람으로 만든다.
id-45,20,4,出場時，會把天氣變為沙暴。
id-45,20,5,Le Pokémon invoque une tempête de sablequand il entre au combat.
id-45,20,6,Erzeugt bei Kampfantritt Sandstürme.
id-45,20,7,Crea una tormenta de arena al entrar en combate.
id-45,20,8,"Quando il Pokémon entra in campo, scatenauna tempesta di sabbia."
id-45,20,9,The Pokémon summons a sandstorm when it entersa battle.
id-45,20,11,登場　したとき天気を　砂あらしにする。
id-45,20,12,出场时，会把天气变为沙暴。
id-46,20,1,プレッシャーを　あたえてあいての　つかう　わざの　ＰＰをおおく　へらす。
id-46,20,3,프레셔를 줘서상대가 쓰는 기술의 PP를많이 줄인다.
id-46,20,4,給予對手壓迫感，大量減少其使用招式的ＰＰ。
id-46,20,5,Met la pression à l’ennemi pour le forcerà dépenser plus de PP.
id-46,20,6,"Zwingt Gegner dazu, beim Einsatz von Attackenmehr AP zu verbrauchen."
id-46,20,7,Presiona al rival para que sus PP se acaben antes.
id-46,20,8,"Il Pokémon mette pressione al nemico, facendogliconsumare più PP."
id-46,20,9,"By putting pressure on the opposing Pokémon, itraises their PP usage."
id-46,20,11,プレッシャーを　あたえて相手の　使う　技の　ＰＰを多く　減らす。
id-46,20,12,给予对手压迫感，大量减少其使用招式的ＰＰ。
id-47,20,1,あつい　しぼうで　まもられているのでほのおタイプと　こおりタイプのわざの　ダメージを　はんげんさせる。
id-47,20,3,두꺼운 지방으로 보호되고 있어불꽃타입과 얼음타입의기술의 데미지를 반감시킨다.
id-47,20,4,被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。
id-47,20,5,Le Pokémon est protégé par une épaisse couchede graisse qui diminue de moitié les dégâts qu’il subitdes capacités de types Feu et Glace.
id-47,20,6,"Das Pokémon wird von einer dicken Fettschichtgeschützt, was den durch Feuer- und Eis-Attackenerlittenen Schaden halbiert."
id-47,20,7,"Gracias a la gruesa capa de grasa que lo protege,reduce a la mitad el daño que recibe de ataques detipo Fuego o Hielo."
id-47,20,8,Il Pokémon è protetto da uno spesso stratodi grasso che dimezza il danno causato damosse di tipo Fuoco e Ghiaccio.
id-47,20,9,"The Pokémon is protected by a layer of thick fat,which halves the damage taken from Fire- andIce-type moves."
id-47,20,11,厚い　脂肪で　守られているのでほのおタイプと　こおりタイプの技の　ダメージを　半減させる。
id-47,20,12,因为被厚厚的脂肪保护着，会让火属性和冰属性的招式伤害减半。
id-48,20,1,ねむり　じょうたいに　なっても２ばいの　はやさでめざめる　ことが　できる。
id-48,20,3,잠듦 상태가 되어도2배 스피드로깨어날 수 있다.
id-48,20,4,即使陷入睡眠狀態，也能以２倍的速度提早醒來。
id-48,20,5,Le Pokémon se réveille deux fois plus rapidementque les autres.
id-48,20,6,"Wenn es eingeschlafen ist, kann es doppelt so schnellwieder aufwachen wie andere Pokémon."
id-48,20,7,"Si se duerme, tardará la mitad de tiempo endespertarse."
id-48,20,8,Il Pokémon impiega metà del tempo per risvegliarsidal sonno rispetto agli altri.
id-48,20,9,The Pokémon awakens from sleep twice as fastas other Pokémon.
id-48,20,11,ねむり状態に　なっても２倍の　早さで目覚める　ことが　できる。
id-48,20,12,即使变为睡眠状态，也能以２倍的速度提早醒来。
id-49,20,1,じぶんに　さわった　あいてをやけど　じょうたいに　する　ことがある。
id-49,20,3,자신과 접촉한 상대를화상 상태로 만들 때가 있다.
id-49,20,4,有時會讓接觸到自己的對手陷入灼傷狀態。
id-49,20,5,Peut brûler l’attaquant lorsque le Pokémon subitune attaque directe.
id-49,20,6,Fügt dem Angreifer bei Berührung eventuellVerbrennungen zu.
id-49,20,7,Puede quemar al mínimo contacto.
id-49,20,8,Può scottare chi manda a segno un attacco diretto.
id-49,20,9,Contact with the Pokémon may burn the attacker.
id-49,20,11,自分に　触った　相手をやけど状態に　する　ことがある。
id-49,20,12,有时会让接触到自己的对手变为灼伤状态。
id-50,20,1,やせいの　ポケモンからかならず　にげられる。
id-50,20,3,야생 포켓몬으로부터반드시 도망칠 수 있다.
id-50,20,4,一定能從野生寶可夢那裡逃走。
id-50,20,5,Permet de fuir n’importe quel Pokémon sauvage.
id-50,20,6,Die Flucht vor wilden Pokémon gelingt immer.
id-50,20,7,Puede escaparse de todos los Pokémon salvajes.
id-50,20,8,Garantisce la fuga dai Pokémon selvatici.
id-50,20,9,Enables a sure getaway from wild Pokémon.
id-50,20,11,野生の　ポケモンから必ず　逃げられる。
id-50,20,12,一定能从野生宝可梦那儿逃走。
id-51,20,1,するどい　めの　おかげでめいちゅうりつを　さげられない。
id-51,20,3,날카로운 눈 덕분에명중률이 떨어지지 않는다.
id-51,20,4,靠著銳利的目光，命中率不會被降低。
id-51,20,5,Les yeux perçants du Pokémon empêchentsa Précision de baisser.
id-51,20,6,"Sein scharfer Blick hindert Angreifer daran,seine Genauigkeit zu senken."
id-51,20,7,Su aguda vista evita que le disminuya la Precisión.
id-51,20,8,La vista acuta del Pokémon impedisce che la suaprecisione diminuisca.
id-51,20,9,Keen eyes prevent other Pokémon from lowering thisPokémon’s accuracy.
id-51,20,11,鋭い　目の　おかげで命中率を　下げられない。
id-51,20,12,多亏了锐利的目光，命中率不会被降低。
id-52,20,1,ちからじまんの　ハサミを　もっているのであいてに　こうげきを　さげられない。
id-52,20,3,힘이 자랑인 집게를 가지고 있어상대가 공격을 떨어뜨리지 못한다.
id-52,20,4,因為擁有以力量為傲的鉗子，不會被對手降低攻擊。
id-52,20,5,Le Pokémon est armé de lames tranchantes qui fontsa fierté et empêchent son Attaque de baisser.
id-52,20,6,"Hindert Angreifer durch mächtige Scheren daran,den Angriffs-Wert zu senken."
id-52,20,7,Evita que el rival le baje el Ataque.
id-52,20,8,L’Attacco del Pokémon non può diminuiregrazie alla morsa micidiale in cui è in gradodi stringere i nemici.
id-52,20,9,The Pokémon’s proud of its powerful pincers. Theyprevent other Pokémon from lowering its Attack stat.
id-52,20,11,力自慢の　ハサミを　持っているので相手に　攻撃を　下げられない。
id-52,20,12,因为拥有以力量自豪的钳子，不会被对手降低攻击。
id-53,20,1,あいての　つかった　どうぐをひろってくることが　ある。ぼうけんちゅうも　ひろってくる。
id-53,20,3,상대가 사용한 도구를주워올 때가 있다.모험 중에도 주워온다.
id-53,20,4,有時會撿來對手用過的道具。冒險過程中也會撿來。
id-53,20,5,Permet parfois au Pokémon de ramasser les objetsque ses ennemis ont utilisés. Il lui arrive aussid’en trouver hors des combats.
id-53,20,6,"Hebt gelegentlich von Gegnern benutzte Items auf.Dies geschieht nicht nur während Kämpfen, sondernauch unterwegs."
id-53,20,7,"Puede recoger objetos que el rival haya usado, o bienotros que encuentre en plena aventura."
id-53,20,8,Il Pokémon può raccogliere lo strumento usato daun nemico durante la lotta. A volte potrebberaccogliere strumenti anche fuori dalla lotta.
id-53,20,9,"The Pokémon may pick up the item an opposingPokémon used during a battle. It may pick up itemsoutside of battle, too."
id-53,20,11,相手の　使った　道具を拾ってくることが　ある。冒険中も　拾ってくる。
id-53,20,12,有时会捡来对手用过的道具，冒险过程中也会捡到。
id-54,20,1,わざを　だすとつぎの　ターンは　やすんでしまう。
id-54,20,3,기술을 사용하면다음 턴은 쉰다.
id-54,20,4,如果使出招式，下一回合就需要休息。
id-54,20,5,"Lorsque le Pokémon utilise une capacité,il passe le tour suivant à paresser."
id-54,20,6,Das Pokémon muss nach Einsatz einer Attackeeine Runde lang aussetzen.
id-54,20,7,"Al ejecutar un movimiento, descansará en el turnosiguiente."
id-54,20,8,"Quando il Pokémon usa una mossa, nel turnosuccessivo si riposerà."
id-54,20,9,The Pokémon can’t use a move if it had used a moveon the previous turn.
id-54,20,11,技を　出すと次の　ターンは　休んでしまう。
id-54,20,12,如果使出招式，下一回合就会休息。
id-55,20,1,じぶんの　こうげきが　たかくなるがめいちゅうりつが　さがる。
id-55,20,3,자신의 공격이 높아지지만명중률이 떨어진다.
id-55,20,4,自己的攻擊雖會變高，但命中率會降低。
id-55,20,5,"Améliore l’Attaque du Pokémon, mais diminuela Précision."
id-55,20,6,"Erhöht den Angriffs-Wert, aber senkt die Genauigkeit."
id-55,20,7,"Aumenta su Ataque, pero reduce su Precisión."
id-55,20,8,"L’Attacco aumenta, ma la precisione diminuisce."
id-55,20,9,"Boosts the Attack stat, but lowers accuracy."
id-55,20,11,自分の　攻撃が　高くなるが命中率が　下がる。
id-55,20,12,自己的攻击变高，但命中率会降低。
id-56,20,1,じぶんに　さわった　あいてをメロメロに　することが　ある。
id-56,20,3,자신과 접촉한 상대를헤롱헤롱 상태로 만들 때가 있다.
id-56,20,4,有時會讓接觸到自己的對手陷入著迷狀態。
id-56,20,5,Peut séduire l’attaquant lorsque le Pokémon subitune attaque directe.
id-56,20,6,"Wird dieses Pokémon durch eine direkte Attackeangegriffen, verliebt sich der Gegner eventuell in es."
id-56,20,7,Puede causar enamoramiento al rival que lo toque.
id-56,20,8,Può causare infatuazione a chi manda a segnoun attacco diretto.
id-56,20,9,Contact with the Pokémon may cause infatuation.
id-56,20,11,自分に　触った　相手をメロメロに　することが　ある。
id-56,20,12,有时会让接触到自己的对手着迷。
id-57,20,1,プラスか　マイナスの　とくせいを　もつポケモンが　なかまに　いるとじぶんの　とくこうが　あがる。
id-57,20,3,플러스나 마이너스의 특성을 가진포켓몬이 동료에 있으면자신의 특수공격이 올라간다.
id-57,20,4,場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。
id-57,20,5,L’Attaque Spéciale du Pokémon augmentesi un Pokémon allié a le talent Moins ou Plus.
id-57,20,6,"Erhöht den Spezial-Angriff, wenn das Pokémon einenMitstreiter mit der Fähigkeit Plus oder Minus hat."
id-57,20,7,Potencia su Ataque Especial si un Pokémon aliado tienela habilidad Más o Menos.
id-57,20,8,L’Attacco Speciale aumenta se ci sono alleati conl’abilità Meno o Più.
id-57,20,9,Boosts the Sp. Atk stat of the Pokémon if an allywith the Plus or Minus Ability is also in battle.
id-57,20,11,プラスか　マイナスの　特性を　持つポケモンが　仲間に　いると自分の　特攻が　上がる。
id-57,20,12,出场的伙伴之间如果有正电或负电特性的宝可梦，自己的特攻会提高。
id-58,20,1,プラスか　マイナスの　とくせいを　もつポケモンが　なかまに　いるとじぶんの　とくこうが　あがる。
id-58,20,3,플러스나 마이너스의 특성을 가진포켓몬이 동료에 있으면자신의 특수공격이 올라간다.
id-58,20,4,場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。
id-58,20,5,L’Attaque Spéciale du Pokémon augmentesi un Pokémon allié a le talent Moins ou Plus.
id-58,20,6,"Erhöht den Spezial-Angriff, wenn das Pokémon einenMitstreiter mit der Fähigkeit Plus oder Minus hat."
id-58,20,7,Potencia su Ataque Especial si un Pokémon aliado tienela habilidad Más o Menos.
id-58,20,8,L’Attacco Speciale aumenta se ci sono alleati conl’abilità Meno o Più.
id-58,20,9,Boosts the Sp. Atk stat of the Pokémon if an allywith the Plus or Minus Ability is also in battle.
id-58,20,11,プラスか　マイナスの　特性を　持つポケモンが　仲間に　いると自分の　特攻が　上がる。
id-58,20,12,出场的伙伴之间如果有正电或负电特性的宝可梦，自己的特攻会提高。
id-59,20,1,てんきの　えいきょうを　うけてみずタイプ　ほのおタイプ　こおりタイプのどれかに　へんかする。
id-59,20,3,"날씨의 영향을 받아물타입, 불꽃타입, 얼음타입 중하나로 변화한다."
id-59,20,4,在天氣的影響下，會變成水屬性、火屬性或冰屬性之中的一種。
id-59,20,5,"Le Pokémon prend le type Eau, Feu ou Glaceen fonction de la météo."
id-59,20,6,"Nimmt je nach Wetter entweder den Typ Wasser, Feueroder Eis an."
id-59,20,7,"Cambia a tipo Agua, Fuego o Hielo en función deltiempo atmosférico."
id-59,20,8,"Cambia il tipo del Pokémon in Acqua, Fuocoo Ghiaccio in base alle condizioni atmosferiche."
id-59,20,9,"The Pokémon transforms with the weather to changeits type to Water, Fire, or Ice."
id-59,20,11,天気の　影響を　受けてみずタイプ　ほのおタイプ　こおりタイプのどれかに　変化する。
id-59,20,12,受天气的影响，会变为水属性、火属性或冰属性中的某一个。
id-60,20,1,ねんちゃくしつの　からだにどうぐが　くっついているためあいてに　どうぐを　うばわれない。
id-60,20,3,점착질의 몸에도구가 달라붙어 있어상대에게 도구를 뺏기지 않는다.
id-60,20,4,道具會黏在具有黏性的身體上，不會被對手奪走。
id-60,20,5,"Les objets sont collés au corps gluant du Pokémon,ce qui empêche ses adversaires de les dérober."
id-60,20,6,"Trägt es ein Item, bleibt dieses an seinem klebrigenKörper haften, wodurch Item-Diebstahl verhindert wird."
id-60,20,7,"Los objetos se quedan pegados a su cuerpo, por lo queno pueden robárselos."
id-60,20,8,Gli strumenti restano appiccicati al corpo adesivodel Pokémon e non possono essere rubati.
id-60,20,9,Items held by the Pokémon are stuck fast andcannot be removed by other Pokémon.
id-60,20,11,粘着質の　体に道具が　くっついているため相手に　道具を　奪われない。
id-60,20,12,因为道具是粘在黏性身体上的，所以不会被对手夺走。
id-61,20,1,からだの　かわを　ぬぎすてることでじょうたい　いじょうをなおすことが　ある。
id-61,20,3,몸의 껍질을 벗어 던져상태 이상을회복할 때가 있다.
id-61,20,4,透過蛻去身上的皮，有時會治癒異常狀態。
id-61,20,5,Le Pokémon soigne parfois ses altérations de statuten muant.
id-61,20,6,"Das Pokémon befreit sich eventuell vonStatusproblemen, indem es seine Haut abstreift."
id-61,20,7,Puede curar sus problemas de estado al mudar la piel.
id-61,20,8,Il Pokémon può guarire dai problemi di statofacendo la muta completa della pelle.
id-61,20,9,The Pokémon may heal its own status conditionsby shedding its skin.
id-61,20,11,体の　皮を　脱ぎ捨てることで状態異常を治すことが　ある。
id-61,20,12,通过蜕去身上的皮，有时会治愈异常状态。
id-62,20,1,じょうたい　いじょうに　なるとこんじょうを　だしてこうげきが　あがる。
id-62,20,3,상태 이상이 되면근성을 보여서공격이 올라간다.
id-62,20,4,陷入異常狀態時，會拿出毅力，攻擊會提高。
id-62,20,5,Augmente l’Attaque du Pokémon s’il est affectépar une altération de statut.
id-62,20,6,Bei Statusproblemen setzt es Adrenalin frei underhöht so seinen Angriffs-Wert.
id-62,20,7,"Si sufre un problema de estado, se viene arriba yaumenta su Ataque."
id-62,20,8,"Se il Pokémon è affetto da un problema di stato,tira fuori la grinta e aumenta il proprio Attacco."
id-62,20,9,It’s so gutsy that having a status condition booststhe Pokémon’s Attack stat.
id-62,20,11,状態異常に　なると根性を　だして攻撃が　上がる。
id-62,20,12,如果变为异常状态，会拿出毅力，攻击会提高。
id-63,20,1,じょうたい　いじょうに　なるとふしぎなうろこが　はんのうしてぼうぎょが　あがる。
id-63,20,3,상태 이상이 되면이상한 비늘이 반응해서방어가 올라간다.
id-63,20,4,陷入異常狀態時，神奇鱗片會發生反應，防禦會提高。
id-63,20,5,Les écailles mystérieuses du Pokémon réagissentaux altérations de statut en augmentant sa Défense.
id-63,20,6,Bei Statusproblemen schützt es sich mit mysteriösenSchuppen und erhöht so seine Verteidigung.
id-63,20,7,Sube su Defensa si sufre un problema de estado.
id-63,20,8,"Se il Pokémon è affetto da un problema di stato,le squame sulla sua pelle si induriscono aumentandola sua Difesa."
id-63,20,9,The Pokémon’s marvelous scales boost the Defensestat if it has a status condition.
id-63,20,11,状態異常に　なると不思議なウロコが　反応して防御が　上がる。
id-63,20,12,如果变为异常状态，神奇鳞片会发生反应，防御会提高。
id-64,20,1,ヘドロえきを　すいとった　あいてはきょうれつな　あくしゅうでダメージを　うけて　ＨＰを　へらす。
id-64,20,3,해감액을 흡수한 상대는강렬한 악취로데미지를 받아 HP가 줄어든다.
id-64,20,4,吸收了污泥漿的對手會因為強烈的惡臭而使得ＨＰ減少。
id-64,20,5,Le Pokémon suinte un liquide toxique nauséabondqui blesse tous ceux qui tentent de voler ses PV.
id-64,20,6,"Angreifer, die durch Saug-Attacken Kloakensoße insich aufgenommen haben, nehmen durch derenwiderwärtigen Gestank Schaden."
id-64,20,7,Exuda una sustancia tóxica de intenso hedor que hierea quienes intentan drenarle PS.
id-64,20,8,"Il Pokémon secerne delle sostanze tossiche.Se un nemico manda a segno una mossa cheassorbe i PS, subisce dei danni."
id-64,20,9,"The oozed liquid has a strong stench, which damagesattackers using any draining move."
id-64,20,11,ヘドロ液を　吸い取った　相手は強烈な　悪臭でダメージを　受けて　ＨＰを　減らす。
id-64,20,12,吸收了污泥浆的对手会因强烈的恶臭而受到伤害，减少ＨＰ。
id-65,20,1,ＨＰが　へったときくさタイプの　わざのいりょくが　あがる。
id-65,20,3,HP가 줄었을 때풀타입 기술의위력이 올라간다.
id-65,20,4,ＨＰ減少的時候，草屬性的招式威力會提高。
id-65,20,5,Augmente la puissance des capacités de type Plantedu Pokémon quand il a perdu une certaine quantitéde PV.
id-65,20,6,"Erhöht die Stärke von Pflanzen-Attacken, wenn die KPauf einen gewissen Wert fallen."
id-65,20,7,Potencia sus movimientos de tipo Planta cuando lequedan pocos PS.
id-65,20,8,"Quando il Pokémon ha pochi PS, la potenza dellesue mosse di tipo Erba aumenta."
id-65,20,9,Powers up Grass-type moves when the Pokémon’sHP is low.
id-65,20,11,ＨＰが　減ったときくさタイプの　技の威力が　上がる。
id-65,20,12,ＨＰ减少的时候，草属性的招式威力会提高。
id-66,20,1,ＨＰが　へったときほのおタイプの　わざのいりょくが　あがる。
id-66,20,3,HP가 줄었을 때불꽃타입 기술의위력이 올라간다.
id-66,20,4,ＨＰ減少的時候，火屬性的招式威力會提高。
id-66,20,5,Augmente la puissance des capacités de type Feudu Pokémon quand il a perdu une certaine quantitéde PV.
id-66,20,6,"Erhöht die Stärke von Feuer-Attacken, wenn die KP aufeinen gewissen Wert fallen."
id-66,20,7,Potencia sus movimientos de tipo Fuego cuando lequedan pocos PS.
id-66,20,8,"Quando il Pokémon ha pochi PS, la potenza dellesue mosse di tipo Fuoco aumenta."
id-66,20,9,Powers up Fire-type moves when the Pokémon’s HPis low.
id-66,20,11,ＨＰが　減ったときほのおタイプの　技の威力が　上がる。
id-66,20,12,ＨＰ减少的时候，火属性的招式威力会提高。
id-67,20,1,ＨＰが　へったときみずタイプの　わざのいりょくが　あがる。
id-67,20,3,HP가 줄었을 때물타입 기술의위력이 올라간다.
id-67,20,4,ＨＰ減少的時候，水屬性的招式威力會提高。
id-67,20,5,Augmente la puissance des capacités de type Eaudu Pokémon quand il a perdu une certaine quantitéde PV.
id-67,20,6,"Erhöht die Stärke von Wasser-Attacken, wenn die KP aufeinen gewissen Wert fallen."
id-67,20,7,Potencia sus movimientos de tipo Agua cuando lequedan pocos PS.
id-67,20,8,"Quando il Pokémon ha pochi PS, la potenza dellesue mosse di tipo Acqua aumenta."
id-67,20,9,Powers up Water-type moves when the Pokémon’sHP is low.
id-67,20,11,ＨＰが　減ったときみずタイプの　技の威力が　上がる。
id-67,20,12,ＨＰ减少的时候，水属性的招式威力会提高。
id-68,20,1,ＨＰが　へったときむしタイプの　わざのいりょくが　あがる。
id-68,20,3,HP가 줄었을 때벌레타입 기술의위력이 올라간다.
id-68,20,4,ＨＰ減少的時候，蟲屬性的招式威力會提高。
id-68,20,5,Augmente la puissance des capacités de type Insectedu Pokémon quand il a perdu une certaine quantitéde PV.
id-68,20,6,"Erhöht die Stärke von Käfer-Attacken, wenn die KP aufeinen gewissen Wert fallen."
id-68,20,7,Potencia sus movimientos de tipo Bicho cuando lequedan pocos PS.
id-68,20,8,"Quando il Pokémon ha pochi PS, la potenza dellesue mosse di tipo Coleottero aumenta."
id-68,20,9,Powers up Bug-type moves when the Pokémon’s HPis low.
id-68,20,11,ＨＰが　減ったときむしタイプの　技の威力が　上がる。
id-68,20,12,ＨＰ减少的时候，虫属性的招式威力会提高。
id-69,20,1,はんどうを　うける　わざを　だしてもＨＰが　へらない。
id-69,20,3,반동을 받는 기술을 사용해도HP가 줄지 않는다.
id-69,20,4,即使使出會受反作用力傷害的招式，ＨＰ也不會減少。
id-69,20,5,Le Pokémon peut utiliser des capacités occasionnantun contrecoup sans perdre de PV.
id-69,20,6,"Verhindert Schaden, der durch Rückstoß entstehenwürde."
id-69,20,7,No puede dañarse con sus propios movimientos.
id-69,20,8,Protegge il Pokémon dai contraccolpi.
id-69,20,9,Protects the Pokémon from recoil damage.
id-69,20,11,反動を　受ける　技を　出してもＨＰが　減らない。
id-69,20,12,即使使出会受反作用力伤害的招式，ＨＰ也不会减少。
id-70,20,1,とうじょう　したときにてんきを　はれに　する。
id-70,20,3,등장했을 때날씨를 맑음으로 만든다.
id-70,20,4,出場時，會將天氣變為晴朗。
id-70,20,5,Le soleil se met à briller quand le Pokémonentre au combat.
id-70,20,6,Erzeugt bei Kampfantritt gleißendes Sonnenlicht.
id-70,20,7,"Cuando entra en combate, el tiempo pasa a sersoleado."
id-70,20,8,"Quando il Pokémon entra in campo, la luce solarediventa intensa."
id-70,20,9,Turns the sunlight harsh when the Pokémon entersa battle.
id-70,20,11,登場　したときに天気を　晴れに　する。
id-70,20,12,出场时，会将天气变为晴朗。
id-71,20,1,せんとうで　あいてをにげられなくする。
id-71,20,3,배틀에서 상대를도망칠 수 없게 한다.
id-71,20,4,在戰鬥中讓對手無法逃走。
id-71,20,5,Empêche l’ennemi de s’enfuir.
id-71,20,6,Hindert Gegner im Kampf an der Flucht.
id-71,20,7,Evita que el rival huya.
id-71,20,8,Impedisce la fuga al nemico.
id-71,20,9,Prevents opposing Pokémon from fleeing.
id-71,20,11,戦闘で　相手を逃げられなくする。
id-71,20,12,在战斗中让对手无法逃走。
id-72,20,1,やるきを　だすことに　よってねむり　じょうたいに　ならない。
id-72,20,3,의기양양해져서잠듦 상태가 되지 않는다.
id-72,20,4,透過激發出幹勁，不會陷入睡眠狀態。
id-72,20,5,Empêche le Pokémon de s’endormir.
id-72,20,6,"Das Pokémon ist so munter, dass es nichteinschlafen kann."
id-72,20,7,Su determinación le impide quedarse dormido.
id-72,20,8,Il Pokémon è talmente vivace che non puòaddormentarsi.
id-72,20,9,"The Pokémon is full of vitality, and that preventsit from falling asleep."
id-72,20,11,やる気を　だすことに　よってねむり状態に　ならない。
id-72,20,12,通过激发出干劲，不会变为睡眠状态。
id-73,20,1,しろいけむりに　まもられてあいてに　のうりょくを　さげられない。
id-73,20,3,하얀 연기의 보호를 받아상대가 능력을 떨어뜨릴 수 없다.
id-73,20,4,被白色煙霧保護著，不會被對手降低能力。
id-73,20,5,Un écran de fumée empêche l’ennemi de baisserles stats du Pokémon.
id-73,20,6,"Indem es sich mit pulvrigem Rauch umhüllt, hindert esAngreifer daran, seine Statuswerte zu senken."
id-73,20,7,El humo blanco que lo protege evita que otros Pokémonle bajen las características.
id-73,20,8,Il Pokémon è protetto da un fumo chiaro cheimpedisce ai nemici di diminuire le sue statistiche.
id-73,20,9,"The Pokémon is protected by its white smoke, whichprevents other Pokémon from lowering its stats."
id-73,20,11,白い煙に　守られて相手に　能力を　下げられない。
id-73,20,12,被白色烟雾保护着，不会被对手降低能力。
id-74,20,1,ヨガの　ちからでぶつり　こうげきの　いりょくが２ばいに　なる。
id-74,20,3,요가의 힘으로물리공격의 위력이2배가 된다.
id-74,20,4,因瑜伽的力量，物理攻擊的威力會變為２倍。
id-74,20,5,Le Pokémon utilise sa maîtrise du yoga pour doublerla puissance de ses capacités physiques.
id-74,20,6,Verdoppelt mit reiner Willenskraft die Stärke seinerphysischen Attacken.
id-74,20,7,Duplica la potencia de sus ataques físicos gracias alyoga.
id-74,20,8,L’Attacco del Pokémon raddoppia graziealla sua padronanza delle tecniche yoga.
id-74,20,9,"Using its pure power, the Pokémon doubles itsAttack stat."
id-74,20,11,ヨガの　力で物理攻撃の　威力が２倍に　なる。
id-74,20,12,因瑜伽的力量，物理攻击的威力会变为２倍。
id-75,20,1,かたい　からに　まもられあいての　こうげきがきゅうしょに　あたらない。
id-75,20,3,단단한 껍질의 보호를 받아상대의 공격이급소에 맞지 않는다.
id-75,20,4,被堅硬的殼保護著，對手的攻擊不會擊中要害。
id-75,20,5,Le Pokémon est protégé des coups critiquespar sa carapace.
id-75,20,6,Wehrt gegnerische Volltreffer mit einem hartenPanzer ab.
id-75,20,7,La robusta coraza que lo protege bloquea los golpescríticos.
id-75,20,8,Il Pokémon è protetto da un guscio robustoche gli evita di subire brutti colpi.
id-75,20,9,A hard shell protects the Pokémon from critical hits.
