move,version_group,language,flavor_text
id-277,20,8,Una barriera rimanda al mittente l’effettodi mosse come Parassiseme e di mosseche influenzano lo stato.
id-277,20,9,Moves like Leech Seed and moves that inflict statusconditions are blocked by a barrier and reflected backto the user of those moves.
id-277,20,11,状態異常に　なる　技ややどりぎのタネ　などをだされたとき　相手に　跳ね返す。
id-277,20,12,当对手使出会变成异常状态的招式或寄生种子等时，会将对手的招式反射回去。
id-278,20,1,せんとうちゅうに　つかって　なくなったじぶんの　もちものを　さいせい　させてつかえるように　する。
id-278,20,3,배틀 중에 사용하여 없어진자신의 지닌 물건을 재생시켜사용할 수 있게 한다.
id-278,20,4,將在戰鬥中已消耗完的寶可夢持有物回收後，回復成可以使用的狀態。
id-278,20,5,Recycle un objet tenu à usage unique déjà utilisélors du combat pour pouvoir l’utiliser à nouveau.
id-278,20,6,"Recycling eines getragenen Items, das zuvor im Kampfverwendet wurde."
id-278,20,7,Recicla y así recupera un objeto equipado de un solouso que ya haya sido empleado durante el combate.
id-278,20,8,Chi la usa ricicla uno strumento che ha usatonella lotta e può riutilizzarlo.
id-278,20,9,The user recycles a held item that has been used inbattle so it can be used again.
id-278,20,11,戦闘中に　使って　なくなった自分の　持ち物を　再生させて使えるように　する。
id-278,20,12,使战斗中已经消耗掉的自己的持有物再生，并可以再次使用。
id-279,20,1,あいてから　わざを　うけているとその　あいてに　たいしてあたえる　ダメージが　２ばいに　なる。
id-279,20,3,상대에게 기술을 받으면그 상대에게 주는 데미지가2배가 된다.
id-279,20,4,如果受到對手的招式攻擊，給予該對手的傷害就會變成２倍。
id-279,20,5,Une attaque deux fois plus puissante si le lanceura été blessé par l’ennemi durant ce tour.
id-279,20,6,"Schaden verdoppelt sich, wenn der Anwender in derRunde bereits Schaden durch das Ziel erlitten hat."
id-279,20,7,Ataque que produce el doble de daño si el usuarioresulta herido en el mismo turno.
id-279,20,8,Mossa d’attacco che infligge un danno doppiose si è stati colpiti dal Pokémon bersaglio nellostesso turno.
id-279,20,9,This attack move’s power is doubled if the user hasbeen hurt by the opponent in the same turn.
id-279,20,11,相手から　技を　受けているとその相手に　対して与える　ダメージが　２倍に　なる。
id-279,20,12,如果受到对手的招式攻击，就能给予对手２倍的伤害。
id-280,20,1,しゅとうを　いきおいよく　ふりおろしてあいてを　こうげきする。　ひかりのかべやリフレクター　なども　はかいできる。
id-280,20,3,수도로 기세 좋게 내려쳐서상대를 공격한다. 빛의장막이나리플렉터 등도 파괴할 수 있다.
id-280,20,4,猛烈地揮下手刀攻擊對手。還可以破壞光牆和反射壁等。
id-280,20,5,Le lanceur attaque avec le tranchant de la main.Permet aussi de briser les barrièrescomme Mur Lumière et Protection.
id-280,20,6,Ein beherzter Handkantenschlag. Durchbricht Barrierenwie Lichtschild und Reflektor.
id-280,20,7,Potente ataque que también es capaz de destruir barreras como Pantalla de Luz y Reflejo.
id-280,20,8,Colpisce il bersaglio con una mano e rompebarriere come Riflesso e Schermoluce.
id-280,20,9,"The user attacks with a swift chop. It can also breakbarriers, such as Light Screen and Reflect."
id-280,20,11,手刀を　勢いよく　振りおろして相手を　攻撃する。　ひかりのかべやリフレクター　なども　破壊できる。
id-280,20,12,将手刀猛烈地挥下攻击对手。还可以破坏光墙和反射壁等。
id-281,20,1,おおきな　あくびで　ねむけを　さそう。つぎの　ターンにあいてを　ねむり　じょうたいに　する。
id-281,20,3,큰 하품으로 졸음을 유도한다.다음 턴에 상대를잠듦 상태로 만든다.
id-281,20,4,打個大哈欠引起睡意。在下一回合讓對手陷入睡眠狀態。
id-281,20,5,Fait bâiller l’ennemi qui s’endort au tour suivant.
id-281,20,6,Anwender gähnt und das Ziel schläft in der nächstenRunde ein.
id-281,20,7,Gran bostezo que induce al sueño al objetivo en elsiguiente turno.
id-281,20,8,Chi la usa fa un grande sbadiglio cheaddormenta il bersaglio al turno seguente.
id-281,20,9,The user lets loose a huge yawn that lulls the targetinto falling asleep on the next turn.
id-281,20,11,大きな　あくびで　眠気を　誘う。次の　ターンに相手を　眠り状態に　する。
id-281,20,12,打个大哈欠引起睡意。在下一回合让对手陷入睡眠状态。
id-282,20,1,あいての　もちものを　はたき　おとしてせんとうが　おわるまで　つかえなくする。ものをもつ　あいてには　ダメージがます。
id-282,20,3,상대의 지닌 물건을 탁 쳐서 떨어뜨려배틀이 끝날 때까지 사용할 수 없게 한다.물건을 가진 상대에게는 데미지를 더 준다.
id-282,20,4,拍落對手的持有物，讓對手在戰鬥結束前都無法使用。對手有攜帶物品時，傷害會增加。
id-282,20,5,"Fait plus de dégâts aux cibles qui tiennent un objet.De plus, fait tomber cet objet et empêche la ciblede l’utiliser jusqu’à la fin du combat."
id-282,20,6,"Schlägt das Item des Zieles weg und vereitelt so dessenGebrauch während des Kampfes. Mehr Schaden gegenZiele, die ein Item bei sich tragen."
id-282,20,7,Impide al objetivo usar el objeto que lleva durante elcombate. La potencia del movimiento se multiplica siel objetivo lleva un objeto.
id-282,20,8,"Attacco che fa cadere lo strumento del bersaglio,impedendone l’uso nella lotta. La sua potenzaaumenta se il Pokémon colpito ha uno strumento."
id-282,20,9,"The user slaps down the target’s held item, and thatitem can’t be used in that battle. The move doesmore damage if the target has a held item."
id-282,20,11,相手の　持ち物を　はたき　落として戦闘が　終わるまで　使えなくする。物を持つ　相手には　ダメージが増す。
id-282,20,12,拍落对手的持有物，直到战斗结束都不能使用。对手携带道具时会增加伤害。
id-283,20,1,あいての　ＨＰが　じぶんの　ＨＰとおなじ　くらいに　なるようにダメージを　あたえる。
id-283,20,3,상대의 HP가 자신의 HP와같아지도록데미지를 준다.
id-283,20,4,給予傷害，使對手的ＨＰ變得和自己的ＨＰ一樣。
id-283,20,5,Une attaque qui réduit les PV de l’ennemi au niveaudes PV du lanceur.
id-283,20,6,"Trifft nur, wenn KP des Anwenders geringer als KP desZieles sind. Senkt dessen KP auf die Höhe der KP desAnwenders."
id-283,20,7,Reduce los PS del objetivo para que igualen a los delatacante.
id-283,20,8,Attacco che riduce i PS del bersaglio a unaquantità pari ai PS di chi lo usa.
id-283,20,9,This attack move cuts down the target’s HP to equalthe user’s HP.
id-283,20,11,相手の　ＨＰが　自分の　ＨＰと同じくらいに　なるようにダメージを　与える。
id-283,20,12,给予伤害，使对手的ＨＰ变得和自己的ＨＰ一样。
id-284,20,1,いかりを　ばくはつ　させて　あいてをこうげきする。　じぶんの　ＨＰが　すくないほど　わざの　いりょくは　さがる。
id-284,20,3,분노를 폭발시켜 상대를공격한다. 자신의 HP가적을수록 기술의 위력이 떨어진다.
id-284,20,4,爆發怒火攻擊對手。自己的ＨＰ越少，招式的威力越小。
id-284,20,5,"Le lanceur laisse exploser sa colère.Plus ses PV sont bas, moins l’attaque est puissante."
id-284,20,6,"Explosiver Angriff gegen gegnerische Pokémon.Je höher die KP des Anwenders sind, desto mehrSchaden wird angerichtet."
id-284,20,7,"Furia explosiva. Cuanto menor sea el número de PS delusuario, menos daño hará el ataque. "
id-284,20,8,Attacco impetuoso ed esplosivo la cui potenzaè proporzionale ai PS di chi lo usa.
id-284,20,9,"The user attacks opposing Pokémon with explosivefury. The lower the user’s HP, the lower themove’s power."
id-284,20,11,怒りを　爆発させて　相手を攻撃する。　自分の　ＨＰが少ないほど　技の　威力は　さがる。
id-284,20,12,爆发怒火攻击对手。自己的ＨＰ越少，招式的威力越小。
id-285,20,1,ちょうのうりょくで　じぶんの　とくせいとあいての　とくせいを　いれかえる。
id-285,20,3,초능력으로 자신의 특성과상대의 특성을 바꾼다.
id-285,20,4,用超能力將自己和對手的特性互相交換。
id-285,20,5,Le lanceur utilise ses pouvoirs psychiques pour échangerson talent avec la cible.
id-285,20,6,Anwender tauscht seine Fähigkeit mit der des Zieles.
id-285,20,7,Usa el poder psíquico para intercambiar habilidadescon el objetivo.
id-285,20,8,Chi la usa sfrutta i suoi poteri psichici per scambiarel’abilità con il bersaglio.
id-285,20,9,The user employs its psychic power to exchangeAbilities with the target.
id-285,20,11,超能力で　自分の　特性と相手の　特性を　入れ替える。
id-285,20,12,利用超能力互换自己和对手的特性。
id-286,20,1,あいてが　じぶんと　おなじ　わざをおぼえていたら　あいてだけそのわざを　つかえなく　する。
id-286,20,3,상대가 자신과 같은 기술을배웠다면 상대만 그 기술을사용할 수 없게 한다.
id-286,20,4,如果對手也學會了和自己相同的招式，則對手將不能使用該招式。
id-286,20,5,"Si l’ennemi et le lanceur ont des capacités en commun,l’ennemi ne pourra pas les utiliser."
id-286,20,6,"Hindert Gegner am Einsatz von Attacken, die derAnwender selbst auch kennt."
id-286,20,7,Impide a los contrincantes usar ataques conocidos porel usuario durante el combate.
id-286,20,8,Chi la usa impedisce al nemico di usare mosseche conoscono entrambi.
id-286,20,9,"If opposing Pokémon know any move also known bythe user, they are prevented from using it."
id-286,20,11,相手が　自分と　同じ　技をおぼえていたら　相手だけその技を　使えなくする。
id-286,20,12,如果对手有和自己相同的招式，那么只有对手无法使用该招式。
id-287,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-287,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-287,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-287,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-287,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-287,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-287,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-287,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-287,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-287,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-288,20,1,あいての　わざで　ひんしに　されたときおんねんを　かけてそのわざの　ＰＰを　０に　する。
id-288,20,3,상대의 기술로 기절하면원념을 담아그 기술의 PP를 0으로 만든다.
id-288,20,4,因為對手的招式而陷入瀕死時，施加怨念，讓該招式的ＰＰ變成０。
id-288,20,5,"Si le lanceur est mis K.O., sa rancune épuise les PPde la capacité utilisée par l’ennemi pour le mettre K.O."
id-288,20,6,"Bei K.O. des Anwenders werden die AP der Attacke,durch die er besiegt wurde, auf 0 herabgesetzt."
id-288,20,7,"Si el usuario se debilita al recibir un ataque, todos losPP de este último ataque serán eliminados."
id-288,20,8,"Se chi la usa va KO, i PP della mossa nemicache lo ha messo fuori gioco si azzerano."
id-288,20,9,"If the user faints, the user’s grudge fully depletesthe PP of the opponent’s move that knocked it out."
id-288,20,11,相手の　技で　ひんしに　されたときおんねんを　かけてその技の　ＰＰを　０に　する。
id-288,20,12,因对手的招式而陷入濒死时给对手施加怨念，让该招式的ＰＰ变成０。
id-289,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-289,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-289,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-289,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-289,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-289,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-289,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-289,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-289,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-289,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-290,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-290,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-290,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-290,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-290,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-290,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-290,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-290,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-290,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-290,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-291,20,1,１ターンめで　もぐり　２ターンめにうきあがって　こうげきする。
id-291,20,3,1턴째에 잠수했다가 2턴째에떠올라 공격한다.
id-291,20,4,使用後的第１回合潛入水中，並於第２回合浮上來進行攻擊。
id-291,20,5,Le lanceur plonge sous l’eau au premier touret frappe au second.
id-291,20,6,Anwender taucht in Runde 1 ab und greift in Runde 2aus der Tiefe an.
id-291,20,7,El usuario se sumerge en el primer turno y ataca en elsegundo.
id-291,20,8,Chi la usa si tuffa in acqua per emergeree attaccare al turno successivo.
id-291,20,9,"Diving on the first turn, the user floats up andattacks on the next turn."
id-291,20,11,１ターン目で　潜り　２ターン目に浮きあがって　攻撃する。
id-291,20,12,第１回合潜入，第２回合浮上来进行攻击。
id-292,20,1,ひらいた　りょうてであいてを　つっぱって　こうげきする。２ー５かいの　あいだ　れんぞくで　だす。
id-292,20,3,펼친 양손으로상대를 번갈아 쳐서 공격한다.2-5회 동안 연속으로 쓴다.
id-292,20,4,用張開的雙手猛推對手進行攻擊。連續攻擊２～５次。
id-292,20,5,Un déluge de coups adressés avec la paume qui frappede deux à cinq fois d’affilée.
id-292,20,6,"Schläge mit geradem Arm, die das Ziel zwei- bisfünfmal treffen."
id-292,20,7,Fuertes empujones que golpean de dos a cinco vecesseguidas.
id-292,20,8,Raffica di ceffoni che colpisce da due acinque volte di fila.
id-292,20,9,The user lets loose a flurry of open-palmed armthrusts that hit two to five times in a row.
id-292,20,11,ひらいた　両手で相手を　つっぱって　攻撃する。２ー５回の　間　連続で　だす。
id-292,20,12,用张开着的双手猛推对手进行攻击。连续攻击２～５次。
id-293,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-293,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-293,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-293,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-293,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-293,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-293,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-293,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-293,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-293,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-294,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-294,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-294,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-294,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-294,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-294,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-294,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-294,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-294,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-294,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-295,20,1,まばゆい　ひかりを　ときはなってこうげきする。　あいての　とくぼうをさげることが　ある。
id-295,20,3,눈부신 빛을 발산하여공격한다. 상대의 특수방어를떨어뜨릴 때가 있다.
id-295,20,4,放出耀眼的光芒進行攻擊。有時會降低對手的特防。
id-295,20,5,Le lanceur libère un éclair lumineux.Peut aussi baisser la Défense Spéciale de l’ennemi.
id-295,20,6,"Angriff mit einem grellem Licht, der dieSpezial-Verteidigung des Zieles eventuell senkt."
id-295,20,7,Fogonazo de luz que puede bajar la Defensa Especialdel objetivo.
id-295,20,8,Chi la usa scatena un’esplosione abbaglianteche può anche ridurre la Difesa Specialedel Pokémon colpito.
id-295,20,9,The user lets loose a damaging burst of light. Thismay also lower the target’s Sp. Def stat.
id-295,20,11,まばゆい　光を解放して　攻撃する。相手の　特防を　さげることが　ある。
id-295,20,12,释放耀眼的光芒进行攻击。有时会降低对手的特防。
id-296,20,1,きりじょうの　うもうで　つつみこみこうげきする。　あいての　とくこうをさげることが　ある。
id-296,20,3,안개의 깃털로 둘러싸공격한다. 상대의 특수공격을떨어뜨릴 때가 있다.
id-296,20,4,將霧狀的羽毛聚集成團進行攻擊。有時會降低對手的特攻。
id-296,20,5,Une bulle de brume inflige des dégâts à l’ennemi.Peut aussi réduire son Attaque Spéciale.
id-296,20,6,Angriff mit einer Nebelwolke aus Daunen. Senkteventuell den Spezial-Angriff des Zieles.
id-296,20,7,Banco de niebla que puede bajar el Ataque Especial delobjetivo.
id-296,20,8,Una sfera di nebbia avvolge e danneggia il bersaglio.Può anche ridurne l’Attacco Speciale.
id-296,20,9,A mist-like flurry of down envelops and damages thetarget. This may also lower the target’s Sp. Atk stat.
id-296,20,11,霧状の　羽毛で　包みこみ攻撃する。相手の　特攻を　さげることが　ある。
id-296,20,12,用围绕着雾状羽毛的球进行攻击。有时会降低对手的特攻。
id-297,20,1,うもうを　ふりまいてあいての　からだに　からませる。あいての　こうげきを　がくっと　さげる。
id-297,20,3,깃털을 흩뿌려상대의 몸에 휘감는다.상대의 공격을 크게 떨어뜨린다.
id-297,20,4,撒出羽毛，纏住對手的身體。大幅降低對手的攻擊。
id-297,20,5,Une montagne de plumes ensevelit l’ennemiet réduit beaucoup son Attaque.
id-297,20,6,Hüllt das Ziel in Daunen und senkt dessenAngriffs-Wert stark.
id-297,20,7,Envuelve al objetivo con un manto de plumas para reducir mucho su Ataque.
id-297,20,8,Chi la usa circonda il bersaglio con un turbiniodi piume riducendo di molto il suo Attacco.
id-297,20,9,The user covers the target’s body with a mass ofdown that harshly lowers its Attack stat.
id-297,20,11,羽毛を　ふりまいて相手の　体に　からませる。相手の　攻撃を　がくっと　さげる。
id-297,20,12,撒出羽毛，笼罩在对手的周围。大幅降低对手的攻击。
id-298,20,1,フラフラと　ダンスを　おどってじぶんの　まわりに　いるものをこんらん　じょうたいに　させる。
id-298,20,3,흔들흔들 댄스를 춰서주위에 있는 포켓몬을혼란 상태로 만든다.
id-298,20,4,搖搖晃晃地跳起舞，讓自己周圍的寶可夢陷入混亂狀態。
id-298,20,5,Danse qui rend confus tous les Pokémon autourdu lanceur.
id-298,20,6,"Ein Wackeltanz, der alle Pokémon im Umkreis verwirrt."
id-298,20,7,Danza histérica que confunde a los Pokémon que estánalrededor del usuario.
id-298,20,8,Chi la usa esegue una danza goffa che confondetutti i Pokémon attorno.
id-298,20,9,The user performs a wobbly dance that confusesthe Pokémon around it.
id-298,20,11,フラフラと　ダンスを　おどって自分の　周りに　いるものを混乱状態に　させる。
id-298,20,12,摇摇晃晃地跳起舞蹈，让自己周围的宝可梦陷入混乱状态。
id-299,20,1,こうげきした　あいてをやけど　じょうたいに　することが　ある。きゅうしょにも　あたりやすい。
id-299,20,3,공격한 상대를화상 상태로 만들 때가 있다.급소에도 맞기 쉽다.
id-299,20,4,有時會讓受到攻擊的對手陷入灼傷狀態。且容易擊中要害。
id-299,20,5,Le lanceur envoie un coup de pied au taux de critiquesélevé. Peut aussi brûler la cible.
id-299,20,6,Starker Tritt mit hoher Volltrefferquote. Verursachteventuell Verbrennungen.
id-299,20,7,Patada que suele ser un golpe crítico y puede causarquemaduras.
id-299,20,8,Chi la usa tira un calcio. Probabile brutto colpo.Può anche scottare il bersaglio.
id-299,20,9,The user launches a kick that lands a critical hitmore easily. This may also leave the target witha burn.
id-299,20,11,攻撃した　相手をやけど状態に　することが　ある。急所にも　当たりやすい。
id-299,20,12,攻击对手后，有时会使其陷入灼伤状态。也容易击中要害。
id-300,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-300,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-300,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-300,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-300,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-300,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-300,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-300,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-300,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-300,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-301,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-301,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-301,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-301,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-301,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-301,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-301,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-301,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-301,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-301,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-302,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
id-302,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
id-302,20,4,無法使用此招式。雖然忘記後將無法再想起來，但還是建議忘記此招式。
id-302,20,5,"Cette capacité ne peut pas être utilisée.Il est recommandé de l’oublier, même s’il seraimpossible de se la remémorer une fois oubliée."
id-302,20,6,"Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aber,dass es sich danach nicht wieder an sie erinnern kann."
id-302,20,7,"Este movimiento no se puede usar, por lo que seríamejor olvidarlo, aunque eso implique que no se puedarecordar posteriormente."
id-302,20,8,"Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttavia,una volta dimenticata, non potrà più essere ricordata."
id-302,20,9,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered."
id-302,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
id-302,20,12,无法使用这个招式。虽然忘记之后就再也想不起来了，但还是建议忘记这个招式。
id-303,20,1,なまけて　やすむ。じぶんの　ＨＰを　さいだい　ＨＰのはんぶん　かいふく　する。
id-303,20,3,게으름 피우며 쉰다.자신의 HP를 최대 HP의절반만큼 회복한다.
id-303,20,4,偷懶休息。回復自己最大ＨＰ的一半。
id-303,20,5,Le lanceur se tourne les pouces et récupèrejusqu’à la moitié de ses PV max.
id-303,20,6,Durch Müßiggang werden KP des Anwenders um 50 %der maximalen KP aufgefüllt.
id-303,20,7,El usuario se relaja y restaura la mitad de sus PS máximos.
id-303,20,8,Chi la usa si rilassa recuperando metà dei propriPS massimi.
id-303,20,9,"The user slacks off, restoring its own HP by up tohalf of its max HP."
id-303,20,11,怠けて　やすむ。自分の　ＨＰを　最大ＨＰの半分　回復する。
id-303,20,12,偷懒休息。回复自己最大ＨＰ的一半。
id-304,20,1,うるさく　ひびく　おおきな　しんどうをあいてに　あたえて　こうげきする。
id-304,20,3,시끄럽게 울리는 큰 진동을상대에게 전달하여 공격한다.
id-304,20,4,製造出震耳欲聾的巨大聲波攻擊對手。
id-304,20,5,Le lanceur pousse un cri dont l’écho terrifianta le pouvoir d’infliger des dégâts à l’ennemi.
id-304,20,6,"Eine laute Attacke, bei der gegnerische Pokémon mitSchallwellen angegriffen werden."
id-304,20,7,Grito desgarrador que inflige daño al objetivo. 
id-304,20,8,Chi la usa lancia un urlo straziante che danneggiai nemici intorno a sé.
id-304,20,9,The user lets loose a horribly echoing shout withthe power to inflict damage.
id-304,20,11,うるさく　響く　大きな　振動を相手に　与えて　攻撃する。
id-304,20,12,给予对手又吵又响的巨大震动进行攻击。
id-305,20,1,どくの　ある　キバであいてに　かみついて　こうげきする。もうどくを　おわせる　ことが　ある。
id-305,20,3,독이 있는 이빨로상대를 물어서 공격한다.맹독을 주입할 때가 있다.
id-305,20,4,用有毒的牙齒咬住對手進行攻擊。有時會讓對手陷入劇毒狀態。
id-305,20,5,Le lanceur mord l’ennemi de ses crocs toxiques.Peut aussi l’empoisonner gravement.
id-305,20,6,Angriff mit giftigen Reißzähnen. Das Ziel wird eventuellschwer vergiftet.
id-305,20,7,Colmillos tóxicos que pueden envenenar gravemente alobjetivo.
id-305,20,8,Chi la usa morde il bersaglio con denti avvelenatiche possono anche iperavvelenarlo.
id-305,20,9,The user bites the target with toxic fangs. This mayalso leave the target badly poisoned.
id-305,20,11,毒の　ある　キバで相手に　かみついて　攻撃する。猛毒を　おわせる　ことが　ある。
id-305,20,12,用有毒的牙齿咬住对手进行攻击。有时会使对手中剧毒。
