item,local_language,name
id-99,5,Fossile Racine
id-99,6,Wurzelfossil
id-99,7,Fósil Raíz
id-99,8,Radifossile
id-99,9,Root Fossil
id-99,11,ねっこのカセキ
id-99,12,根状化石
id-100,1,ツメのカセキ
id-100,3,발톱화석
id-100,4,爪子化石
id-100,5,Fossile Griffe
id-100,6,Klauenfossil
id-100,7,Fósil Garra
id-100,8,Fossilunghia
id-100,9,Claw Fossil
id-100,11,ツメのカセキ
id-100,12,爪子化石
id-101,1,かいのカセキ
id-101,3,조개화석
id-101,4,貝殼化石
id-101,5,Nautile
id-101,6,Helixfossil
id-101,7,Fósil Hélix
id-101,8,Helixfossile
id-101,9,Helix Fossil
id-101,11,かいのカセキ
id-101,12,贝壳化石
id-102,1,こうらのカセキ
id-102,3,껍질화석
id-102,4,甲殼化石
id-102,5,Fossile Dôme
id-102,6,Domfossil
id-102,7,Fósil Domo
id-102,8,Domofossile
id-102,9,Dome Fossil
id-102,11,こうらのカセキ
id-102,12,甲壳化石
id-103,1,ひみつのコハク
id-103,3,비밀의호박
id-103,4,秘密琥珀
id-103,5,Vieil Ambre
id-103,6,Altbernstein
id-103,7,Ámbar Viejo
id-103,8,Ambra antica
id-103,9,Old Amber
id-103,11,ひみつのコハク
id-103,12,秘密琥珀
id-104,1,たてのカセキ
id-104,3,방패의화석
id-104,4,盾甲化石
id-104,5,Fossile Armure
id-104,6,Panzerfossil
id-104,7,Fósil Coraza
id-104,8,Fossilscudo
id-104,9,Armor Fossil
id-104,11,たてのカセキ
id-104,12,盾甲化石
id-105,1,ずがいのカセキ
id-105,3,두개의화석
id-105,4,頭蓋化石
id-105,5,Fossile Crâne
id-105,6,Kopffossil
id-105,7,Fósil Cráneo
id-105,8,Fossilcranio
id-105,9,Skull Fossil
id-105,11,ずがいのカセキ
id-105,12,头盖化石
id-106,1,きちょうなホネ
id-106,3,귀중한뼈
id-106,4,貴重骨頭
id-106,5,Os Rare
id-106,6,Steinknochen
id-106,7,Hueso Raro
id-106,8,Osso Raro
id-106,9,Rare Bone
id-106,11,きちょうなホネ
id-106,12,贵重骨头
id-107,1,ひかりのいし
id-107,3,빛의돌
id-107,4,光之石
id-107,5,Pierre Éclat
id-107,6,Leuchtstein
id-107,7,Piedra Día
id-107,8,Pietrabrillo
id-107,9,Shiny Stone
id-107,11,ひかりのいし
id-107,12,光之石
id-108,1,やみのいし
id-108,3,어둠의돌
id-108,4,暗之石
id-108,5,Pierre Nuit
id-108,6,Finsterstein
id-108,7,Piedra Noche
id-108,8,Neropietra
id-108,9,Dusk Stone
id-108,11,やみのいし
id-108,12,暗之石
id-109,1,めざめいし
id-109,3,각성의돌
id-109,4,覺醒之石
id-109,5,Pierre Aube
id-109,6,Funkelstein
id-109,7,Piedra Alba
id-109,8,Pietralbore
id-109,9,Dawn Stone
id-109,11,めざめいし
id-109,12,觉醒之石
id-110,1,まんまるいし
id-110,3,동글동글돌
id-110,4,渾圓之石
id-110,5,Pierre Ovale
id-110,6,Ovaler Stein
id-110,7,Piedra Oval
id-110,8,Pietraovale
id-110,9,Oval Stone
id-110,11,まんまるいし
id-110,12,浑圆之石
id-111,1,かなめいし
id-111,3,쐐기돌
id-111,4,楔石
id-111,5,Clé de Voûte
id-111,6,Spiritkern
id-111,7,Piedra Espíritu
id-111,8,Roccianima
id-111,9,Odd Keystone
id-111,11,かなめいし
id-111,12,楔石
id-112,1,こんごうだま
id-112,3,금강옥
id-112,4,金剛寶珠
id-112,5,Orbe Adamant
id-112,6,Adamant-Orb
id-112,7,Diamansfera
id-112,8,Adamasfera
id-112,9,Adamant Orb
id-112,11,こんごうだま
id-112,12,金刚宝珠
id-113,1,しらたま
id-113,3,백옥
id-113,4,白玉寶珠
id-113,5,Orbe Perlé
id-113,6,Weiß-Orb
id-113,7,Lustresfera
id-113,8,Splendisfera
id-113,9,Lustrous Orb
id-113,11,しらたま
id-113,12,白玉宝珠
id-114,1,グラスメール
id-114,5,Lettre Herbe
id-114,6,Wiesenbrief
id-114,7,Carta Hierba
id-114,8,Mess. Erba
id-114,9,Grass Mail
id-115,1,フレイムメール
id-115,5,Lettre Feu
id-115,6,Feuerbrief
id-115,7,Carta Fuego
id-115,8,Mess. Fiamma
id-115,9,Flame Mail
id-116,1,ブルーメール
id-116,5,Lettre Mer
id-116,6,Wasserbrief
id-116,7,Carta Pompas
id-116,8,Mess. Bolla
id-116,9,Bubble Mail
id-117,1,ブルームメール
id-117,5,Lett. Pétale
id-117,6,Blütenbrief
id-117,7,Carta Flores
id-117,8,Mess. Petalo
id-117,9,Bloom Mail
id-118,1,トンネルメール
id-118,5,Lettre Mine
id-118,6,Minenbrief
id-118,7,Carta Mina
id-118,8,Mess. Tunnel
id-118,9,Tunnel Mail
id-119,1,スチールメール
id-119,5,Lettre Acier
id-119,6,Stahlbrief
id-119,7,Carta Acero
id-119,8,Mess. Lega
id-119,9,Steel Mail
id-120,1,ラブラブメール
id-120,5,Lettre Coeur
id-120,6,Rosabrief
id-120,7,Car. Corazón
id-120,8,Mess. Cuore
id-120,9,Heart Mail
id-121,1,ブリザードメール
id-121,5,Lettre Neige
id-121,6,Schneebrief
id-121,7,Carta Nieve
id-121,8,Mess. Neve
id-121,9,Snow Mail
id-122,1,スペースメール
id-122,5,Lettre Cosmo
id-122,6,Sternbrief
id-122,7,Car. Sideral
id-122,8,Mess. Spazio
id-122,9,Space Mail
id-123,1,エアメール
id-123,5,Lettre Avion
id-123,6,Luftbrief
id-123,7,Carta Aérea
id-123,8,Mess. Aereo
id-123,9,Air Mail
id-124,1,モザイクメール
id-124,5,Lettremosaïk
id-124,6,Mosaikbrief
id-124,7,Car. Mosaico
id-124,8,Mess. Iride
id-124,9,Mosaic Mail
id-125,1,ブリックメール
id-125,5,Lettre Brik
id-125,6,Ziegelbrief
id-125,7,Carta Pared
id-125,8,Mess. Muro
id-125,9,Brick Mail
id-126,1,クラボのみ
id-126,3,버치열매
id-126,4,櫻子果
id-126,5,Baie Ceriz
id-126,6,Amrenabeere
id-126,7,Baya Zreza
id-126,8,Baccaliegia
id-126,9,Cheri Berry
id-126,11,クラボのみ
id-126,12,樱子果
id-127,1,カゴのみ
id-127,3,유루열매
id-127,4,零餘果
id-127,5,Baie Maron
id-127,6,Maronbeere
id-127,7,Baya Atania
id-127,8,Baccastagna
id-127,9,Chesto Berry
id-127,11,カゴのみ
id-127,12,零余果
id-128,1,モモンのみ
id-128,3,복슝열매
id-128,4,桃桃果
id-128,5,Baie Pêcha
id-128,6,Pirsifbeere
id-128,7,Baya Meloc
id-128,8,Baccapesca
id-128,9,Pecha Berry
id-128,11,モモンのみ
id-128,12,桃桃果
id-129,1,チーゴのみ
id-129,3,복분열매
id-129,4,莓莓果
id-129,5,Baie Fraive
id-129,6,Fragiabeere
id-129,7,Baya Safre
id-129,8,Baccafrago
id-129,9,Rawst Berry
id-129,11,チーゴのみ
id-129,12,莓莓果
id-130,1,ナナシのみ
id-130,3,배리열매
id-130,4,利木果
id-130,5,Baie Willia
id-130,6,Wilbirbeere
id-130,7,Baya Perasi
id-130,8,Baccaperina
id-130,9,Aspear Berry
id-130,11,ナナシのみ
id-130,12,利木果
id-131,1,ヒメリのみ
id-131,3,과사열매
id-131,4,蘋野果
id-131,5,Baie Mepo
id-131,6,Jonagobeere
id-131,7,Baya Zanama
id-131,8,Baccamela
id-131,9,Leppa Berry
id-131,11,ヒメリのみ
id-131,12,苹野果
id-132,1,オレンのみ
id-132,3,오랭열매
id-132,4,橙橙果
id-132,5,Baie Oran
id-132,6,Sinelbeere
id-132,7,Baya Aranja
id-132,8,Baccarancia
id-132,9,Oran Berry
id-132,11,オレンのみ
id-132,12,橙橙果
id-133,1,キーのみ
id-133,3,시몬열매
id-133,4,柿仔果
id-133,5,Baie Kika
id-133,6,Persimbeere
id-133,7,Baya Caquic
id-133,8,Baccaki
id-133,9,Persim Berry
id-133,11,キーのみ
id-133,12,柿仔果
id-134,1,ラムのみ
id-134,3,리샘열매
id-134,4,木子果
id-134,5,Baie Prine
id-134,6,Prunusbeere
id-134,7,Baya Ziuela
id-134,8,Baccaprugna
id-134,9,Lum Berry
id-134,11,ラムのみ
id-134,12,木子果
id-135,1,オボンのみ
id-135,3,자뭉열매
id-135,4,文柚果
id-135,5,Baie Sitrus
id-135,6,Tsitrubeere
id-135,7,Baya Zidra
id-135,8,Baccacedro
id-135,9,Sitrus Berry
id-135,11,オボンのみ
id-135,12,文柚果
id-136,1,フィラのみ
id-136,3,무화열매
id-136,4,勿花果
id-136,5,Baie Figuy
id-136,6,Giefebeere
id-136,7,Baya Higog
id-136,8,Baccafico
id-136,9,Figy Berry
id-136,11,フィラのみ
id-136,12,勿花果
id-137,1,ウイのみ
id-137,3,위키열매
id-137,4,異奇果
id-137,5,Baie Wiki
id-137,6,Wikibeere
id-137,7,Baya Wiki
id-137,8,Baccakiwi
id-137,9,Wiki Berry
id-137,11,ウイのみ
id-137,12,异奇果
id-138,1,マゴのみ
id-138,3,마고열매
id-138,4,芒芒果
id-138,5,Baie Mago
id-138,6,Magobeere
id-138,7,Baya Ango
id-138,8,Baccamango
id-138,9,Mago Berry
id-138,11,マゴのみ
id-138,12,芒芒果
id-139,1,バンジのみ
id-139,3,아바열매
id-139,4,樂芭果
id-139,5,Baie Gowav
id-139,6,Gauvebeere
id-139,7,Baya Guaya
id-139,8,Baccaguava
id-139,9,Aguav Berry
id-139,11,バンジのみ
id-139,12,乐芭果
id-140,1,イアのみ
id-140,3,파야열매
id-140,4,芭亞果
id-140,5,Baie Papaya
id-140,6,Yapabeere
id-140,7,Baya Pabaya
id-140,8,Baccapaia
id-140,9,Iapapa Berry
id-140,11,イアのみ
id-140,12,芭亚果
id-141,1,ズリのみ
id-141,3,라즈열매
id-141,4,蔓莓果
id-141,5,Baie Framby
id-141,6,Himmihbeere
id-141,7,Baya Frambu
id-141,8,Baccalampon
id-141,9,Razz Berry
id-141,11,ズリのみ
id-141,12,蔓莓果
id-142,1,ブリーのみ
id-142,3,블리열매
id-142,4,墨莓果
id-142,5,Baie Remu
id-142,6,Morbbeere
id-142,7,Baya Oram
id-142,8,Baccamora
id-142,9,Bluk Berry
id-142,11,ブリーのみ
id-142,12,墨莓果
id-143,1,ナナのみ
id-143,3,나나열매
id-143,4,蕉香果
id-143,5,Baie Nanab
id-143,6,Nanabbeere
id-143,7,Baya Latano
id-143,8,Baccabana
id-143,9,Nanab Berry
id-143,11,ナナのみ
id-143,12,蕉香果
id-144,1,セシナのみ
id-144,3,서배열매
id-144,4,西梨果
id-144,5,Baie Repoi
id-144,6,Nirbebeere
id-144,7,Baya Peragu
id-144,8,Baccapera
id-144,9,Wepear Berry
id-144,11,セシナのみ
id-144,12,西梨果
id-145,1,パイルのみ
id-145,3,파인열매
id-145,4,凰梨果
id-145,5,Baie Nanana
id-145,6,Sananabeere
id-145,7,Baya Pinia
id-145,8,Baccananas
id-145,9,Pinap Berry
id-145,11,パイルのみ
id-145,12,凰梨果
id-146,1,ザロクのみ
id-146,3,유석열매
id-146,4,榴石果
id-146,5,Baie Grena
id-146,6,Granabeere
id-146,7,Baya Grana
id-146,8,Baccagrana
id-146,9,Pomeg Berry
id-146,11,ザロクのみ
id-146,12,榴石果
id-147,1,ネコブのみ
id-147,3,시마열매
id-147,4,藻根果
id-147,5,Baie Alga
id-147,6,Setangbeere
id-147,7,Baya Algama
id-147,8,Baccalga
id-147,9,Kelpsy Berry
id-147,11,ネコブのみ
id-147,12,藻根果
id-148,1,タポルのみ
id-148,3,파비열매
id-148,4,比巴果
id-148,5,Baie Qualot
id-148,6,Qualotbeere
id-148,7,Baya Ispero
id-148,8,Baccaloquat
id-148,9,Qualot Berry
id-148,11,タポルのみ
id-148,12,比巴果
id-149,1,ロメのみ
id-149,3,로매열매
id-149,4,哈密果
id-149,5,Baie Lonme
id-149,6,Honmelbeere
id-149,7,Baya Meluce
id-149,8,Baccamelon
id-149,9,Hondew Berry
id-149,11,ロメのみ
id-149,12,哈密果
id-150,1,ウブのみ
id-150,3,또뽀열매
id-150,4,萄葡果
id-150,5,Baie Résin
id-150,6,Labrusbeere
id-150,7,Baya Uvav
id-150,8,Baccauva
id-150,9,Grepa Berry
id-150,11,ウブのみ
id-150,12,萄葡果
id-151,1,マトマのみ
id-151,3,토망열매
id-151,4,茄番果
id-151,5,Baie Tamato
id-151,6,Tamotbeere
id-151,7,Baya Tamate
id-151,8,Baccamodoro
id-151,9,Tamato Berry
id-151,11,マトマのみ
id-151,12,茄番果
id-152,1,モコシのみ
id-152,3,수숙열매
id-152,4,玉黍果
id-152,5,Baie Siam
id-152,6,Saimbeere
id-152,7,Baya Mais
id-152,8,Baccavena
id-152,9,Cornn Berry
id-152,11,モコシのみ
id-152,12,玉黍果
id-153,1,ゴスのみ
id-153,3,고스티열매
id-153,4,岳竹果
id-153,5,Baie Mangou
id-153,6,Magostbeere
id-153,7,Baya Aostan
id-153,8,Baccagostan
id-153,9,Magost Berry
id-153,11,ゴスのみ
id-153,12,岳竹果
id-154,1,ラブタのみ
id-154,3,라부탐열매
id-154,4,茸丹果
id-154,5,Baie Rabuta
id-154,6,Rabutabeere
id-154,7,Baya Rautan
id-154,8,Baccambutan
id-154,9,Rabuta Berry
id-154,11,ラブタのみ
id-154,12,茸丹果
id-155,1,ノメルのみ
id-155,3,노멜열매
id-155,4,檬檸果
id-155,5,Baie Tronci
id-155,6,Tronzibeere
id-155,7,Baya Monli
id-155,8,Baccalemon
id-155,9,Nomel Berry
id-155,11,ノメルのみ
id-155,12,檬柠果
id-156,1,ノワキのみ
id-156,3,메호키열매
id-156,4,刺角果
id-156,5,Baie Kiwan
id-156,6,Kiwanbeere
id-156,7,Baya Wikano
id-156,8,Baccamelos
id-156,9,Spelon Berry
id-156,11,ノワキのみ
id-156,12,刺角果
id-157,1,シーヤのみ
id-157,3,자야열매
id-157,4,椰木果
id-157,5,Baie Palma
id-157,6,Pallmbeere
id-157,7,Baya Plama
id-157,8,Baccapalma
id-157,9,Pamtre Berry
id-157,11,シーヤのみ
id-157,12,椰木果
id-158,1,カイスのみ
id-158,3,슈박열매
id-158,4,瓜西果
id-158,5,Baie Stekpa
id-158,6,Wasmelbeere
id-158,7,Baya Sambia
id-158,8,Baccacomero
id-158,9,Watmel Berry
id-158,11,カイスのみ
id-158,12,瓜西果
id-159,1,ドリのみ
id-159,3,두리열매
id-159,4,金枕果
id-159,5,Baie Durin
id-159,6,Durinbeere
id-159,7,Baya Rudion
id-159,8,Baccadurian
id-159,9,Durin Berry
id-159,11,ドリのみ
id-159,12,金枕果
id-160,1,ベリブのみ
id-160,3,루베열매
id-160,4,靛莓果
id-160,5,Baie Myrte
id-160,6,Myrtilbeere
id-160,7,Baya Andano
id-160,8,Baccartillo
id-160,9,Belue Berry
id-160,11,ベリブのみ
id-160,12,靛莓果
id-161,1,オッカのみ
id-161,3,오카열매
id-161,4,巧可果
id-161,5,Baie Chocco
id-161,6,Koakobeere
id-161,7,Baya Caoca
id-161,8,Baccacao
id-161,9,Occa Berry
id-161,11,オッカのみ
id-161,12,巧可果
id-162,1,イトケのみ
id-162,3,꼬시개열매
id-162,4,千香果
id-162,5,Baie Pocpoc
id-162,6,Foepasbeere
id-162,7,Baya Pasio
id-162,8,Baccapasflo
id-162,9,Passho Berry
id-162,11,イトケのみ
id-162,12,千香果
id-163,1,ソクノのみ
id-163,3,초나열매
id-163,4,燭木果
id-163,5,Baie Parma
id-163,6,Kerzalbeere
id-163,7,Baya Gualot
id-163,8,Baccaparmen
id-163,9,Wacan Berry
id-163,11,ソクノのみ
id-163,12,烛木果
id-164,1,リンドのみ
id-164,3,린드열매
id-164,4,羅子果
id-164,5,Baie Ratam
id-164,6,Grindobeere
id-164,7,Baya Tamar
id-164,8,Baccarindo
id-164,9,Rindo Berry
id-164,11,リンドのみ
id-164,12,罗子果
id-165,1,ヤチェのみ
id-165,3,플카열매
id-165,4,番荔果
id-165,5,Baie Nanone
id-165,6,Kiroyabeere
id-165,7,Baya Rimoya
id-165,8,Baccamoya
id-165,9,Yache Berry
id-165,11,ヤチェのみ
id-165,12,番荔果
id-166,1,ヨプのみ
id-166,3,로플열매
id-166,4,蓮蒲果
id-166,5,Baie Pomroz
id-166,6,Rospelbeere
id-166,7,Baya Pomaro
id-166,8,Baccarosmel
id-166,9,Chople Berry
id-166,11,ヨプのみ
id-166,12,莲蒲果
id-167,1,ビアーのみ
id-167,3,으름열매
id-167,4,通通果
id-167,5,Baie Kébia
id-167,6,Grarzbeere
id-167,7,Baya Kebia
id-167,8,Baccakebia
id-167,9,Kebia Berry
id-167,11,ビアーのみ
id-167,12,通通果
id-168,1,シュカのみ
id-168,3,슈캐열매
id-168,4,腰木果
id-168,5,Baie Jouca
id-168,6,Schukebeere
id-168,7,Baya Acardo
id-168,8,Baccanaca
id-168,9,Shuca Berry
id-168,11,シュカのみ
id-168,12,腰木果
id-169,1,バコウのみ
id-169,3,바코열매
id-169,4,稜瓜果
id-169,5,Baie Cobaba
id-169,6,Kobabeere
id-169,7,Baya Kouba
id-169,8,Baccababa
id-169,9,Coba Berry
id-169,11,バコウのみ
id-169,12,棱瓜果
id-170,1,ウタンのみ
id-170,3,야파열매
id-170,4,福祿果
id-170,5,Baie Yapap
id-170,6,Pyapabeere
id-170,7,Baya Payapa
id-170,8,Baccapayapa
id-170,9,Payapa Berry
id-170,11,ウタンのみ
id-170,12,福禄果
id-171,1,タンガのみ
id-171,3,리체열매
id-171,4,扁櫻果
id-171,5,Baie Panga
id-171,6,Tanigabeere
id-171,7,Baya Yecana
id-171,8,Baccaitan
id-171,9,Tanga Berry
id-171,11,タンガのみ
id-171,12,扁樱果
id-172,1,ヨロギのみ
id-172,3,루미열매
id-172,4,草蠶果
id-172,5,Baie Charti
id-172,6,Chiaribeere
id-172,7,Baya Alcho
id-172,8,Baccaciofo
id-172,9,Charti Berry
id-172,11,ヨロギのみ
id-172,12,草蚕果
id-173,1,カシブのみ
id-173,3,수불열매
id-173,4,佛柑果
id-173,5,Baie Sédra
id-173,6,Zitarzbeere
id-173,7,Baya Drasi
id-173,8,Baccacitrus
id-173,9,Kasib Berry
id-173,11,カシブのみ
id-173,12,佛柑果
id-174,1,ハバンのみ
id-174,3,하반열매
id-174,4,莓榴果
id-174,5,Baie Fraigo
id-174,6,Terirobeere
id-174,7,Baya Anjiro
id-174,8,Baccahaban
id-174,9,Haban Berry
id-174,11,ハバンのみ
id-174,12,莓榴果
id-175,1,ナモのみ
id-175,3,마코열매
id-175,4,刺耳果
id-175,5,Baie Lampou
id-175,6,Burleobeere
id-175,7,Baya Dillo
id-175,8,Baccaxan
id-175,9,Colbur Berry
id-175,11,ナモのみ
id-175,12,刺耳果
id-176,1,リリバのみ
id-176,3,바리비열매
id-176,4,霹霹果
id-176,5,Baie Babiri
id-176,6,Babiribeere
id-176,7,Baya Baribá
id-176,8,Baccababiri
id-176,9,Babiri Berry
id-176,11,リリバのみ
id-176,12,霹霹果
id-177,1,ホズのみ
id-177,3,카리열매
id-177,4,燈漿果
id-177,5,Baie Zalis
id-177,6,Latchibeere
id-177,7,Baya Chilan
id-177,8,Baccacinlan
id-177,9,Chilan Berry
id-177,11,ホズのみ
id-177,12,灯浆果
id-178,1,チイラのみ
id-178,3,치리열매
id-178,4,枝荔果
id-178,5,Baie Lichii
id-178,6,Lydzibeere
id-178,7,Baya Lichi
id-178,8,Baccalici
id-178,9,Liechi Berry
id-178,11,チイラのみ
id-178,12,枝荔果
id-179,1,リュガのみ
id-179,3,용아열매
id-179,4,龍睛果
id-179,5,Baie Lingan
id-179,6,Linganbeere
id-179,7,Baya Gonlan
id-179,8,Baccalongan
id-179,9,Ganlon Berry
id-179,11,リュガのみ
id-179,12,龙睛果
id-180,1,カムラのみ
id-180,3,캄라열매
id-180,4,沙鱗果
id-180,5,Baie Sailak
id-180,6,Salkabeere
id-180,7,Baya Aslac
id-180,8,Baccasalak
id-180,9,Salac Berry
id-180,11,カムラのみ
id-180,12,沙鳞果
id-181,1,ヤタピのみ
id-181,3,야타비열매
id-181,4,龍火果
id-181,5,Baie Pitaye
id-181,6,Tahaybeere
id-181,7,Baya Yapati
id-181,8,Baccapitaya
id-181,9,Petaya Berry
id-181,11,ヤタピのみ
id-181,12,龙火果
id-182,1,ズアのみ
id-182,3,규살열매
id-182,4,杏仔果
id-182,5,Baie Abriko
id-182,6,Apikobeere
id-182,7,Baya Aricoc
id-182,8,Baccacocca
id-182,9,Apicot Berry
id-182,11,ズアのみ
id-182,12,杏仔果
id-183,1,サンのみ
id-183,3,랑사열매
id-183,4,蘭薩果
id-183,5,Baie Lansat
id-183,6,Lansatbeere
id-183,7,Baya Zonlan
id-183,8,Baccalangsa
id-183,9,Lansat Berry
id-183,11,サンのみ
id-183,12,兰萨果
id-184,1,スターのみ
id-184,3,스타열매
id-184,4,星桃果
id-184,5,Baie Frista
id-184,6,Krambobeere
id-184,7,Baya Arabol
id-184,8,Baccambola
id-184,9,Starf Berry
id-184,11,スターのみ
id-184,12,星桃果
id-185,1,ナゾのみ
id-185,3,의문열매
id-185,4,謎芝果
id-185,5,Baie Enigma
id-185,6,Enigmabeere
id-185,7,Baya Enigma
id-185,8,Baccaenigma
id-185,9,Enigma Berry
id-185,11,ナゾのみ
id-185,12,谜芝果
id-186,1,ミクルのみ
id-186,3,미클열매
id-186,4,奇秘果
id-186,5,Baie Micle
id-186,6,Wunfrubeere
id-186,7,Baya Lagro
id-186,8,Baccaracolo
id-186,9,Micle Berry
id-186,11,ミクルのみ
id-186,12,奇秘果
id-187,1,イバンのみ
id-187,3,애슈열매
id-187,4,釋陀果
id-187,5,Baie Chérim
id-187,6,Eipfelbeere
id-187,7,Baya Chiri
id-187,8,Baccacrela
id-187,9,Custap Berry
id-187,11,イバンのみ
id-187,12,释陀果
id-188,1,ジャポのみ
id-188,3,자보열매
id-188,4,嘉珍果
id-188,5,Baie Jaboca
id-188,6,Jabocabeere
id-188,7,Baya Jaboca
id-188,8,Baccajaba
id-188,9,Jaboca Berry
id-188,11,ジャポのみ
id-188,12,嘉珍果
id-189,1,レンブのみ
id-189,3,애터열매
id-189,4,霧蓮果
id-189,5,Baie Pommo
id-189,6,Roselbeere
id-189,7,Baya Magua
id-189,8,Baccaroam
id-189,9,Rowap Berry
id-189,11,レンブのみ
id-189,12,雾莲果
id-190,1,ひかりのこな
id-190,3,반짝가루
id-190,4,光粉
id-190,5,Poudre Claire
id-190,6,Blendpuder
id-190,7,Polvo Brillo
id-190,8,Luminpolvere
id-190,9,Bright Powder
id-190,11,ひかりのこな
id-190,12,光粉
id-191,1,しろいハーブ
id-191,3,하양허브
id-191,4,白色香草
id-191,5,Herbe Blanche
id-191,6,Schlohkraut
id-191,7,Hierba Blanca
id-191,8,Erbachiara
id-191,9,White Herb
id-191,11,しろいハーブ
id-191,12,白色香草
id-192,1,きょうせいギプス
id-192,3,교정깁스
id-192,4,強制鍛鍊器
id-192,5,Bracelet Macho
id-192,6,Machoband
id-192,7,Brazal Firme
id-192,8,Crescicappa
id-192,9,Macho Brace
id-192,11,きょうせいギプス
id-192,12,强制锻炼器
id-193,1,がくしゅうそうち
id-193,3,학습장치
id-193,4,學習裝置
id-193,5,Multi Exp
id-193,6,EP-Teiler
id-193,7,Repartir Exp
id-193,8,Condividi esp.
id-193,9,Exp. Share
id-193,11,がくしゅうそうち
id-193,12,学习装置
id-194,1,せんせいのツメ
id-194,3,선제공격손톱
id-194,4,先制之爪
id-194,5,Vive Griffe
id-194,6,Flinkklaue
id-194,7,Garra Rápida
id-194,8,Rapidartigli
id-194,9,Quick Claw
id-194,11,せんせいのツメ
id-194,12,先制之爪
id-195,1,やすらぎのすず
id-195,3,평온의방울
id-195,4,安撫之鈴
id-195,5,Grelot Zen
id-195,6,Sanftglocke
id-195,7,Cascabel Alivio
id-195,8,Calmanella
id-195,9,Soothe Bell
id-195,11,やすらぎのすず
id-195,12,安抚之铃
id-196,1,メンタルハーブ
id-196,3,멘탈허브
id-196,4,心靈香草
id-196,5,Herbe Mental
id-196,6,Mentalkraut
id-196,7,Hierba Mental
id-196,8,Mentalerba
id-196,9,Mental Herb
id-196,11,メンタルハーブ
id-196,12,心灵香草
id-197,1,こだわりハチマキ
id-197,3,구애머리띠
id-197,4,講究頭帶
id-197,5,Bandeau Choix
id-197,6,Wahlband
id-197,7,Cinta Elección
id-197,8,Bendascelta
id-197,9,Choice Band
id-197,11,こだわりハチマキ
id-197,12,讲究头带
id-198,1,おうじゃのしるし
id-198,3,왕의징표석
id-198,4,王者之證
id-198,5,Roche Royale
id-198,6,King-Stein
id-198,7,Roca del Rey
id-198,8,Roccia di Re
id-198,9,King’s Rock
id-198,11,おうじゃのしるし
id-198,12,王者之证
id-199,1,ぎんのこな
id-199,3,은빛가루
id-199,4,銀粉
id-199,5,Poudre Argentée
id-199,6,Silberstaub
id-199,7,Polvo Plata
id-199,8,Argenpolvere
id-199,9,Silver Powder
id-199,11,ぎんのこな
id-199,12,银粉
id-200,1,おまもりこばん
id-200,3,부적금화
id-200,4,護符金幣
id-200,5,Pièce Rune
id-200,6,Münzamulett
id-200,7,Moneda Amuleto
id-200,8,Monetamuleto
id-200,9,Amulet Coin
id-200,11,おまもりこばん
id-200,12,护符金币
id-201,1,きよめのおふだ
id-201,3,순결의부적
id-201,4,潔淨之符
id-201,5,Rune Purifiante
id-201,6,Schutzband
id-201,7,Amuleto
id-201,8,Velopuro
id-201,9,Cleanse Tag
id-201,11,きよめのおふだ
id-201,12,洁净之符
id-202,1,こころのしずく
id-202,3,마음의물방울
id-202,4,心之水滴
id-202,5,Rosée Âme
id-202,6,Seelentau
id-202,7,Rocío Bondad
id-202,8,Cuorugiada
id-202,9,Soul Dew
id-202,11,こころのしずく
id-202,12,心之水滴
id-203,1,しんかいのキバ
id-203,3,심해의이빨
id-203,4,深海之牙
id-203,5,Dent Océan
id-203,6,Abysszahn
id-203,7,Diente Marino
id-203,8,Dente Abissi
id-203,9,Deep Sea Tooth
id-203,11,しんかいのキバ
id-203,12,深海之牙
id-204,1,しんかいのウロコ
id-204,3,심해의비늘
id-204,4,深海鱗片
id-204,5,Écaille Océan
id-204,6,Abyssplatte
id-204,7,Escama Marina
id-204,8,Squamabissi
id-204,9,Deep Sea Scale
id-204,11,しんかいのウロコ
id-204,12,深海鳞片
id-205,1,けむりだま
id-205,3,연막탄
id-205,4,煙霧球
id-205,5,Boule Fumée
id-205,6,Rauchball
id-205,7,Bola de Humo
id-205,8,Palla Fumo
id-205,9,Smoke Ball
id-205,11,けむりだま
id-205,12,烟雾球
id-206,1,かわらずのいし
id-206,3,변함없는돌
id-206,4,不變之石
id-206,5,Pierre Stase
id-206,6,Ewigstein
id-206,7,Piedra Eterna
id-206,8,Pietrastante
id-206,9,Everstone
id-206,11,かわらずのいし
id-206,12,不变之石
id-207,1,きあいのハチマキ
id-207,3,기합의머리띠
id-207,4,氣勢頭帶
id-207,5,Bandeau
id-207,6,Fokusband
id-207,7,Cinta Focus
id-207,8,Bandana
id-207,9,Focus Band
id-207,11,きあいのハチマキ
id-207,12,气势头带
id-208,1,しあわせタマゴ
id-208,3,행복의알
id-208,4,幸運蛋
id-208,5,Œuf Chance
id-208,6,Glücks-Ei
id-208,7,Huevo Suerte
id-208,8,Fortunuovo
id-208,9,Lucky Egg
id-208,11,しあわせタマゴ
id-208,12,幸运蛋
id-209,1,ピントレンズ
id-209,3,초점렌즈
id-209,4,焦點鏡
id-209,5,Lentilscope
id-209,6,Scope-Linse
id-209,7,Periscopio
id-209,8,Mirino
id-209,9,Scope Lens
id-209,11,ピントレンズ
id-209,12,焦点镜
id-210,1,メタルコート
id-210,3,금속코트
id-210,4,金屬膜
