move,local_language,name
id-103,7,Chirrido
id-103,8,Stridio
id-103,9,Screech
id-103,11,いやなおと
id-103,12,刺耳声
id-104,1,かげぶんしん
id-104,3,그림자분신
id-104,4,影子分身
id-104,5,Reflet
id-104,6,Doppelteam
id-104,7,Doble Equipo
id-104,8,Doppioteam
id-104,9,Double Team
id-104,11,かげぶんしん
id-104,12,影子分身
id-105,1,じこさいせい
id-105,3,HP회복
id-105,4,自我再生
id-105,5,Soin
id-105,6,Genesung
id-105,7,Recuperación
id-105,8,Ripresa
id-105,9,Recover
id-105,11,じこさいせい
id-105,12,自我再生
id-106,1,かたくなる
id-106,3,단단해지기
id-106,4,變硬
id-106,5,Armure
id-106,6,Härtner
id-106,7,Fortaleza
id-106,8,Rafforzatore
id-106,9,Harden
id-106,11,かたくなる
id-106,12,变硬
id-107,1,ちいさくなる
id-107,3,작아지기
id-107,4,變小
id-107,5,Lilliput
id-107,6,Komprimator
id-107,7,Reducción
id-107,8,Minimizzato
id-107,9,Minimize
id-107,11,ちいさくなる
id-107,12,变小
id-108,1,えんまく
id-108,3,연막
id-108,4,煙幕
id-108,5,Brouillard
id-108,6,Rauchwolke
id-108,7,Pantalla de Humo
id-108,8,Muro di Fumo
id-108,9,Smokescreen
id-108,11,えんまく
id-108,12,烟幕
id-109,1,あやしいひかり
id-109,3,이상한빛
id-109,4,奇異之光
id-109,5,Onde Folie
id-109,6,Konfusstrahl
id-109,7,Rayo Confuso
id-109,8,Stordiraggio
id-109,9,Confuse Ray
id-109,11,あやしいひかり
id-109,12,奇异之光
id-110,1,からにこもる
id-110,3,껍질에숨기
id-110,4,縮入殼中
id-110,5,Repli
id-110,6,Panzerschutz
id-110,7,Refugio
id-110,8,Ritirata
id-110,9,Withdraw
id-110,11,からにこもる
id-110,12,缩入壳中
id-111,1,まるくなる
id-111,3,웅크리기
id-111,4,變圓
id-111,5,Boul’Armure
id-111,6,Einigler
id-111,7,Rizo Defensa
id-111,8,Ricciolscudo
id-111,9,Defense Curl
id-111,11,まるくなる
id-111,12,变圆
id-112,1,バリアー
id-112,3,배리어
id-112,4,屏障
id-112,5,Bouclier
id-112,6,Barriere
id-112,7,Barrera
id-112,8,Barriera
id-112,9,Barrier
id-112,11,バリアー
id-112,12,屏障
id-113,1,ひかりのかべ
id-113,3,빛의장막
id-113,4,光牆
id-113,5,Mur Lumière
id-113,6,Lichtschild
id-113,7,Pantalla de Luz
id-113,8,Schermoluce
id-113,9,Light Screen
id-113,11,ひかりのかべ
id-113,12,光墙
id-114,1,くろいきり
id-114,3,흑안개
id-114,4,黑霧
id-114,5,Buée Noire
id-114,6,Dunkelnebel
id-114,7,Niebla
id-114,8,Nube
id-114,9,Haze
id-114,11,くろいきり
id-114,12,黑雾
id-115,1,リフレクター
id-115,3,리플렉터
id-115,4,反射壁
id-115,5,Protection
id-115,6,Reflektor
id-115,7,Reflejo
id-115,8,Riflesso
id-115,9,Reflect
id-115,11,リフレクター
id-115,12,反射壁
id-116,1,きあいだめ
id-116,3,기충전
id-116,4,聚氣
id-116,5,Puissance
id-116,6,Energiefokus
id-116,7,Foco Energía
id-116,8,Focalenergia
id-116,9,Focus Energy
id-116,11,きあいだめ
id-116,12,聚气
id-117,1,がまん
id-117,3,참기
id-117,4,忍耐
id-117,5,Patience
id-117,6,Geduld
id-117,7,Venganza
id-117,8,Pazienza
id-117,9,Bide
id-117,11,がまん
id-117,12,忍耐
id-118,1,ゆびをふる
id-118,3,손가락흔들기
id-118,4,揮指
id-118,5,Métronome
id-118,6,Metronom
id-118,7,Metrónomo
id-118,8,Metronomo
id-118,9,Metronome
id-118,11,ゆびをふる
id-118,12,挥指
id-119,1,オウムがえし
id-119,3,따라하기
id-119,4,鸚鵡學舌
id-119,5,Mimique
id-119,6,Spiegeltrick
id-119,7,Espejo
id-119,8,Speculmossa
id-119,9,Mirror Move
id-119,11,オウムがえし
id-119,12,鹦鹉学舌
id-120,1,じばく
id-120,3,자폭
id-120,4,自爆
id-120,5,Destruction
id-120,6,Finale
id-120,7,Autodestrucción
id-120,8,Autodistruzione
id-120,9,Self-Destruct
id-120,11,じばく
id-120,12,自爆
id-121,1,タマゴばくだん
id-121,3,알폭탄
id-121,4,炸蛋
id-121,5,Bombe Œuf
id-121,6,Eierbombe
id-121,7,Bomba Huevo
id-121,8,Uovobomba
id-121,9,Egg Bomb
id-121,11,タマゴばくだん
id-121,12,炸蛋
id-122,1,したでなめる
id-122,3,핥기
id-122,4,舌舔
id-122,5,Léchouille
id-122,6,Schlecker
id-122,7,Lengüetazo
id-122,8,Leccata
id-122,9,Lick
id-122,11,したでなめる
id-122,12,舌舔
id-123,1,スモッグ
id-123,3,스모그
id-123,4,濁霧
id-123,5,Purédpois
id-123,6,Smog
id-123,7,Polución
id-123,8,Smog
id-123,9,Smog
id-123,11,スモッグ
id-123,12,浊雾
id-124,1,ヘドロこうげき
id-124,3,오물공격
id-124,4,污泥攻擊
id-124,5,Détritus
id-124,6,Schlammbad
id-124,7,Residuos
id-124,8,Fango
id-124,9,Sludge
id-124,11,ヘドロこうげき
id-124,12,污泥攻击
id-125,1,ホネこんぼう
id-125,3,뼈다귀치기
id-125,4,骨棒
id-125,5,Massd’Os
id-125,6,Knochenkeule
id-125,7,Hueso Palo
id-125,8,Ossoclava
id-125,9,Bone Club
id-125,11,ホネこんぼう
id-125,12,骨棒
id-126,1,だいもんじ
id-126,3,불대문자
id-126,4,大字爆炎
id-126,5,Déflagration
id-126,6,Feuersturm
id-126,7,Llamarada
id-126,8,Fuocobomba
id-126,9,Fire Blast
id-126,11,だいもんじ
id-126,12,大字爆炎
id-127,1,たきのぼり
id-127,3,폭포오르기
id-127,4,攀瀑
id-127,5,Cascade
id-127,6,Kaskade
id-127,7,Cascada
id-127,8,Cascata
id-127,9,Waterfall
id-127,11,たきのぼり
id-127,12,攀瀑
id-128,1,からではさむ
id-128,3,껍질끼우기
id-128,4,貝殼夾擊
id-128,5,Claquoir
id-128,6,Schnapper
id-128,7,Tenaza
id-128,8,Tenaglia
id-128,9,Clamp
id-128,11,からではさむ
id-128,12,贝壳夹击
id-129,1,スピードスター
id-129,3,스피드스타
id-129,4,高速星星
id-129,5,Météores
id-129,6,Sternschauer
id-129,7,Rapidez
id-129,8,Comete
id-129,9,Swift
id-129,11,スピードスター
id-129,12,高速星星
id-130,1,ロケットずつき
id-130,3,로케트박치기
id-130,4,火箭頭錘
id-130,5,Coud’Krâne
id-130,6,Schädelwumme
id-130,7,Cabezazo
id-130,8,Capocciata
id-130,9,Skull Bash
id-130,11,ロケットずつき
id-130,12,火箭头锤
id-131,1,とげキャノン
id-131,3,가시대포
id-131,4,尖刺加農炮
id-131,5,Picanon
id-131,6,Dornkanone
id-131,7,Clavo Cañón
id-131,8,Sparalance
id-131,9,Spike Cannon
id-131,11,とげキャノン
id-131,12,尖刺加农炮
id-132,1,からみつく
id-132,3,휘감기
id-132,4,纏繞
id-132,5,Constriction
id-132,6,Umklammerung
id-132,7,Restricción
id-132,8,Limitazione
id-132,9,Constrict
id-132,11,からみつく
id-132,12,缠绕
id-133,1,ドわすれ
id-133,3,망각술
id-133,4,瞬間失憶
id-133,5,Amnésie
id-133,6,Amnesie
id-133,7,Amnesia
id-133,8,Amnesia
id-133,9,Amnesia
id-133,11,ドわすれ
id-133,12,瞬间失忆
id-134,1,スプーンまげ
id-134,3,숟가락휘기
id-134,4,折彎湯匙
id-134,5,Télékinésie
id-134,6,Psykraft
id-134,7,Kinético
id-134,8,Cinèsi
id-134,9,Kinesis
id-134,11,スプーンまげ
id-134,12,折弯汤匙
id-135,1,タマゴうみ
id-135,3,알낳기
id-135,4,生蛋
id-135,5,E-Coque
id-135,6,Weichei
id-135,7,Amortiguador
id-135,8,Covauova
id-135,9,Soft-Boiled
id-135,11,タマゴうみ
id-135,12,生蛋
id-136,1,とびひざげり
id-136,3,무릎차기
id-136,4,飛膝踢
id-136,5,Pied Voltige
id-136,6,Turmkick
id-136,7,Pat. Salto Alta
id-136,8,Calcinvolo
id-136,9,High Jump Kick
id-136,11,とびひざげり
id-136,12,飞膝踢
id-137,1,へびにらみ
id-137,3,뱀눈초리
id-137,4,大蛇瞪眼
id-137,5,Regard Médusant
id-137,6,Schlangenblick
id-137,7,Deslumbrar
id-137,8,Sguardo Feroce
id-137,9,Glare
id-137,11,へびにらみ
id-137,12,大蛇瞪眼
id-138,1,ゆめくい
id-138,3,꿈먹기
id-138,4,食夢
id-138,5,Dévorêve
id-138,6,Traumfresser
id-138,7,Comesueños
id-138,8,Mangiasogni
id-138,9,Dream Eater
id-138,11,ゆめくい
id-138,12,食梦
id-139,1,どくガス
id-139,3,독가스
id-139,4,毒瓦斯
id-139,5,Gaz Toxik
id-139,6,Giftwolke
id-139,7,Gas Venenoso
id-139,8,Velenogas
id-139,9,Poison Gas
id-139,11,どくガス
id-139,12,毒瓦斯
id-140,1,たまなげ
id-140,3,구슬던지기
id-140,4,投球
id-140,5,Pilonnage
id-140,6,Stakkato
id-140,7,Bombardeo
id-140,8,Attacco Pioggia
id-140,9,Barrage
id-140,11,たまなげ
id-140,12,投球
id-141,1,きゅうけつ
id-141,3,흡혈
id-141,4,吸血
id-141,5,Vampirisme
id-141,6,Blutsauger
id-141,7,Chupavidas
id-141,8,Sanguisuga
id-141,9,Leech Life
id-141,11,きゅうけつ
id-141,12,吸血
id-142,1,あくまのキッス
id-142,3,악마의키스
id-142,4,惡魔之吻
id-142,5,Grobisou
id-142,6,Todeskuss
id-142,7,Beso Amoroso
id-142,8,Demonbacio
id-142,9,Lovely Kiss
id-142,11,あくまのキッス
id-142,12,恶魔之吻
id-143,1,ゴッドバード
id-143,3,불새
id-143,4,神鳥猛擊
id-143,5,Piqué
id-143,6,Himmelsfeger
id-143,7,Ataque Aéreo
id-143,8,Aeroattacco
id-143,9,Sky Attack
id-143,11,ゴッドバード
id-143,12,神鸟猛击
id-144,1,へんしん
id-144,3,변신
id-144,4,變身
id-144,5,Morphing
id-144,6,Wandler
id-144,7,Transformación
id-144,8,Trasformazione
id-144,9,Transform
id-144,11,へんしん
id-144,12,变身
id-145,1,あわ
id-145,3,거품
id-145,4,泡沫
id-145,5,Écume
id-145,6,Blubber
id-145,7,Burbuja
id-145,8,Bolla
id-145,9,Bubble
id-145,11,あわ
id-145,12,泡沫
id-146,1,ピヨピヨパンチ
id-146,3,잼잼펀치
id-146,4,迷昏拳
id-146,5,Uppercut
id-146,6,Irrschlag
id-146,7,Puño Mareo
id-146,8,Stordipugno
id-146,9,Dizzy Punch
id-146,11,ピヨピヨパンチ
id-146,12,迷昏拳
id-147,1,キノコのほうし
id-147,3,버섯포자
id-147,4,蘑菇孢子
id-147,5,Spore
id-147,6,Pilzspore
id-147,7,Espora
id-147,8,Spora
id-147,9,Spore
id-147,11,キノコのほうし
id-147,12,蘑菇孢子
id-148,1,フラッシュ
id-148,3,플래시
id-148,4,閃光
id-148,5,Flash
id-148,6,Blitz
id-148,7,Destello
id-148,8,Flash
id-148,9,Flash
id-148,11,フラッシュ
id-148,12,闪光
id-149,1,サイコウェーブ
id-149,3,사이코웨이브
id-149,4,精神波
id-149,5,Vague Psy
id-149,6,Psywelle
id-149,7,Psicoonda
id-149,8,Psiconda
id-149,9,Psywave
id-149,11,サイコウェーブ
id-149,12,精神波
id-150,1,はねる
id-150,3,튀어오르기
id-150,4,躍起
id-150,5,Trempette
id-150,6,Platscher
id-150,7,Salpicadura
id-150,8,Splash
id-150,9,Splash
id-150,11,はねる
id-150,12,跃起
id-151,1,とける
id-151,3,녹기
id-151,4,溶化
id-151,5,Acidarmure
id-151,6,Säurepanzer
id-151,7,Armadura Ácida
id-151,8,Scudo Acido
id-151,9,Acid Armor
id-151,11,とける
id-151,12,溶化
id-152,1,クラブハンマー
id-152,3,찝게햄머
id-152,4,蟹鉗錘
id-152,5,Pince-Masse
id-152,6,Krabbhammer
id-152,7,Martillazo
id-152,8,Martellata
id-152,9,Crabhammer
id-152,11,クラブハンマー
id-152,12,蟹钳锤
id-153,1,だいばくはつ
id-153,3,대폭발
id-153,4,大爆炸
id-153,5,Explosion
id-153,6,Explosion
id-153,7,Explosión
id-153,8,Esplosione
id-153,9,Explosion
id-153,11,だいばくはつ
id-153,12,大爆炸
id-154,1,みだれひっかき
id-154,3,마구할퀴기
id-154,4,亂抓
id-154,5,Combo-Griffe
id-154,6,Kratzfurie
id-154,7,Golpes Furia
id-154,8,Sfuriate
id-154,9,Fury Swipes
id-154,11,みだれひっかき
id-154,12,乱抓
id-155,1,ホネブーメラン
id-155,3,뼈다귀부메랑
id-155,4,骨頭回力鏢
id-155,5,Osmerang
id-155,6,Knochmerang
id-155,7,Huesomerang
id-155,8,Ossomerang
id-155,9,Bonemerang
id-155,11,ホネブーメラン
id-155,12,骨头回力镖
id-156,1,ねむる
id-156,3,잠자기
id-156,4,睡覺
id-156,5,Repos
id-156,6,Erholung
id-156,7,Descanso
id-156,8,Riposo
id-156,9,Rest
id-156,11,ねむる
id-156,12,睡觉
id-157,1,いわなだれ
id-157,3,스톤샤워
id-157,4,岩崩
id-157,5,Éboulement
id-157,6,Steinhagel
id-157,7,Avalancha
id-157,8,Frana
id-157,9,Rock Slide
id-157,11,いわなだれ
id-157,12,岩崩
id-158,1,ひっさつまえば
id-158,3,필살앞니
id-158,4,必殺門牙
id-158,5,Croc de Mort
id-158,6,Hyperzahn
id-158,7,Hipercolmillo
id-158,8,Iperzanna
id-158,9,Hyper Fang
id-158,11,ひっさつまえば
id-158,12,必杀门牙
id-159,1,かくばる
id-159,3,각지기
id-159,4,稜角化
id-159,5,Affûtage
id-159,6,Schärfer
id-159,7,Afilar
id-159,8,Affilatore
id-159,9,Sharpen
id-159,11,かくばる
id-159,12,棱角化
id-160,1,テクスチャー
id-160,3,텍스처
id-160,4,紋理
id-160,5,Conversion
id-160,6,Umwandlung
id-160,7,Conversión
id-160,8,Conversione
id-160,9,Conversion
id-160,11,テクスチャー
id-160,12,纹理
id-161,1,トライアタック
id-161,3,트라이어택
id-161,4,三重攻擊
id-161,5,Triplattaque
id-161,6,Triplette
id-161,7,Triataque
id-161,8,Tripletta
id-161,9,Tri Attack
id-161,11,トライアタック
id-161,12,三重攻击
id-162,1,いかりのまえば
id-162,3,분노의앞니
id-162,4,憤怒門牙
id-162,5,Croc Fatal
id-162,6,Superzahn
id-162,7,Superdiente
id-162,8,Superzanna
id-162,9,Super Fang
id-162,11,いかりのまえば
id-162,12,愤怒门牙
id-163,1,きりさく
id-163,3,베어가르기
id-163,4,劈開
id-163,5,Tranche
id-163,6,Schlitzer
id-163,7,Cuchillada
id-163,8,Lacerazione
id-163,9,Slash
id-163,11,きりさく
id-163,12,劈开
id-164,1,みがわり
id-164,3,대타출동
id-164,4,替身
id-164,5,Clonage
id-164,6,Delegator
id-164,7,Sustituto
id-164,8,Sostituto
id-164,9,Substitute
id-164,11,みがわり
id-164,12,替身
id-165,1,わるあがき
id-165,3,발버둥
id-165,4,掙扎
id-165,5,Lutte
id-165,6,Verzweifler
id-165,7,Forcejeo
id-165,8,Scontro
id-165,9,Struggle
id-165,11,わるあがき
id-165,12,挣扎
id-166,1,スケッチ
id-166,3,스케치
id-166,4,寫生
id-166,5,Gribouille
id-166,6,Nachahmer
id-166,7,Esquema
id-166,8,Schizzo
id-166,9,Sketch
id-166,11,スケッチ
id-166,12,写生
id-167,1,トリプルキック
id-167,3,트리플킥
id-167,4,三連踢
id-167,5,Triple Pied
id-167,6,Dreifachkick
id-167,7,Triple Patada
id-167,8,Triplocalcio
id-167,9,Triple Kick
id-167,11,トリプルキック
id-167,12,三连踢
id-168,1,どろぼう
id-168,3,도둑질
id-168,4,小偷
id-168,5,Larcin
id-168,6,Raub
id-168,7,Ladrón
id-168,8,Furto
id-168,9,Thief
id-168,11,どろぼう
id-168,12,小偷
id-169,1,クモのす
id-169,3,거미집
id-169,4,蛛網
id-169,5,Toile
id-169,6,Spinnennetz
id-169,7,Telaraña
id-169,8,Ragnatela
id-169,9,Spider Web
id-169,11,クモのす
id-169,12,蛛网
id-170,1,こころのめ
id-170,3,마음의눈
id-170,4,心之眼
id-170,5,Lire-Esprit
id-170,6,Willensleser
id-170,7,Telépata
id-170,8,Leggimente
id-170,9,Mind Reader
id-170,11,こころのめ
id-170,12,心之眼
id-171,1,あくむ
id-171,3,악몽
id-171,4,惡夢
id-171,5,Cauchemar
id-171,6,Nachtmahr
id-171,7,Pesadilla
id-171,8,Incubo
id-171,9,Nightmare
id-171,11,あくむ
id-171,12,恶梦
id-172,1,かえんぐるま
id-172,3,화염자동차
id-172,4,火焰輪
id-172,5,Roue de Feu
id-172,6,Flammenrad
id-172,7,Rueda Fuego
id-172,8,Ruotafuoco
id-172,9,Flame Wheel
id-172,11,かえんぐるま
id-172,12,火焰轮
id-173,1,いびき
id-173,3,코골기
id-173,4,打鼾
id-173,5,Ronflement
id-173,6,Schnarcher
id-173,7,Ronquido
id-173,8,Russare
id-173,9,Snore
id-173,11,いびき
id-173,12,打鼾
id-174,1,のろい
id-174,3,저주
id-174,4,詛咒
id-174,5,Malédiction
id-174,6,Fluch
id-174,7,Maldición
id-174,8,Maledizione
id-174,9,Curse
id-174,11,のろい
id-174,12,诅咒
id-175,1,じたばた
id-175,3,바둥바둥
id-175,4,抓狂
id-175,5,Gigotage
id-175,6,Dreschflegel
id-175,7,Azote
id-175,8,Flagello
id-175,9,Flail
id-175,11,じたばた
id-175,12,抓狂
id-176,1,テクスチャー２
id-176,3,텍스처2
id-176,4,紋理２
id-176,5,Conversion 2
id-176,6,Umwandlung2
id-176,7,Conversión2
id-176,8,Conversione2
id-176,9,Conversion 2
id-176,11,テクスチャー２
id-176,12,纹理２
id-177,1,エアロブラスト
id-177,3,에어로블라스트
id-177,4,氣旋攻擊
id-177,5,Aéroblast
id-177,6,Luftstoß
id-177,7,Aerochorro
id-177,8,Aerocolpo
id-177,9,Aeroblast
id-177,11,エアロブラスト
id-177,12,气旋攻击
id-178,1,わたほうし
id-178,3,목화포자
id-178,4,棉孢子
id-178,5,Spore Coton
id-178,6,Baumwollsaat
id-178,7,Esporagodón
id-178,8,Cottonspora
id-178,9,Cotton Spore
id-178,11,わたほうし
id-178,12,棉孢子
id-179,1,きしかいせい
id-179,3,기사회생
id-179,4,起死回生
id-179,5,Contre
id-179,6,Gegenschlag
id-179,7,Inversión
id-179,8,Contropiede
id-179,9,Reversal
id-179,11,きしかいせい
id-179,12,起死回生
id-180,1,うらみ
id-180,3,원한
id-180,4,怨恨
id-180,5,Dépit
id-180,6,Groll
id-180,7,Rencor
id-180,8,Dispetto
id-180,9,Spite
id-180,11,うらみ
id-180,12,怨恨
id-181,1,こなゆき
id-181,3,눈싸라기
id-181,4,細雪
id-181,5,Poudreuse
id-181,6,Pulverschnee
id-181,7,Nieve Polvo
id-181,8,Polneve
id-181,9,Powder Snow
id-181,11,こなゆき
id-181,12,细雪
id-182,1,まもる
id-182,3,방어
id-182,4,守住
id-182,5,Abri
id-182,6,Schutzschild
id-182,7,Protección
id-182,8,Protezione
id-182,9,Protect
id-182,11,まもる
id-182,12,守住
id-183,1,マッハパンチ
id-183,3,마하펀치
id-183,4,音速拳
id-183,5,Mach Punch
id-183,6,Tempohieb
id-183,7,Ultrapuño
id-183,8,Pugnorapido
id-183,9,Mach Punch
id-183,11,マッハパンチ
id-183,12,音速拳
id-184,1,こわいかお
id-184,3,겁나는얼굴
id-184,4,鬼面
id-184,5,Grimace
id-184,6,Grimasse
id-184,7,Cara Susto
id-184,8,Visotruce
id-184,9,Scary Face
id-184,11,こわいかお
id-184,12,鬼面
id-185,1,だましうち
id-185,3,속여때리기
id-185,4,出奇一擊
id-185,5,Feinte
id-185,6,Finte
id-185,7,Finta
id-185,8,Finta
id-185,9,Feint Attack
id-185,11,だましうち
id-185,12,出奇一击
id-186,1,てんしのキッス
id-186,3,천사의키스
id-186,4,天使之吻
id-186,5,Doux Baiser
id-186,6,Bitterkuss
id-186,7,Beso Dulce
id-186,8,Dolcebacio
id-186,9,Sweet Kiss
id-186,11,てんしのキッス
id-186,12,天使之吻
id-187,1,はらだいこ
id-187,3,배북
id-187,4,腹鼓
id-187,5,Cognobidon
id-187,6,Bauchtrommel
id-187,7,Tambor
id-187,8,Panciamburo
id-187,9,Belly Drum
id-187,11,はらだいこ
id-187,12,腹鼓
id-188,1,ヘドロばくだん
id-188,3,오물폭탄
id-188,4,污泥炸彈
id-188,5,Bombe Beurk
id-188,6,Matschbombe
id-188,7,Bomba Lodo
id-188,8,Fangobomba
id-188,9,Sludge Bomb
id-188,11,ヘドロばくだん
id-188,12,污泥炸弹
id-189,1,どろかけ
id-189,3,진흙뿌리기
id-189,4,擲泥
id-189,5,Coud’Boue
id-189,6,Lehmschelle
id-189,7,Bofetón Lodo
id-189,8,Fangosberla
id-189,9,Mud-Slap
id-189,11,どろかけ
id-189,12,掷泥
id-190,1,オクタンほう
id-190,3,대포무노포
id-190,4,章魚桶炮
id-190,5,Octazooka
id-190,6,Octazooka
id-190,7,Pulpocañón
id-190,8,Octazooka
id-190,9,Octazooka
id-190,11,オクタンほう
id-190,12,章鱼桶炮
id-191,1,まきびし
id-191,3,압정뿌리기
id-191,4,撒菱
id-191,5,Picots
id-191,6,Stachler
id-191,7,Púas
id-191,8,Punte
id-191,9,Spikes
id-191,11,まきびし
id-191,12,撒菱
id-192,1,でんじほう
id-192,3,전자포
id-192,4,電磁炮
id-192,5,Élecanon
id-192,6,Blitzkanone
id-192,7,Electrocañón
id-192,8,Falcecannone
id-192,9,Zap Cannon
id-192,11,でんじほう
id-192,12,电磁炮
id-193,1,みやぶる
id-193,3,꿰뚫어보기
id-193,4,識破
id-193,5,Clairvoyance
id-193,6,Scharfblick
id-193,7,Profecía
id-193,8,Preveggenza
id-193,9,Foresight
id-193,11,みやぶる
id-193,12,识破
id-194,1,みちづれ
id-194,3,길동무
id-194,4,同命
id-194,5,Lien du Destin
id-194,6,Abgangsbund
id-194,7,Mismo Destino
id-194,8,Destinobbligato
id-194,9,Destiny Bond
id-194,11,みちづれ
id-194,12,同命
id-195,1,ほろびのうた
id-195,3,멸망의노래
id-195,4,滅亡之歌
id-195,5,Requiem
id-195,6,Abgesang
id-195,7,Canto Mortal
id-195,8,Ultimocanto
id-195,9,Perish Song
id-195,11,ほろびのうた
id-195,12,灭亡之歌
id-196,1,こごえるかぜ
id-196,3,얼다바람
id-196,4,冰凍之風
id-196,5,Vent Glace
id-196,6,Eissturm
id-196,7,Viento Hielo
id-196,8,Ventogelato
id-196,9,Icy Wind
id-196,11,こごえるかぜ
id-196,12,冰冻之风
id-197,1,みきり
id-197,3,판별
id-197,4,看穿
id-197,5,Détection
id-197,6,Scanner
id-197,7,Detección
id-197,8,Individua
id-197,9,Detect
id-197,11,みきり
id-197,12,看穿
id-198,1,ボーンラッシュ
id-198,3,본러쉬
id-198,4,骨棒亂打
id-198,5,Charge Os
id-198,6,Knochenhatz
id-198,7,Ataque Óseo
id-198,8,Ossoraffica
id-198,9,Bone Rush
id-198,11,ボーンラッシュ
id-198,12,骨棒乱打
id-199,1,ロックオン
id-199,3,록온
id-199,4,鎖定
id-199,5,Verrouillage
id-199,6,Zielschuss
id-199,7,Fijar Blanco
id-199,8,Localizza
id-199,9,Lock-On
id-199,11,ロックオン
id-199,12,锁定
id-200,1,げきりん
id-200,3,역린
id-200,4,逆鱗
id-200,5,Colère
id-200,6,Wutanfall
id-200,7,Enfado
id-200,8,Oltraggio
id-200,9,Outrage
id-200,11,げきりん
id-200,12,逆鳞
id-201,1,すなあらし
id-201,3,모래바람
id-201,4,沙暴
id-201,5,Tempête de Sable
id-201,6,Sandsturm
id-201,7,Tormenta Arena
id-201,8,Terrempesta
id-201,9,Sandstorm
id-201,11,すなあらし
id-201,12,沙暴
id-202,1,ギガドレイン
id-202,3,기가드레인
id-202,4,終極吸取
id-202,5,Giga-Sangsue
id-202,6,Gigasauger
id-202,7,Gigadrenado
id-202,8,Gigassorbimento
id-202,9,Giga Drain
id-202,11,ギガドレイン
id-202,12,终极吸取
id-203,1,こらえる
id-203,3,버티기
id-203,4,挺住
id-203,5,Ténacité
id-203,6,Ausdauer
id-203,7,Aguante
id-203,8,Resistenza
id-203,9,Endure
id-203,11,こらえる
id-203,12,挺住
id-204,1,あまえる
id-204,3,애교부리기
id-204,4,撒嬌
id-204,5,Charme
id-204,6,Charme
id-204,7,Encanto
id-204,8,Fascino
id-204,9,Charm
id-204,11,あまえる
id-204,12,撒娇
id-205,1,ころがる
id-205,3,구르기
id-205,4,滾動
id-205,5,Roulade
id-205,6,Walzer
id-205,7,Rodar
id-205,8,Rotolamento
id-205,9,Rollout
id-205,11,ころがる
id-205,12,滚动
id-206,1,みねうち
id-206,3,칼등치기
id-206,4,點到為止
id-206,5,Faux-Chage
id-206,6,Trugschlag
id-206,7,Falso Tortazo
id-206,8,Falsofinale
id-206,9,False Swipe
id-206,11,みねうち
id-206,12,点到为止
id-207,1,いばる
id-207,3,뽐내기
id-207,4,虛張聲勢
id-207,5,Vantardise
id-207,6,Angeberei
id-207,7,Contoneo
id-207,8,Bullo
id-207,9,Swagger
id-207,11,いばる
id-207,12,虚张声势
id-208,1,ミルクのみ
id-208,3,우유마시기
id-208,4,喝牛奶
id-208,5,Lait à Boire
id-208,6,Milchgetränk
id-208,7,Batido
id-208,8,Buonlatte
id-208,9,Milk Drink
id-208,11,ミルクのみ
id-208,12,喝牛奶
id-209,1,スパーク
id-209,3,스파크
id-209,4,電光
id-209,5,Étincelle
id-209,6,Funkensprung
id-209,7,Chispa
id-209,8,Scintilla
id-209,9,Spark
id-209,11,スパーク
id-209,12,电光
id-210,1,れんぞくぎり
id-210,3,연속자르기
id-210,4,連斬
id-210,5,Taillade
id-210,6,Zornklinge
id-210,7,Corte Furia
id-210,8,Tagliofuria
id-210,9,Fury Cutter
id-210,11,れんぞくぎり
id-210,12,连斩
id-211,1,はがねのつばさ
id-211,3,강철날개
id-211,4,鋼翼
id-211,5,Ailes d’Acier
id-211,6,Stahlflügel
id-211,7,Ala de Acero
id-211,8,Alacciaio
id-211,9,Steel Wing
id-211,11,はがねのつばさ
id-211,12,钢翼
id-212,1,くろいまなざし
id-212,3,검은눈빛
id-212,4,黑色目光
id-212,5,Regard Noir
id-212,6,Horrorblick
id-212,7,Mal de Ojo
id-212,8,Malosguardo
id-212,9,Mean Look
id-212,11,くろいまなざし
id-212,12,黑色目光
id-213,1,メロメロ
id-213,3,헤롱헤롱
id-213,4,迷人
id-213,5,Attraction
id-213,6,Anziehung
id-213,7,Atracción
id-213,8,Attrazione
id-213,9,Attract
id-213,11,メロメロ
id-213,12,迷人
id-214,1,ねごと
id-214,3,잠꼬대
id-214,4,夢話
id-214,5,Blabla Dodo
id-214,6,Schlafrede
id-214,7,Sonámbulo
id-214,8,Sonnolalia
id-214,9,Sleep Talk
id-214,11,ねごと
id-214,12,梦话
id-215,1,いやしのすず
id-215,3,치료방울
id-215,4,治癒鈴聲
id-215,5,Glas de Soin
id-215,6,Vitalglocke
id-215,7,Campana Cura
id-215,8,Rintoccasana
id-215,9,Heal Bell
id-215,11,いやしのすず
id-215,12,治愈铃声
id-216,1,おんがえし
id-216,3,은혜갚기
id-216,4,報恩
id-216,5,Retour
id-216,6,Rückkehr
id-216,7,Retribución
id-216,8,Ritorno
id-216,9,Return
id-216,11,おんがえし
id-216,12,报恩
id-217,1,プレゼント
id-217,3,프레젠트
id-217,4,禮物
id-217,5,Cadeau
id-217,6,Geschenk
id-217,7,Presente
id-217,8,Regalino
id-217,9,Present
id-217,11,プレゼント
id-217,12,礼物
id-218,1,やつあたり
id-218,3,화풀이
id-218,4,遷怒
id-218,5,Frustration
id-218,6,Frustration
