species,local_language,name,genus
id-790,3,코스모움,원시성포켓몬
id-790,4,科斯莫姆,原始星寶可夢
id-790,5,Cosmovum,Pokémon Proto-Étoile
id-790,6,Cosmovum,Urgestirns-Pokémon
id-790,7,Cosmoem,Pokémon Protostrella
id-790,8,Cosmoem,Pokémon Protostella
id-790,9,Cosmoem,Protostar Pokémon
id-790,11,コスモウム,げんしせいポケモン
id-790,12,科斯莫姆,原始星宝可梦
id-791,1,ソルガレオ,にちりんポケモン
id-791,3,솔가레오,일륜포켓몬
id-791,4,索爾迦雷歐,日輪寶可夢
id-791,5,Solgaleo,Pokémon Halo Solaire
id-791,6,Solgaleo,Sonnenkreis-Pokémon
id-791,7,Solgaleo,Pokémon Corona Solar
id-791,8,Solgaleo,Pokémon Solare
id-791,9,Solgaleo,Sunne Pokémon
id-791,11,ソルガレオ,にちりんポケモン
id-791,12,索尔迦雷欧,日轮宝可梦
id-792,1,ルナアーラ,がちりんポケモン
id-792,3,루나아라,월륜포켓몬
id-792,4,露奈雅拉,月輪寶可夢
id-792,5,Lunala,Pokémon Halo Lunaire
id-792,6,Lunala,Mondscheiben-Pokémon
id-792,7,Lunala,Pokémon Corona Lunar
id-792,8,Lunala,Pokémon Lunare
id-792,9,Lunala,Moone Pokémon
id-792,11,ルナアーラ,がちりんポケモン
id-792,12,露奈雅拉,月轮宝可梦
id-793,1,ウツロイド,きせいポケモン
id-793,3,텅비드,기생포켓몬
id-793,4,虛吾伊德,寄生寶可夢
id-793,5,Zéroïd,Pokémon Parasite
id-793,6,Anego,Parasiten-Pokémon
id-793,7,Nihilego,Pokémon Parásito
id-793,8,Nihilego,Pokémon Parassita
id-793,9,Nihilego,Parasite Pokémon
id-793,11,ウツロイド,きせいポケモン
id-793,12,虚吾伊德,寄生宝可梦
id-794,1,マッシブーン,ぼうちょうポケモン
id-794,3,매시붕,팽창포켓몬
id-794,4,爆肌蚊,膨脹寶可夢
id-794,5,Mouscoto,Pokémon Enflé
id-794,6,Masskito,Ausdehnungs-Pokémon
id-794,7,Buzzwole,Pokémon Hinchado
id-794,8,Buzzwole,Pokémon Gonfiacorpo
id-794,9,Buzzwole,Swollen Pokémon
id-794,11,マッシブーン,ぼうちょうポケモン
id-794,12,爆肌蚊,膨胀宝可梦
id-795,1,フェローチェ,えんびポケモン
id-795,3,페로코체,염미포켓몬
id-795,4,費洛美螂,美艷寶可夢
id-795,5,Cancrelove,Pokémon Gracile
id-795,6,Schabelle,Eleganz-Pokémon
id-795,7,Pheromosa,Pokémon Elegancia
id-795,8,Pheromosa,Pokémon Leggiadria
id-795,9,Pheromosa,Lissome Pokémon
id-795,11,フェローチェ,えんびポケモン
id-795,12,费洛美螂,美艳宝可梦
id-796,1,デンジュモク,でんしょくポケモン
id-796,3,전수목,전기장식포켓몬
id-796,4,電束木,燈飾寶可夢
id-796,5,Câblifère,Pokémon Luminaire
id-796,6,Voltriant,Illuminations-Pokémon
id-796,7,Xurkitree,Pokémon Luminaria
id-796,8,Xurkitree,Pokémon Luminaria
id-796,9,Xurkitree,Glowing Pokémon
id-796,11,デンジュモク,でんしょくポケモン
id-796,12,电束木,灯饰宝可梦
id-797,1,テッカグヤ,うちあげポケモン
id-797,3,철화구야,쏴올리기포켓몬
id-797,4,鐵火輝夜,發射寶可夢
id-797,5,Bamboiselle,Pokémon Décollage
id-797,6,Kaguron,Raketenstart-Pokémon
id-797,7,Celesteela,Pokémon Lanzamiento
id-797,8,Celesteela,Pokémon Decollo
id-797,9,Celesteela,Launch Pokémon
id-797,11,テッカグヤ,うちあげポケモン
id-797,12,铁火辉夜,发射宝可梦
id-798,1,カミツルギ,ばっとうポケモン
id-798,3,종이신도,발도포켓몬
id-798,4,紙御劍,拔刀寶可夢
id-798,5,Katagami,Pokémon Battô
id-798,6,Katagami,Schwertkunst-Pokémon
id-798,7,Kartana,Pokémon Desenvaine
id-798,8,Kartana,Pokémon Spadatratta
id-798,9,Kartana,Drawn Sword Pokémon
id-798,11,カミツルギ,ばっとうポケモン
id-798,12,纸御剑,拔刀宝可梦
id-799,1,アクジキング,あくじきポケモン
id-799,3,악식킹,악식성포켓몬
id-799,4,惡食大王,異食寶可夢
id-799,5,Engloutyran,Pokémon Bizarrovore
id-799,6,Schlingking,Gaumenfolter-Pokémon
id-799,7,Guzzlord,Pokémon Tragaldabas
id-799,8,Guzzlord,Pokémon Divoratutto
id-799,9,Guzzlord,Junkivore Pokémon
id-799,11,アクジキング,あくじきポケモン
id-799,12,恶食大王,异食宝可梦
id-800,1,ネクロズマ,プリズムポケモン
id-800,3,네크로즈마,프리즘포켓몬
id-800,4,奈克洛茲瑪,稜鏡寶可夢
id-800,5,Necrozma,Pokémon Prisme
id-800,6,Necrozma,Prisma-Pokémon
id-800,7,Necrozma,Pokémon Prisma
id-800,8,Necrozma,Pokémon Prisma
id-800,9,Necrozma,Prism Pokémon
id-800,11,ネクロズマ,プリズムポケモン
id-800,12,奈克洛兹玛,棱镜宝可梦
id-801,1,マギアナ,じんぞうポケモン
id-801,3,마기아나,인조포켓몬
id-801,4,瑪機雅娜,人造寶可夢
id-801,5,Magearna,Pokémon Artificiel
id-801,6,Magearna,Fabrikats-Pokémon
id-801,7,Magearna,Pokémon Artificial
id-801,8,Magearna,Pokémon Artificiale
id-801,9,Magearna,Artificial Pokémon
id-801,11,マギアナ,じんぞうポケモン
id-801,12,玛机雅娜,人造宝可梦
id-802,1,マーシャドー,かげすみポケモン
id-802,3,마샤도,그림자살이포켓몬
id-802,4,瑪夏多,棲影寶可夢
id-802,5,Marshadow,Pokémon Ombrefuge
id-802,6,Marshadow,Dunkelwesen-Pokémon
id-802,7,Marshadow,Pokémon Morasombra
id-802,8,Marshadow,Pokémon Vivinombra
id-802,9,Marshadow,Gloomdweller Pokémon
id-802,11,マーシャドー,かげすみポケモン
id-802,12,玛夏多,栖影宝可梦
id-803,1,ベベノム,どくばりポケモン
id-803,3,베베놈,독침포켓몬
id-803,4,毒貝比,毒針寶可夢
id-803,5,Vémini,Pokémon Vénépic
id-803,6,Venicro,Giftdorn-Pokémon
id-803,7,Poipole,Pokémon Pin Veneno
id-803,8,Poipole,Pokémon Velenago
id-803,9,Poipole,Poison Pin Pokémon
id-803,11,ベベノム,どくばりポケモン
id-803,12,毒贝比,毒针宝可梦
id-804,1,アーゴヨン,どくばりポケモン
id-804,3,아고용,독침포켓몬
id-804,4,四顎針龍,毒針寶可夢
id-804,5,Mandrillon,Pokémon Vénépic
id-804,6,Agoyon,Giftdorn-Pokémon
id-804,7,Naganadel,Pokémon Pin Veneno
id-804,8,Naganadel,Pokémon Velenago
id-804,9,Naganadel,Poison Pin Pokémon
id-804,11,アーゴヨン,どくばりポケモン
id-804,12,四颚针龙,毒针宝可梦
id-805,1,ツンデツンデ,いしがきポケモン
id-805,3,차곡차곡,돌담포켓몬
id-805,4,壘磊石,石牆寶可夢
id-805,5,Ama-Ama,Pokémon Muraille
id-805,6,Muramura,Steinmauer-Pokémon
id-805,7,Stakataka,Pokémon Muro
id-805,8,Stakataka,Pokémon Bastione
id-805,9,Stakataka,Rampart Pokémon
id-805,11,ツンデツンデ,いしがきポケモン
id-805,12,垒磊石,石墙宝可梦
id-806,1,ズガドーン,はなびポケモン
id-806,3,두파팡,불꽃놀이포켓몬
id-806,4,砰頭小丑,煙火寶可夢
id-806,5,Pierroteknik,Pokémon Artificier
id-806,6,Kopplosio,Feuerwerks-Pokémon
id-806,7,Blacephalon,Pokémon Pirotecnia
id-806,8,Blacephalon,Pokémon Pirotecnico
id-806,9,Blacephalon,Fireworks Pokémon
id-806,11,ズガドーン,はなびポケモン
id-806,12,砰头小丑,烟火宝可梦
id-807,1,ゼラオラ,じんらいポケモン
id-807,3,제라오라,신뢰포켓몬
id-807,4,捷拉奧拉,奔雷寶可夢
id-807,5,Zeraora,Pokémon Vif Éclair
id-807,6,Zeraora,Blitzsturm-Pokémon
id-807,7,Zeraora,Pokémon Fulgor
id-807,8,Zeraora,Pokémon Fulmirapido
id-807,9,Zeraora,Thunderclap Pokémon
id-807,11,ゼラオラ,じんらいポケモン
id-807,12,捷拉奥拉,奔雷宝可梦
id-808,1,メルタン,ナットポケモン
id-808,3,멜탄,너트포켓몬
id-808,4,美錄坦,螺帽寶可夢
id-808,5,Meltan,Pokémon Écrou
id-808,6,Meltan,Mutter-Pokémon
id-808,7,Meltan,Pokémon Tuerca
id-808,8,Meltan,Pokémon Bullone
id-808,9,Meltan,Hex Nut Pokémon
id-808,11,メルタン,ナットポケモン
id-808,12,美录坦,螺帽宝可梦
id-809,1,メルメタル,ナットポケモン
id-809,3,멜메탈,너트포켓몬
id-809,4,美錄梅塔,螺帽寶可夢
id-809,5,Melmetal,Pokémon Écrou
id-809,6,Melmetal,Mutter-Pokémon
id-809,7,Melmetal,Pokémon Tuerca
id-809,8,Melmetal,Pokémon Bullone
id-809,9,Melmetal,Hex Nut Pokémon
id-809,11,メルメタル,ナットポケモン
id-809,12,美录梅塔,螺帽宝可梦
id-810,1,サルノリ,こざるポケモン
id-810,3,흥나숭,꼬마원숭이포켓몬
id-810,4,敲音猴,小猴寶可夢
id-810,5,Ouistempo,Pokémon Chimpanzé
id-810,6,Chimpep,Schimpansen-Pokémon
id-810,7,Grookey,Pokémon Chimpancé
id-810,8,Grookey,Pokémon Scimpanzé
id-810,9,Grookey,Chimp Pokémon
id-810,11,サルノリ,こざるポケモン
id-810,12,敲音猴,小猴宝可梦
id-811,1,バチンキー,ビートポケモン
id-811,3,채키몽,비트포켓몬
id-811,4,啪咚猴,節拍寶可夢
id-811,5,Badabouin,Pokémon Percussions
id-811,6,Chimstix,Beat-Pokémon
id-811,7,Thwackey,Pokémon Ritmo
id-811,8,Thwackey,Pokémon Ritmo
id-811,9,Thwackey,Beat Pokémon
id-811,11,バチンキー,ビートポケモン
id-811,12,啪咚猴,节拍宝可梦
id-812,1,ゴリランダー,ドラマーポケモン
id-812,3,고릴타,드러머포켓몬
id-812,4,轟擂金剛猩,鼓手寶可夢
id-812,5,Gorythmic,Pokémon Batteur
id-812,6,Gortrom,Drummer-Pokémon
id-812,7,Rillaboom,Pokémon Percusión
id-812,8,Rillaboom,Pokémon Percussione
id-812,9,Rillaboom,Drummer Pokémon
id-812,11,ゴリランダー,ドラマーポケモン
id-812,12,轰擂金刚猩,鼓手宝可梦
id-813,1,ヒバニー,うさぎポケモン
id-813,3,염버니,토끼포켓몬
id-813,4,炎兔兒,兔子寶可夢
id-813,5,Flambino,Pokémon Lapin
id-813,6,Hopplo,Hasen-Pokémon
id-813,7,Scorbunny,Pokémon Conejo
id-813,8,Scorbunny,Pokémon Coniglio
id-813,9,Scorbunny,Rabbit Pokémon
id-813,11,ヒバニー,うさぎポケモン
id-813,12,炎兔儿,兔子宝可梦
id-814,1,ラビフット,うさぎポケモン
id-814,3,래비풋,토끼포켓몬
id-814,4,騰蹴小將,兔子寶可夢
id-814,5,Lapyro,Pokémon Lapin
id-814,6,Kickerlo,Hasen-Pokémon
id-814,7,Raboot,Pokémon Conejo
id-814,8,Raboot,Pokémon Coniglio
id-814,9,Raboot,Rabbit Pokémon
id-814,11,ラビフット,うさぎポケモン
id-814,12,腾蹴小将,兔子宝可梦
id-815,1,エースバーン,ストライカーポケモン
id-815,3,에이스번,스트라이커포켓몬
id-815,4,閃焰王牌,前鋒寶可夢
id-815,5,Pyrobut,Pokémon Buteur
id-815,6,Liberlo,Torschützen-Pokémon
id-815,7,Cinderace,Pokémon Delantero
id-815,8,Cinderace,Pokémon Cannoniere
id-815,9,Cinderace,Striker Pokémon
id-815,11,エースバーン,ストライカーポケモン
id-815,12,闪焰王牌,前锋宝可梦
id-816,1,メッソン,みずとかげポケモン
id-816,3,울머기,물도마뱀포켓몬
id-816,4,淚眼蜥,水蜥寶可夢
id-816,5,Larméléon,Pokémon Lézard’Eau
id-816,6,Memmeon,Wasserechsen-Pokémon
id-816,7,Sobble,Pokémon Acuartija
id-816,8,Sobble,Pokémon Acquacertola
id-816,9,Sobble,Water Lizard Pokémon
id-816,11,メッソン,みずとかげポケモン
id-816,12,泪眼蜥,水蜥宝可梦
id-817,1,ジメレオン,みずとかげポケモン
id-817,3,누겔레온,물도마뱀포켓몬
id-817,4,變澀蜥,水蜥寶可夢
id-817,5,Arrozard,Pokémon Lézard’Eau
id-817,6,Phlegleon,Wasserechsen-Pokémon
id-817,7,Drizzile,Pokémon Acuartija
id-817,8,Drizzile,Pokémon Acquacertola
id-817,9,Drizzile,Water Lizard Pokémon
id-817,11,ジメレオン,みずとかげポケモン
id-817,12,变涩蜥,水蜥宝可梦
id-818,1,インテレオン,エージェントポケモン
id-818,3,인텔리레온,에이전트포켓몬
id-818,4,千面避役,特工寶可夢
id-818,5,Lézargus,Pokémon Agent Secret
id-818,6,Intelleon,Geheimagenten-Pokémon
id-818,7,Inteleon,Pokémon Agente
id-818,8,Inteleon,Pokémon Agente
id-818,9,Inteleon,Secret Agent Pokémon
id-818,11,インテレオン,エージェントポケモン
id-818,12,千面避役,特工宝可梦
id-819,1,ホシガリス,ほおばりポケモン
id-819,3,탐리스,볼가득포켓몬
id-819,4,貪心栗鼠,貪吃寶可夢
id-819,5,Rongourmand,Pokémon Joufflu
id-819,6,Raffel,Raffbacken-Pokémon
id-819,7,Skwovet,Pokémon Abazón
id-819,8,Skwovet,Pokémon Guancepiene
id-819,9,Skwovet,Cheeky Pokémon
id-819,11,ホシガリス,ほおばりポケモン
id-819,12,贪心栗鼠,贪吃宝可梦
id-820,1,ヨクバリス,よくばりポケモン
id-820,3,요씽리스,욕심쟁이포켓몬
id-820,4,藏飽栗鼠,貪慾寶可夢
id-820,5,Rongrigou,Pokémon Goulu
id-820,6,Schlaraffel,Gierschlund-Pokémon
id-820,7,Greedent,Pokémon Avaricia
id-820,8,Greedent,Pokémon Ingordigia
id-820,9,Greedent,Greedy Pokémon
id-820,11,ヨクバリス,よくばりポケモン
id-820,12,藏饱栗鼠,贪欲宝可梦
id-821,1,ココガラ,ことりポケモン
id-821,3,파라꼬,아기새포켓몬
id-821,4,稚山雀,小鳥寶可夢
id-821,5,Minisange,Pokémon Minoiseau
id-821,6,Meikro,Kleinvogel-Pokémon
id-821,7,Rookidee,Pokémon Pajarito
id-821,8,Rookidee,Pokémon Uccellino
id-821,9,Rookidee,Tiny Bird Pokémon
id-821,11,ココガラ,ことりポケモン
id-821,12,稚山雀,小鸟宝可梦
id-822,1,アオガラス,カラスポケモン
id-822,3,파크로우,까마귀포켓몬
id-822,4,藍鴉,烏鴉寶可夢
id-822,5,Bleuseille,Pokémon Corbeau
id-822,6,Kranoviz,Krähen-Pokémon
id-822,7,Corvisquire,Pokémon Cuervo
id-822,8,Corvisquire,Pokémon Corvo
id-822,9,Corvisquire,Raven Pokémon
id-822,11,アオガラス,カラスポケモン
id-822,12,蓝鸦,乌鸦宝可梦
id-823,1,アーマーガア,カラスポケモン
id-823,3,아머까오,까마귀포켓몬
id-823,4,鋼鎧鴉,烏鴉寶可夢
id-823,5,Corvaillus,Pokémon Corbeau
id-823,6,Krarmor,Krähen-Pokémon
id-823,7,Corviknight,Pokémon Cuervo
id-823,8,Corviknight,Pokémon Corvo
id-823,9,Corviknight,Raven Pokémon
id-823,11,アーマーガア,カラスポケモン
id-823,12,钢铠鸦,乌鸦宝可梦
id-824,1,サッチムシ,ようちゅうポケモン
id-824,3,두루지벌레,유충포켓몬
id-824,4,索偵蟲,幼蟲寶可夢
id-824,5,Larvadar,Pokémon Larve
id-824,6,Sensect,Larven-Pokémon
id-824,7,Blipbug,Pokémon Pupa
id-824,8,Blipbug,Pokémon Coleolarva
id-824,9,Blipbug,Larva Pokémon
id-824,11,サッチムシ,ようちゅうポケモン
id-824,12,索侦虫,幼虫宝可梦
id-825,1,レドームシ,レドームポケモン
id-825,3,레돔벌레,레이돔포켓몬
id-825,4,天罩蟲,天線罩寶可夢
id-825,5,Coléodôme,Pokémon Radôme
id-825,6,Keradar,Radarkuppel-Pokémon
id-825,7,Dottler,Pokémon Radomo
id-825,8,Dottler,Pokémon Radome
id-825,9,Dottler,Radome Pokémon
id-825,11,レドームシ,レドームポケモン
id-825,12,天罩虫,天线罩宝可梦
id-826,1,イオルブ,ななほしポケモン
id-826,3,이올브,칠성포켓몬
id-826,4,以歐路普,七星寶可夢
id-826,5,Astronelle,Pokémon Sept Points
id-826,6,Maritellit,Siebensterne-Pokémon
id-826,7,Orbeetle,Pokémon Siete Puntos
id-826,8,Orbeetle,Pokémon Settepunti
id-826,9,Orbeetle,Seven Spot Pokémon
id-826,11,イオルブ,ななほしポケモン
id-826,12,以欧路普,七星宝可梦
id-827,1,クスネ,きつねポケモン
id-827,3,훔처우,여우포켓몬
id-827,4,偷兒狐,狐狸寶可夢
id-827,5,Goupilou,Pokémon Renard
id-827,6,Kleptifux,Fuchs-Pokémon
id-827,7,Nickit,Pokémon Zorro
id-827,8,Nickit,Pokémon Volpe
id-827,9,Nickit,Fox Pokémon
id-827,11,クスネ,きつねポケモン
id-827,12,狡小狐,狐狸宝可梦
id-828,1,フォクスライ,きつねポケモン
id-828,3,폭슬라이,여우포켓몬
id-828,4,狐大盜,狐狸寶可夢
id-828,5,Roublenard,Pokémon Renard
id-828,6,Gaunux,Fuchs-Pokémon
id-828,7,Thievul,Pokémon Zorro
id-828,8,Thievul,Pokémon Volpe
id-828,9,Thievul,Fox Pokémon
id-828,11,フォクスライ,きつねポケモン
id-828,12,猾大狐,狐狸宝可梦
id-829,1,ヒメンカ,はなかざりポケモン
id-829,3,꼬모카,꽃장식포켓몬
id-829,4,幼棉棉,花飾寶可夢
id-829,5,Tournicoton,Pokémon Chef-Fleur
id-829,6,Cottini,Blumenzier-Pokémon
id-829,7,Gossifleur,Pokémon Adornofloral
id-829,8,Gossifleur,Pokémon Fiorfronzolo
id-829,9,Gossifleur,Flowering Pokémon
id-829,11,ヒメンカ,はなかざりポケモン
id-829,12,幼棉棉,花饰宝可梦
id-830,1,ワタシラガ,わたかざりポケモン
id-830,3,백솜모카,솜장식포켓몬
id-830,4,白蓬蓬,棉飾寶可夢
id-830,5,Blancoton,Pokémon Chef-Coton
id-830,6,Cottomi,Baumwollzier-Pokémon
id-830,7,Eldegoss,Pokémon Adornalgodón
id-830,8,Eldegoss,Pokémon Cotofronzolo
id-830,9,Eldegoss,Cotton Bloom Pokémon
id-830,11,ワタシラガ,わたかざりポケモン
id-830,12,白蓬蓬,棉饰宝可梦
id-831,1,ウールー,ひつじポケモン
id-831,3,우르,양포켓몬
id-831,4,毛辮羊,綿羊寶可夢
id-831,5,Moumouton,Pokémon Mouton
id-831,6,Wolly,Schaf-Pokémon
id-831,7,Wooloo,Pokémon Oveja
id-831,8,Wooloo,Pokémon Pecora
id-831,9,Wooloo,Sheep Pokémon
id-831,11,ウールー,ひつじポケモン
id-831,12,毛辫羊,绵羊宝可梦
id-832,1,バイウールー,ひつじポケモン
id-832,3,배우르,양포켓몬
id-832,4,毛毛角羊,綿羊寶可夢
id-832,5,Moumouflon,Pokémon Mouton
id-832,6,Zwollock,Schaf-Pokémon
id-832,7,Dubwool,Pokémon Oveja
id-832,8,Dubwool,Pokémon Pecora
id-832,9,Dubwool,Sheep Pokémon
id-832,11,バイウールー,ひつじポケモン
id-832,12,毛毛角羊,绵羊宝可梦
id-833,1,カムカメ,くいつきポケモン
id-833,3,깨물부기,물고늘어지기포켓몬
id-833,4,咬咬龜,咬住寶可夢
id-833,5,Khélocrok,Pokémon Mordillage
id-833,6,Kamehaps,Schnapp-Pokémon
id-833,7,Chewtle,Pokémon Mordedura
id-833,8,Chewtle,Pokémon Mordace
id-833,9,Chewtle,Snapping Pokémon
id-833,11,カムカメ,くいつきポケモン
id-833,12,咬咬龟,咬住宝可梦
id-834,1,カジリガメ,かみつきポケモン
id-834,3,갈가부기,물어뜯기포켓몬
id-834,4,暴噬龜,緊咬寶可夢
id-834,5,Torgamord,Pokémon Morsure
id-834,6,Kamalm,Biss-Pokémon
id-834,7,Drednaw,Pokémon Mordisco
id-834,8,Drednaw,Pokémon Morso
id-834,9,Drednaw,Bite Pokémon
id-834,11,カジリガメ,かみつきポケモン
id-834,12,暴噬龟,紧咬宝可梦
id-835,1,ワンパチ,こいぬポケモン
id-835,3,멍파치,강아지포켓몬
id-835,4,來電汪,小狗寶可夢
id-835,5,Voltoutou,Pokémon Chiot
id-835,6,Voldi,Welpen-Pokémon
id-835,7,Yamper,Pokémon Perrito
id-835,8,Yamper,Pokémon Cagnolino
id-835,9,Yamper,Puppy Pokémon
id-835,11,ワンパチ,こいぬポケモン
id-835,12,来电汪,小狗宝可梦
id-836,1,パルスワン,いぬポケモン
id-836,3,펄스멍,개포켓몬
id-836,4,逐電犬,狗寶可夢
id-836,5,Fulgudog,Pokémon Chien
id-836,6,Bellektro,Hunde-Pokémon
id-836,7,Boltund,Pokémon Perro
id-836,8,Boltund,Pokémon Cane
id-836,9,Boltund,Dog Pokémon
id-836,11,パルスワン,いぬポケモン
id-836,12,逐电犬,狗宝可梦
id-837,1,タンドン,せきたんポケモン
id-837,3,탄동,석탄포켓몬
id-837,4,小炭仔,煤炭寶可夢
id-837,5,Charbi,Pokémon Charbon
id-837,6,Klonkett,Kohle-Pokémon
id-837,7,Rolycoly,Pokémon Carbón
id-837,8,Rolycoly,Pokémon Carbone
id-837,9,Rolycoly,Coal Pokémon
id-837,11,タンドン,せきたんポケモン
id-837,12,小炭仔,煤炭宝可梦
id-838,1,トロッゴン,せきたんポケモン
id-838,3,탄차곤,석탄포켓몬
id-838,4,大炭車,煤炭寶可夢
id-838,5,Wagomine,Pokémon Charbon
id-838,6,Wagong,Kohle-Pokémon
id-838,7,Carkol,Pokémon Carbón
id-838,8,Carkol,Pokémon Carbone
id-838,9,Carkol,Coal Pokémon
id-838,11,トロッゴン,せきたんポケモン
id-838,12,大炭车,煤炭宝可梦
id-839,1,セキタンザン,せきたんポケモン
id-839,3,석탄산,석탄포켓몬
id-839,4,巨炭山,煤炭寶可夢
id-839,5,Monthracite,Pokémon Charbon
id-839,6,Montecarbo,Kohle-Pokémon
id-839,7,Coalossal,Pokémon Carbón
id-839,8,Coalossal,Pokémon Carbone
id-839,9,Coalossal,Coal Pokémon
id-839,11,セキタンザン,せきたんポケモン
id-839,12,巨炭山,煤炭宝可梦
id-840,1,カジッチュ,りんごぐらしポケモン
id-840,3,과사삭벌레,사과살이포켓몬
id-840,4,啃果蟲,蘋果居寶可夢
id-840,5,Verpom,Pokémon Nid Pomme
id-840,6,Knapfel,Apfelhaus-Pokémon
id-840,7,Applin,Pokémon Manzanido
id-840,8,Applin,Pokémon Pomicolo
id-840,9,Applin,Apple Core Pokémon
id-840,11,カジッチュ,りんごぐらしポケモン
id-840,12,啃果虫,苹果居宝可梦
id-841,1,アップリュー,りんごはねポケモン
id-841,3,애프룡,사과날개포켓몬
id-841,4,蘋裹龍,蘋果翅寶可夢
id-841,5,Pomdrapi,Pokémon Ailes Pomme
id-841,6,Drapfel,Apfelflügel-Pokémon
id-841,7,Flapple,Pokémon Manzanala
id-841,8,Flapple,Pokémon Pomivolo
id-841,9,Flapple,Apple Wing Pokémon
id-841,11,アップリュー,りんごはねポケモン
id-841,12,苹裹龙,苹果翅宝可梦
id-842,1,タルップル,りんごじるポケモン
id-842,3,단지래플,사과즙포켓몬
id-842,4,豐蜜龍,蘋果汁寶可夢
id-842,5,Dratatin,Pokémon Jus Pomme
id-842,6,Schlapfel,Apfelnektar-Pokémon
id-842,7,Appletun,Pokémon Manzanéctar
id-842,8,Appletun,Pokémon Pomisucco
id-842,9,Appletun,Apple Nectar Pokémon
id-842,11,タルップル,りんごじるポケモン
id-842,12,丰蜜龙,苹果汁宝可梦
id-843,1,スナヘビ,すなへびポケモン
id-843,3,모래뱀,모래뱀포켓몬
id-843,4,沙包蛇,沙蛇寶可夢
id-843,5,Dunaja,Pokémon Serpensable
id-843,6,Salanga,Sandschlangen-Pokémon
id-843,7,Silicobra,Pokémon Serp. Arena
id-843,8,Silicobra,Pokémon Sabbiaserpe
id-843,9,Silicobra,Sand Snake Pokémon
id-843,11,スナヘビ,すなへびポケモン
id-843,12,沙包蛇,沙蛇宝可梦
id-844,1,サダイジャ,すなへびポケモン
id-844,3,사다이사,모래뱀포켓몬
id-844,4,沙螺蟒,沙蛇寶可夢
id-844,5,Dunaconda,Pokémon Serpensable
id-844,6,Sanaconda,Sandschlangen-Pokémon
id-844,7,Sandaconda,Pokémon Serp. Arena
id-844,8,Sandaconda,Pokémon Sabbiaserpe
id-844,9,Sandaconda,Sand Snake Pokémon
id-844,11,サダイジャ,すなへびポケモン
id-844,12,沙螺蟒,沙蛇宝可梦
id-845,1,ウッウ,うのみポケモン
id-845,3,윽우지,그대로삼키기포켓몬
id-845,4,古月鳥,一口吞寶可夢
id-845,5,Nigosier,Pokémon Avaltouron
id-845,6,Urgl,Schling-Pokémon
id-845,7,Cramorant,Pokémon Tragón
id-845,8,Cramorant,Pokémon Inghiottone
id-845,9,Cramorant,Gulp Pokémon
id-845,11,ウッウ,うのみポケモン
id-845,12,古月鸟,一口吞宝可梦
id-846,1,サシカマス,とつげきポケモン
id-846,3,찌로꼬치,돌격포켓몬
id-846,4,刺梭魚,突擊寶可夢
id-846,5,Embrochet,Pokémon Fonceur
id-846,6,Pikuda,Rempler-Pokémon
id-846,7,Arrokuda,Pokémon Arremetida
id-846,8,Arrokuda,Pokémon Carica
id-846,9,Arrokuda,Rush Pokémon
id-846,11,サシカマス,とつげきポケモン
id-846,12,刺梭鱼,突击宝可梦
id-847,1,カマスジョー,くしざしポケモン
id-847,3,꼬치조,꼬치포켓몬
id-847,4,戽斗尖梭,穿刺寶可夢
id-847,5,Hastacuda,Pokémon Transperceur
id-847,6,Barrakiefa,Spieß-Pokémon
id-847,7,Barraskewda,Pokémon Ensarta
id-847,8,Barraskewda,Pokémon Spiedo
id-847,9,Barraskewda,Skewer Pokémon
id-847,11,カマスジョー,くしざしポケモン
id-847,12,戽斗尖梭,穿刺宝可梦
id-848,1,エレズン,あかごポケモン
id-848,3,일레즌,젖먹이포켓몬
id-848,4,毒電嬰,嬰兒寶可夢
id-848,5,Toxizap,Pokémon Poupon
id-848,6,Toxel,Baby-Pokémon
id-848,7,Toxel,Pokémon Retoño
id-848,8,Toxel,Pokémon Bebè
id-848,9,Toxel,Baby Pokémon
id-848,11,エレズン,あかごポケモン
id-848,12,电音婴,婴儿宝可梦
id-849,1,ストリンダー,パンクポケモン
id-849,3,스트린더,펑크포켓몬
id-849,4,顫弦蠑螈,龐克寶可夢
id-849,5,Salarsen,Pokémon Punk
id-849,6,Riffex,Punk-Pokémon
id-849,7,Toxtricity,Pokémon Punki
id-849,8,Toxtricity,Pokémon Punk
id-849,9,Toxtricity,Punk Pokémon
id-849,11,ストリンダー,パンクポケモン
id-849,12,颤弦蝾螈,庞克宝可梦
id-850,1,ヤクデ,はつねつポケモン
id-850,3,태우지네,발열포켓몬
id-850,4,燒火蚣,發熱寶可夢
id-850,5,Grillepattes,Pokémon Calorifère
id-850,6,Thermopod,Exotherm-Pokémon
id-850,7,Sizzlipede,Pokémon Radiador
id-850,8,Sizzlipede,Pokémon Termogeno
id-850,9,Sizzlipede,Radiator Pokémon
id-850,11,ヤクデ,はつねつポケモン
id-850,12,烧火蚣,发热宝可梦
id-851,1,マルヤクデ,はつねつポケモン
id-851,3,다태우지네,발열포켓몬
id-851,4,焚焰蚣,發熱寶可夢
id-851,5,Scolocendre,Pokémon Calorifère
id-851,6,Infernopod,Exotherm-Pokémon
id-851,7,Centiskorch,Pokémon Radiador
id-851,8,Centiskorch,Pokémon Termogeno
id-851,9,Centiskorch,Radiator Pokémon
id-851,11,マルヤクデ,はつねつポケモン
