area,name,area_type,ended
id-105291,Chaudfontaine,Municipality,f
id-118304,Kichijōji-kitamachi,District,f
id-118305,Kichijōji-higashichō,District,f
id-118306,Higashiueno,District,f
id-49822,Villemomble,City,f
id-13310,Caravaggio,Municipality,f
id-116862,Bramham,District,f
id-1833,Bourgogne,Subdivision,t
id-69785,Rheinbach,City,f
id-59693,Assas,City,f
rec-114941-dup-0,Brunssmu,Municipality,f
id-1836,Champagne-Ardenne,Subdivision,t
id-86968,Rhymney,City,f
id-6045,Torrington,City,f
id-6044,Piaseczno,City,f
rec-29439-dup-0,Batlei,City,f
rec-20626-dup-0,Trev8so,Municipality,f
id-77570,Tröbitz,Municipality,f
id-72276,Steinhagen,Municipality,f
id-72277,Stemwede,Municipality,f
id-39329,Lorris,City,f
id-94692,Hemingford Abbots,City,f
id-21600,Nomaglio,Municipality,f
id-114695,Rocky Hill,Municipality,f
id-3887,Haringey,Subdivision,f
rec-79921-dup-0,Großwaeasdorf,Municipality,f
id-80206,Reichenau an der Rax,Municipality,f
id-115900,Hexham,City,f
id-118764,Stradbally,City,f
id-12319,Kongsberg,Municipality,f
id-12318,Lillehammer,Municipality,f
rec-91888-dup-0,Limbncht,City,f
id-69225,Hemmingen,City,f
rec-3960-dup-0,North East Lincolnshi4e,Subdivision,f
id-36845,Chennevières-sur-Marne,City,f
id-73453,Jockgrim,Municipality,f
id-2370,Kyïvska Oblast,Subdivision,f
id-24943,Sheldon,City,f
rec-3887-dup-0,Harimgey,Subdivision,f
id-95457,Great Finborough,City,f
id-97562,Bauen,Municipality,f
id-114051,Tiana,Municipality,f
id-27946,Winters,City,f
id-9790,Nishinomiya,City,f
id-27945,Crawfordsville,City,f
id-33787,Kuhmoinen,Municipality,f
id-27941,Oskaloosa,City,f
id-19805,Vanzago,Municipality,f
id-24540,Tell City,City,f
id-74132,Pracht,Municipality,f
id-63424,Dardilly,City,f
id-2751,Pahang,Subdivision,f
id-91070,Bunde,City,f
id-29126,Wenatchee,City,f
id-14227,Civitanova Marche,Municipality,f
id-60863,Desingy,City,f
id-3978,Powys,Subdivision,f
id-9546,St. Cloud,City,f
id-101290,Erpe-Mere,Municipality,f
id-12368,Ørsta,Municipality,f
id-62522,Saint-Rémy-lès-Chevreuse,City,f
id-19249,Massa dAlbe,Municipality,f
rec-3944-dup-0,Wigam,Subdivision,f
id-116430,Manhasset,City,f
id-116431,Rjukan,City,f
rec-78174-dup-0,St0lpe,Municipality,f
rec-84069-dup-0,River Fallj,City,f
id-6263,Richmond Heights,City,f
id-106244,Blaricum,Municipality,f
id-116740,Kitaōtsuka,District,f
id-76819,Sachsenkam,Municipality,f
id-5482,Qingdao,City,f
id-105333,Soignies,Municipality,f
id-84697,Elgin,City,f
rec-75288-dup-0,Remxingen,Municipality,f
id-30788,Schwaz,City,f
id-22492,South Lake Tahoe,City,f
id-30786,Deutschlandsberg,City,f
id-84699,Galesburg,City,f
id-39102,Frasne-le-Château,City,f
id-406,Shizuoka,Subdivision,f
id-30279,Vieira do Minho,Municipality,f
id-116695,Shiba,District,f
id-116696,Azabudai,District,f
id-29631,Accra,City,f
id-75282,Rechtenstein,Municipality,f
id-115958,Raritan,City,f
id-101186,Essen,Municipality,f
id-75288,Remchingen,Municipality,f
id-75289,Remshalden,Municipality,f
id-87563,Three Oaks,City,f
id-63665,Le Val,City,f
rec-118619-dup-0,Watanabe-sōri,District,f
id-227,Vatican City,Country,f
id-65766,Saint-Bonnet-de-Joux,City,f
id-4284,Pelhřimov,Subdivision,f
id-4289,Brno-venkov,Subdivision,f
rec-52147-dup-0,La Flèce,City,f
rec-119581-dup-0,Nasville,City,f
id-11925,Suminoe-ku,District,f
id-11926,Oradea,City,f
id-69312,Kamenz,City,f
rec-7778-dup-0,Altwnsteig,City,f
id-314,Manitoba,Subdivision,f
id-113088,Peligros,Municipality,f
id-47778,Saessolsheim,City,f
id-14206,Pesaro,Municipality,f
id-135,Mauritania,Country,f
rec-4586-dup-0,Yogiakarta,Subdivision,f
id-103296,Catawba County,County,f
rec-118263-dup-0,Sakrechō,District,f
id-83778,East Providence,City,f
id-91638,Maasbracht,City,f
id-97962,Monthey,Municipality,f
id-91632,Limmen,City,f
id-27122,Hendersonville,City,f
id-93930,Brookfield,City,f
id-14840,Ventimiglia,Municipality,f
id-70722,Kalübbe,Municipality,f
id-8033,Bothell,City,f
id-69009,Eckernförde,City,f
rec-3872-dup-0,Leicesgtershire,Subdivision,f
id-1228,Cienfuegos,Subdivision,f
id-7877,Edinburg,City,f
id-101725,Putnam County,County,f
id-82259,Big Bear Lake,City,f
id-14335,Duino-Aurisina,Municipality,f
id-14442,Nogaredo,Municipality,f
id-63089,Grisy-Suisnes,City,f
id-7096,Barlinek,City,f
id-115482,Wantagh,City,f
id-3575,Sokoto,Subdivision,f
id-7099,Nysa,City,f
id-76761,Riedering,Municipality,f
rec-57026-dup-0,Léra,City,f
id-95937,Ehrendingen,Municipality,f
id-46174,Le Val-dAjol,City,f
id-77557,Straupitz,Municipality,f
id-3084,Al Lādhiqīyah,Subdivision,f
id-91920,Overveen,City,f
id-118999,Annandale,District,f
id-62931,Sées,City,f
rec-82675-dup-0,Wayand,City,f
id-118995,Valois,District,f
id-89633,Knysna,City,f
rec-30925-dup-0,Aylesbuey,City,f
rec-10727-dup-0,Chikysei,City,f
rec-72517-dup-0,Weahheim,Municipality,f
id-12671,Bø,Municipality,f
id-114845,Wijchen,Municipality,f
rec-103069-dup-0,Niabara County,County,f
id-115061,Hillegom,Municipality,f
id-10818,Kashiwa,City,f
rec-84773-dup-0,Brunsw'lck,City,f
id-10814,Hakodate,City,f
id-18713,San Vendemiano,Municipality,f
id-95805,Amstelveen,Municipality,f
id-119225,South Slope,City,f
id-119227,Cookham,City,f
id-119221,Natitingou,City,f
id-23664,Dubrovnik,City,f
id-88761,Skelmersdale,City,f
id-88763,Wantage,City,f
id-88762,Woodstock,City,f
id-88765,Wallingford,City,f
id-22537,Mobile,City,f
id-84905,Statesboro,City,f
id-46919,Saint-Cyprien,City,f
rec-18859-dup-0,Dooo,Municipality,f
id-82459,Boylston,City,f
rec-13379-dup-0,Lesignano de zagni,Municipality,f
id-23804,Manchester,City,f
id-69827,Saarburg,City,f
id-116559,Sewanee,City,f
id-69825,Saalburg-Ebersdorf,City,f
id-89161,São Bernardo do Campo,City,f
id-44738,Dourgne,City,f
id-11670,Fujikawaguchiko,City,f
rec-107030-dup-0,Naldq,Municipality,f
rec-99820-dup-0,Canterburie,City,f
rec-118101-dup-0,River Groue,City,f
id-54274,Tournus,City,f
id-100052,Mittagong,City,f
id-53580,Sancerre,City,f
id-98357,Santarém,Municipality,f
rec-2434-dup-0,Novosibirskyaa oblast,Subdivision,f
id-45486,Châteauneuf,City,f
id-45481,Laon,City,f
id-105994,Xinying District,District,f
id-94464,Vinkeveen,City,f
id-118371,Meatpacking District,District,f
id-94462,Lathom,City,f
id-69797,Riesa,City,f
id-111740,Ricla,Municipality,f
id-115866,Sotra,Island,f
id-118667,Northfield,City,f
id-77295,Überherrn,Municipality,f
id-1829,Alsace,Subdivision,t
id-119178,Segré-en-Anjou Bleu,Municipality,f
id-483,Värmland,Subdivision,f
id-1821,Illes Balears,Subdivision,f
id-19035,Follina,Municipality,f
id-7500,Bad Urach,City,f
rec-116819-dup-0,Hailshazm,City,f
rec-83858-dup-0,Columvia,City,f
id-96771,Glarus Nord,Municipality,f
id-80576,Stainz,Municipality,f
rec-9642-dup-0,éLvis,City,f
rec-4289-dup-0,Brno-venckov,Subdivision,f
id-12126,Yuanshan,City,f
id-76216,Kalchreuth,Municipality,f
id-21636,Ardesio,Municipality,f
id-100312,Paige,City,f
id-16570,Asolo,Municipality,f
id-74033,Oberotterbach,Municipality,f
id-59408,Vaires-sur-Marne,City,f
id-25576,Grand Rivers,City,f
id-28538,Helotes,City,f
id-72517,Wehrheim,Municipality,f
rec-88748-dup-0,Clithero,City,f
id-118200,Hiraikechō,District,f
id-118203,Shikitsu-Higashi,District,f
id-118758,Polotsk,City,f
id-116956,Edamitsu,District,f
id-97559,Altdorf,Municipality,f
id-69645,Oberkochen,City,f
id-97798,Pampigny,Municipality,f
id-3994,Staffordshire,Subdivision,f
id-8632,Deurne,City,f
id-19321,Niederdorf,Municipality,f
id-87363,Howell,City,f
id-67433,Colwick,City,f
id-19329,St. Lorenzen,Municipality,f
id-11696,Yugawara,City,f
id-99796,Bungay,City,f
id-51824,Vals-les-Bains,City,f
id-99790,Hadleigh,City,f
id-99791,Framlingham,City,f
id-116593,Lyttelton,City,f
id-21706,Tredozio,Municipality,f
id-5122,Potenza,City,f
id-74456,Streithausen,Municipality,f
id-95330,Holten,City,f
id-80108,Kilb,Municipality,f
id-29138,Selma,City,f
id-39778,Fagnières,City,f
id-95337,Poeldijk,City,f
id-75853,Emmerting,Municipality,f
id-9554,Hemel Hempstead,City,f
id-107835,Torrent,Municipality,f
id-21382,Bruino,Municipality,f
id-33466,Kyyjärvi,Municipality,f
id-97422,Warth-Weiningen,Municipality,f
id-99668,Copthorne,City,f
id-4634,Caserta,Subdivision,f
id-98707,Toluca,City,f
id-81960,Mountain Home,City,f
id-4639,Como,Subdivision,f
id-16950,Brugine,Municipality,f
id-114780,Wijk bij Duurstede,Municipality,f
id-69258,Hockenheim,City,f
id-69259,Hofheim,City,f
rec-30212-dup-0,Sidnei,City,f
id-5231,Frankfort,City,f
id-114837,Dongeradeel,Municipality,f
id-2740,Pattaya,City,f
rec-47476-dup-0,Commerc6,City,f
id-93020,Stonesfield,City,f
id-30268,Dalhousie,City,f
id-117774,Squamish,City,f
rec-78914-dup-0,Gräfehnain,Municipality,f
id-69497,Marl,City,f
id-55457,Montesano,City,f
id-84069,River Falls,City,f
id-9156,Changchun,City,f
id-20090,Sacile,Municipality,f
id-82054,Chillicothe,City,f
id-8286,Basildon,City,f
id-106479,Móstoles,Municipality,f
id-82050,Blue Ash,City,f
id-106477,Fuenlabrada,Municipality,f
id-87579,Walker,City,f
id-234,Yemen,Country,f
id-116175,Chalmette,City,f
id-83267,Post Falls,City,f
id-92079,Doesburg,City,f
id-118960,Kauaʻi,Island,f
id-83262,Meridian,City,f
id-20072,Sesto al Reghena,Municipality,f
id-24022,San Jacinto,City,f
id-76525,Niederalteich,Municipality,f
id-4291,Hodonín,Subdivision,f
id-30080,Slangerup,City,f
id-51221,Rosny-sous-Bois,City,f
id-12730,Gjerstad,Municipality,f
id-28698,Kilgore,City,f
id-28663,Shepherd,City,f
rec-24943-dup-0,Shelton,City,f
id-30642,Los Feliz,City,f
id-75181,Mittelbiberach,Municipality,f
id-22606,Sperone,Municipality,f
id-75183,Moosburg,Municipality,f
id-50590,Pujaut,City,f
id-30869,Bad Vöslau,City,f
id-27482,Newton Falls,City,f
id-47986,Walbourg,City,f
id-75186,Mulfingen,Municipality,f
rec-84001-dup-0,Aubufn,City,f
id-110031,Urueña,Municipality,f
id-120,Liberia,Country,f
rec-11724-dup-0,Nada-1<u,District,f
rec-115601-dup-0,Charlottemburg-Wilmersdorf,District,f
id-22359,Southbridge,City,f
id-4747,Anurādhapura,Subdivision,f
rec-464-dup-0,Noord-H9lland,Subdivision,f
id-84483,Weirton,City,f
id-29439,Batley,City,f
rec-119424-dup-0,Plaijtow,City,f
id-57218,Herment,City,f
id-79345,Tröchtelborn,Municipality,f
id-70736,Kirchbarkau,Municipality,f
id-70227,Römhild,City,f
id-75656,Bernbeuren,Municipality,f
id-101887,Fairfield County,County,f
id-1218,Guanacaste,Subdivision,f
id-3769,Western Cape,Subdivision,f
id-86511,Pereslavl-Zalessky,City,f
id-70911,Neukirchen,Municipality,f
rec-107841-dup-0,Xeracvo,Municipality,f
id-84025,Mercer Island,City,f
id-7087,Bolków,City,f
id-95921,Brugg,Municipality,f
id-28256,North Myrtle Beach,City,f
id-87601,Wasilla,City,f
id-76771,Roggenburg,Municipality,f
id-28250,Lancaster,City,f
id-69514,Melle,City,f
id-83045,Fairmont,City,f
id-5563,Dunfermline,City,f
id-68513,Drancy,City,f
id-68516,Digne-les-Bains,City,f
id-71512,Dötlingen,Municipality,f
rec-69129-dup-0,Glasjütte,City,f
id-118982,Loyola,District,f
rec-88317-dup-0,Cockerrnouth,City,f
id-83280,Sun Valley,City,f
id-102859,Greenville County,County,f
id-118984,Ischgl,City,f
id-70231,Aberdare,City,f
id-23725,Hof,City,f
rec-406-dup-0,Shizuol<a,Subdivision,f
id-1928,Budva,Subdivision,f
id-80589,Vorau,Municipality,f
rec-117925-dup-0,Bellfue,City,f
id-114850,Scherpenzeel,Municipality,f
rec-97822-dup-0,Rolje,Municipality,f
id-108879,Calera y Chozas,Municipality,f
id-93245,Ittervoort,City,f
id-95814,Novi Pazar,City,f
id-32257,Saint-Jeannet,City,f
id-115070,Bodegraven-Reeuwijk,Municipality,f
id-15129,Foligno,Municipality,f
id-33631,Cordelle,City,f
id-23656,Hounslow,District,f
id-102030,Maricopa County,County,f
id-23659,Kauhajoki,City,f
id-15125,Città della Pieve,Municipality,f
id-22523,Chandler,City,f
id-13931,Guastalla,Municipality,f
id-76199,Irsee,Municipality,f
id-58613,Boyeux-Saint-Jérôme,City,f
id-72180,Bad Sassendorf,Municipality,f
id-118580,Ølby,City,f
id-72182,Beelen,Municipality,f
id-85193,Lindale,City,f
id-17261,Ossi,Municipality,f
id-119763,Woodstock,City,f
id-62102,Billy-Montigny,City,f
rec-75570-dup-0,An9er,Municipality,f
id-69811,Rottenburg am Neckar,City,f
id-6113,Misato,City,f
id-89175,São José do Rio Preto,City,f
rec-98357-dup-0,Santaahém,Municipality,f
id-97160,Sargans,Municipality,f
id-58299,Our,City,f
id-81766,Gilbert,City,f
id-67553,Chantilly,City,f
id-7464,Rodgau,City,f
id-12882,Höör Municipality,Municipality,f
id-76514,Neunkirchen am Brand,Municipality,f
id-114985,Gilze en Rijen,Municipality,f
id-115459,Deerpark,Municipality,f
id-114981,Heeze-Leende,Municipality,f
id-119365,Río Piedras,District,f
id-72079,Velpke,Municipality,f
id-114988,Etten-Leur,Municipality,f
id-115859,Northfield,City,f
id-115858,Orăștie,City,f
id-22742,Milazzo,Municipality,f
id-54282,Saint-Guilhem-le-Désert,City,f
id-115851,Mineola,City,f
id-115850,Coatepec,City,f
id-118360,Uckfield,City,f
id-75417,Unterensingen,Municipality,f
id-119107,Yiwu,City,f
id-99811,Burnham-on-Sea,City,f
id-23905,Solvang,City,f
rec-80589-dup-0,Voroau,Municipality,f
id-101404,Jabbeke,Municipality,f
id-82736,Albany,City,f
id-68855,Bernkastel-Kues,City,f
id-67334,Bourlon,City,f
rec-12809-dup-0,Marbelal,City,f
id-7518,Burladingen,City,f
id-68850,Bergisch Gladbach,City,f
id-118569,Kullamaa,City,f
id-98032,Steinhausen,Municipality,f
id-98035,Zug,Municipality,f
id-72212,Hünxe,Municipality,f
id-82483,Dalton,City,f
id-94214,Ransdorp,City,f
id-72218,Kall,Municipality,f
id-85074,Poplar Bluff,City,f
id-99257,Paju,City,f
id-118184,Cheektowaga,City,f
id-99254,Gunpo,City,f
id-117749,Kragujevac,City,f
id-39344,Chevannes,City,f
rec-116503-dup-0,St. Mary5 City,City,f
id-44218,Misy-sur-Yonne,City,f
rec-98345-dup-0,Sixal,Municipality,f
id-118211,Fremantle,City,f
rec-4955-dup-0,Tarjac,Subdivision,f
id-33079,Roissy-en-Brie,City,f
id-115926,South Fallsburg,City,f
id-13200,Lolland Municipality,Municipality,f
id-61489,Habloville,City,f
id-12330,Tønsberg,Municipality,f
id-6335,West Fargo,City,f
id-67226,Condette,City,f
id-119581,Nashville,City,f
id-119582,Pelham,City,f
id-101316,Merchtem,Municipality,f
id-21137,Ascea,Municipality,f
id-66939,Païta,City,f
id-66934,Lifou,City,f
rec-99313-dup-0,Tongueong,City,f
id-118695,Cranbury,City,f
rec-68566-dup-0,Châteleerault,City,f
id-118693,Oro-Medonte,Municipality,f
rec-83770-dup-0,Bristnol,City,f
id-116580,Carleton Place,City,f
id-69129,Glashütte,City,f
id-101075,Selby,City,f
id-95327,Vuren,City,f
id-119801,Sharon,District,f
id-24364,Lithonia,City,f
id-38360,La Bastide,City,f
id-98815,Banjarmasin,City,f
id-101078,Pickering,City,f
id-82344,Lemoore,City,f
id-13116,Kungälv Municipality,Municipality,f
id-116901,Hermitage,District,f
id-3996,Stockton-on-Tees,Subdivision,f
id-81289,Atmore,City,f
rec-6101-dup-0,Sejy,City,f
id-99499,Vitória,City,f
id-38289,Siran,City,f
id-116766,Waseda-machi,District,f
rec-72180-dup-0,Bad Sas5endorf,Municipality,f
id-4600,County Leitrim,Subdivision,f
id-27235,Imperial,City,f
id-115954,Newtown,District,f
id-117168,Drasco,City,f
id-5220,Concord,City,f
id-117162,Exton,City,f
id-34384,Kauhava,City,f
id-47578,Bédée,City,f
id-8729,Ringwood East,City,f
id-24293,Lake Buena Vista,City,f
id-105408,Zeewolde,Municipality,f
id-55421,Wallasey,City,f
id-422,Ehime,Subdivision,f
id-423,Kochi,Subdivision,f
id-17232,Cardano al Campo,Municipality,f
id-27929,Franklin,City,f
id-116346,Blackwood,City,f
id-116347,Sørup,District,f
id-118636,Nanbasennichimae,District,f
id-27583,Mayville,City,f
id-51061,Feucherolles,City,f
id-118631,Ukita,District,f
id-4519,Trikala,Subdivision,f
id-92064,Ruse,City,f
id-84200,Commerce City,City,f
id-20042,Conselice,Municipality,f
id-75735,Burgsinn,Municipality,f
id-53807,Pernes-les-Fontaines,City,f
rec-68850-dup-0,Bergisch Gladbjach,City,f
id-43060,Villainville,City,f
id-686,Uttar Pradesh,Subdivision,f
id-106268,North Vancouver,City,f
id-101098,Varnhem,City,f
id-10655,Shimonoseki,City,f
id-60204,Malestroit,City,f
id-88035,Johnson Creek,City,f
id-333,Niedersachsen,Subdivision,f
id-336,Schleswig-Holstein,Subdivision,f
id-4779,Zagora,Subdivision,f
id-106041,Opatija,City,f
id-103030,Perry County,County,f
rec-99712-dup-0,Soutwell,City,f
id-42623,Amilly,City,f
id-27100,Roanoke Rapids,City,f
id-27101,Lenoir,City,f
id-116017,Dingle,City,f
id-116015,Barrow-in-Furness,City,f
id-70219,Zschopau,City,f
id-29931,Scarborough,City,f
id-70212,Zerbst,City,f
id-74981,Gottmadingen,Municipality,f
id-70211,Zella-Mehlis,City,f
id-14827,Cagli,Municipality,f
id-69066,Frauenstein,City,f
id-206,Tajikistan,Country,f
rec-94462-dup-0,Lathoq,City,f
id-113629,El Vendrell,Municipality,f
id-80956,Ratoath,City,f
id-7678,Mühlheim am Main,City,f
id-26185,Liberty,City,f
id-15794,Carimate,Municipality,f
id-115664,Tórshavn,City,f
id-3515,Maputo,City,f
id-46112,Sore,City,f
id-92273,Kings Langley,City,f
id-28060,Istra,City,f
id-14439,Morsasco,Municipality,f
id-82087,Newark,City,f
id-68501,Tulle,City,f
rec-69811-dup-0,Rotteriburg am Neckar,City,f
id-113996,Calonge,Municipality,f
id-14225,Avellino,Municipality,f
id-70367,Bordesholm,Municipality,f
id-69111,Geiselhöring,City,f
id-9362,Elva,City,f
id-14223,Massa,Municipality,f
rec-49332-dup-0,Meisenrhal,City,f
id-23224,Edmond,City,f
id-21312,Rufina,Municipality,f
rec-82783-dup-0,Talend,City,f
id-101675,Ronkonkoma,City,f
rec-93012-dup-0,Chekendon,City,f
rec-59680-dup-0,Sajnt-Jans-Cappel,City,f
id-8871,Shaoyang,City,f
rec-66934-dup-0,Livou,City,f
id-68700,Dawson Creek,City,f
id-63762,Vigneux-sur-Seine,City,f
id-96372,Rubigen,Municipality,f
rec-23307-dup-0,South Sqlt Lake,City,f
id-82557,Marblehead,City,f
id-47151,Lannion,City,f
id-82553,Lynn,City,f
id-115066,Giessenlanden,Municipality,f
id-15977,Campomorone,Municipality,f
id-32240,Saint-Michel-lObservatoire,City,f
id-76699,Putzbrunn,Municipality,f
id-13924,Fabbrico,Municipality,f
rec-99811-dup-0,Burnham-0n-Sea,City,f
id-7325,Geldern,City,f
id-15377,Borgo a Mozzano,Municipality,f
id-11697,Hakone,City,f
id-47159,Apt,City,f
id-119774,Iomaire Mhuireanáin,District,f
id-7320,Durban,City,f
id-82436,Ashburnham,City,f
id-119778,Punta Cana,City,f
id-4150,Namur,Subdivision,f
id-6101,Sejny,City,f
id-106857,Andoain,Municipality,f
id-106852,Mondragón,Municipality,f
id-7690,Garden City,City,f
rec-18417-dup-0,Mel2o,Municipality,f
id-90654,Moruleng,City,f
id-54929,Châtillon,City,f
id-115444,Holmdel Township,Municipality,f
id-119377,Fort Morgan,,f
id-118421,Orchard Park,City,f
id-118422,Tenafly,City,f
id-118425,Marrero,City,f
id-27467,New Albany,City,f
id-118355,Mordialloc,District,f
rec-82472-dup-0,Chelm5ford,City,f
id-83858,Columbia,City,f
rec-227-dup-0,Vadican City,Country,f
id-80390,Raab,Municipality,f
id-21897,Greensburg,City,f
id-1841,Limousin,Subdivision,t
id-21898,Lock Haven,City,f
id-1843,Midi-Pyrénées,Subdivision,t
id-1844,Nord-Pas-de-Calais,Subdivision,t
id-4416,Moselle,Subdivision,f
id-21319,Recanati,Municipality,f
id-101413,Diksmuide,Municipality,f
id-80558,Sankt Lambrecht,Municipality,f
id-104171,Hancock County,County,f
id-80554,Riegersburg,Municipality,f
id-46614,Saint-Robert,City,f
id-118519,West Lebanon,District,f
id-114887,Aalten,Municipality,f
id-5418,Łowicz,City,f
rec-118589-dup-0,San Elizano,City,f
id-118512,Hung Hom,District,f
id-117752,Eystur Municipality,Municipality,f
id-117756,Sunpuchō,District,f
id-46475,Billère,City,f
id-117759,Uchidenohama,District,f
id-94026,West Wratting,City,f
id-86880,Kilmarnock,City,f
id-102551,Nordborg,City,f
id-118223,Côte-des-Neiges–Notre-Dame-de-Grâce,District,f
id-94022,Hazerswoude-Dorp,City,f
id-49782,Athis-Mons,City,f
id-5106,Arkhangelsk,City,f
id-13213,Juba,City,f
id-18417,Melzo,Municipality,f
id-6325,Waverly,City,f
id-51725,Conques,City,f
id-1447,Francisco Morazán,Subdivision,f
id-69664,Offenburg,City,f
id-3770,KwaZulu-Natal,Subdivision,f
id-51948,Gueberschwihr,City,f
id-6329,Nelsonville,City,f
id-99313,Tongyeong,City,f
id-117628,Baambrugge,City,f
id-67453,Longsight,City,f
id-19494,San Valentino in Abruzzo Citeriore,Municipality,f
id-39976,Saint-Saturnin,City,f
id-72337,Diemelsee,Municipality,f
rec-4747-dup-0,Anurādhaputa,Subdivision,f
id-5103,Pune,City,f
id-117579,Buttonville,District,f
id-118649,Kanaikemachi,District,f
id-95311,Wakken,City,f
id-118640,Chiyozaki,District,f
id-118643,Jūsō-honmachi,District,f
id-118644,Nishimiyahara,District,f
id-101247,Genk,Municipality,f
id-74878,Dornstadt,Municipality,f
id-13104,Enköping Municipality,Municipality,f
id-13106,Tierp Municipality,Municipality,f
id-13108,Haparanda Municipality,Municipality,f
rec-117848-dup-0,Schwarzenperg,City,f
id-100842,Leisure World,City,f
id-28865,Cedar Park,City,f
id-94156,Fall Creek,City,f
id-21879,Niles,City,f
id-97446,Bodio,Municipality,f
id-41167,Faverolles,City,f
id-110415,San Ildefonso,Municipality,f
id-21873,Huber Heights,City,f
rec-71884-dup-0,Nöahten-Hardenberg,Municipality,f
id-116717,Shekvetili,City,f
id-101153,Aurora,City,f
id-116710,Hibiya Kōen,District,f
id-81946,North Little Rock,City,f
id-4345,Salamanca,Subdivision,f
rec-8769-dup-0,Alwerjia,City,f
id-9591,Aurora,City,f
rec-8251-dup-0,Skipgon,City,f
id-70023,Trebbin,City,f
id-84007,Carnation,City,f
id-84001,Auburn,City,f
id-39626,Sergines,City,f
id-105162,Gedinne,Municipality,f
id-57974,Le Vésinet,City,f
id-80011,Dobersberg,Municipality,f
id-33999,Laukaa,Municipality,f
id-50919,Champeaux,City,f
id-431,Okinawa,Subdivision,f
id-33993,Lumijoki,Municipality,f
id-116373,Fornebu,City,f
id-75478,Wittnau,Municipality,f
id-99043,Banyuwangi,Subdivision,f
id-81382,Fairfield,City,f
id-19570,Giovinazzo,Municipality,f
id-3839,Dumfries and Galloway,Subdivision,f
id-9826,Okegawa,City,f
id-106450,Colmenar Viejo,Municipality,f
id-9822,Koshigaya,City,f
id-76397,Markt Nordheim,Municipality,f
id-106458,Pozuelo de Alarcón,Municipality,f
id-116624,Grand Est,Subdivision,f
id-87286,Dexter,City,f
id-75252,Offenau,Municipality,f
id-43694,Sylvanès,City,f
id-5366,Olsztyn,City,f
id-70113,Weener,City,f
rec-33999-dup-0,Laukyaa,Municipality,f
rec-82410-dup-0,Signal H9ll,City,f
id-53817,Morzine,City,f
id-5693,Yachiyo,City,f
id-95791,Worthing,City,f
id-30621,Aars,City,f
id-75655,Bernau am Chiemsee,Municipality,f
id-10648,Odessa,City,f
id-17115,Sand in Taufers,Municipality,f
rec-52937-dup-0,Houdam,City,f
id-8408,Adachi,City,f
rec-20072-dup-0,Sesto al Reghean,Municipality,f
rec-86916-dup-0,Ryl,City,f
id-8406,Notre-Dame-du-Mont-Carmel,City,f
id-107030,Nalda,Municipality,f
id-9914,Honjō,City,f
id-9919,Kashiwara,City,f
id-3696,Madīnat Injamīnā,Subdivision,f
id-96152,Blumenstein,Municipality,f
id-91462,Nacka,City,f
id-18531,Velo dAstico,Municipality,f
rec-83788-dup-0,Narragnsett,City,f
rec-16914-dup-0,Mon5elice,Municipality,f
id-1279,Santo Domingo,Subdivision,f
id-31115,Neuville-sous-Montreuil,City,f
id-742,Pest,Subdivision,f
id-30750,Volkach,City,f
id-27596,Eastlake,City,f
id-2839,Dhaka,Subdivision,f
rec-8729-dup-0,Ringwud East,City,f
id-7662,Lorch,City,f
id-100442,Whitmore Lake,City,f
id-17,Bahrain,Country,f
id-8085,Shrewsbury,City,f
id-99684,Petersfield,City,f
id-86081,Cheboksary,City,f
id-92263,St Merryn,City,f
id-92261,Radlett,City,f
id-99685,New Milton,City,f
id-7990,Machida,City,f
id-112475,Secastilla,Municipality,f
id-82092,Parma Heights,City,f
id-68539,Saint-Leu,City,f
id-68536,Orange,City,f
id-82098,Steubenville,City,f
id-28079,Petrozavodsk,City,f
id-89973,Sun City,City,f
rec-100442-dup-0,Whitmire Lake,City,f
id-14785,Busca,Municipality,f
id-69120,Germersheim,City,f
id-1909,Fontvieille,Subdivision,f
id-71884,Nörten-Hardenberg,Municipality,f
rec-80889-dup-0,Jarfe,City,f
rec-116717-dup-0,Sekvetili,City,f
rec-2072-dup-0,Tolmi,Subdivision,f
id-115053,Leiderdorp,Municipality,f
id-57382,Couëron,City,f
id-24502,Morrow,City,f
rec-15129-dup-0,Fol'lgno,Municipality,f
rec-22567-dup-0,Neririx,City,f
id-35585,Baixas,City,f
id-71400,Bendestorf,Municipality,f
id-88732,Beaver Creek,City,f
id-108077,Trujillo,Municipality,f
rec-80155-dup-0,Michelhauseri,Municipality,f
id-118274,Yukigaya-Ōtsukachō,District,f
id-13910,Passirano,Municipality,f
id-69876,Schortens,City,f
id-118276,Ōmorikita,District,f
id-7443,Southampton,City,f
id-15363,Camaiore,Municipality,f
rec-87398-dup-0,Lexlngton,City,f
id-68982,Dippoldiswalde,City,f
rec-110031-dup-0,Urueoa,Municipality,f
id-96410,Sornetan,Municipality,f
id-81707,Maquoketa,City,f
id-118272,Ebara,District,f
id-7683,Kelkheim,City,f
id-115638,Kryvyi Rih,City,f
id-20410,Orsomarso,Municipality,f
id-101799,Cambria County,County,f
id-18564,Monastier di Treviso,Municipality,f
id-22346,Brisbane,City,f
id-119672,Rossie,City,f
id-115438,Neptune Township,Municipality,f
rec-4718-dup-0,Visenza,Subdivision,f
rec-41454-dup-0,Hvez,City,f
id-46813,Jurançon,City,f
id-1391,Vecpiebalgas novads,Subdivision,f
